"","male","black","white","edu","hours","age","inc_labor","int_id"
"3",0,0,1,11,0,25,0,3164
"27",1,0,1,17,2361,30,90702.5,4872
"30",1,0,1,17,79,27,365,266
"31",0,0,1,16,2087,25,34401.25,3763
"37",0,0,1,12,0,25,0,791
"38",0,0,1,12,1210,27,18250,3999
"42",1,0,1,14,2340,30,43800,800
"45",1,0,1,12,3999,28,48362.5,3448
"50",1,0,1,11,1430,28,14600,4883
"52",0,0,1,10,2032,30,6570,2483
"54",1,0,1,12,2080,25,14600,5821
"55",1,0,1,12,1960,29,16425,5282
"56",1,0,1,6,2694,30,29419,6137
"62",1,0,1,12,2530,26,24049.849609375,6138
"72",0,1,0,12,2120,25,34675,2628
"622",0,0,1,9,0,32,0,955
"637",1,0,1,17,2000,34,80300,1150
"652",0,0,0,12,0,36,0,5537
"674",0,0,1,17,0,26,0,2398
"677",0,0,1,8,0,44,0,768
"762",1,0,1,10,1800,27,58765,3564
"790",1,0,1,12,2075,26,54750,3979
"796",1,0,1,12,2650,25,27083,3490
"805",1,1,0,12,2276,28,68985,2601
"811",1,1,0,6,4000,47,82125,5535
"817",1,0,1,12,1347,36,32850,3454
"839",1,0,1,12,2040,33,37412.5,6047
"841",0,0,1,12,0,35,0,782
"842",0,0,1,16,0,34,0,557
"859",1,0,1,13,2004,58,75190,4162
"892",1,0,1,12,2362,46,77416.5,4660
"894",0,0,1,17,72,35,8030,5322
"970",0,0,1,12,320,29,2190,3901
"975",1,0,0,12,2556,39,93075,2106
"991",0,0,1,12,2000,53,28470,992
"1036",0,1,0,13,624,30,12775,2166
"1141",1,0,1,16,1960,28,65700,5022
"1161",1,0,1,13,2640,47,208050,4276
"1180",0,0,1,17,0,29,0,4375
"1211",0,0,1,17,1239,34,36500,1569
"1212",0,0,1,12,1170,34,11497.5,2106
"1264",0,0,1,12,1440,28,18250,953
"1313",0,1,0,12,1823,52,22776,4085
"1328",1,0,1,16,2618,51,73000,3220
"1334",0,0,1,12,1960,36,23360,1707
"1358",0,0,1,12,0,34,0,1417
"1371",1,0,1,17,2339,29,68255,5114
"1374",0,0,1,12,1404,51,17885,4778
"1427",1,0,1,16,780,25,7300,4694
"1431",1,0,1,16,2136,51,113150,4093
"1489",1,0,1,8,1893,49,32229.5,650
"1490",0,0,1,11,1602,36,23725,1383
"1495",0,0,1,12,0,33,0,443
"1544",0,0,1,12,0,27,0,1991
"1546",0,0,1,14,1040,26,9581.25,3641
"1583",0,0,1,12,0,34,0,4447
"1584",0,0,1,16,416,34,21900,1727
"1608",0,0,1,16,0,41,0,3062
"1612",0,1,0,12,2080,25,32850,4443
"1626",0,0,1,14,1200,28,18250,3856
"1662",0,0,1,16,400,39,10950,2959
"1664",0,0,1,12,2000,26,43891.25,226
"1674",0,0,1,16,2470,27,32850,740
"1680",0,0,1,12,0,54,0,585
"1734",0,0,1,12,192,28,1825,3876
"1772",1,0,1,8,2529,50,25550,5158
"1776",1,0,1,12,1920,40,22666.5,969
"1778",0,0,1,12,1200,57,10950,4623
"1787",1,0,1,12,2600,56,226300,236
"1822",0,0,1,12,160,54,1376.05004882812,1447
"1834",1,0,1,12,2280,48,48804.1484375,1364
"1838",1,1,0,12,1527,49,38423.55078125,556
"1844",1,0,1,12,1920,49,65736.5,501
"1858",1,0,1,12,2156,58,25834.69921875,4609
"1863",1,0,1,17,1846,28,80300,2428
"1888",0,0,1,13,0,57,0,3931
"1929",1,0,1,16,2250,51,56940,5564
"1945",1,0,1,16,2940,31,103295,4038
"1981",0,0,1,12,1235,28,22900.099609375,1955
"1982",0,0,1,16,1000,26,25550,3046
"1990",0,0,1,12,1920,30,60225,1190
"2016",0,0,1,16,25,26,547.5,559
"2031",1,0,1,16,3084,38,38795.8515625,3010
"2032",1,0,1,16,4332,31,65700,414
"2048",0,0,1,17,0,31,0,3846
"2065",1,0,1,16,2500,31,56575,2142
"2086",0,1,0,17,1440,27,36500,203
"2096",1,0,1,13,2048,47,18848.599609375,4640
"2114",1,0,1,15,2350,47,76650,1747
"2147",1,0,1,14,2940,28,65700,3162
"2209",0,0,1,15,1824,31,14965,1895
"2219",0,0,1,12,0,54,0,514
"2263",1,0,1,16,2100,29,18432.5,2474
"2280",0,0,1,11,0,33,0,4282
"2296",0,1,0,7,2020,28,18250,4801
"2347",1,0,1,16,2100,25,54750,4787
"2355",1,0,1,12,2249,31,27991.849609375,397
"2357",0,0,1,12,496,30,9125,1685
"2368",0,0,1,13,992,35,14965,159
"2393",1,0,1,12,1990,43,69350,3992
"2394",1,0,1,10,2805,34,33215,842
"2404",1,0,1,16,2979,25,36682.5,5988
"2415",0,0,1,7,270,40,1825,5331
"2423",0,0,1,12,616,26,11497.5,4450
"2443",1,0,1,12,2400,33,65700,1267
"2451",0,0,1,17,1800,29,20805,3816
"2452",1,0,1,12,0,51,0,2901
"2490",0,0,1,11,0,35,0,1453
"2581",0,0,1,15,300,53,6935,2198
"2582",1,0,1,12,3528,28,40150,849
"2586",0,0,1,8,80,48,1314,3425
"2609",0,0,1,12,1530,30,10220,344
"2616",0,0,1,12,0,42,0,2377
"2636",0,0,1,12,2040,41,33507,3365
"2654",1,0,1,17,1760,26,50370,3197
"2666",0,1,0,12,1576,48,13578,983
"2668",1,0,1,12,2060,41,76650,2213
"2695",1,0,1,13,960,35,27375,5138
"2701",1,0,1,12,1600,53,65700,3724
"2710",1,0,1,12,2208,60,28367.80078125,2525
"2713",1,0,1,15,2750,32,78840,3353
"2734",1,0,1,12,2360,28,51100,3586
"2801",1,0,1,12,2590,36,50078,2684
"2804",1,1,0,5,2040,52,22265,4539
"2807",1,0,1,12,2500,33,69277,2619
"2839",1,0,1,16,3797,50,364996.34375,919
"2855",0,0,1,12,1960,26,27302,713
"2871",1,0,1,14,2420,27,50735,1646
"2882",1,0,1,14,3000,30,48362.5,4314
"2919",0,0,1,12,944,56,16425,4013
"2927",1,0,0,16,1960,27,47450,5021
"2995",0,0,1,10,1960,26,27375,4072
"2997",1,0,1,12,2250,45,43800,6042
"3012",0,0,1,16,1400,48,43800,3598
"3033",1,1,0,14,1880,25,59111.75,2451
"3077",1,0,1,16,2236,50,178850,3872
"3090",0,0,1,15,0,31,0,3607
"3092",0,0,1,12,1970,25,23360,2902
"3099",0,0,1,14,560,49,10950,3872
"3111",1,0,1,8,2990,53,15432.2001953125,4641
"3132",1,1,0,3,1920,60,29200,3065
"3159",1,0,1,14,2748,28,54750,1700
"3169",1,0,1,16,2400,59,43398.5,3966
"3174",0,0,1,8,2115,31,22776,4833
"3229",1,0,1,12,2247,53,60192.1484375,14
"3253",1,0,1,12,2400,29,40150,3324
"3271",1,0,1,16,1840,27,47450,1209
"3304",1,0,1,17,3332,59,71905,1011
"3344",1,0,1,16,1658,60,94900,140
"3392",0,0,1,12,0,32,0,930
"3412",0,0,0,14,0,28,0,5148
"3425",1,0,1,17,2120,28,43435,4005
"3426",0,0,1,14,1740,30,29021.150390625,1033
"3454",1,0,1,16,1696,26,24090,2736
"3478",1,0,1,12,2700,25,50151,1686
"3488",0,0,1,17,800,38,14600,4963
"3498",0,0,1,12,0,59,0,2659
"3513",0,0,1,8,918,55,7592,23
"3532",0,0,1,12,0,36,0,1528
"3534",0,0,1,16,12,36,182.5,5674
"3580",1,0,1,17,1402,56,36500,3882
"3582",1,0,1,17,0,29,0,3716
"3588",1,0,1,16,3542,31,240900,2335
"3591",0,0,0,12,480,30,21900,4421
"3614",0,0,1,11,160,51,1095,5119
"3646",0,0,1,11,150,46,4380,3462
"3672",0,0,1,12,1816,44,25550,4576
"3676",1,0,1,17,2640,43,116800,1715
"3710",0,0,1,16,0,29,0,1473
"3723",1,0,1,3,1524,30,21900,2374
"3759",0,0,1,12,0,48,0,1247
"3772",0,0,1,17,2530,32,73000,5594
"3780",1,0,1,13,1993,39,32850,1794
"3830",1,0,0,14,1990,42,83950,5285
"3867",1,0,1,8,2184,57,11457.349609375,1724
"3881",0,1,0,16,1448,27,43435,2397
"3886",0,0,1,17,0,31,0,2807
"3904",1,0,1,13,1944,35,48545,2531
"3908",0,1,0,12,1691,55,22995,2724
"3936",1,0,1,12,1909,57,49238.5,2606
"3951",1,0,1,16,3780,31,54687.94921875,1173
"3953",0,0,1,16,1554,27,37230,2405
"3958",0,0,1,13,0,29,0,3733
"3959",1,0,1,12,2500,54,52925,306
"3980",1,0,1,10,3782,40,109500,2217
"4036",0,0,1,12,0,26,0,4915
"4116",1,0,1,13,2640,43,58400,2952
"4128",1,0,1,14,2142,25,40150,458
"4131",0,0,1,12,0,28,0,3564
"4144",1,0,1,7,1625,52,50428.3984375,1137
"4151",0,1,0,12,2000,42,21900,5753
"4157",1,0,1,17,3250,29,54750,740
"4171",0,0,1,17,1200,47,91250,4036
"4172",0,0,1,10,1170,57,9855,1960
"4190",0,0,1,17,2178,31,72270,4872
"4193",1,1,0,14,1940,56,19929,319
"4197",0,0,1,16,1872,27,36500,3716
"4224",1,0,1,12,2080,27,51830,3453
"4231",0,0,1,16,810,26,12775,5882
"4249",1,0,1,15,1940,31,26353,5035
"4265",0,0,1,6,0,54,0,2190
"4267",0,0,1,12,0,30,0,2335
"4283",1,0,1,17,1910,36,68255,73
"4333",1,0,1,16,1470,36,113150,702
"4377",0,0,1,16,1710,28,38843.30078125,1090
"4397",1,0,1,11,2000,37,29565,1275
"4437",1,0,1,14,1937,57,43800,3217
"4438",1,0,0,12,1935,28,65700,3752
"4442",0,0,1,12,1176,55,8478.9501953125,1396
"4453",0,0,1,7,0,60,0,3509
"4478",1,0,1,12,1513,30,10501.0498046875,2670
"4490",0,1,0,8,312,53,2277.60009765625,2079
"4529",0,0,1,14,1984,36,36500,5908
"4551",0,0,1,12,1880,50,44895,4417
"4595",1,0,1,8,2550,49,39420,1109
"4597",1,0,1,13,2585,51,58546,1023
"4603",1,0,1,12,2112,36,52322.75,3832
"4632",1,1,0,17,2550,51,120450,4333
"4650",0,0,1,12,1984,26,43800,4066
"4693",1,0,1,11,2438,49,82125,25
"4696",1,0,1,8,2080,60,31171,2067
"4768",1,1,0,11,3978,41,29200,4335
"4778",0,0,1,12,1880,25,21900,2960
"4781",1,0,1,12,2132,25,31755,1037
"4801",0,0,1,13,0,37,0,5783
"4818",0,0,1,12,2112,45,46720,5188
"4855",0,0,1,13,800,28,11972,3714
"4857",1,0,1,14,504,32,18250,151
"4861",0,0,1,12,0,59,0,1400
"4876",0,0,1,12,2700,35,28470,239
"4894",0,0,1,14,1648,27,45625,2495
"4920",1,0,1,12,3263,57,29678.150390625,3976
"4929",1,0,1,12,2327,25,27375,2076
