"","male","black","white","edu","hours","age","inc_labor","int_id","hhchildren","married","fam_inc"
"1",1,0,1,17,3245,34,61000,2530,1,1,79910
"2",1,0,1,12,2700,49,4880,3767,0,1,-47580
"5",1,0,1,12,2600,42,62220,1169,2,1,114680
"6",1,0,1,12,2550,46,0,836,1,1,50630
"7",1,0,1,12,1998,45,20252,4277,0,1,40382
"8",0,0,1,13,3090,51,32330,1322,0,0,39162
"9",1,0,1,12,2540,48,73200,598,0,1,147010
"10",0,0,1,14,0,40,0,2440,0,0,9179.2802734375
"11",1,1,0,16,2226,37,75569.2421875,5067,2,1,172144.4375
"12",1,1,0,12,2621,38,36600,4841,0,0,36600
"13",1,1,0,14,2550,35,53314,256,0,0,69418
"14",0,1,0,13,1886,33,53680,163,3,1,96380
"18",0,1,0,16,1757,51,31720,5123,3,0,55632
"19",0,0,1,15,1610,49,68320,6486,1,1,168360
"20",1,1,0,13,2008,41,104920,5264,0,0,104920
"21",0,1,0,12,2700,47,70760,5653,0,0,101626
"25",0,0,1,16,1800,48,58560,3605,1,1,172020
"26",1,0,1,14,1350,50,21960,3472,0,0,77043
"27",1,0,1,17,2250,56,231800,3741,0,1,309089.4375
"30",1,0,1,17,1984,54,148840,4945,0,1,271938
"31",0,0,1,16,2360,52,62403,3945,0,1,112548.65625
"33",1,0,1,17,2808,46,414800,6957,1,1,613294
"37",0,0,1,12,0,51,0,1262,0,0,9364.7197265625
"42",1,0,1,14,1936,57,45140,816,0,1,108661.7421875
"43",0,0,1,12,1764,56,36600,2100,0,1,113425.84375
"45",1,0,1,12,3370,55,54900,1245,0,1,91500
"50",1,0,1,11,1960,55,23180,1970,0,1,41480
"55",1,0,1,12,2090,57,41312.859375,2524,2,1,61718.578125
"57",1,0,1,4,0,58,0,5848,0,0,10047.919921875
"59",1,0,1,10,1228,50,25620,5559,1,1,53680
"61",1,0,1,10,3120,44,29280,5303,0,1,43920
"62",1,0,1,12,3150,53,23180,4674,0,1,33428
"64",1,0,1,14,2809,49,76860,5988,0,1,91500
"65",1,0,1,12,1853,42,21350,4521,1,1,46401.48046875
"68",0,1,0,12,1612,40,25620,2893,2,0,32940
"70",1,1,0,12,2530,43,47580,1870,1,1,65880
"72",0,1,0,12,1980,52,24644,702,0,1,94184
"73",1,1,0,12,1568,44,24400,1760,0,0,24400
"75",1,1,0,12,2104,52,54900,4908,0,1,95648
"76",0,1,0,12,0,46,0,532,1,1,78766.859375
"600",1,0,1,12,2068,50,39040,1002,1,1,39040
"645",0,0,1,16,3000,35,128100,4727,0,1,302682
"668",1,0,1,11,2370,48,41480,4351,0,1,63440
"688",0,0,1,17,4,39,122,4511,2,1,141398
"692",1,0,1,14,1992,26,30968.48046875,3455,0,0,30968.48046875
"701",1,0,1,17,2304,49,73200,5321,0,1,143744.0625
"723",0,0,1,16,2080,33,51240,2824,2,1,90890
"731",1,0,1,16,3107,39,85400,5803,3,1,85400
"759",0,0,1,17,12,45,61,1595,0,1,122114.6796875
"774",0,0,1,17,500,27,6100,7900,0,1,45018
"780",1,0,1,15,1560,44,0,2976,0,1,67100
"796",1,0,1,12,1200,52,41480,57,0,0,46550.3203125
"804",1,0,1,14,2706,38,37210,4381,3,1,89151.5
"805",1,1,0,12,0,55,0,2089,4,1,79745.296875
"814",0,1,0,17,3081,31,125660,2722,2,1,209913.203125
"829",0,0,1,14,2500,35,39650,1596,1,1,120371.296875
"833",0,0,0,13,780,32,3660,3137,0,1,45750
"836",1,0,1,12,2168,35,0,3117,1,1,39833
"839",1,0,1,12,2340,60,68320,4507,0,0,68710.3984375
"849",1,0,1,13,2500,42,128100,2924,0,1,154940
"850",1,0,1,17,2490,36,146400,5510,3,1,152535.375
"856",1,0,1,9,980,41,10980,3632,3,1,52329.4609375
"865",1,0,1,10,3120,48,0,4497,0,1,103919.6015625
"867",0,0,1,12,0,39,0,2649,3,1,41358
"893",0,0,1,16,980,48,12200,7387,0,1,119438
"900",1,0,1,12,2805,39,61000,6906,2,1,123464
"912",1,0,1,17,2510,35,122000,3517,2,1,195444
"913",0,0,1,16,1912,30,32940,5457,0,0,48800
"915",0,0,1,12,2845,35,48800,3570,0,1,122000
"948",0,0,1,15,1760,29,46360,2680,2,1,69296
"970",0,0,1,12,520,56,21960,1766,0,1,204960
"976",0,0,1,12,2380,45,63440,6880,1,0,81740
"998",0,0,1,12,1952,46,25755.419921875,487,0,1,55123.26171875
"1089",1,0,1,12,2520,60,109800,5640,0,1,109800
"1093",1,0,1,8,2288,31,29280,3330,0,1,57340
"1095",1,1,0,13,2030,25,30500,5602,0,0,37854.16015625
"1103",0,0,1,16,1840,36,26840,1991,0,1,33062
"1114",1,0,1,14,2040,51,109191.21875,5818,0,1,187988.578125
"1138",1,0,1,17,1536,35,54900,5288,1,1,109824.3984375
"1154",0,0,1,17,2600,51,170800,1694,0,1,253760
"1162",1,0,1,15,3310,41,52460,4661,0,1,79300
"1163",1,0,1,12,1780,32,11147.1396484375,7002,2,1,13587.1396484375
"1169",0,0,1,12,0,32,0,80,3,1,51240
"1172",1,0,1,16,2016,45,153813.9375,4127,2,1,153571.15625
"1180",0,0,1,17,52,56,2440,2642,1,1,369660
"1185",1,0,1,12,2510,46,85400,1470,2,1,131150
"1187",0,0,1,17,2904,53,183000,6565,0,1,329400
"1205",1,0,1,17,2024,48,240340,2706,2,1,246074
"1214",0,0,1,16,2008,27,46360,2989,0,1,162260
"1229",1,0,1,17,2390,31,122000,5128,1,1,274622
"1247",0,0,1,17,1950,48,68320,2448,1,1,238539.28125
"1285",1,0,1,14,1135,53,36600,3124,0,1,85217
"1290",0,0,1,16,221,44,4880,5369,4,1,131394
"1311",1,0,1,16,1104,26,13420,5904,0,1,100165.65625
"1314",0,0,1,14,2395,44,36600,3152,3,1,115907.3203125
"1322",1,0,1,16,2325,27,61610,1630,0,1,101870
"1342",0,0,1,16,2450,30,48800,5105,1,0,48800
"1363",1,1,0,12,1600,54,18306.099609375,4531,0,0,18306.099609375
"1371",1,0,1,17,2190,56,106702.421875,2051,1,1,127856
"1381",0,0,1,14,1960,30,46360,3284,1,1,113460
"1393",1,0,1,16,5084,26,67100,7173,0,0,67100
"1396",1,0,1,14,2000,49,54900,143,2,1,107591.796875
"1415",1,0,1,13,1960,59,42700,5720,0,1,85400
"1435",0,0,1,16,1136,25,19520,1216,1,1,80764
"1470",0,0,1,14,1104,31,37820,4244,1,1,229217.265625
"1472",0,0,1,17,1442,48,48800,1926,2,1,82960
"1494",1,0,1,12,2232,27,25620,4649,2,1,35380
"1506",0,1,0,14,2100,51,50630,2216,0,0,50630
"1511",1,0,1,16,1680,47,24400,451,1,1,51240
"1529",1,0,1,13,2560,25,21960,3170,2,1,136640
"1544",0,0,1,12,2112,54,40260,5939,0,1,148230
"1571",0,0,1,15,1015,36,34160,6145,2,1,83204
"1575",1,0,1,13,3366,26,63440,5589,1,1,93940
"1597",1,1,0,14,2380,47,61000,1913,2,1,128100
"1612",0,1,0,12,0,52,0,4719,0,0,42031.44140625
"1626",0,0,1,14,2040,54,50710.51953125,5019,0,0,50710.51953125
"1629",1,0,1,16,1820,33,6705.1201171875,4972,0,1,76490.34375
"1637",0,1,0,14,1856,39,47580,3752,1,0,53436
"1644",0,1,0,16,1820,46,50264,991,0,0,69294.78125
"1665",1,0,1,16,2550,36,59780,431,2,1,102724
"1667",1,0,1,14,2124,30,34160,7935,0,1,63623
"1674",0,0,1,16,2550,54,62220,2733,0,1,169645.875
