"","male","black","white","edu","hours","age","inc_labor","int_id"
"2",1,0,1,12,1960,27,52580,6117
"3",0,0,1,11,656,30,6144.68994140625,6237
"6",1,0,1,12,800,25,11950,5165
"8",0,0,1,13,1248,29,8365,5254
"9",1,0,1,12,2260,26,49616.3984375,3725
"15",1,1,0,14,2771,28,56165,3424
"18",0,1,0,16,1590,29,43856.5,3423
"19",0,0,1,15,1365,27,25095,3480
"21",0,1,0,12,1456,25,19359,3411
"25",0,0,1,16,2000,26,43020,3074
"26",1,0,1,14,3276,28,74090,1010
"27",1,0,1,17,2277,34,129657.5,1758
"30",1,0,1,17,2400,32,83650,1017
"31",0,0,1,16,1991,30,49114.5,1714
"37",0,0,1,12,0,29,0,2249
"38",0,0,1,12,100,31,1673,3848
"41",1,0,1,9,1172,26,22944,3189
"42",1,0,1,14,1800,35,43020,1885
"45",1,0,1,12,3196,33,68717.28125,5532
"50",1,0,1,11,1952,33,28680,4692
"52",0,0,1,10,1806,34,13145,790
"54",1,0,1,12,2080,30,14340,3544
"55",1,0,1,12,2695,35,21510,3029
"56",1,0,1,6,2417,35,23661,6168
"59",1,0,1,10,2270,28,14913.599609375,6633
"60",1,0,1,12,1287,30,23422,6740
"62",1,0,1,12,2375,31,19837,4686
"72",0,1,0,12,1976,30,28680,3208
"75",1,1,0,12,2004,30,33460,3445
"76",0,1,0,12,911,25,11950,4311
"600",1,0,1,12,1995,28,53058,3616
"637",1,0,1,17,1954,39,105365.5390625,4712
"652",0,0,0,12,2230,41,38001,614
"674",0,0,1,17,1220,31,14579,1291
"677",0,0,1,8,0,49,0,3635
"701",1,0,1,17,2300,27,57360,6228
"790",1,0,1,12,3640,31,35850,5312
"796",1,0,1,12,1982,30,36567,663
"805",1,1,0,12,2324,33,71700,61
"817",1,0,1,12,3060,41,57360,5194
"839",1,0,1,12,1305,37,14340,487
"841",0,0,1,12,24,41,95.5999984741211,3384
"842",0,0,1,16,0,39,0,4823
"865",1,0,1,10,810,26,26768,1122
"892",1,0,1,12,1910,50,57360,4865
"893",0,0,1,16,2060,26,19884.80078125,3010
"894",0,0,1,17,160,39,2270.5,744
"970",0,0,1,12,1348,34,43020,6104
"975",1,0,0,12,2876,43,84653.796875,2584
"991",0,0,1,12,2000,58,23900,5287
"1036",0,1,0,13,1880,35,23900,3715
"1114",1,0,1,14,1880,29,72178,3506
"1141",1,0,1,16,2080,33,86040,3551
"1154",0,0,1,17,736,29,34655,2923
"1161",1,0,1,13,2760,52,172080,2107
"1180",0,0,1,17,120,34,7170,6641
"1187",0,0,1,17,2256,30,57360,5040
"1211",0,0,1,17,1448,39,38240,2156
"1212",0,0,1,12,1155,38,16252,2584
"1247",0,0,1,17,1952,26,39435,2938
"1249",1,0,1,14,2503,25,59750,2423
"1264",0,0,1,12,1440,33,19478.5,4458
"1313",0,1,0,12,2000,55,20315,2442
"1328",1,0,1,16,2157,56,83650,5819
"1334",0,0,1,12,1800,41,27963,4530
"1345",1,0,1,17,1712,29,32623.5,3807
"1358",0,0,1,12,0,39,0,3830
"1371",1,0,1,17,1870,34,66920,5523
"1374",0,0,1,12,1463,57,17066.990234375,2215
"1419",0,0,1,12,0,26,0,2150
"1427",1,0,1,16,2286,30,66920,5477
"1431",1,0,1,16,1880,56,112330,3338
"1490",0,0,1,11,1680,41,25812,949
"1495",0,0,1,12,0,39,0,3719
"1506",0,1,0,14,1386,29,20372.359375,6674
"1544",0,0,1,12,2440,32,6453,333
"1546",0,0,1,14,1118,31,16730,5858
"1576",1,0,1,12,2000,37,27054.80078125,6735
"1583",0,0,1,12,1068,35,19120,1258
"1584",0,0,1,16,1458,39,52580,2539
"1597",1,1,0,14,2298,25,25095,6793
"1608",0,0,1,16,240,46,5975,5124
"1612",0,1,0,12,2008,30,34631.1015625,231
"1626",0,0,1,14,1088,32,15774,836
"1631",0,0,1,16,692,29,11950,1363
"1647",0,0,1,12,156,29,717,874
"1662",0,0,1,16,1672,44,37762,689
