"","male","black","white","edu","hours","age","inc_labor","int_id"
"1",1,0,1,17,2380,25,43468.9609375,856
"2",1,0,1,12,3244,40,60796.9609375,1773
"3",0,0,1,11,0,43,0,6412
"5",1,0,1,12,2650,33,44078.48046875,1328
"6",1,0,1,12,2340,37,39516.9609375,1330
"7",1,0,1,12,2180,35,25665.19921875,1775
"8",0,0,1,13,0,42,0,2090
"9",1,0,1,12,1992,39,66876.9609375,1528
"10",0,0,1,14,2166,30,25838.48046875,1774
"11",1,1,0,16,1645,28,42558.48046875,4776
"12",1,1,0,12,520,29,10640,6607
"16",0,1,0,12,2045,33,50156.9609375,4893
"18",0,1,0,16,0,42,0,4891
"19",0,0,1,15,1715,40,48636.9609375,3339
"20",1,1,0,13,2080,32,62316.9609375,8313
"21",0,1,0,12,1920,38,45598.48046875,6228
"25",0,0,1,16,1470,39,56236.9609375,4335
"26",1,0,1,14,1935,41,68396.9609375,4334
"27",1,0,1,17,2328,47,0,4337
"28",0,0,1,15,2706,32,116731.4375,5079
"30",1,0,1,17,2976,45,0,5426
"31",0,0,1,16,2288,43,48636.9609375,4836
"32",0,0,1,16,1020,35,52386.80078125,4336
"33",1,0,1,17,2080,37,296389.375,4340
"34",1,0,1,12,1800,30,30396.9609375,3478
"37",0,0,1,12,0,42,0,960
"38",0,0,1,12,1760,44,18998.48046875,958
"39",0,0,1,17,1708,34,19758.48046875,235
"41",1,0,1,9,0,39,0,707
"42",1,0,1,14,2000,48,28878.48046875,186
"43",0,0,1,12,2120,47,18238.48046875,2635
"44",0,0,1,16,2429,36,0,187
"45",1,0,1,12,3040,46,112473.921875,489
"48",0,0,1,8,1750,35,13678.48046875,1984
"49",0,0,1,12,1984,32,29638.48046875,7012
"50",1,0,1,11,1992,46,22798.48046875,7334
"52",0,0,1,10,2700,47,22798.48046875,4912
"55",1,0,1,12,2340,48,28878.48046875,5023
"56",1,0,1,6,2110,48,19452.9609375,2359
"57",1,0,1,4,0,49,0,5627
"58",0,0,1,9,1024,36,4558.47998046875,4799
"59",1,0,1,10,2080,41,15198.48046875,7015
"60",1,0,1,12,1517,42,37996.9609375,4797
"61",1,0,1,10,3072,35,18238.48046875,7336
"62",1,0,1,12,2890,44,30396.9609375,6549
"63",0,0,1,12,347,32,2128,4798
"64",1,0,1,14,2214,40,47116.9609375,5628
"65",1,0,1,12,50,33,547.200012207031,2601
"68",0,1,0,12,260,30,1214.47998046875,4171
"70",1,1,0,12,2016,34,38756.9609375,4385
"72",0,1,0,12,2000,43,34958.48046875,5118
"75",1,1,0,12,2020,43,51678.48046875,7114
"76",0,1,0,12,2600,37,15198.48046875,4388
"600",1,0,1,12,1872,41,65356.9609375,1410
"637",1,0,1,17,2350,52,132235.4375,796
"668",1,0,1,11,1984,39,42558.48046875,3323
"674",0,0,1,17,1375,44,41038.48046875,6906
"688",0,0,1,17,1820,29,47724.9609375,1430
"694",1,0,1,13,2724,34,68541.359375,2003
"701",1,0,1,17,2400,40,46358.48046875,4584
"731",1,0,1,16,2694,30,63076.9609375,376
"759",0,0,1,17,1730,36,82076.9609375,6496
"764",0,0,1,13,2613,35,22798.48046875,3149
"769",0,0,1,12,0,35,0,1330
"780",1,0,1,15,2080,35,0,3119
"790",1,0,1,12,3640,44,75996.9609375,1228
"796",1,0,1,12,2135,43,112473.921875,1795
"805",1,1,0,12,0,46,0,4400
"817",1,0,1,12,2500,54,69003.4375,6522
"829",0,0,1,14,2000,26,19758.48046875,34
"839",1,0,1,12,2000,50,65356.9609375,4486
"840",1,0,1,17,3096,41,212790.875,7840
"841",0,0,1,12,675,54,10640,818
"842",0,0,1,16,0,52,0,4919
"849",1,0,1,13,2735,32,44329.28125,4583
"856",1,0,1,9,2064,31,23353.279296875,1803
"863",0,0,1,17,1440,45,68396.9609375,1261
"865",1,0,1,10,2080,39,48636.9609375,6072
"867",0,0,1,12,24,30,101.839996337891,1456
"893",0,0,1,16,208,39,7902.47998046875,5321
"894",0,0,1,17,2301,52,50819.6796875,7041
"912",1,0,1,17,1984,26,38688.55859375,6436
"915",0,0,1,12,2018,26,39516.9609375,4816
"951",0,0,1,17,1827,37,30396.9609375,5258
"970",0,0,1,12,2000,47,22798.48046875,1396
"975",1,0,0,12,2880,57,98795.4375,5730
"976",0,0,1,12,1275,36,34958.48046875,8142
"998",0,0,1,12,1999,37,23914.16015625,7542
"1036",0,1,0,13,3060,48,4708.9599609375,5040
"1068",1,0,1,17,2582,46,116273.921875,168
"1114",1,0,1,14,2165,42,89675.4375,3286
"1138",1,0,1,17,1560,25,34196.9609375,43
"1154",0,0,1,17,1792,42,104115.4375,1477
"1162",1,0,1,15,2178,32,33438.48046875,5713
"1172",1,0,1,16,2112,36,121593.921875,1624
"1180",0,0,1,17,87,47,3040,2585
"1185",1,0,1,12,2695,37,83595.4375,720
"1187",0,0,1,17,3000,43,113995.4375,2560
"1205",1,0,1,17,2342,38,94236.9609375,1160
"1211",0,0,1,17,1393,52,55185.12109375,4558
"1212",0,0,1,12,1348,52,15198.48046875,5730
"1247",0,0,1,17,1980,39,51678.48046875,1502
"1285",1,0,1,14,2024,44,45598.48046875,7456
"1289",0,0,1,14,0,36,0,1870
"1290",0,0,1,16,387,34,9878.48046875,2758
"1314",0,0,1,14,1290,35,9118.48046875,7524
"1334",0,0,1,12,1920,54,30396.9609375,5861
"1358",0,0,1,12,1839,52,22798.48046875,2944
"1363",1,1,0,12,1560,45,27358.48046875,7111
"1371",1,0,1,17,2033,47,82076.9609375,2960
"1412",0,0,1,12,1824,36,29638.48046875,6121
"1415",1,0,1,13,2750,50,35566.48046875,6361
"1419",0,0,1,12,1798,40,37996.9609375,7992
"1451",0,0,1,13,1307,31,31918.48046875,1214
"1466",0,0,1,12,1569,44,19758.48046875,6599
"1472",0,0,1,17,1760,39,42558.48046875,4480
"1490",0,0,1,11,0,54,0,3496
"1495",0,0,1,12,2381,51,53198.48046875,1854
"1505",1,0,1,12,2040,52,167773.046875,3432
"1506",0,1,0,14,2066,42,36478.48046875,2801
"1511",1,0,1,16,2340,38,63836.9609375,1626
"1524",0,0,1,12,0,30,0,3694
"1544",0,0,1,12,1944,45,27358.48046875,4567
"1546",0,0,1,14,920,44,19758.48046875,3596
"1560",0,0,1,13,1056,32,9118.48046875,377
"1597",1,1,0,14,1906,38,47116.9609375,6586
"1608",0,0,1,16,0,59,0,2418
"1612",0,1,0,12,0,43,0,1589
"1613",1,0,1,14,1666,50,27358.48046875,1646
"1626",0,0,1,14,1700,45,28188.400390625,5422
"1631",0,0,1,16,0,42,0,7787
"1637",0,1,0,14,2004,30,37996.9609375,1516
"1644",0,1,0,16,2216,36,27358.48046875,1212
"1647",0,0,1,12,0,42,0,3432
"1662",0,0,1,16,720,57,22798.48046875,2354
"1664",0,0,1,12,1267,44,66876.9609375,5677
"1665",1,0,1,16,0,27,0,4831
"1674",0,0,1,16,1389,45,39516.9609375,76
"1675",1,0,1,14,2880,27,66407.28125,652
"1734",0,0,1,12,0,46,0,8513
"1797",0,0,1,16,1920,35,63836.9609375,5242
"1843",0,0,1,13,2710,34,27358.48046875,2423
"1847",0,1,0,12,1880,37,46660.9609375,7559
"1863",1,0,1,17,2200,46,130713.921875,5035
"1889",1,0,1,15,1920,41,82076.9609375,2529
"1890",0,0,1,12,1750,46,15198.48046875,5447
"1914",1,0,1,11,0,25,0,1614
"1927",0,0,1,16,1939,32,30396.9609375,3861
"1936",1,1,0,12,2008,26,25838.48046875,7452
"1945",1,0,1,16,2400,49,139832.40625,3062
"1956",0,0,1,12,1606,37,19758.48046875,4181
"1958",0,1,0,11,0,45,0,4117
