"","male","black","white","edu","hours","age","inc_labor","int_id","hhchildren","married","fam_inc"
"1",1,0,1,17,2550,38,78810,2736,1,1,103230
"2",1,0,1,12,1560,53,168534.625,4467,0,1,168534.625
"5",1,0,1,12,2040,47,0,6276,1,1,77700
"6",1,0,1,12,868,51,16650,7162,0,0,32621.7890625
"7",1,0,1,12,2080,49,32779.41015625,206,0,1,51710.4609375
"8",0,0,1,13,2205,55,27364.830078125,1789,0,0,31693.830078125
"9",1,0,1,12,2500,52,142080,880,0,1,178155
"10",0,0,1,14,0,44,0,747,0,0,9652.5595703125
"11",1,1,0,16,2300,41,155400,1253,1,1,169202.84375
"12",1,1,0,12,972,42,22200,3537,1,1,101610.5078125
"13",1,1,0,14,1500,39,28462.619140625,1544,0,0,28462.619140625
"14",0,1,0,13,2350,37,67710,1288,3,1,69042
"18",0,1,0,16,1785,55,33300,4557,1,0,91673.7890625
"19",0,0,1,15,2025,53,69930,6106,1,1,158175
"20",1,1,0,13,3120,45,127650,7825,0,0,142579.5
"21",0,1,0,12,2021,51,66600,7899,0,0,136752
"25",0,0,1,16,2300,52,64380,730,0,1,113363.1875
"26",1,0,1,14,0,55,0,7959,0,0,0
"27",1,0,1,17,1960,60,216450,2104,0,1,525639.375
"30",1,0,1,17,1896,58,277500,2164,0,1,390331.5
"31",0,0,1,16,2049,56,82484.1015625,5091,0,1,146353.5
"33",1,0,1,17,2600,50,355200,2243,0,1,555555
"37",0,0,1,12,0,55,0,4977,0,0,11841.48046875
"41",1,0,1,9,0,52,0,2730,0,0,16783.19921875
"43",0,0,1,12,0,60,0,2707,0,1,60006.6015625
"50",1,0,1,11,1920,59,19980,3919,0,1,43290
"61",1,0,1,10,2940,48,22200,6066,0,1,37740
"62",1,0,1,12,2080,58,44400,4948,0,0,44400
"64",1,0,1,14,2600,53,58830,3841,0,1,73761.71875
"65",1,0,1,12,2600,46,23310,3964,0,1,36283.6796875
"68",0,1,0,12,1676,44,22200,2176,2,0,29415
"69",1,1,0,12,240,49,1221,1866,0,1,19325.099609375
"70",1,1,0,12,2400,47,66600,1106,1,1,93240
"72",0,1,0,12,1581,57,23310,2723,0,1,52170
"73",1,1,0,12,0,48,0,2970,0,0,1154.40002441406
"75",1,1,0,12,281,56,2553,1270,0,1,72483
"590",1,0,1,13,0,32,0,3778,3,1,8364.9599609375
"600",1,0,1,12,1840,54,68820,669,0,1,76799.7890625
"664",0,0,1,16,1040,28,19624.80078125,8327,0,0,27320.4296875
"668",1,0,1,11,1936,52,38850,217,0,1,59940
"688",0,0,1,17,70,43,2997,1694,3,1,125263.5
"692",1,0,1,14,1785,30,37981.98046875,1058,0,0,40201.98046875
"701",1,0,1,17,2295,53,87912,4212,0,1,157927.46875
"709",1,0,1,17,2250,27,28860,5437,0,1,51948
"713",1,0,1,14,2040,27,55500,7387,2,1,72150
"723",0,0,1,16,1446,37,9990,4380,2,1,193140
"731",1,0,1,16,2940,43,53280,1771,3,1,58275
"759",0,0,1,17,518,49,15540,285,0,1,154718.453125
"769",0,0,1,12,248,49,1420.80004882812,7382,0,0,1420.80004882812
"774",0,0,1,17,1058,30,16650,7008,0,1,25752
"796",1,0,1,12,0,56,0,232,0,0,39582.6015625
"814",0,1,0,17,2520,36,99900,7218,2,1,187923
"818",0,0,1,12,0,25,0,8342,1,1,35520
"829",0,0,1,14,1800,39,46620,528,0,1,124796.1875
"833",0,0,0,13,2500,36,29970,6947,1,1,71040
"836",1,0,1,12,2570,39,0,6651,2,1,158730
"849",1,0,1,13,2460,46,133200,5538,0,1,148196.09375
"850",1,0,1,17,2040,41,111000,6924,3,1,162948
"856",1,0,1,9,2000,45,19980,429,0,1,48211.73828125
"865",1,0,1,10,2538,52,43845,3530,0,1,59940
"867",0,0,1,12,746,43,26640,7316,2,1,81461.7890625
"893",0,0,1,16,1040,52,27195,1758,0,1,130425
"900",1,0,1,12,2550,43,74370,8384,1,1,131916.84375
"912",1,0,1,17,2500,39,269730,7208,3,1,271062
"915",0,0,1,12,2350,39,59496,7477,0,1,156066
"916",0,0,1,12,0,27,0,968,0,0,9102
"948",0,0,1,15,2015,33,66600,5938,3,1,85026
"951",0,0,1,17,2805,50,42624,6987,0,0,139416
"970",0,0,1,12,787,60,9990,3190,0,1,66827.546875
"1033",1,1,0,12,2040,31,43023.6015625,7490,1,1,109623.6015625
"1037",1,0,1,17,2450,37,444000,6325,3,1,581640
"1055",1,0,1,12,2000,28,21201,4991,0,0,27306
"1077",1,0,1,15,2880,58,78915.453125,6525,0,1,147291.453125
"1095",1,1,0,13,2112,29,34188,1985,0,0,34188
"1103",0,0,1,16,0,40,0,3904,0,1,75702
"1114",1,0,1,14,1920,55,117660,5835,0,1,227437.890625
"1138",1,0,1,17,2340,39,55500,1569,1,1,111057.71875
"1144",0,0,1,16,1840,28,60495,2330,0,1,112110
"1154",0,0,1,17,1960,55,155400,1566,0,1,194583
"1162",1,0,1,15,3048,45,60828,6323,0,1,117438
"1163",1,0,1,12,2820,35,0,452,2,1,15540
"1165",1,0,1,12,1960,40,35742,1454,1,1,81252
"1169",0,0,1,12,3500,36,11100,1877,3,1,149905.5
"1172",1,0,1,16,2099,49,160950,138,2,1,193806
"1180",0,0,1,17,520,60,9324,2290,0,1,323565
"1185",1,0,1,12,2115,50,77700,441,2,1,176490
"1187",0,0,1,17,2940,56,227550,2035,0,1,316572
"1201",1,0,0,17,2072,41,54390,1909,0,1,136263.59375
"1205",1,0,1,17,2070,52,226440,4545,0,1,255522
"1214",0,0,1,16,2500,31,77700,4174,0,1,156514.4375
"1229",1,0,1,17,2711,35,111000,5665,2,1,175380
"1247",0,0,1,17,2115,52,72150,2329,1,1,144411
"1285",1,0,1,14,3185,57,53280,4730,0,1,92163.296875
"1289",0,0,1,14,1764,50,24420,1899,0,0,24420
"1290",0,0,1,16,588,47,7215,851,4,1,141025.5
"1311",1,0,1,16,2056,30,66600,430,0,1,75480
"1314",0,0,1,14,2916,48,35520,1959,1,1,122655
"1322",1,0,1,16,2040,31,94350,1816,0,1,127650
"1363",1,1,0,12,1868,58,32323.19921875,6673,0,0,33655.19921875
"1371",1,0,1,17,0,60,0,3752,0,1,89220.6875
"1381",0,0,1,14,1748,34,55500,1502,1,1,116550
"1393",1,0,1,16,2016,30,61050,6217,0,0,61050
"1435",0,0,1,16,1020,29,7881,2039,2,1,96975.1484375
"1441",0,0,1,16,2160,27,46065,5725,0,1,107115
"1472",0,0,1,17,1429,52,66600,2456,2,1,124832.8203125
"1494",1,0,1,12,1870,32,62160,7530,2,0,65490
"1506",0,1,0,14,1960,55,56610,716,0,0,56610
"1511",1,0,1,16,1652,51,33300,1777,1,1,39738
"1530",1,0,1,12,2241,26,27750,3248,0,1,54390
"1531",1,0,1,12,4000,25,28198.439453125,7648,0,1,52020.1484375
"1543",1,0,1,12,480,37,10123.2001953125,7773,2,1,21829.259765625
"1544",0,0,1,12,2080,58,49950,2884,0,1,234249.953125
"1571",0,0,1,15,1012,39,23310,1865,1,1,86580
"1597",1,1,0,14,1880,51,73260,434,0,1,150960
"1612",0,1,0,12,410,56,2927.07006835938,75,0,0,30275.25
"1617",1,0,1,12,1716,41,49950,7665,2,1,51095.51953125
"1625",0,0,1,12,175,25,1332,7533,0,0,1887
"1626",0,0,1,14,2142,58,55500,3476,0,0,55500
"1629",1,0,1,16,1748,36,28481.490234375,329,0,1,226961.703125
"1637",0,1,0,14,1908,43,48840,962,0,0,52569.6015625
"1644",0,1,0,16,1944,50,58830,4585,0,0,68420.3984375
"1665",1,0,1,16,2080,40,58830,5982,2,1,92352
"1667",1,0,1,14,2056,34,29766.869140625,5967,0,1,60870.1796875
"1671",1,0,1,15,2080,30,53280,5480,3,1,53280
"1672",0,0,1,16,621,26,4440,6245,0,0,65490
"1674",0,0,1,16,2205,58,71040,1204,0,1,219651.234375
"1675",1,0,1,14,4335,41,0,2366,2,1,91242
"1707",1,1,0,14,2016,31,33300,4016,2,1,72150
"1733",0,0,1,12,2550,36,44400,7939,0,0,44411.1015625
"1734",0,0,1,12,0,59,0,1935,0,0,22305.44921875
"1739",1,0,1,12,2500,31,83250,488,4,1,83250
"1789",1,0,1,14,2341,27,33522,6646,0,1,70263
"1797",0,0,1,16,1880,48,61050,4628,0,1,89910
"1843",0,0,1,13,2000,47,39960,1540,0,0,39976.6484375
"1847",0,1,0,12,1530,50,19980,547,0,0,21713.8203125
"1855",0,0,1,17,2012,29,56610,8028,0,1,106560
"1863",1,0,1,17,1912,59,58830,2568,0,1,143079
"1865",1,0,1,12,440,30,28027.5,8405,0,0,41994.62890625
"1889",1,0,1,15,2000,54,122100,78,0,1,163196.640625
"1894",1,0,1,15,3612,36,0,6942,3,1,76590
"1899",1,0,1,12,1348,28,38850,2740,2,1,69930
"1914",1,0,1,11,4403,39,9590.400390625,3932,1,1,80184.1796875
"1918",1,0,1,16,2538,45,0,3202,2,1,342049.84375
"1925",1,1,0,14,3096,35,44400,6855,3,1,60384
"1926",1,0,1,12,1212,26,10762.5595703125,5633,0,1,19917.83984375
"1927",0,0,1,16,1912,45,54101.3984375,5323,0,0,54580.921875
"1928",1,0,1,17,2214,34,52170,3607,2,1,56543.3984375
"1936",1,1,0,12,1920,39,34410,1471,0,0,34776.30078125
"1955",0,0,1,12,60,48,333,587,0,0,8547
"1958",0,1,0,11,1400,58,3069.14990234375,104,4,0,22767.2109375
"1973",1,0,1,15,1960,39,0,7096,2,1,692640
"1981",0,0,1,12,1796,59,49950,1937,0,1,104395.5
"1996",0,0,1,12,2080,42,24420,2877,3,0,24420
"2005",0,0,1,17,780,32,22200,5609,3,1,144383.25
"2016",0,0,1,16,1778,59,41070,3090,0,1,75513.296875
"2033",0,0,1,14,1960,54,31080,298,0,1,97295.9375
"2037",0,0,1,16,1661,28,66600,8036,0,0,116572.203125
"2052",1,0,1,17,2940,54,60971.19140625,3709,0,1,61141.01953125
"2077",0,0,1,12,1799,51,13764,8234,0,0,21743.7890625
"2094",1,0,1,16,2250,48,205350,3320,2,1,206382.296875
"2107",1,0,0,12,0,55,0,4620,5,1,61259.7890625
"2119",1,1,0,15,1887,25,41070,5281,0,1,51122.16015625
"2132",0,0,1,16,1480,26,60328.5,6576,1,1,104663.0078125
"2162",0,0,1,17,2500,38,0,8699,0,1,278224.84375
"2168",0,1,0,12,0,26,0,1440,1,0,9750.240234375
"2184",1,0,1,14,1518,26,29970,2254,0,1,56665.5
"2204",0,0,1,14,1500,36,32190,6861,1,1,88600.203125
"2212",0,0,1,12,2142,41,36630,6104,2,0,44249.0390625
"2225",0,0,1,17,2080,32,65490,6143,1,1,114274.5
"2248",0,0,1,14,2600,46,36630,3619,0,0,59940
"2249",1,0,1,10,1744,54,57720,6127,0,1,91712.640625
"2260",1,0,1,16,2550,33,68820,325,0,0,114330
"2263",1,0,1,16,1750,60,79920,696,0,1,159840
"2269",1,0,1,17,0,54,0,8118,1,1,2220
"2284",0,1,0,14,0,47,0,7501,0,1,28860
"2323",1,0,1,12,322,29,4440,6870,0,1,30525
"2333",0,0,1,13,2040,26,31080,6423,2,0,32190
"2337",0,0,1,14,2000,29,44400,4910,2,1,77700
"2347",1,0,1,16,2030,56,115440,3176,0,1,139860
"2363",1,0,1,12,10,45,333,2346,0,0,23865
