"","male","black","white","edu","hours","age","inc_labor","int_id"
"2",1,0,1,12,2420,34,78533,4297
"3",0,0,1,11,0,37,0,4298
"5",1,0,1,12,2080,27,27300,4472
"6",1,0,1,12,2158,32,23270.51953125,2204
"7",1,0,1,12,2261,30,25958.66015625,1845
"8",0,0,1,13,1560,36,14560,1275
"9",1,0,1,12,2450,33,74438,3930
"10",0,0,1,14,1394,25,7280,1813
"16",0,1,0,12,2060,27,40040,2641
"18",0,1,0,16,525,36,6353.6201171875,5314
"19",0,0,1,15,1715,34,47320,3991
"20",1,1,0,13,2002,26,30940,6756
"21",0,1,0,12,1962,32,38220,2770
"25",0,0,1,16,516,33,10556,4044
"26",1,0,1,14,2608,35,83720,4985
"27",1,0,1,17,2827,41,101761.65625,4632
"28",0,0,1,15,2652,26,34580,5246
"30",1,0,1,17,2892,39,79981.71875,4982
"31",0,0,1,16,2195,37,37492,5388
"32",0,0,1,16,1344,29,48266.3984375,4063
"33",1,0,1,17,2784,31,166071.359375,5060
"37",0,0,1,12,1344,36,4550,4249
"38",0,0,1,12,2259,38,31486,5486
"39",0,0,1,17,864,28,22750,3621
"42",1,0,1,14,1888,42,30940,3623
"44",0,0,1,16,0,30,0,5487
"45",1,0,1,12,3060,40,63700,3263
"47",1,0,1,10,2140,27,40040,986
"48",0,0,1,8,1518,29,8372,987
"49",0,0,1,12,1290,26,9100,5417
"50",1,0,1,11,2080,40,20020,383
"51",0,0,1,12,2100,31,18200,468
"52",0,0,1,10,534,41,3276,5217
"54",1,0,1,12,2080,37,21840,3812
"55",1,0,1,12,2600,42,30940,899
"56",1,0,1,6,2450,42,23004.80078125,7269
"59",1,0,1,10,1640,35,23660,4465
"60",1,0,1,12,2120,36,22750,5908
"61",1,0,1,10,824,28,2184,7268
"62",1,0,1,12,2583,38,21840,5076
"63",0,0,1,12,1180,26,9100,5050
"64",1,0,1,14,1890,34,39130,4464
"65",1,0,1,12,2560,27,25396.279296875,7309
"68",0,1,0,12,0,25,0,2658
"69",1,1,0,12,2080,30,0,1807
"70",1,1,0,12,2008,28,32760,2598
"72",0,1,0,12,2460,38,36400,1806
"73",1,1,0,12,536,29,6763.1201171875,2034
"75",1,1,0,12,1962,37,44590,3751
"76",0,1,0,12,2005,32,18200,5360
"600",1,0,1,12,1905,35,56420,4219
"637",1,0,1,17,2020,46,116480,1933
"670",1,0,1,12,2227,27,22204,4587
"671",0,0,1,12,2153,35,21323.119140625,5366
"674",0,0,1,17,1072,38,21840,3529
"677",0,0,1,8,0,55,0,4611
"701",1,0,1,17,3430,34,49868,4348
"759",0,0,1,17,0,30,0,2988
"764",0,0,1,13,1887,29,19292,1517
"769",0,0,1,12,0,30,0,2204
"770",0,1,0,13,1465,31,42504.28125,1951
"780",1,0,1,15,2860,29,0,397
"790",1,0,1,12,2600,38,72800,3302
"796",1,0,1,12,1529,37,37406.4609375,1821
"805",1,1,0,12,1552,40,14560,1376
"817",1,0,1,12,2550,48,38220,5481
"839",1,0,1,12,2695,45,43680,2947
"840",1,0,1,17,3080,36,183892.796875,5290
"841",0,0,1,12,630,48,2002,3882
"842",0,0,1,16,96,46,3822,10
"849",1,0,1,13,2355,27,49170.94140625,4530
"863",0,0,1,17,1672,39,63700,2772
"865",1,0,1,10,2877,33,59150,3587
"892",1,0,1,12,1960,57,46826.78125,6262
"893",0,0,1,16,1208,33,11657.099609375,1904
"894",0,0,1,17,2315,46,43887.48046875,2292
"951",0,0,1,17,1715,31,9464,385
"961",0,0,1,10,0,26,0,6584
"970",0,0,1,12,2000,41,20020,6949
"975",1,0,0,12,2585,51,85540,4007
"976",0,0,1,12,1272,29,18200,1398
"998",0,0,1,12,2001,32,24262.419921875,6729
"1036",0,1,0,13,1888,42,28210,8
"1068",1,0,1,17,3036,40,16081.51953125,5816
"1081",0,0,1,12,0,27,0,3064
"1114",1,0,1,14,1880,36,76440,2091
"1154",0,0,1,17,2344,36,85358,50
"1162",1,0,1,15,2430,26,34580,1986
"1172",1,0,1,16,2205,30,79170,735
"1180",0,0,1,17,80,41,3640,3187
"1183",1,0,1,12,1760,31,36400,625
"1185",1,0,1,12,2601,31,56420,1273
"1187",0,0,1,17,2420,38,100100,5747
"1205",1,0,1,17,2400,33,91000,6349
"1206",1,0,1,12,2100,37,0,7075
"1211",0,0,1,17,1900,46,58143.5390625,2073
"1212",0,0,1,12,1322,46,17472,4007
"1247",0,0,1,17,1210,33,34580,5999
"1249",1,0,1,14,3256,32,95004,1760
"1289",0,0,1,14,0,30,0,313
"1290",0,0,1,16,1864,28,58240,1206
"1314",0,0,1,14,1383,29,21840,1627
"1334",0,0,1,12,1940,48,18007.080078125,4765
"1345",1,0,1,17,2562,36,57956.078125,1957
"1358",0,0,1,12,1818,46,20020,364
"1371",1,0,1,17,1848,41,71708,3986
"1412",0,0,1,12,1740,30,24570,2613
"1419",0,0,1,12,430,34,2730,3119
"1451",0,0,1,13,1729,25,34580,5667
"1472",0,0,1,17,2000,34,43680,6167
"1490",0,0,1,11,0,48,0,5462
"1495",0,0,1,12,1916,46,34580,5547
"1505",1,0,1,12,2600,44,43316,5980
"1506",0,1,0,14,1972,36,43752.80078125,1491
"1511",1,0,1,16,2480,32,109200,1338
"1544",0,0,1,12,1976,39,18200,1131
"1546",0,0,1,14,1550,38,29120,2898
"1584",0,0,1,16,2144,46,65520,1213
"1597",1,1,0,14,2038,32,48958,1902
"1608",0,0,1,16,823,53,9464,1142
"1612",0,1,0,12,0,37,0,1732
"1626",0,0,1,14,2745,39,52780,1481
"1631",0,0,1,16,24,36,1845.47998046875,6540
"1644",0,1,0,16,774,31,7280,1307
"1647",0,0,1,12,0,36,0,5980
"1662",0,0,1,16,854,51,22750,1592
"1664",0,0,1,12,2360,38,66692.078125,2470
"1674",0,0,1,16,1680,41,52780,6527
"1679",0,0,1,12,1560,33,3640,2334
"1734",0,0,1,12,1977,40,31376.80078125,3234
"1751",1,0,1,13,2205,30,30940,74
"1797",0,0,1,16,2125,29,54600,3730
"1834",1,0,1,12,1980,60,31850,904
"1843",0,0,1,13,1960,28,19747,192
"1847",0,1,0,12,0,31,0,1660
"1863",1,0,1,17,2556,40,96460,3430
"1869",0,0,1,13,2504,32,33124,4593
"1885",0,0,1,12,1000,26,27300,6405
