"","male","black","white","edu","hours","age","inc_labor","int_id"
"55",1,0,1,12,2805,25,69418,3512
"607",1,1,0,12,1124,58,48365,4707
"622",0,0,1,9,2040,26,17070,3053
"652",0,0,0,12,0,30,0,3869
"665",1,0,1,12,4940,42,99404.296875,637
"677",0,0,1,8,2000,38,22760,250
"680",1,1,0,12,1960,56,79660,4431
"811",1,1,0,6,3000,44,71694,4872
"813",1,0,1,7,1520,55,28922.26953125,3826
"817",1,0,1,12,2250,30,44382,4695
"839",1,0,1,12,2500,26,39078.921875,104
"841",0,0,1,12,0,30,0,3019
"842",0,0,1,16,0,28,0,4701
"859",1,0,1,13,2048,52,75591.6484375,1040
"892",1,0,1,12,2047,39,56348.0703125,4455
"894",0,0,1,17,432,29,8535,3792
"975",1,0,0,12,2191,33,60314,2352
"991",0,0,1,12,2205,47,24916.509765625,1160
"1132",0,0,1,12,2652,44,51779,4204
"1161",1,0,1,13,2500,41,113800,4721
"1211",0,0,1,17,720,29,18714.41015625,2794
"1212",0,0,1,12,2040,28,5803.7998046875,2352
"1313",0,1,0,12,1680,44,18777,2098
"1328",1,0,1,16,2304,45,68280,4752
"1334",0,0,1,12,1800,30,30157,587
"1358",0,0,1,12,0,29,0,4060
"1374",0,0,1,12,1600,45,14765.5498046875,1073
"1411",0,0,1,14,30,30,1707,3626
"1431",1,0,1,16,1864,45,113800,1569
"1489",1,0,1,8,1960,43,31522.599609375,422
"1490",0,0,1,11,2000,30,25605,585
"1495",0,0,1,12,0,28,0,4713
"1519",1,0,1,16,1791,55,136560,614
"1532",0,0,1,12,845,42,6657.2998046875,3622
"1583",0,0,1,12,0,25,0,2664
"1584",0,0,1,16,1440,29,35847,1147
"1604",1,0,1,12,3000,58,85350,749
"1608",0,0,1,16,0,35,0,1126
"1662",0,0,1,16,480,33,17070,1655
"1680",0,0,1,12,0,48,0,1302
"1700",1,0,1,12,2000,55,54624,3822
"1772",1,0,1,8,2024,44,40399,4318
"1776",1,0,1,12,2088,41,91324.5,2651
"1778",0,0,1,12,0,51,0,3095
"1787",1,0,1,12,3120,51,81936,3718
"1815",0,0,1,9,1920,45,51210,4833
"1822",0,0,1,12,0,48,0,1425
"1834",1,0,1,12,2520,42,41616.66015625,361
"1838",1,1,0,12,2125,41,52404.8984375,4635
"1844",1,0,1,12,1952,43,64866,1624
"1858",1,0,1,12,2450,53,35420.25,71
"1888",0,0,1,13,0,51,0,1261
"1945",1,0,1,16,2896,25,54624,3747
"2031",1,0,1,16,3120,32,23101.400390625,2115
"2032",1,0,1,16,4080,25,45520,4028
"2048",0,0,1,17,1677,25,33002,4568
"2065",1,0,1,16,1040,25,56900,3699
"2096",1,0,1,13,1820,41,26515.400390625,659
"2192",1,0,0,4,1228,38,27243.720703125,2512
"2209",0,0,1,15,1988,25,30157,4208
"2219",0,0,1,12,960,48,11380,524
"2224",1,0,1,12,3120,28,39830,4078
