"","male","black","white","edu","hours","age","inc_labor","int_id","hhchildren","married","fam_inc"
"1",1,0,1,17,2250,41,132500,7686,1,1,171720
"2",1,0,1,12,1560,55,95400,4956,0,1,159000
"5",1,0,1,12,2550,49,65341.578125,5319,1,1,119177.921875
"6",1,0,1,12,1300,53,0,5119,0,0,11660
"7",1,0,1,12,2000,51,31058,2971,0,1,53848
"8",0,0,1,13,1920,57,23320,5917,0,0,27560
"9",1,0,1,12,2040,54,159000,7442,0,1,191860
"10",0,0,1,14,0,46,0,3648,0,0,9951.2802734375
"11",1,1,0,16,2800,43,130380,3664,0,1,168508.203125
"12",1,1,0,12,1110,45,22260,5443,0,1,107696
"13",1,1,0,14,0,41,0,2910,0,0,17306.619140625
"14",0,1,0,13,3256,39,66780,3281,3,1,88094.4765625
"16",0,1,0,12,2504,48,49820,2490,0,0,58846.9609375
"18",0,1,0,16,2200,57,64660,2364,1,0,157940
"19",0,0,1,15,1701,55,69960,7183,1,1,129744
"20",1,1,0,13,2080,47,201400,6123,0,0,201400
"21",0,1,0,12,2295,53,66144,7379,0,0,142464
"25",0,0,1,16,2304,54,67840,4504,0,1,134923.15625
"26",1,0,1,14,49,56,6360,4122,0,0,63706
"30",1,0,1,17,2094,60,164300,4700,0,1,271201
"31",0,0,1,16,1744,58,80560,4688,0,1,132056.921875
"33",1,0,1,17,2600,52,381600,4367,0,1,699865
"37",0,0,1,12,0,57,0,5,0,0,8878.5595703125
"41",1,0,1,9,0,54,0,416,0,0,15191.919921875
"61",1,0,1,10,2215,50,15900,7372,0,1,15900
"62",1,0,1,12,2184,59,25440,3778,0,0,25440
"64",1,0,1,14,2496,55,57240,3008,0,1,119780
"65",1,0,1,12,2600,48,23977.19921875,3549,0,1,23977.19921875
"68",0,1,0,12,1131,46,15900,3859,1,0,24926.9609375
"69",1,1,0,12,63,51,318,3428,0,1,318
"70",1,1,0,12,2158,49,55120,5196,0,1,79076
"72",0,1,0,12,1580,59,23481.119140625,3399,0,0,23481.119140625
"73",1,1,0,12,0,50,0,3385,1,1,5673.1201171875
"75",1,1,0,12,0,58,0,2854,0,1,67840
"76",0,1,0,12,0,53,0,4019,0,0,14144.6396484375
"590",1,0,1,13,2340,35,42400,6683,3,1,68900
"600",1,0,1,12,1988,56,60485.71875,2735,1,1,112972.6796875
"606",1,0,1,12,1000,49,12720,2932,0,1,32860
"649",0,0,1,14,239,38,636,8730,5,1,14543.2001953125
"668",1,0,1,11,2618,54,37100,1813,0,1,58830
"688",0,0,1,17,250,45,2650,1785,2,1,117064.28125
"692",1,0,1,14,2040,32,37100,3242,0,0,37100
"693",1,0,1,14,1640,30,37100,1361,0,1,87980
"698",1,1,0,12,0,26,0,3988,0,0,5724
"701",1,0,1,17,1810,55,77422.3984375,4496,0,1,147939.953125
"709",1,0,1,17,2250,29,33920,3337,0,1,58872.3984375
"713",1,0,1,14,1440,29,56498,8582,2,1,85330
"723",0,0,1,16,1960,39,9540,3555,2,1,202460
"731",1,0,1,16,2880,45,56180,4451,3,1,65932
"759",0,0,1,17,0,51,0,1976,0,1,120041.8203125
"774",0,0,1,17,1000,32,21200,7145,1,1,106678.3984375
"796",1,0,1,12,0,58,0,2762,0,0,32010.939453125
"814",0,1,0,17,2778,38,113208,8323,2,1,236676.796875
"818",0,0,1,12,0,26,0,3929,1,1,71660.2421875
"829",0,0,1,14,2066,41,46110,2766,0,1,134620
"836",1,0,1,12,2940,41,0,6813,2,1,58300
"849",1,0,1,13,2438,48,143100,5009,0,1,171726.359375
"850",1,0,1,17,2470,43,0,8157,3,1,31800
"856",1,0,1,9,2040,47,25440,6076,2,1,50779.30078125
"865",1,0,1,10,3120,54,31800,4707,0,1,33072
"867",0,0,1,12,1868,45,11079.1201171875,7133,2,1,58482.3203125
"893",0,0,1,16,800,54,8427,1536,0,1,74969.5625
"900",1,0,1,12,0,45,0,7418,1,1,72944.9609375
"915",0,0,1,12,2145,41,59890,8511,0,1,223660
"916",0,0,1,12,0,30,0,5567,1,0,9646
"948",0,0,1,15,2500,35,84800,1693,3,1,99640
"997",0,0,1,12,1560,27,9752,6919,2,0,24324.880859375
"1033",1,1,0,12,2064,33,37193.28125,7094,1,1,100793.28125
"1037",1,0,1,17,2254,39,265000,7653,3,1,420820
"1039",1,0,1,14,1788,29,49820,3330,1,1,63350.8984375
"1055",1,0,1,12,1946,30,16176.66015625,7758,1,0,25521.619140625
"1093",1,0,1,8,3640,37,13780,362,0,0,13780
"1095",1,1,0,13,1936,31,28895.599609375,2550,0,1,63494
"1103",0,0,1,16,0,42,0,1339,1,1,77395.8984375
"1114",1,0,1,14,0,57,0,316,0,1,167764.078125
"1138",1,0,1,17,2040,41,53318,6055,1,1,104214.9609375
"1144",0,0,1,16,1479,31,44520,2559,1,1,106530
"1154",0,0,1,17,2070,57,160060,6771,0,1,191860
"1162",1,0,1,15,3129,48,55120,8845,0,1,110240
"1163",1,0,1,12,0,37,0,3262,2,1,14098
"1169",0,0,1,12,364,38,0,1508,3,1,137837.09375
"1172",1,0,1,16,1976,51,140699.09375,443,1,1,168926.90625
"1185",1,0,1,12,1896,52,73140,4573,1,1,162180
"1187",0,0,1,17,2856,58,318000,1577,0,1,392730
"1201",1,0,0,17,2024,43,58300,2717,0,1,124444
"1205",1,0,1,17,2218,54,233200,3471,0,1,276660
"1214",0,0,1,16,1585,33,31800,1997,2,1,96672
"1229",1,0,1,17,2380,37,113420,2318,2,1,182341.203125
"1247",0,0,1,17,1900,54,74200,5163,0,1,126718.7578125
"1285",1,0,1,14,2420,59,63600,1916,0,1,100912
"1290",0,0,1,16,208,50,1032.43994140625,4117,4,1,133781.546875
"1311",1,0,1,16,1032,32,45580,2416,0,0,79993.9609375
"1314",0,0,1,14,3000,50,33920,7902,1,1,97520
"1322",1,0,1,16,2142,33,80030,212,1,1,115540
"1363",1,1,0,12,0,60,0,4353,0,0,5836.35986328125
"1381",0,0,1,14,150,36,1272,4780,1,1,81904.078125
"1393",1,0,1,16,2892,32,66780,5831,0,1,101124
"1435",0,0,1,16,1000,31,6360,3200,4,1,75472
"1441",0,0,1,16,1920,29,40280,965,0,1,96462.1171875
"1455",1,0,1,12,3920,25,79500,8457,0,0,79510.6015625
"1472",0,0,1,17,1091,55,67840,4931,1,1,143577
"1506",0,1,0,14,1991,57,56180,3951,0,0,56180
"1511",1,0,1,16,0,53,0,733,0,1,24168
"1530",1,0,1,12,2100,28,31800,4240,0,0,58321.19921875
"1544",0,0,1,12,2000,60,44520,998,0,1,59391.80078125
"1571",0,0,1,15,1560,42,0,8533,0,1,48760
"1575",1,0,1,13,44,32,530,7606,1,1,43635.9609375
"1597",1,1,0,14,1840,53,81620,1820,0,1,150520
"1612",0,1,0,12,0,58,0,2386,0,0,15632.8798828125
"1626",0,0,1,14,1920,60,50993.421875,929,0,0,50993.421875
"1629",1,0,1,16,0,39,0,1682,1,1,98824.859375
"1637",0,1,0,14,1760,45,45580,841,1,0,45580
