"","male","black","hours","age","inc_labor","works","int_id"
"16655",1,0,1020,52,7740,0,560
"16678",0,1,1600,52,5160,0,2019
"16679",1,0,2314,47,6450,1,2163
"16681",0,0,431,42,2580,1,4700
"16705",0,0,1880,33,41280,1,4442
"16714",0,1,1147,38,20640,0,2887
"16715",1,0,2880,56,0,1,5283
"16719",1,0,1864,34,42570,1,1924
"16722",1,1,2100,30,45150,1,1852
"16725",0,0,2080,33,33540,1,2089
"16737",0,1,1984,36,45150,1,1251
"16747",0,0,927,26,6785.39990234375,0,442
"16749",1,0,2480,29,90300,1,4515
"16766",0,0,2313,38,30186,1,1354
"16807",1,0,785,54,79980,1,1265
"16809",0,0,1568,57,32895,1,2763
"16816",1,1,2100,41,27090,1,5774
"16824",0,0,1212,43,17986.470703125,1,692
"16849",1,0,1848,30,32250,1,641
"16862",0,0,1384,51,67080,1,352
"16863",1,0,2020,40,58050,1,5499
"16874",1,0,2200,46,48504,1,2332
"16921",0,0,2080,49,64500,1,619
"16930",1,0,1330,38,17696.220703125,1,3707
"16938",1,0,2988,29,50955,1,3070
"16944",0,0,750,33,3999,0,4708
"16959",1,0,2310,31,69660,1,963
"16973",1,0,2040,37,51600,1,1500
"16980",1,0,2099,25,36120,1,3478
"16993",1,0,1960,52,43860,1,6745
"16995",0,0,0,37,0,0,680
"16999",0,0,832,31,16937.69921875,1,396
"17002",1,0,3101,36,161250,1,3160
"17017",0,0,0,60,0,0,1899
"17018",1,0,2600,51,140610,1,6411
"17033",1,0,2352,60,67080,1,1899
"17057",0,0,0,30,0,0,2417
"17064",1,0,4420,47,38184,1,3337
"17083",1,0,2112,55,59728.2890625,1,6694
"17084",1,1,2130,30,48375,1,2517
"17086",1,0,3055,38,525030,1,7364
"17097",1,0,3315,35,92880,1,6548
"17107",1,0,2600,28,49020,1,1608
"17117",1,1,1476,39,12771,0,2479
"17120",1,0,1965,58,56760,1,2164
"17121",1,0,0,47,0,0,6810
"17179",1,0,1891,29,51600,1,6714
"17186",1,1,2500,50,46311,1,2732
"17188",0,0,1750,32,25800,1,4614
"17207",0,0,0,48,0,0,7177
"17208",0,1,1680,51,32250,1,4422
"17215",1,0,1928,33,193500,1,1682
"17222",1,0,2892,39,183180,1,6009
"17232",1,1,3149,33,38700,1,5503
"17233",0,0,2164,26,33540,1,5482
"17237",1,0,2724,40,28380,1,2248
"17272",1,0,2062,27,32250,1,1003
"17274",0,0,1624,47,25671,1,2523
"17291",1,0,2250,30,74820,1,1640
"17292",1,0,792,56,1935,1,5126
"17302",1,0,3696,49,99330,1,1704
"17305",1,0,2133,39,59340,1,2369
"17308",1,0,3068,46,7740,1,3592
"17316",1,0,3267,30,43269.1796875,1,952
"17352",0,0,2695,26,12900,0,4488
"17362",0,0,396,25,4515,0,6293
"17368",1,0,2460,52,6450,1,1015
"17370",0,0,1845,49,27090,1,1956
"17372",1,0,1591,58,28380,0,196
"17377",0,0,766,49,12900,1,3762
"17378",0,0,2080,60,38700,1,819
"17388",0,0,1708,51,41280,1,2197
"17404",1,0,3060,56,733408.875,1,7052
"17407",0,0,1652,45,122550,1,5391
"17409",1,0,1892,55,73530,1,3819
"17412",0,0,926,39,5418,1,6796
"17419",1,0,1531,26,18060,1,6698
"17431",1,0,2418,41,64500,1,5400
"17433",0,0,0,43,0,0,3455
"17461",1,0,2156,51,180600,1,2155
"17470",0,0,2181,52,60307.5,1,5829
"17477",0,0,260,51,9030,1,288
"17506",0,0,1976,44,19350,1,6129
"17517",0,0,2900,48,30960,1,6120
"17521",1,1,2544,45,49020,1,7269
"17524",1,1,2082,46,47085,1,2257
"17541",0,0,1820,42,12900,1,5907
"17542",0,0,1700,32,17869.080078125,0,2648
"17564",1,0,2739,30,0,1,5230
"17568",0,0,2238,44,38700,1,4542
"17581",0,0,0,51,0,1,243
"17586",0,1,2070,42,21930,1,3355
"17591",0,0,1613,47,41280,1,4094
"17594",0,0,2500,25,60630,1,3520
"17625",1,0,2352,44,90300,1,3810
"17629",0,0,980,52,12900,1,752
"17648",1,0,2335,58,107002.921875,1,6711
"17655",1,0,3120,33,83850,1,2366
"17658",1,0,2250,33,54180,1,4235
"17669",0,0,984,47,9933,0,3773
"17682",0,0,2340,25,50955,1,7836
"17689",0,0,1359,47,116100,1,7813
"17701",1,1,0,47,0,0,655
"17704",0,0,1020,42,15480,1,1188
"17710",0,0,2640,29,46440,1,3512
"17716",0,0,0,57,0,0,660
"17719",0,0,2440,42,144480,1,4456
"17729",1,0,2500,57,38700,1,5023
"17735",1,0,2397,40,9030,1,2766
"17769",0,0,2300,27,17931,1,3518
"17773",0,1,1225,28,6450,1,7503
"17777",0,0,2295,38,23220,1,4704
"17786",1,0,1920,50,60630,1,2934
"17787",1,0,2277,45,23220,1,3591
"17790",1,0,1960,34,46067.19140625,1,7074
"17794",0,0,2204,51,103200,1,4460
"17802",1,0,3213,50,50664.75,1,1730
"17809",0,0,1806,39,25800,1,4967
"17834",1,0,1836,42,176988,1,6386
"17863",1,0,4598,48,89784,1,5254
"17875",1,0,2217,54,61920,1,3767
"17882",0,0,2150,26,29670,1,6186
"17885",1,0,1526,27,19350,1,7678
"17889",0,0,1740,38,10320,1,2221
"17891",1,1,3250,29,38700,1,6035
"17897",1,0,2080,31,32250,1,4740
"17902",0,0,2056,37,45150,1,2627
"17908",0,0,1195,39,58050,1,6876
"17929",0,0,2150,47,47730,1,5959
"17934",0,0,1492,53,22296.359375,1,63
"17941",1,0,1888,36,0,1,6550
"17945",1,1,2530,48,25800,1,7069
"17949",1,0,2430,38,101265,1,7348
"17979",0,1,1670,51,26574,1,1456
"18003",1,0,2100,58,67080,1,4577
"18012",1,0,2080,42,38700,1,4987
"18017",1,0,2000,31,50310,1,5134
"18022",1,0,0,57,0,0,729
"18027",1,0,2988,39,83850,1,5871
"18049",1,0,2805,58,0,1,496
"18052",1,1,2783,39,61303.37890625,1,5487
"18055",1,0,3380,45,18060,1,6140
"18065",1,0,2944,32,23220,1,860
"18110",0,0,147,36,5031,1,274
"18130",0,0,2043,33,30960,1,76
"18144",1,0,2040,34,47730,1,925
"18159",0,0,2061,31,28854.720703125,1,2273
"18174",0,0,1694,48,64500,1,2869
"18179",0,0,1800,45,45150,1,1099
"18183",0,0,1560,46,32766,1,1774
"18202",1,0,2040,41,38700,1,5698
"18207",0,0,0,35,0,0,6212
"18211",0,0,2032,29,67080,1,3444
"18218",1,0,4180,50,42570,1,4419
"18262",0,0,1900,38,19350,1,1206
"18271",0,0,2600,37,28896,1,834
"18283",0,0,2072,51,54337.37890625,1,4076
"18287",1,0,2100,38,116100,1,4405
"18292",0,0,2040,25,36120,1,3544
"18307",0,1,35,27,5160,0,5533
"18351",0,0,1050,33,108873.421875,1,6781
"18354",1,0,2605,37,77400,1,3414
"18356",1,0,708,42,21930,0,6946
"18360",0,0,1949,40,70950,1,635
"18389",0,0,2100,52,33540,1,760
"18398",1,0,2331,30,24510,1,6093
"18415",0,0,846,36,6450,1,6961
"18418",0,0,2805,25,28380,1,4482
"18429",0,0,0,54,0,0,7304
"18431",0,0,2340,48,44505,1,1008
"18440",0,1,1764,44,12900,1,4867
"18453",0,0,2750,45,15480,1,7175
"18457",1,0,1944,39,45150,1,6071
"18458",0,0,50,31,5160,1,4982
"18464",1,1,810,43,22987.80078125,1,7801
"18466",1,0,600,28,2580,1,3841
"18488",1,0,0,26,0,1,1232
"18499",0,0,1880,42,62254.109375,1,349
"18503",1,0,748,44,25800,0,6876
"18517",0,0,2250,33,18705,1,6456
"18523",1,0,1176,53,46440,0,6326
"18526",0,0,1881,49,48375,1,757
"18566",1,0,1868,38,26770.080078125,1,324
"18590",1,0,2295,42,154800,1,7513
"18604",0,0,1470,51,105780,1,5688
"18608",1,0,3062,47,107070,1,1776
"18620",1,0,2480,44,43860,1,4477
"18636",0,0,2016,37,23220,1,4108
"18654",1,0,2860,58,0,1,2028
"18663",0,0,1732,31,51600,1,6659
"18697",0,0,2750,29,134160,1,3428
"18702",0,0,520,30,4695.60009765625,0,5115
"18710",1,0,2200,25,83850,1,6274
"18712",0,0,0,33,0,0,402
"18713",0,0,0,36,0,0,4940
"18718",0,0,1716,51,78690,1,2908
"18724",1,0,2340,34,28380,1,2095
"18730",0,0,208,36,2683.19995117188,1,3681
"18742",1,1,676,44,20640,1,7516
"18750",0,0,1800,27,54180,0,1764
"18775",0,0,940,40,10830.83984375,0,365
"18780",1,0,1680,56,32250,0,1146
"18782",0,0,2470,51,0,1,5247
"18790",1,0,2860,39,61920,1,3161
"18806",1,0,1960,52,58050,1,285
"18810",1,0,1960,53,38700,1,1809
"18820",1,0,600,56,38700,0,7036
"18837",0,1,0,52,0,0,761
"18841",0,0,0,42,0,0,3748
"18853",1,0,2280,40,38700,1,5177
"18865",1,0,1960,60,25800,1,2857
"18875",1,0,2040,38,36120,1,4926
"18884",0,0,0,49,0,0,147
"18892",1,0,0,55,0,0,955
"18899",0,0,0,36,0,1,4902
"18901",0,1,40,58,516,1,1664
"18907",0,0,2550,57,28380,1,3769
"18927",0,0,1020,39,24510,1,3519
"18965",0,0,1788,55,59340,1,7623
"18992",0,0,400,36,5160,1,2069
"18996",1,0,2180,44,103200,1,7789
"18998",0,0,1530,27,15480,0,2092
"19027",1,1,1840,41,50955,1,4127
"19033",1,0,3568,45,116100,1,6958
"19034",0,0,1455,31,38723.21875,1,1346
"19046",0,0,1470,49,27090,1,4938
"19053",0,0,1836,41,27090,1,2206
"19070",1,0,2490,50,112230,1,6566
"19097",1,0,0,47,0,0,1996
"19102",0,0,0,29,0,0,3235
"19111",1,0,0,25,0,1,2359
"19114",0,0,2147,38,44634,1,7676
"19168",0,0,1946,30,92235,1,2073
"19171",0,0,0,42,0,0,923
"19178",0,0,2450,38,322500,1,4852
"19179",1,0,2550,40,0,1,5077
"19193",1,0,815,36,148350,1,4205
"19194",1,0,2392,33,0,1,830
"19208",1,0,2250,43,63210,1,1183
"19211",0,1,1936,38,37410,1,1261
"19216",1,0,2360,43,45614.3984375,1,456
"19221",1,0,2401,51,69660,1,7376
"19223",0,0,1664,47,50310,0,4893
"19248",1,0,2218,46,67080,1,4678
"19252",0,0,1920,51,25539.419921875,1,643
"19259",1,0,2056,28,52890,1,6338
"19263",0,0,0,31,0,0,2203
"19270",0,0,1341,25,25800,1,3569
"19272",1,0,2450,36,129000,1,7785
"19275",0,0,2940,40,129000,1,6481
"19280",0,0,2822,45,49020,1,597
"19303",0,0,7,36,232.199996948242,1,3208
"19307",1,0,2295,46,42570,1,4760
"19308",1,0,2672,34,43860,0,287
"19312",1,0,2024,53,34830,1,2309
"19316",0,0,1274,51,16770,1,1448
"19321",1,0,2064,27,34830,1,1501
"19352",1,1,1975,25,19350,0,7292
"19354",0,0,1080,47,12900,1,7418
"19361",0,0,2008,30,30960,1,7336
"19378",1,0,1940,58,117390,1,4257
"19390",1,0,2040,44,72240,1,1413
"19414",0,1,2114,59,36184.5,1,3240
"19421",0,0,2101,32,354750,1,7272
"19437",0,0,2254,42,15480,1,5186
"19446",0,0,0,25,0,0,6164
"19454",0,0,2000,44,64500,1,7786
"19466",0,0,3444,49,10051.6796875,1,6234
"19475",1,0,2550,55,154800,1,940
"19484",0,0,2080,44,27090,1,4049
"19487",1,0,504,51,52890,0,3274
"19491",0,0,0,31,0,0,3474
"19503",0,0,0,53,0,0,7173
"19521",0,0,576,29,12900,1,4857
"19524",1,0,1820,51,38700,1,7300
"19531",1,0,2106,56,126925.6796875,1,3169
"19532",0,0,1960,56,21930,1,5131
"19564",0,0,3630,44,32250,1,5516
"19569",1,0,3101,40,17415,1,4552
"19602",0,0,711,29,11610,0,3272
"19603",0,0,2964,51,16125,1,6321
"19633",1,0,2232,42,77400,1,6561
"19680",0,0,2076,58,9030,1,4430
"19690",0,0,1176,32,32250,1,6624
"19696",1,0,3754,46,117648,1,4801
"19704",1,0,1764,59,38700,1,2775
"19714",0,0,1813,57,24510,1,6397
"19723",0,0,539,47,4966.5,1,6734
"19738",0,0,900,29,5160,1,1339
"19762",0,0,2080,48,129000,0,185
"19785",0,0,1294,58,38700,1,7228
"19790",1,0,2780,44,199950,1,2971
"19797",0,1,960,25,6192,1,2759
"19817",0,0,1996,27,29670,1,641
"19821",1,0,2032,52,48504,1,1178
"19840",0,0,1560,50,46440,1,3325
"19846",0,0,2232,57,59340,1,5173
"19881",0,0,2040,42,58050,1,7511
"19882",0,0,0,43,0,0,4873
"19887",0,0,0,26,0,0,1950
"19891",1,1,3060,30,70950,1,3960
"19896",0,0,2210,53,49020,1,5489
"19922",1,0,1936,29,46440,1,3845
"19942",0,0,0,50,0,0,7121
"19956",1,0,2400,35,38700,1,4663
"19967",1,0,2270,26,60630,1,2961
"19971",1,0,2205,53,54180,0,5236
"19979",1,0,1250,53,87720,1,4818
"19990",0,0,0,59,0,0,5207
"19995",1,0,2080,41,47730,1,7173
"19997",0,0,2425,44,25800,1,987
"20001",0,0,1637,59,30960,1,5429
"20013",1,0,1828,41,39252.12109375,1,3001
"20025",1,0,2775,31,37410,1,1432
"20032",1,1,2805,37,61920,1,5665
"20036",1,0,1730,36,90300,1,332
"20044",1,0,2410,34,83850,1,4166
"20046",1,0,2169,52,43860,1,282
"20049",1,0,2750,57,96750,1,547
"20057",0,0,1157,36,38700,1,2177
"20063",1,0,0,60,0,0,4409
"20073",1,0,2000,44,29670,1,2081
"20089",0,0,1998,53,26386.94921875,1,915
"20112",0,0,2048,33,50310,1,7334
"20114",1,0,2475,41,219300,1,2114
"20115",1,0,1944,47,54180,1,3184
"20117",0,0,1341,49,49020,1,1973
"20135",0,0,3060,38,14190,0,6551
"20140",0,0,2052,36,32250,1,5378
"20150",1,0,2241,32,64500,1,4576
"20159",1,0,1960,48,51600,1,1553
"20176",1,0,2072,52,70950,1,3092
"20179",0,0,968,30,21930,0,4505
"20187",1,0,2160,45,30702,1,3018
"20192",1,0,3250,44,283800,1,4227
"20195",0,0,280,45,0,0,6348
"20199",1,0,3012,42,0,1,2412
"20202",0,0,347,27,20640,1,614
"20205",0,0,2040,34,30960,1,4023
"20207",1,0,1940,50,87720,1,1973
"20211",0,0,2492,49,51600,1,4722
"20220",1,0,2904,33,122550,1,2916
"20228",1,0,2800,33,7740,1,1780
"20257",0,0,2940,50,60630,1,2716
"20261",0,0,2450,38,212850,1,3497
"20268",0,0,1764,45,27631.80078125,1,6194
"20283",1,0,0,55,0,0,2267
"20292",1,0,3688,27,33540,1,389
"20317",1,0,1300,46,406350,1,5982
"20323",0,0,376,45,6837,1,1272
"20344",1,0,2640,37,98040,1,7023
"20371",1,0,3012,50,77400,1,3637
"20385",0,0,1102,57,8578.5,1,766
"20394",1,0,1000,54,11610,1,6317
"20396",0,0,2400,42,51600,1,6352
"20444",1,0,1448,43,38700,1,3984
"20456",1,0,352,60,2316.84008789062,0,3528
"20460",0,0,1868,47,58050,1,413
"20471",0,0,80,53,2064,1,7388
"20482",1,0,2364,36,65790,1,4371
"20489",0,0,2191,28,66435,1,2057
"20500",1,0,3060,41,44892,1,3280
"20516",0,0,280,33,2709,1,4555
"20538",1,0,2205,44,88977.75,1,1759
"20551",0,0,2008,45,29670,1,2895
"20574",0,0,1175,45,43860,1,3260
"20580",1,0,1788,47,43860,1,6291
"20610",1,0,1488,37,51600,1,7745
"20643",1,0,3000,45,54180,1,3191
"20660",0,0,1604,40,96750,1,3317
"20695",1,0,1688,57,16512,1,2633
"20696",0,0,1041,53,55470,1,4286
"20700",1,0,144,56,15480,1,2528
"20703",1,0,1820,49,74820,1,6543
"20704",0,0,0,48,0,0,1385
"20709",0,0,1944,56,60630,1,5135
"20710",1,0,1200,31,38700,0,7462
"20715",1,0,180,29,2838,0,2761
"20730",0,0,2167,46,23220,1,3149
"20745",1,0,2550,31,438600,1,1330
"20752",1,0,3036,47,32250,1,4911
"20754",0,0,2000,53,90300,1,2029
"20756",1,0,2940,49,91590,1,2381
"20769",0,0,1275,48,109.650001525879,1,4664
"20773",0,0,1861,48,72240,1,675
"20778",0,0,2000,37,49020,1,3776
"20785",0,0,1880,42,87720,1,5217
"20798",1,0,1560,29,0,1,7383
"20835",1,0,1920,40,76110,1,6220
"20836",1,0,2148,27,46440,1,4150
"20845",1,0,1960,59,25800,1,897
"20852",1,1,2461,47,72240,1,3090
"20869",1,0,2138,45,103200,1,1662
"20886",0,0,2250,56,28363.23046875,1,2421
"20898",0,0,2016,32,36120,1,2059
"20900",0,0,2080,47,22575,1,2606
"20902",1,0,1699,25,45150,1,6659
"20915",1,0,0,55,0,0,392
"20942",0,0,2140,29,51600,1,5550
"20974",1,0,2290,49,42570,1,6989
"20977",0,0,2600,47,41280,1,2526
"21007",0,0,2048,28,51600,1,6210
"21023",0,0,2277,53,52890,1,6907
"21042",1,0,3000,34,428280,1,6398
"21056",0,0,2056,28,36120,1,3737
"21072",0,0,4000,48,67080,1,4698
"21075",0,0,2418,52,116100,1,1418
"21089",0,0,1880,56,43860,1,1679
"21090",1,0,2250,26,59340,1,6370
"21097",0,0,1896,59,18705,1,2733
"21109",0,1,1715,48,87720,1,205
"21114",1,0,2445,35,33540,1,1967
"21121",1,0,1260,34,3870,1,2896
"21129",0,0,1998,43,43860,1,2706
"21138",1,0,2024,31,33540,1,7102
"21180",1,0,2940,42,103200,1,4770
"21186",0,0,2040,36,28380,1,50
"21208",0,0,1312,43,17666.55078125,1,88
"21212",0,1,2073,42,64500,1,7611
"21219",1,0,2000,44,0,1,6482
"21220",1,0,1920,53,95460,1,2076
"21228",0,0,1984,54,58695,1,3063
"21233",1,0,2805,45,38700,1,1873
"21237",1,0,2032,33,16125,1,5741
"21261",0,0,2080,37,23220,0,7811
"21269",0,0,889,29,10320,1,2768
"21275",1,0,2120,54,94170,1,3236
"21280",0,0,1859,51,64500,1,949
"21296",1,0,2370,44,76110,1,5540
"21301",0,0,2034,55,110940,1,4715
"21328",0,0,1725,31,50310,1,3536
"21367",1,0,2520,44,58050,1,117
"21374",1,0,2000,55,20640,1,3107
"21380",0,0,2352,33,51600,1,5030
"21385",0,0,2032,59,83850,1,870
"21396",1,0,2675,26,45150,1,2978
"21467",0,0,2860,35,101910,1,768
"21482",1,0,2150,43,51600,1,2590
"21492",1,0,2058,47,41280,1,4503
"21499",1,0,1960,35,0,1,6572
"21502",0,0,905,27,3676.5,0,3972
"21513",0,0,2000,28,64500,1,5240
"21556",0,0,2337,25,73530,1,5432
"21564",1,0,2735,33,70950,1,5296
"21596",1,0,2750,29,54180,1,7296
"21603",0,0,920,26,33540,0,6571
"21619",1,0,3003,29,78690,1,7499
"21637",1,0,1968,51,72240,1,748
"21643",1,0,956,27,23220,1,6647
"21665",1,0,1895,54,0,1,2705
"21682",1,0,2189,40,96750,1,4968
"21699",1,0,2108,29,80883,1,2073
"21700",0,0,1619,26,22188,1,6788
"21710",1,0,216,27,1434.47998046875,0,5579
"21711",1,0,2519,39,73530,1,3965
"21713",0,0,2621,25,14442.83984375,1,3147
"21720",0,0,2291,28,51600,0,5205
"21730",1,0,2080,46,43860,1,5638
"21749",0,0,2450,41,23577.330078125,1,5498
"21753",1,0,2706,33,49020,1,3872
"21762",0,0,1984,40,24510,1,2810
"21773",0,0,1772,26,19350,1,2923
"21777",1,0,2180,29,41280,1,6039
"21780",1,0,2331,40,27366.060546875,0,1360
"21785",0,0,2080,32,32250,1,6632
"21792",0,0,3606,40,45150,1,4445
"21816",0,0,1968,55,51600,1,7235
"21818",0,0,2080,29,21930,1,5472
"21824",0,0,2187,33,94607.3125,1,5011
"21836",1,0,2223,38,39990,1,4656
"21844",0,0,1735,30,82560,1,3994
"21859",1,0,2500,31,25800,1,2428
"21860",0,0,931,54,10965,1,5245
"21864",0,0,1970,47,41280,1,176
"21867",0,0,2024,53,30960,1,6225
"21878",0,0,0,37,0,0,1979
"21881",0,0,1813,44,25800,1,653
"21890",0,1,1987,53,36120,0,6732
"21909",0,0,1355,47,32250,1,4337
"21914",1,1,1768,47,36120,1,2047
"21927",0,0,3196,41,74497.5,1,4178
"21951",1,0,2314,26,71724,1,7047
"21960",0,0,2156,44,44098.6484375,1,5420
"21975",1,0,1800,40,91074,0,3338
"22000",1,0,2097,38,53535,1,862
"22009",1,0,1152,55,16899,1,1568
"22010",0,0,1868,26,29670,1,4756
"22012",1,0,2080,41,41187.12109375,1,6620
"22019",0,0,0,33,0,0,1842
"22021",1,0,2860,50,180600,1,7215
"22022",0,0,3096,34,83850,1,1569
"22027",0,0,2007,44,58050,1,4328
"22035",0,0,1864,30,41280,1,1924
"22060",0,0,2080,53,8514,1,3535
"22064",0,0,1930,48,49665,1,1816
"22071",1,0,2185,37,54180,1,743
"22072",0,0,1920,56,119970,1,6857
"22078",0,0,1612,32,8365.650390625,0,6804
"22084",1,1,4050,37,34830,1,1087
"22087",1,0,3060,43,121935.9609375,1,1801
"22091",1,0,2083,38,51600,1,4351
"22100",0,0,0,44,0,1,117
"22110",0,0,1492,42,73444.859375,1,1365
"22117",1,0,2246,50,74820,1,1276
"22120",0,0,0,59,0,0,1435
"22121",0,0,1064,30,15480,1,2419
"22139",0,1,2350,34,65145,1,4239
"22155",0,0,416,49,1935,0,1392
"22157",1,0,2040,48,34830,1,4444
"22170",1,0,2594,28,24510,1,6735
"22174",0,1,240,25,30960,1,6136
"22176",1,0,3120,36,0,1,3235
"22186",1,0,2000,45,29753.849609375,1,3944
"22193",1,1,2104,49,27090,1,7154
"22211",1,0,2695,37,77400,1,2482
"22212",0,1,2100,45,39990,1,6193
"22237",0,0,2070,38,31290.240234375,1,3482
"22245",1,0,2390,45,110940,1,5490
"22246",0,0,2241,28,49632.75,1,7704
"22247",1,0,1960,58,27477,1,484
"22265",1,0,2597,30,66693,1,2343
"22269",1,0,2147,33,37281,1,480
"22275",0,0,1956,49,39813.26953125,1,1691
"22289",0,0,1722,53,51600,1,4958
"22343",1,0,2220,50,18060,1,1958
"22360",0,0,0,41,0,0,256
"22374",1,0,2976,53,105780,1,4104
"22410",0,0,1440,56,27735,1,4944
"22419",0,0,2294,47,55341,1,187
"22431",1,0,0,51,0,0,1533
"22458",0,1,1936,40,36378,0,7163
"22486",0,0,2072,30,25413,1,661
"22515",0,0,1778,32,24148.80078125,1,1319
"22518",0,0,0,47,0,1,5691
"22530",1,0,2728,27,58050,1,4212
"22538",1,0,2600,36,64500,0,4536
"22569",0,0,1690,29,20253,0,5282
"22594",1,0,1813,54,55470,1,2406
"22596",0,0,1034,43,28380,1,566
"22597",1,0,2450,53,85785,1,6478
"22615",0,0,0,59,0,0,4894
"22630",1,1,1880,32,38700,1,2717
"22631",0,0,0,58,0,0,2109
"22633",0,0,3060,54,36120,1,3293
"22638",1,1,0,44,0,0,2247
"22656",1,0,2550,48,158670,1,2983
"22674",1,0,1536,38,30960,0,5021
"22676",1,0,3120,56,38700,1,1991
"22678",0,0,2350,33,56760,1,3571
"22700",1,0,0,45,0,0,5218
"22701",0,0,2191,51,59340,1,5714
"22715",1,0,2040,26,20640,1,3465
"22717",0,0,2084,50,42570,1,2744
"22723",0,0,0,44,0,0,2902
"22740",0,0,68,52,1419,1,1565
"22748",1,0,1945,30,58050,1,3536
"22759",0,1,1750,60,18060,1,1254
"22766",0,0,2400,27,29025,1,5234
"22794",1,0,2314,40,109650,1,7563
"22807",0,0,1360,41,19081.6796875,1,6476
"22813",1,0,2600,45,82560,1,3747
"22824",1,0,1690,32,22704,1,4717
"22834",0,0,0,30,0,1,3211
"22856",1,0,1944,56,52245,1,1884
"22858",0,0,0,34,0,0,5347
"22862",1,1,2020,41,34830,1,1845
"22867",1,0,1984,32,141900,1,436
"22869",0,0,2470,42,23220,1,107
"22893",0,0,1952,35,161250,1,5028
"22898",0,0,1712,27,9417,1,1432
"22902",1,0,2586,44,258000,1,2144
"22914",0,0,2988,44,238650,1,3900
"22934",1,0,2020,37,56760,1,2272
"22985",0,0,2680,37,23220,1,1735
"22998",1,0,2000,39,23220,1,869
"23001",1,0,2805,45,0,1,3149
"23003",1,0,3172,40,245100,1,1421
"23027",1,0,2188,27,56760,1,3072
"23035",1,0,3662,48,52855.171875,1,2693
"23039",1,0,2600,47,0,1,2535
"23047",0,0,2295,45,47730,1,7376
"23063",1,0,2670,51,72872.1015625,1,5891
"23068",0,0,2000,49,25800,1,400
"23070",1,0,2185,46,51600,1,4608
"23081",0,1,1530,51,7500.06005859375,1,482
"23086",1,0,3096,53,117390,1,988
"23091",0,0,3105,46,47730,1,5731
"23097",1,0,2816,30,118680,1,4098
"23110",1,0,2855,45,185760,1,4492
"23114",0,0,2640,29,2580,1,2778
"23116",0,0,1596,46,21930,1,1316
"23197",1,0,3000,54,69660,1,1459
"23208",1,0,1962,54,73530,1,3438
"23209",1,0,1342,40,74554.2578125,1,3971
"23233",0,0,2470,51,21930,1,1459
"23237",0,0,2352,47,85140,1,1148
"23239",1,0,2100,38,100620,1,4221
"23240",1,0,2156,34,83850,1,5738
"23244",0,0,1152,39,33540,1,1945
"23277",0,0,1182,26,20640,1,6540
"23281",0,0,2052,26,99330,1,2626
"23282",0,1,2072,53,15480,1,7596
"23285",0,0,1500,27,16512,1,4562
"23312",0,1,1664,32,24058.5,1,3964
"23334",1,0,1843,58,0,1,4154
"23343",0,0,780,41,13416,1,2966
"23348",0,0,2040,32,37410,1,743
"23352",1,0,2150,60,58050,1,4222
"23379",1,0,4608,26,54180,1,6708
"23382",1,0,2080,25,32250,1,3246
"23401",1,0,1759,42,35320.19921875,1,2862
"23413",0,0,1960,51,45150,1,4315
"23459",0,0,4012,45,25609.080078125,1,5492
"23479",0,0,1992,52,33540,1,846
"23483",0,0,1529,49,29670,0,789
"23504",1,0,0,55,0,0,2293
"23517",0,0,1888,34,41280,1,6836
"23521",1,0,2000,28,45150,1,1518
"23526",1,0,2177,51,70305,1,6975
"23528",1,0,2614,49,101265,1,204
"23529",0,0,1300,33,6450,1,4050
"23536",1,0,1260,53,70950,1,1042
"23546",1,0,2250,49,30960,1,5593
"23548",1,0,3100,37,62565,1,6235
"23549",0,0,1468,48,20640,1,3002
"23573",1,0,2040,55,141900,1,2527
"23591",0,0,2000,52,42570,1,160
"23615",0,0,3072,33,6450,1,7296
"23619",0,0,1935,28,46440,1,5517
"23624",0,0,1960,47,30960,1,1138
"23630",0,0,1650,34,61920,1,2878
"23657",1,0,310,59,7353,1,2575
"23682",0,0,0,28,0,0,1671
"23706",1,0,2340,36,174150,1,4271
"23728",1,0,2120,30,29670,1,1811
"23741",1,0,521,48,11352,1,326
"23759",1,0,2728,50,61920,1,5489
"23771",0,0,480,52,11610,1,527
"23773",0,0,4089,28,43860,1,6646
"23797",0,0,1661,25,25800,1,4145
"23822",1,0,2580,43,42570,1,4540
"23827",0,0,1827,53,23220,1,588
"23848",0,0,0,28,0,0,4305
"23852",1,0,2241,38,60630,1,2373
"23855",1,0,1770,54,29205.599609375,1,194
"23898",1,0,1936,53,69660,1,3503
"23908",0,0,102,50,903,1,905
"23910",1,0,2197,28,92880,1,5861
"23918",0,0,59,36,5676,1,2317
"23923",0,0,0,47,0,0,1202
"23947",1,0,1940,48,43720.6796875,1,2941
"23954",1,1,3675,43,32250,1,5003
"23955",0,0,91,55,472.140014648438,0,235
"23956",0,0,394,42,9675,1,4316
"23975",0,0,1938,53,38700,1,940
"24002",1,0,1485,42,28380,1,7140
"24014",1,0,3120,45,0,1,3701
"24030",1,1,2026,40,19479,0,4670
"24032",0,0,0,52,0,0,1221
"24041",1,0,1488,35,14190,0,4913
"24060",1,0,2805,32,54825,1,3662
"24078",0,0,1908,48,29670,1,6604
"24080",0,0,1698,48,36120,0,4711
"24085",0,0,1750,25,58050,1,1237
"24112",0,0,0,46,0,0,959
"24135",0,0,2080,41,32250,1,7661
"24138",1,0,2223,60,70692,1,766
