"","male","black","white","edu","hours","age","inc_labor","int_id","hhchildren","married","fam_inc"
"27",1,0,1,17,2400,25,84525,2235,0,0,85732.5
"42",1,0,1,14,2376,27,42504,4672,2,1,42504
"45",1,0,1,12,3035,25,52106.0390625,4669,1,1,55004.0390625
"52",0,0,1,10,0,26,0,1241,1,1,48300
"55",1,0,1,12,3020,27,31704.119140625,4146,2,1,43344.421875
"56",1,0,1,6,2409,26,18837,2187,2,1,18837
"57",1,0,1,4,3530,26,24150,142,2,1,26082
"607",1,1,0,12,1680,60,38640,5086,0,1,57902.0390625
"637",1,0,1,17,400,30,9660,3530,0,1,74135.671875
"665",1,0,1,12,3570,44,96600,1769,0,1,124227.6015625
"677",0,0,1,8,1600,40,19320,4222,0,1,116209.796875
"680",1,1,0,12,2066,58,91770,2885,6,1,95634
"811",1,1,0,6,3675,43,72450,1993,2,1,78419.8828125
"813",1,0,1,7,2205,58,43470,2674,0,1,81443.4609375
"817",1,0,1,12,1890,32,41538,1077,2,1,77280
"839",1,0,1,12,2700,27,37075.078125,2906,1,1,54791.51953125
"841",0,0,1,12,0,32,0,5176,3,1,74637.9921875
"842",0,0,1,16,0,30,0,1527,2,1,87906
"859",1,0,1,13,2000,54,73899,2538,0,1,91456.046875
"892",1,0,1,12,2371,41,67620,639,1,1,79695
"894",0,0,1,17,150,30,5796,882,2,1,66171
"970",0,0,1,12,252,26,1651.85998535156,1980,1,1,171184.859375
"975",1,0,0,12,2240,35,85249.5,1452,3,1,96551.703125
"991",0,0,1,12,3060,49,30429,1677,0,1,93455.671875
"1132",0,0,1,12,1880,45,43470,4705,0,0,45160.5
"1161",1,0,1,13,3000,43,96600,3569,2,1,144900
"1180",0,0,1,17,1000,25,8974.1396484375,223,0,0,9940.1396484375
"1211",0,0,1,17,540,30,17871,1724,2,1,69069
"1212",0,0,1,12,2080,30,11302.2001953125,1452,3,1,96551.703125
"1328",1,0,1,16,2880,47,77280,3568,2,1,113988
"1334",0,0,1,12,1960,32,31762.080078125,3869,0,1,77893.40625
"1358",0,0,1,12,0,31,0,1655,2,1,43470
"1371",1,0,1,17,2676,25,26903.099609375,2331,0,1,70373.1015625
"1431",1,0,1,16,1824,47,120750,1153,0,1,152145
"1489",1,0,1,8,1640,45,29839.740234375,1312,0,0,29839.740234375
"1490",0,0,1,11,2450,32,33327,736,2,1,116808.71875
"1495",0,0,1,12,2000,30,21735,2506,2,0,40089
"1519",1,0,1,16,2350,57,137655,1018,0,1,190785
"1532",0,0,1,12,600,44,7245,1223,0,1,89393.640625
"1584",0,0,1,16,60,30,3864,1629,2,1,69841.796875
"1608",0,0,1,16,0,37,0,1191,4,1,161418.59375
"1662",0,0,1,16,720,34,9660,1495,2,1,115920
"1680",0,0,1,12,0,50,0,1627,0,1,76487.8828125
"1700",1,0,1,12,2000,58,57960,4309,0,1,62790
"1772",1,0,1,8,2160,46,45885,4670,1,1,50888.87890625
"1776",1,0,1,12,1920,36,60858,583,3,1,80178
"1778",0,0,1,12,0,53,0,2587,1,1,77280
"1787",1,0,1,12,2550,53,66533.25,4517,1,1,121716
"1815",0,0,1,9,1893,58,47116.6484375,5055,0,0,47358.1484375
"1822",0,0,1,12,0,50,0,467,0,1,88389
"1834",1,0,1,12,2400,44,45885,2160,1,1,45885
"1838",1,1,0,12,2056,43,63089.4609375,4889,5,1,66567.0625
"1844",1,0,1,12,2085,45,66654,2725,4,1,67281.8984375
"1858",1,0,1,12,2160,55,48300,1115,0,1,65688
"1888",0,0,1,13,0,54,0,3425,0,1,198030
"1929",1,0,1,16,2229,47,50232,5097,0,1,89355
"1945",1,0,1,16,2546,27,50232,3440,0,1,56028
"1990",0,0,1,12,1856,26,43470,2814,1,1,120750
"2031",1,0,1,16,3380,34,75782.703125,3794,2,1,166635
"2032",1,0,1,16,3288,27,48300,2178,1,1,55545
"2048",0,0,1,17,468,27,12316.5,1097,1,1,222421.5
"2065",1,0,1,16,2300,28,60375,4071,2,1,60858
"2096",1,0,1,13,2600,43,71484,2713,4,1,141842.609375
"2192",1,0,0,4,2072,40,43030.46875,3299,5,1,61548.69140625
"2209",0,0,1,15,1280,27,20286,2466,1,0,47334
"2224",1,0,1,12,3570,31,46851,5426,2,1,52690.46875
"2263",1,0,1,16,550,26,2415,2219,0,0,2415
"2340",1,0,1,12,1920,60,38640,3783,0,1,48300
"2355",1,0,1,12,4056,28,25888.80078125,1726,0,0,25888.80078125
"2357",0,0,1,12,660,26,7245,2486,1,1,40330.5
"2368",0,0,1,13,0,31,0,4291,4,1,98532
"2393",1,0,1,12,2011,39,56511,2212,1,1,125739.390625
"2394",1,0,1,10,2040,30,24150,1127,2,1,27627.599609375
