"","male","black","white","edu","hours","age","inc_labor","int_id"
"607",1,1,0,12,2250,55,47880,2688
"650",1,0,1,12,4732,34,24624,2829
"652",0,0,0,12,1920,26,12996,1677
"665",1,0,1,12,4080,39,54993.6015625,717
"677",0,0,1,8,480,34,6840,2611
"680",1,1,0,12,2460,52,44460,1227
"788",1,0,1,8,1960,60,45828,2694
"811",1,1,0,6,2400,37,47661.12109375,2870
"813",1,0,1,7,2160,52,61560,1897
"817",1,0,1,12,2254,26,36094.6796875,2201
"841",0,0,1,12,0,27,0,2738
"847",1,0,1,12,1976,60,64980,1941
"859",1,0,1,13,2000,48,43776,1467
"892",1,0,1,12,1935,35,45144,2053
"894",0,0,1,17,2000,25,25308,1879
"917",1,0,1,6,2531,43,50971.6796875,63
"975",1,0,0,12,2475,29,53352,1731
"991",0,0,1,12,2050,43,24282,876
"1013",1,0,1,9,2940,60,37414.80078125,2614
"1132",0,0,1,12,2912,40,47880,1182
"1161",1,0,1,13,2288,37,75240,2601
"1208",0,0,1,9,0,59,0,1232
"1277",0,0,1,12,384,57,7387.2001953125,640
"1313",0,1,0,12,1456,44,11422.7998046875,2884
"1316",0,0,1,11,30,60,205.199996948242,540
"1328",1,0,1,16,1960,42,75240,2532
"1334",0,0,1,12,2000,26,32832,2037
"1358",0,0,1,12,0,25,0,2653
"1374",0,0,1,12,1380,41,13638.9599609375,1468
"1411",0,0,1,14,0,27,0,259
"1431",1,0,1,16,2444,41,123120,1000
"1489",1,0,1,8,1640,39,27688.3203125,149
"1490",0,0,1,11,850,26,10697.759765625,729
"1517",1,0,1,8,2281,39,41614.55859375,1724
"1519",1,0,1,16,2420,51,135432,779
"1532",0,0,1,12,76,39,813.960021972656,585
"1604",1,0,1,12,2112,55,71820,1328
"1607",0,0,1,12,1050,26,21888,2709
"1608",0,0,1,16,416,31,17784,1083
"1662",0,0,1,16,0,29,0,593
"1680",0,0,1,12,0,43,0,432
"1686",1,0,1,12,3432,41,40424.3984375,2891
"1700",1,0,1,12,1904,55,47880,2165
"1732",1,0,1,10,1764,58,34200,693
"1772",1,0,1,8,2702,40,54720,1697
"1776",1,0,1,12,2024,37,53010,2916
"1778",0,0,1,12,480,48,5130,1682
"1787",1,0,1,12,3120,47,82080,1063
"1815",0,0,1,9,2000,41,41040,2113
"1822",0,0,1,12,0,44,0,1867
"1834",1,0,1,12,3366,38,32832,2806
"1838",1,1,0,12,1672,39,88920,568
"1844",1,0,1,12,2532,39,77408.28125,2354
"1858",1,0,1,12,2500,48,42750,973
"1888",0,0,1,13,0,47,0,2873
"2031",1,0,1,16,2756,28,33365.51953125,1220
"2075",1,0,1,12,1800,36,31464,1393
"2096",1,0,1,13,2660,37,30985.19921875,1084
"2175",1,0,1,17,2933,41,75240,2057
"2192",1,0,0,4,0,34,0,2431
"2205",1,0,1,13,1832,30,25143.83984375,1066
"2219",0,0,1,12,0,44,0,2850
"2322",1,0,1,14,2160,40,47606.3984375,2582
"2340",1,0,1,12,2025,54,32011.19921875,1974
"2368",0,0,1,13,0,26,0,1775
"2389",1,0,1,12,3900,59,41860.80078125,1377
"2393",1,0,1,12,2080,33,64296,479
"2415",0,0,1,7,2040,30,19152,361
"2452",1,0,1,12,2229,41,54207,2128
"2490",0,0,1,11,0,25,0,1607
"2539",1,1,0,10,0,52,0,2877
"2581",0,0,1,15,0,43,0,2690
"2586",0,0,1,8,0,39,0,1028
"2616",0,0,1,12,0,31,0,2491
"2636",0,0,1,12,0,32,0,2150
"2666",0,1,0,12,1960,38,22572,2219
"2668",1,0,1,12,2500,31,68400,1108
"2695",1,0,1,13,1200,25,10136.8798828125,2305
"2701",1,0,1,12,2302,43,98092.4375,952
"2710",1,0,1,12,1248,51,11990.51953125,2804
"2727",1,0,1,14,2156,45,70452,2718
"2804",1,1,0,5,2625,46,17250.48046875,840
"2839",1,0,1,16,3430,40,123120,391
"2888",1,0,1,12,2140,46,44733.6015625,1705
"2922",1,0,1,14,3008,52,75240,2901
"2997",1,0,1,12,2020,33,32832,1072
"3012",0,0,1,16,1640,38,38304,679
"3077",1,0,1,16,2607,40,136800,1960
"3099",0,0,1,14,0,39,0,1960
"3103",0,0,1,7,0,53,0,2349
"3127",1,0,1,10,1520,54,16587,1218
"3132",1,1,0,3,2365,50,13680,937
"3143",0,0,1,11,0,55,0,1032
"3157",1,0,0,10,2112,25,41040,383
"3169",1,0,1,16,2340,49,34200,631
"3229",1,0,1,12,2609,44,57456,1445
"3240",0,0,1,16,1440,55,41970.23828125,1170
"3304",1,0,1,17,3360,50,84132,881
"3344",1,0,1,16,2145,51,88749,2455
"3488",0,0,1,17,0,28,0,238
"3498",0,0,1,12,0,49,0,993
"3509",1,0,1,10,1498,36,23105.51953125,2418
"3513",0,0,1,8,0,45,0,317
"3532",0,0,1,12,0,27,0,2897
"3534",0,0,1,16,2142,26,37620,412
"3564",1,0,1,12,4380,36,70205.7578125,2155
"3580",1,0,1,17,1460,45,42271.19921875,2359
"3607",0,0,1,8,1955,55,37620,1318
"3614",0,0,1,11,640,41,5472,2566
"3617",0,0,1,12,1040,43,3317.39990234375,1057
"3646",0,0,1,11,0,36,0,868
"3656",1,0,1,15,2542,54,47606.3984375,2236
"3672",0,0,1,12,0,34,0,712
"3676",1,0,1,17,990,34,47880,1462
"3693",0,0,1,9,0,58,0,520
"3731",0,0,1,12,0,51,0,246
"3748",0,0,1,12,444,55,10321.5595703125,94
"3756",1,0,1,8,2500,60,32832,1466
"3759",0,0,1,12,0,38,0,546
"3764",1,0,1,13,2904,35,71136,1352
"3780",1,0,1,13,2094,33,29412,877
"3789",1,0,1,16,1687,55,150480,2134
"3830",1,0,0,14,2143,32,65664,745
"3867",1,0,1,8,3040,47,28570.6796875,2678
"3908",0,1,0,12,1800,46,18057.599609375,1835
"3936",1,0,1,12,2090,47,41040,941
"3959",1,0,1,12,2406,44,51300,2808
"3980",1,0,1,10,2700,30,68400,1540
"4078",1,1,0,6,2056,58,18385.919921875,2507
"4116",1,0,1,13,2226,33,45650.16015625,900
"4142",0,1,0,11,28,53,287.279998779297,1301
"4144",1,0,1,7,1822,42,43447.6796875,554
"4151",0,1,0,12,2000,33,9576,2327
"4171",0,0,1,17,800,37,34200,1285
"4172",0,0,1,10,1170,47,6156,1067
"4193",1,1,0,14,2441,45,20725.19921875,1738
"4265",0,0,1,6,0,44,0,2094
"4266",1,0,1,12,2750,42,82080,2511
"4286",1,1,0,12,2912,27,30096,2909
"4337",1,1,0,10,2256,25,30780,392
"4351",1,0,1,16,2600,28,112860,2652
"4397",1,0,1,11,1932,28,34200,1407
"4437",1,0,1,14,1618,48,58311,1859
"4442",0,0,1,12,1664,46,10260,2279
"4453",0,0,1,7,1440,50,20520,180
"4468",1,0,1,12,2084,40,54720,2226
"4490",0,1,0,8,1285,48,6976.7998046875,2907
"4496",1,1,0,16,1050,57,18468,1278
"4518",1,1,0,1,0,50,0,177
"4529",0,0,1,14,2000,26,36252,843
