"","male","black","white","edu","hours","age","inc_labor","int_id"
"1844",1,0,1,12,2000,57,75182.1015625,305
"1847",0,1,0,12,0,28,0,1455
"1863",1,0,1,17,2127,37,88200,4853
"1869",0,0,1,13,2000,28,36750,6280
"1889",1,0,1,15,1920,33,58800,5797
"1929",1,0,1,16,2500,60,49665,6432
"1945",1,0,1,16,2450,40,105000,5752
"1955",0,0,1,12,0,26,0,1987
"1956",0,0,1,12,1157,28,16800,6131
"1981",0,0,1,12,1258,37,31500,632
"1982",0,0,1,16,0,35,0,1277
"1990",0,0,1,12,2400,39,81900,6738
"2001",0,0,1,16,1530,33,18900,4427
"2016",0,0,1,16,1556,37,18337.19921875,1223
"2031",1,0,1,16,3120,47,29526,4070
"2032",1,0,1,16,3840,39,74031.296875,2898
"2048",0,0,1,17,0,40,0,5829
"2065",1,0,1,16,1949,40,88200,3378
"2077",0,0,1,12,1057,29,16800,4362
"2086",0,1,0,17,1388,35,42000,2589
"2094",1,0,1,16,2227,26,68250,4397
"2096",1,0,1,13,2240,56,42000,1136
"2107",1,0,0,12,3036,33,32382,800
"2147",1,0,1,14,2500,37,39375,5877
"2209",0,0,1,15,980,40,10500,6685
"2249",1,0,1,10,2340,32,37800,120
"2253",1,0,1,12,2238,30,65730,891
"2263",1,0,1,16,2880,38,52500,1760
"2269",1,0,1,17,2800,32,84000,5926
"2275",0,1,0,15,1992,36,54600,605
"2280",0,0,1,11,0,42,0,4254
"2285",1,0,1,16,1840,35,54600,2585
"2296",0,1,0,7,2070,36,15529.5,6578
"2347",1,0,1,16,2154,34,77700,1677
"2355",1,0,1,12,1944,41,30324,1821
"2357",0,0,1,12,1176,40,23100,5373
"2368",0,0,1,13,190,45,1940.40002441406,3828
"2374",1,0,0,8,80,33,420,6958
"2387",0,1,0,16,864,39,8400,3179
"2393",1,0,1,12,1980,52,58506,191
"2394",1,0,1,10,2650,43,37800,2155
"2404",1,0,1,16,2032,34,44730,3200
"2415",0,0,1,7,2268,48,25200,272
"2423",0,0,1,12,1687,35,37569,3367
"2437",1,0,1,17,970,29,11550,4950
"2443",1,0,1,12,1866,42,82740,1201
"2445",0,0,1,16,0,32,0,3581
"2451",0,0,1,17,2340,38,52500,564
"2452",1,0,1,12,0,60,0,985
"2540",0,0,1,12,2540,32,54600,37
"2582",1,0,1,12,1123,37,16380,1477
"2586",0,0,1,8,0,57,0,1757
"2609",0,0,1,12,0,39,0,4517
"2616",0,0,1,12,0,50,0,4281
"2636",0,0,1,12,1657,50,25817.400390625,2793
"2654",1,0,1,17,2836,35,90300,23
"2666",0,1,0,12,0,58,0,2614
"2711",1,0,1,13,2760,32,50400,5399
"2713",1,0,1,15,2550,41,60801.30078125,5070
"2734",1,0,1,12,2540,37,25200,1491
"2753",1,0,1,14,1928,27,48300,2797
"2791",0,0,1,17,759,38,14700,6133
"2795",1,0,1,15,3125,31,178500,376
"2801",1,0,1,12,692,45,10500,2568
"2807",1,0,1,12,2595,42,42420,3517
"2839",1,0,1,16,2750,59,273000,153
"2855",0,0,1,12,160,35,1680,6093
"2856",1,0,1,12,2092,25,38522.3984375,6315
"2866",1,0,1,17,2551,29,46221,2374
"2871",1,0,1,14,2600,36,25830,312
"2882",1,0,1,14,3864,39,55650,1170
"2892",0,0,1,17,512,28,12600,4411
"2914",1,1,0,13,2040,34,60900,3279
"2915",0,0,1,12,0,29,0,3173
"2927",1,0,0,16,1920,36,91560,1159
"2929",1,0,1,11,1840,29,55230,2356
"2933",1,0,1,12,1952,31,58800,3610
"2954",1,0,1,12,0,32,0,2271
"2997",1,0,1,12,2500,52,23625,267
"3012",0,0,1,16,1043,56,37800,1299
"3022",0,0,0,15,888,25,11995.2001953125,4826
"3053",0,0,1,16,1815,32,54600,245
"3065",1,0,1,12,1344,29,44100,423
"3077",1,0,1,16,2290,59,285600,3511
"3090",0,0,1,15,492,40,4767,375
"3092",0,0,1,12,990,35,9647.400390625,6670
"3098",0,0,1,12,1813,52,49530.6015625,3184
"3099",0,0,1,14,1720,58,0,3744
"3159",1,0,1,14,2490,37,48300,1919
"3168",0,0,1,14,1080,28,21000,5209
"3191",1,0,1,12,2216,30,84000,6282
"3253",1,0,1,12,3900,38,16944.900390625,6041
"3259",0,0,1,12,0,33,0,3704
"3271",1,0,1,16,2136,36,56700,1016
"3277",0,0,1,17,2104,37,44730,1607
"3292",1,0,1,12,2304,29,30796.5,5228
"3303",0,0,1,12,2142,34,69300,1919
"3306",1,0,1,17,1755,31,63000,1563
"3336",0,0,1,13,1750,27,31500,5185
"3352",0,0,0,12,1624,31,57750,1159
"3392",0,0,1,12,0,41,0,6132
"3397",1,0,1,12,2019,31,100800,4728
"3412",0,0,0,14,0,37,0,2073
"3419",0,0,1,17,1386,33,65100,5269
"3425",1,0,1,17,2700,37,94500,283
"3426",0,0,1,14,2156,39,31500,598
"3444",0,0,1,17,632,33,8400,1604
"3449",0,1,0,9,0,31,0,3016
"3454",1,0,1,16,1845,35,38976,6516
"3478",1,0,1,12,2856,34,47250,953
"3488",0,0,1,17,1560,47,54600,2053
"3523",1,0,1,12,160,36,0,3842
"3527",1,0,1,16,2640,28,29022,2504
"3532",0,0,1,12,1365,45,18270,760
"3534",0,0,1,16,0,45,0,3326
"3541",1,0,1,12,3125,47,31500,6872
"3545",0,0,1,13,0,28,0,1447
"3582",1,0,1,17,1997,38,77792.3984375,31
"3588",1,0,1,16,3315,40,84000,296
"3591",0,0,0,12,1960,39,28350,5128
"3599",0,0,1,9,2295,31,5670,1461
"3601",0,1,0,12,1192,25,25200,3383
"3614",0,0,1,11,1664,60,2520,4444
"3627",1,0,1,17,2546,31,69856.5,1190
"3630",1,0,1,15,2292,28,29400,6306
"3646",0,0,1,11,1750,55,16800,2448
"3672",0,0,1,12,1887,53,26880,314
"3676",1,0,1,17,3048,52,178500,1980
"3710",0,0,1,16,258,38,2520,634
"3714",0,0,1,12,1756,26,52500,4047
"3726",0,0,1,16,2030,26,84000,4931
"3762",0,0,1,15,1456,46,59850,4029
"3772",0,0,1,17,2711,41,0,7025
"3780",1,0,1,13,2600,52,37800,5720
"3814",0,0,1,12,2269,33,24150,4943
"3818",1,0,1,12,1858,28,58308.6015625,5987
"3830",1,0,0,14,1920,51,79338,5715
"3886",0,0,1,17,1634,40,36288,4813
"3951",1,0,1,16,3533,41,30450,6105
"3953",0,0,1,16,1314,36,25200,6347
"3958",0,0,1,13,0,38,0,1582
"3980",1,0,1,10,2790,49,84000,2571
"4080",1,0,1,16,3060,31,67200,2475
"4082",0,0,1,16,2145,32,30271.5,3082
"4116",1,0,1,13,1860,52,46200,89
"4128",1,0,1,14,2976,34,109200,3597
"4131",0,0,1,12,2350,36,63000,788
"4140",1,0,1,12,2672,29,50862,46
"4151",0,1,0,12,2000,52,25200,5438
"4157",1,0,1,17,4464,38,86100,6979
"4183",1,0,1,12,1908,28,27300,2511
"4190",0,0,1,17,1528,41,81900,5106
"4192",0,0,1,14,2726,31,39900,1896
"4197",0,0,1,16,775,36,7665,31
"4224",1,0,1,12,2050,36,50400,1162
"4225",1,0,1,11,5040,29,50400,3939
"4231",0,0,1,16,1480,34,42000,1415
"4251",1,0,1,15,2750,33,98700,6078
"4267",0,0,1,12,0,39,0,296
"4275",0,0,1,16,2519,32,71400,4342
"4283",1,0,1,17,1665,45,87150,3648
"4323",0,0,1,16,2072,25,27300,5036
"4333",1,0,1,16,1701,45,131250,2368
"4342",0,0,1,11,1224,29,12600,4822
"4365",1,1,0,12,2040,29,14700,4391
"4377",0,0,1,16,1755,37,49492.80078125,185
"4397",1,0,1,11,1577,46,21924,2014
"4434",0,0,1,13,1960,27,46200,2539
"4448",0,0,1,12,2072,32,12600,3499
"4459",1,0,1,15,2477,32,20580,2090
"4466",0,0,1,13,2166,29,14238,836
"4477",1,0,1,12,1285,44,0,362
"4478",1,0,1,12,3000,39,106617,2609
"4493",0,1,0,13,508,27,2520,6657
"4502",1,0,1,16,2205,27,48300,1182
"4509",1,0,1,17,2480,26,109200,1614
"4513",0,0,1,15,864,28,6300,2340
"4529",0,0,1,14,1976,45,54600,600
"4535",0,0,1,13,0,27,0,417
"4591",1,0,1,17,2502,33,71400,2592
"4597",1,0,1,13,2270,60,40836.6015625,4021
"4632",1,1,0,17,2160,60,163800,4493
"4636",1,0,1,16,3530,28,81375,3895
"4671",0,0,1,13,0,32,0,2592
"4693",1,0,1,11,1431,58,65100,140
"4768",1,1,0,11,104,50,1134,290
"4772",1,0,1,16,2880,32,94500,1004
"4778",0,0,1,12,2167,34,29400,5474
"4781",1,0,1,12,2043,34,42210,186
"4801",0,0,1,13,3378,46,45780,36
"4806",0,0,1,17,1928,33,50549.1015625,6387
"4818",0,0,1,12,1960,54,58800,5568
"4855",0,0,1,13,26,37,390.600006103516,5535
"4857",1,0,1,14,1040,41,52500,6500
"4869",0,0,1,12,0,33,0,1258
"4876",0,0,1,12,0,44,0,5923
"4881",1,1,0,13,630,30,6300,1202
"4893",1,0,1,17,2322,25,60900,6201
"4894",0,0,1,14,2783,36,37170,4095
"4922",1,0,1,17,1634,35,46712.3984375,5482
"4948",0,0,1,12,57,32,403.200012207031,46
"4961",0,0,1,17,130,55,325.5,1160
"4965",1,0,1,17,1960,31,143136,1497
"4978",0,1,0,13,1960,26,21000,6137
"4999",0,0,1,12,630,29,5250,5928
"5026",0,0,0,12,1552,26,12810,6040
"5033",1,0,1,11,3500,34,42525,4665
"5052",0,0,1,12,0,29,0,5397
"5094",0,0,1,17,0,37,0,3089
"5097",0,0,1,12,328,49,2520,5350
"5110",0,0,1,12,522,30,3465,1974
"5117",1,0,1,12,1968,25,34020,2689
"5121",1,0,1,12,2634,57,75600,4269
"5142",0,0,1,10,0,56,0,3070
"5144",0,0,1,12,0,53,0,5548
"5146",0,0,1,15,3344,34,48890.1015625,1179
"5163",1,0,1,16,2008,42,29769.599609375,6605
"5186",0,0,1,14,2100,36,50400,5937
"5188",1,0,1,16,2540,40,126000,724
"5191",1,0,1,10,1960,60,63000,310
"5200",1,0,1,16,1960,35,52500,6787
"5236",0,0,1,17,2338,26,71400,893
"5300",0,0,1,17,2008,55,31500,6725
"5301",0,0,1,12,1840,51,27300,3524
"5347",0,0,1,10,0,45,0,2786
"5366",1,0,1,12,1899,53,56700,6606
"5382",0,0,1,15,1633,44,12016.2001953125,2218
"5434",1,0,1,14,0,30,0,1820
"5439",1,1,0,13,2400,37,84000,3563
"5470",0,0,1,15,92,28,655.200012207031,5116
"5487",0,0,1,9,694,47,14280,5525
"5522",1,0,1,16,2115,33,65100,484
"5558",1,0,1,11,1868,31,13230,4628
"5608",1,0,1,17,865,35,28140,4558
"5614",1,0,1,17,2096,28,88200,3530
"5638",0,0,1,14,911,58,44100,5493
"5654",0,0,1,12,0,25,0,2333
"5662",0,1,0,12,0,32,0,6543
"5683",0,0,1,14,1960,30,18900,186
"5685",1,0,1,13,2840,30,41496,4600
"5690",1,0,1,13,2056,25,31500,4258
"5691",0,0,1,12,650,29,4830,1351
"5702",1,0,1,16,1640,39,231000,2925
"5708",0,0,1,14,996,36,12600,999
"5715",0,0,1,14,1720,51,105000,4740
"5736",1,0,1,14,1960,39,92400,4574
"5738",1,0,1,16,2750,36,124590.8984375,1831
"5784",0,0,1,12,2068,58,10197.599609375,594
"5810",0,0,1,11,1040,54,10500,4353
"5817",1,0,1,12,2600,26,23100,2900
"5841",1,0,1,12,2072,46,31500,758
"5850",0,0,1,12,1980,51,63000,6317
"5859",0,1,0,16,1912,36,69300,2474
"5868",1,0,1,16,2124,41,60900,2813
"5890",0,0,1,12,2000,40,18690,3884
"5909",0,0,1,12,3000,57,36120,3997
"5922",0,0,1,14,2080,31,38850,218
"5929",0,0,1,16,261,29,12600,2055
"5935",0,0,1,13,2103,35,20168.400390625,136
"5983",1,0,1,12,2024,41,55650,1935
"6018",0,0,1,12,0,34,0,1134
"6044",1,0,1,16,1960,31,79604.703125,3889
"6051",1,0,1,16,1667,49,0,3897
"6053",0,0,1,17,0,32,0,2084
"6055",1,1,0,17,1920,38,77700,2474
"6070",0,0,1,14,164,31,756,2446
"6098",1,0,1,16,2520,31,117915,4318
"6117",1,0,1,10,3104,45,35746.19921875,1215
"6151",0,0,1,14,2230,25,41811,3575
"6170",0,0,1,17,216,29,2352,4082
"6190",0,0,1,16,0,40,0,723
"6203",0,0,1,14,1648,35,8400,4302
"6209",1,0,0,12,2090,29,27510,6631
"6217",0,0,1,11,0,47,0,250
"6220",0,0,1,12,58,44,399,357
"6228",0,0,1,10,2006,45,29400,3952
"6281",1,0,1,17,900,31,73500,78
"6287",1,1,0,12,2080,34,19756.80078125,4570
"6295",0,0,1,12,708,37,7140,4335
"6300",0,0,1,17,1968,48,98700,4471
"6397",1,0,1,12,2000,54,73500,4713
"6416",0,0,1,13,1224,30,23257.5,855
"6421",0,0,1,14,1760,29,46200,3610
"6440",0,0,1,10,2195,32,16800,1097
"6452",0,0,1,12,0,39,0,2341
"6457",1,0,1,12,2040,33,39412.80078125,1363
"6495",0,0,1,14,2340,59,1890,5215
"6503",0,0,1,17,2168,39,42000,2892
"6535",0,0,1,17,1682,34,32340,726
"6574",0,0,1,12,1368,31,17850,6085
"6592",1,0,1,12,2090,26,30660,2161
"6608",0,0,1,12,0,50,0,4315
"6623",1,0,1,14,2092,34,39900,4527
"6644",0,0,1,11,0,48,0,768
"6645",1,0,1,16,2750,40,73500,5647
"6681",0,0,1,12,2008,28,18900,5564
"6686",0,0,1,7,2550,53,31500,5496
"6703",1,0,1,12,1889,33,23100,3781
"6753",1,0,1,17,2359,28,85050,1916
"6851",0,0,1,12,0,59,0,2648
"6859",1,0,1,17,0,29,0,2238
"6867",0,0,1,12,0,37,0,4819
"6872",1,0,1,13,2016,47,63000,6109
"6882",1,0,1,16,2510,36,75600,531
"6907",0,0,1,12,0,56,0,1865
"6912",0,0,1,12,2040,55,0,3228
"6931",0,0,1,12,1383,39,13650,2115
"6942",1,0,1,12,2350,58,56700,3135
"6987",1,0,1,12,3272,29,24738,836
"7023",0,0,1,12,3848,48,38459.3984375,3427
"7031",1,0,1,12,2054,52,16800,1036
"7055",0,0,1,13,0,34,0,6686
"7061",1,0,1,16,3360,34,189000,890
"7081",1,0,1,12,2350,27,44310,1910
"7089",0,0,1,11,2364,42,5670,199
"7104",1,0,1,16,2500,35,78225,6532
"7111",0,0,1,14,3177,33,49282.80078125,4996
"7142",0,0,1,16,2070,38,98280,4651
"7153",1,0,1,16,2500,43,136500,4741
"7159",1,0,1,17,2360,40,40068,3361
"7177",0,0,1,12,704,26,0,1079
"7211",1,0,1,9,2108,29,42000,4732
"7213",0,0,1,12,1880,35,35700,1046
"7216",0,0,1,12,1062,30,21000,1606
"7218",1,0,1,12,2256,29,55965,1336
"7220",0,0,1,12,2016,28,31500,1131
"7228",0,0,1,12,0,48,0,2604
"7254",0,0,1,12,0,55,0,558
"7276",1,0,1,17,684,26,4200,5403
"7283",1,0,1,12,1920,36,6300,6707
"7285",1,0,1,17,2150,31,37800,5840
"7298",0,0,1,12,0,58,0,1780
"7318",1,0,1,17,2000,31,73500,5756
"7330",1,0,1,17,4409,33,127159.203125,4760
"7333",1,0,1,10,1976,40,51758.69921875,2120
"7347",0,0,1,16,312,37,8400,416
"7349",0,0,1,12,1500,54,15330,3135
"7350",1,0,1,14,1904,43,69300,5244
"7358",1,0,1,13,2180,38,10080,378
"7363",0,0,1,12,1800,38,32550,1352
"7367",0,0,1,12,1200,31,9660,147
"7403",1,0,1,6,2860,58,58800,1971
"7405",1,0,1,14,2000,40,25200,5483
"7415",0,0,1,12,1664,32,38850,437
"7445",0,0,1,14,352,39,5040,4226
"7483",0,0,1,12,0,53,0,3396
"7496",0,0,1,17,1850,37,46200,3447
"7505",1,0,1,12,1576,25,21462,1526
"7524",1,0,1,17,1920,29,77238,6174
"7543",0,0,1,17,0,38,0,1831
"7555",1,0,1,10,2050,46,18007.5,3537
"7568",0,0,1,17,0,28,0,5322
"7585",1,0,1,14,1750,41,35700,5294
"7610",1,0,1,12,1715,26,29400,2928
"7686",0,0,1,8,1900,36,22470,5364
"7736",1,0,1,12,2277,31,58380,2348
"7744",1,0,1,8,0,42,0,6982
"7746",0,0,1,13,1598,52,13650,6146
"7798",1,0,1,16,2400,40,94500,2696
"7800",1,0,1,13,2066,41,45150,5976
"7827",1,0,1,8,2628,38,21840,1558
"7837",1,0,1,17,1858,37,50400,5490
"7853",0,0,1,12,1336,32,12600,3312
"7856",1,0,1,13,3000,39,46200,3105
"7878",0,0,1,12,1485,42,46200,6605
"7891",0,0,1,12,2365,32,33600,2826
"7892",1,0,1,12,2750,29,46200,652
"7896",1,0,1,17,2500,29,65100,2872
"7902",1,1,0,11,2024,39,21000,3188
"7904",1,0,1,12,1904,44,50236.19921875,943
"7924",1,0,1,12,1624,34,46200,5398
"7988",0,0,1,15,1655,37,47250,447
"7996",1,0,1,17,1800,36,75782.703125,1495
"8007",1,0,1,14,2236,26,35941.5,1039
"8013",1,0,1,17,2310,25,78540,893
"8020",1,0,1,14,1833,34,58800,2704
"8028",0,0,1,14,2033,27,21000,1063
"8061",1,0,1,14,3021,28,52500,2193
"8081",1,1,0,14,2000,34,47250,2515
"8085",0,1,0,12,1960,29,41370,2515
"8088",0,0,1,14,1568,38,25620,2813
"8151",0,0,1,16,1296,52,4200,1814
"8154",0,0,1,12,2100,55,29400,708
"8156",1,1,0,11,480,28,0,6639
"8190",1,0,1,12,2244,31,79800,6687
"8204",1,0,1,10,1984,32,33600,1113
"8205",0,1,0,12,1040,28,6841.7998046875,2482
"8214",0,0,1,12,1176,54,16751.69921875,1908
"8242",1,0,1,13,1660,39,46200,3759
"8247",1,0,1,14,2096,44,102900,4878
"8258",1,0,1,13,2168,28,60891.6015625,2773
"8303",0,0,1,16,1365,48,27300,2216
"8322",0,0,1,14,2008,54,59850,3842
"8339",1,0,1,14,0,27,0,6986
"8345",0,0,1,14,1944,38,29400,3754
"8346",0,0,1,12,0,27,0,4728
"8357",0,0,1,12,2429,31,48455.3984375,6276
"8359",1,0,1,16,2310,32,64155,4109
"8391",0,0,1,16,1666,39,39900,575
"8405",1,0,1,12,2016,28,37800,2547
"8423",0,0,1,14,1808,33,16380,4625
"8424",0,0,1,14,1225,31,8610,3994
"8483",0,0,1,14,2510,28,88830,5877
"8490",0,0,1,14,1920,36,27300,2200
"8508",1,0,1,16,2361,30,52500,4180
"8509",0,0,1,12,0,55,0,873
"8513",0,0,1,13,0,26,0,668
"8527",1,0,1,16,3360,35,30689.400390625,1000
"8535",0,0,1,16,0,37,0,3535
"8551",0,0,1,16,144,43,3780,4741
"8573",1,0,1,16,2510,39,149100,1429
"8580",1,0,1,17,1840,38,47161.80078125,6122
"8591",1,0,1,17,1238,57,66294.8984375,4029
"8597",0,1,0,13,2060,49,48300,5644
"8620",1,0,1,12,1927,29,68271,5654
"8624",0,0,1,16,1306,32,44100,2043
"8630",1,0,1,12,1520,29,8494.5,5998
"8631",1,0,1,16,1496,25,8400,677
"8637",0,0,1,11,2450,26,63000,1642
"8645",0,0,1,2,0,57,0,1075
"8683",0,0,1,16,1856,29,50400,6251
"8704",0,0,1,12,0,58,0,2010
"8710",1,0,1,17,2430,34,85050,3211
"8716",1,0,1,12,216,30,0,794
"8734",1,0,1,17,2550,28,75600,4870
"8738",1,0,1,12,1974,43,52500,187
"8743",1,0,1,14,2078,25,14133,3201
"8784",0,0,1,11,0,48,0,2154
"8798",1,1,0,9,2130,34,29400,6543
"8815",0,0,1,13,658,54,25200,5166
"8817",0,0,1,12,1296,26,10500,6603
"8836",0,0,1,12,1920,38,45570,4319
"8847",1,0,0,17,2420,44,28791,6098
"8866",0,0,1,12,861,41,15960,1453
"8878",1,0,1,17,1880,40,75600,6686
"8902",0,0,1,12,0,31,0,5236
"8907",0,0,1,12,2080,33,43680,2927
"8946",0,0,1,16,2000,35,73500,2042
"8954",1,0,1,16,2448,33,126000,6531
"8955",1,0,1,17,2044,28,75180,1050
"8961",0,0,1,12,176,51,3294.89990234375,3934
"8974",1,0,1,16,2324,58,132300,2890
"8975",0,0,1,16,1920,41,53841.8984375,1431
"8976",1,0,1,17,1878,38,81551.3984375,4081
"8979",1,0,1,16,2016,36,95760,2557
"8983",0,0,1,16,2205,39,36745.80078125,5577
"8990",0,0,1,12,0,54,0,2890
"8993",0,0,1,17,1838,47,84000,2555
"9006",1,0,1,12,2430,43,93870,2970
"9021",1,0,1,12,1912,56,35368.19921875,188
"9025",0,0,1,17,104,27,3150,4002
"9038",0,0,1,13,2032,33,33600,5823
"9058",1,0,1,12,516,27,0,6537
"9061",1,0,0,15,3010,31,59850,5843
"9062",0,0,1,17,1141,34,21000,5620
"9066",1,0,0,8,2940,40,94500,5820
"9089",1,0,1,16,2187,27,71400,3554
"9146",0,0,1,13,2285,31,8400,966
"9158",1,0,1,17,3952,56,93819.6015625,5880
"9195",1,0,1,12,2470,41,71400,4294
"9218",0,0,1,12,1435,52,25200,2106
"9239",1,0,1,12,3889,25,55526.1015625,6584
"9251",0,0,1,12,1260,39,8400,6792
"9271",0,0,1,12,1750,34,14910,2244
"9291",0,0,1,16,1040,31,10920,223
"9295",0,0,1,13,2562,25,37692.8984375,1152
"9296",1,0,1,12,3120,39,0,4366
"9324",0,0,1,12,1920,44,55440,2030
"9344",1,0,1,14,2750,34,73500,4756
"9371",0,0,1,17,1600,43,58800,1371
"9426",0,0,1,14,0,34,0,4124
"9435",0,0,1,12,1736,52,25200,2342
"9455",0,1,0,12,1828,35,31500,6244
"9485",0,1,0,10,306,31,1470,6384
"9499",0,0,1,12,585,36,11088,344
"9543",0,0,1,11,1984,60,16006.2001953125,2381
"9550",1,0,1,12,2108,34,63000,6077
"9553",1,0,1,12,2318,60,15033.900390625,6714
"9583",1,0,1,15,2191,25,48300,660
"9607",1,0,1,17,3040,40,21000,1897
"9628",1,0,1,10,1160,55,16800,1038
"9633",1,0,1,15,2580,40,30009,5363
"9634",1,0,1,12,2432,26,16800,1595
"9648",0,1,0,10,1904,34,25200,2206
"9671",1,0,1,12,2294,31,49770,921
"9679",0,0,1,12,0,59,0,3865
"9680",0,0,1,12,1225,52,12600,1932
"9708",1,0,1,13,2208,37,54478.19921875,6362
"9716",0,0,1,12,0,39,0,1429
