"","male","black","white","edu","hours","age","inc_labor","int_id"
"1",1,0,1,17,2550,30,77720,3662
"2",1,0,1,12,3180,45,73700,3467
"5",1,0,1,12,2080,39,0,4172
"6",1,0,1,12,2340,43,0,2859
"7",1,0,1,12,2000,41,22445,3663
"8",0,0,1,13,0,47,0,3073
"9",1,0,1,12,2080,44,67000,4670
"10",0,0,1,14,971,36,9716.33984375,2858
"11",1,1,0,16,1750,33,57620,4348
"12",1,1,0,12,0,34,0,2524
"14",0,1,0,13,1715,29,47570,2114
"16",0,1,0,12,1108,38,13065,4929
"18",0,1,0,16,1351,47,24790,2153
"19",0,0,1,15,2114,45,62980,1231
"20",1,1,0,13,2000,37,87100,1825
"21",0,1,0,12,1788,43,50920,4433
"25",0,0,1,16,2205,44,64320,1680
"26",1,0,1,14,3358,46,127300,1476
"27",1,0,1,17,2205,52,227800,2680
"28",0,0,1,15,2400,37,274700,1806
"30",1,0,1,17,2384,50,107200,6295
"31",0,0,1,16,1944,48,71255.84375,1298
"32",0,0,1,16,104,40,2680,414
"33",1,0,1,17,2080,42,268000,415
"34",1,0,1,12,2530,35,50317,6607
"37",0,0,1,12,0,47,0,2504
"38",0,0,1,12,2016,49,26800,2670
"39",0,0,1,17,1600,39,30150,1883
"41",1,0,1,9,0,44,0,6748
"42",1,0,1,14,1986,53,37520,3303
"43",0,0,1,12,1800,52,22780,2671
"44",0,0,1,16,2214,41,48240,2787
"45",1,0,1,12,2440,51,39237.87890625,2669
"49",0,0,1,12,2371,38,29480,7414
"50",1,0,1,11,2080,51,36180,4311
"52",0,0,1,10,2832,52,20904,4226
"55",1,0,1,12,1755,53,30820,596
"58",0,0,1,9,2200,41,20100,3848
"59",1,0,1,10,2000,46,29480,3899
"61",1,0,1,10,4080,40,18760,3778
"62",1,0,1,12,2200,50,33500,6296
"63",0,0,1,12,2100,37,25460,3668
"64",1,0,1,14,3172,45,101840,4030
"65",1,0,1,12,2640,38,18760,6033
"68",0,1,0,12,2056,36,16080,1425
"70",1,1,0,12,3640,39,56280,3580
"72",0,1,0,12,1912,48,18760,1370
"73",1,1,0,12,1212,40,12864,3524
"75",1,1,0,12,2010,48,64320,6298
"76",0,1,0,12,868,43,9380,1694
"600",1,0,1,12,1960,46,61640,188
"634",1,1,0,12,0,30,0,4535
"637",1,0,1,17,2115,57,160800,3136
"668",1,0,1,11,2000,44,52260,988
"674",0,0,1,17,2940,49,69680,3997
"688",0,0,1,17,20,35,1005,858
"701",1,0,1,17,2107,45,75308,1229
"723",0,0,1,16,2000,29,30150,6241
"731",1,0,1,16,2650,35,64990,1867
"759",0,0,1,17,2340,41,81991.921875,347
"764",0,0,1,13,2750,40,36850,659
"769",0,0,1,12,0,41,0,2859
"780",1,0,1,15,0,40,0,6808
"790",1,0,1,12,2600,49,58960,2061
"796",1,0,1,12,2115,48,75040,196
"805",1,1,0,12,0,51,0,301
"814",0,1,0,17,1960,27,37520,331
"817",1,0,1,12,2550,59,41540,1248
"829",0,0,1,14,1984,31,40200,2012
"836",1,0,1,12,2000,31,8040,1411
"839",1,0,1,12,1560,56,69680,2179
"841",0,0,1,12,750,59,13400,5656
"842",0,0,1,16,0,57,0,1332
"849",1,0,1,13,2550,38,125960,2317
"850",1,0,1,17,2450,32,227800,2166
"856",1,0,1,9,2112,37,16750,606
"863",0,0,1,17,2130,50,73700,868
"865",1,0,1,10,3345,44,56280,3582
"867",0,0,1,12,0,35,0,1111
"893",0,0,1,16,392,44,20100,6636
"894",0,0,1,17,2444,58,46900,4615
"912",1,0,1,17,3036,31,119260,4164
"913",0,0,1,16,2500,26,26800,2781
"915",0,0,1,12,2250,31,40200,7420
"948",0,0,1,15,1800,25,44220,2048
"951",0,0,1,17,2010,42,38860,6777
"970",0,0,1,12,250,52,24120,4602
"976",0,0,1,12,2150,41,67000,7091
"998",0,0,1,12,2176,42,29505.4609375,707
"1009",1,1,0,12,320,44,2144,6108
"1093",1,0,1,8,2244,28,30820,7351
"1103",0,0,1,16,1560,32,20100,5327
"1114",1,0,1,14,1998,47,104199.7421875,7292
"1138",1,0,1,17,1520,31,44756,2108
"1154",0,0,1,17,2016,47,115910,778
"1162",1,0,1,15,2600,37,53600,1265
"1169",0,0,1,12,0,29,0,3856
"1172",1,0,1,16,1999,41,114204.1796875,2433
"1180",0,0,1,17,520,52,2680,1222
"1185",1,0,1,12,2205,42,93800,494
"1187",0,0,1,17,1600,49,160800,6697
"1205",1,0,1,17,2250,44,138020,1013
"1211",0,0,1,17,0,57,0,2452
"1212",0,0,1,12,1386,57,21440,1292
"1229",1,0,1,17,1976,27,53600,2055
"1247",0,0,1,17,2598,44,56280,896
"1285",1,0,1,14,2600,49,77720,1910
"1289",0,0,1,14,688,42,6700,1316
"1290",0,0,1,16,0,39,0,1450
"1314",0,0,1,14,2000,40,26800,4305
"1334",0,0,1,12,0,59,0,4144
"1342",0,0,1,16,1896,26,32830,5652
"1358",0,0,1,12,0,57,0,1504
"1360",0,0,1,14,2600,29,0,7040
