"","male","black","hours","age","inc_labor","works","int_id"
"4965",1,0,1984,39,156004.6875,1,10278
"4971",0,0,1568,31,54601.55859375,1,665
"4978",0,1,1960,34,37440,1,1951
"4999",0,0,984,37,11856,1,6626
"5015",1,0,2940,25,20280,1,2633
"5023",0,0,1160,36,9358.4404296875,1,3558
"5026",0,0,2044,34,21840,1,5183
"5033",1,0,2805,42,78001.5625,1,1182
"5052",0,0,1040,37,10918.4404296875,1,2964
"5094",0,0,1403,46,9672,1,1935
"5097",0,0,0,57,0,0,7813
"5110",0,0,2400,38,17160,1,6211
"5115",0,0,1911,29,46800,1,3007
"5117",1,0,2208,33,63961.55859375,1,1643
"5144",0,0,1550,60,8112,1,1500
"5146",0,0,390,42,5304,0,5012
"5160",1,0,2450,32,101401.5625,1,2037
"5163",1,0,2156,49,46800,1,2303
"5177",0,0,1976,26,17160,0,4837
"5182",0,0,0,30,0,0,1268
"5188",1,0,2640,48,87361.5625,1,9105
"5200",1,0,1950,43,21840,1,8520
"5209",0,0,2055,31,49918.44140625,1,1998
"5211",1,0,2667,28,33070.44140625,1,953
"5234",1,0,2470,36,1558.43994140625,1,581
"5236",0,0,1557,34,54601.55859375,1,3200
"5301",0,0,1960,58,37440,1,895
"5317",0,0,0,26,0,0,4860
"5338",1,0,2196,33,0,1,10045
"5348",1,0,1645,29,31200,1,1055
"5382",0,0,1715,52,24180,1,4115
"5412",1,0,2772,26,60841.55859375,1,1337
"5427",1,1,1845,36,31200,1,2270
"5429",1,0,2100,29,60840,1,1204
"5434",1,0,2080,38,54601.55859375,1,2111
"5448",1,0,2725,33,35568,1,3783
"5458",1,0,2107,40,25740,1,2886
"5461",0,0,1976,27,31200,1,1233
"5468",0,0,1900,32,23400,1,8517
"5470",0,0,0,36,0,0,3569
"5487",0,0,0,55,0,0,858
"5496",0,0,1632,32,29640,1,698
"5522",1,0,2323,41,101403.1171875,1,3163
"5558",1,0,900,39,17160,0,2428
"5562",0,0,1988,32,41616.12109375,1,5607
"5571",1,0,2460,29,3900,1,2834
"5608",1,0,2600,42,65521.55859375,1,2852
"5614",1,0,2506,36,74881.5625,1,5280
"5660",1,0,1960,49,58977.359375,1,1773
"5662",0,1,2000,40,7798.43994140625,0,9713
"5683",0,0,1960,38,24960,1,2020
"5685",1,0,2226,37,43525.55859375,1,1769
"5690",1,0,0,32,0,0,31
"5691",0,0,1927,37,51480,1,5305
"5695",0,0,0,56,0,0,5349
"5702",1,0,1813,47,127923.1171875,1,1774
"5708",0,0,0,44,0,0,1623
"5736",1,0,2040,48,0,1,1480
"5738",1,0,2225,44,234652.078125,1,644
"5757",1,0,2292,31,50701.55859375,1,1619
"5817",1,0,2810,34,42432,1,1011
"5839",1,1,2232,27,33037.6796875,1,1322
"5850",0,0,80,59,12636,0,1070
"5859",0,1,1880,43,73321.5625,1,866
"5868",1,0,2055,48,71137.5625,1,775
"5871",0,0,2383,29,28860,1,5594
"5874",1,0,2000,41,31200,1,1210
"5890",0,0,1900,48,21840,1,2452
"5898",0,0,0,29,0,0,724
"5919",0,0,1213,26,14038.4404296875,1,2839
"5934",1,0,2040,39,38221.55859375,1,2336
"5935",0,0,1944,43,27473.16015625,1,167
"5957",1,0,3723,32,92820,1,5035
"5983",1,0,1867,49,46800,1,3435
"6011",1,0,2050,50,36660,1,9325
"6018",0,0,1960,42,11698.4404296875,1,3749
"6028",0,0,0,34,0,0,163
"6044",1,0,2009,38,82280.640625,1,183
"6051",1,0,3055,57,78001.5625,1,3982
"6053",0,0,765,40,11700,1,960
"6055",1,1,1864,46,78001.5625,1,866
"6070",0,0,2496,39,1.55999994277954,1,5441
"6098",1,0,2940,39,127144.6796875,1,1251
"6113",0,0,1984,27,18720,1,9950
"6117",1,0,5200,53,32760,1,1977
"6128",0,0,255,46,0,0,5016
"6141",0,0,2860,31,33931.55859375,1,755
"6151",0,0,1815,33,56161.55859375,1,2952
"6153",0,0,204,36,3432,0,4062
"6170",0,0,900,37,4678.43994140625,0,5339
"6190",0,0,2940,48,43680,1,1002
"6203",0,0,2018,43,24960,1,3974
"6209",1,0,2080,37,23400,1,10181
"6217",0,0,0,55,0,0,107
"6220",0,0,0,52,0,0,4655
"6228",0,0,1820,53,21840,1,8296
"6260",0,0,1500,49,14664,1,6355
"6261",0,0,2090,31,24960,1,10015
"6281",1,0,1459,39,137284.6875,1,180
"6295",0,0,1960,44,39000,1,5878
"6300",0,0,2311,56,88921.5625,1,3308
"6316",1,0,2564,28,15598.4404296875,0,97
"6344",1,0,1928,42,117003.1171875,1,5444
"6416",0,0,2000,38,28080,1,1577
"6421",0,0,1880,37,63087.9609375,1,2115
"6440",0,0,1707,40,8734.4404296875,1,6633
"6452",0,0,0,47,0,0,3534
"6467",1,1,2182,32,31775.640625,1,3449
"6503",0,0,1600,47,56161.55859375,1,466
"6535",0,0,243,42,1229.28002929688,1,6068
"6574",0,0,1715,39,24960,1,5257
"6592",1,0,219,34,5460,1,2207
"6608",0,0,2600,58,0,1,1045
"6613",0,0,160,26,1248,0,961
"6644",0,0,2400,56,15598.4404296875,1,5491
"6681",0,0,926,36,10813.919921875,0,2334
"6685",0,0,1300,29,31887.9609375,0,2937
"6686",0,0,2458,59,15038.400390625,1,148
"6703",1,0,2500,41,28080,1,2953
"6729",0,1,1800,45,42901.55859375,1,3975
"6753",1,0,2640,36,0,1,728
"6764",0,0,1200,42,12735.83984375,1,4253
"6810",1,0,1650,39,37438.44140625,1,5265
"6821",1,0,2066,40,52313.0390625,1,3169
"6859",1,0,3024,37,84241.5625,1,8418
"6867",0,0,1865,45,32760,1,2275
"6872",1,0,0,55,0,0,8964
"6882",1,0,2500,44,62401.55859375,1,566
"6902",0,1,0,32,0,0,1862
"6930",0,0,69,40,1948.43994140625,1,2156
"6931",0,0,1434,47,13260,1,992
"6958",1,0,1480,43,13102.4404296875,1,10399
"6961",0,0,1900,41,26520,1,143
"6999",0,0,1976,47,46800,1,3496
"7031",1,0,2016,60,31200,1,1994
"7055",0,0,1750,41,29911.439453125,1,1145
"7061",1,0,3276,42,140404.6875,1,4062
"7081",1,0,2500,35,40560,1,2584
"7087",0,0,3458,52,117003.1171875,1,3122
"7089",0,0,2200,49,31200,1,661
"7104",1,0,2500,44,124803.1171875,1,1253
"7111",0,0,4032,41,68251.5625,1,6364
"7131",0,0,1560,43,39000,1,2803
"7142",0,0,1920,46,56161.55859375,1,3912
"7153",1,0,2000,51,72819.2421875,1,5222
"7159",1,0,2708,48,0,1,3563
"7177",0,0,1133,33,17160,0,276
"7211",1,0,1976,37,31200,1,1645
"7213",0,0,1904,43,42120,1,436
"7216",0,0,1976,40,31200,1,8636
"7220",0,0,2040,36,20280,1,1913
"7228",0,0,0,56,0,0,3005
"7276",1,0,1610,34,53041.55859375,1,1294
"7278",0,0,2350,40,70201.5625,1,767
"7299",0,0,1492,40,39000,1,620
"7330",1,0,4048,41,156004.6875,1,2012
"7333",1,0,867,48,0,1,1278
"7347",0,0,1770,45,49920,1,6348
"7350",1,0,2000,51,17160,1,3948
"7363",0,0,2000,46,41341.55859375,1,2264
"7367",0,0,813,39,18720,1,2307
"7405",1,0,2250,48,0,1,6355
"7415",0,0,1400,39,53041.55859375,1,9656
"7423",1,0,2550,31,29640,1,3212
"7445",0,0,0,47,0,0,3448
"7459",1,0,2200,28,78781.5625,1,3909
"7479",1,1,2440,48,40560,1,52
"7496",0,0,1617,45,82681.5625,1,2118
"7505",1,0,1944,32,41276.0390625,1,764
"7506",0,0,1764,30,219966.234375,1,3424
"7517",0,0,1040,34,24960,1,2718
"7524",1,0,2772,37,46800,1,6187
"7525",0,0,0,27,0,0,8003
"7543",0,0,641,46,10732.7998046875,1,644
"7555",1,0,3156,54,21910.19921875,1,1318
"7565",0,0,2756,37,24336,1,2143
"7568",0,0,1994,35,26663.51953125,1,1982
"7585",1,0,1920,49,87361.5625,1,3748
"7597",1,0,1952,27,30097.080078125,1,4525
"7603",0,0,0,41,0,0,9528
"7610",1,0,1960,34,26520,1,856
"7613",0,0,1913,30,42745.55859375,1,674
"7635",1,0,2550,31,85800,1,2871
"7680",0,0,0,43,0,0,3017
"7686",0,0,1950,43,30173.51953125,1,78
"7711",0,0,0,32,0,0,4251
"7746",0,0,1680,60,9893.51953125,0,893
"7791",1,0,2352,46,99843.1171875,1,1068
"7795",1,0,1664,55,53862.12109375,0,6558
"7798",1,0,0,48,0,0,3860
"7800",1,0,2174,49,48360,1,1301
"7807",1,0,1885,26,21840,1,8004
"7827",1,0,1984,46,23400,1,93
"7837",1,0,3436,46,54600,1,685
"7853",0,0,867,40,17160,1,2355
"7856",1,0,3500,46,46800,1,1356
"7878",0,0,1920,49,78001.5625,1,2303
"7892",1,0,2750,37,46800,1,3512
"7896",1,0,2520,37,91863.71875,1,4266
"7904",1,0,1400,52,56161.55859375,1,4780
"7924",1,0,1920,42,46428.71875,1,878
"7987",1,0,2034,47,73789.5625,1,3305
"7988",0,0,200,45,53041.55859375,1,3283
"8007",1,0,2200,34,54601.55859375,1,3925
"8013",1,0,2097,33,132604.6875,1,3200
"8020",1,0,1920,42,81121.5625,1,3285
"8028",0,0,1816,35,20748,0,3083
"8061",1,0,2704,36,0,1,9523
"8076",1,0,3984,30,78001.5625,1,3332
"8080",0,0,1683,34,56161.55859375,1,8920
"8081",1,1,2205,42,70201.5625,1,311
"8085",0,1,1920,37,40560,1,311
"8088",0,0,1536,46,27300,1,775
"8129",0,0,2058,54,35880,1,2094
"8151",0,0,1000,60,3118.43994140625,1,64
"8184",1,0,2600,34,48358.44140625,1,5446
"8187",1,0,2600,28,31200,1,5008
"8190",1,0,1400,38,62401.55859375,1,749
"8195",0,0,2206,51,31200,1,1314
"8197",0,0,1590,30,32760,1,4137
"8204",1,0,0,39,0,0,147
"8205",0,1,1800,35,22620,1,314
"8242",1,0,3640,47,66069.1171875,1,795
"8247",1,0,2270,52,101403.1171875,1,1054
"8258",1,0,2140,36,83773.5625,1,573
"8297",1,0,2080,25,22620,1,2909
"8302",1,0,2500,50,78001.5625,1,149
"8303",0,0,0,56,0,0,4170
"8339",1,0,1960,35,65521.55859375,1,2883
"8345",0,0,1587,46,53041.55859375,1,5411
"8346",0,0,0,35,0,0,3306
"8359",1,0,2142,40,96723.1171875,1,4594
"8366",0,0,640,29,10140,1,77
"8391",0,0,1960,47,39000,1,1262
"8405",1,0,2040,36,0,1,1016
"8413",1,0,0,31,0,1,3834
"8424",0,0,1960,39,23400,1,3959
"8435",1,0,2204,34,62401.55859375,1,2948
"8459",1,0,3000,25,44672.16015625,1,370
"8483",0,0,2050,36,65521.55859375,1,8127
