"","male","black","white","edu","hours","age","inc_labor","int_id"
"3",0,0,1,11,240,26,2624,4112
"8",0,0,1,13,102,25,1640,1
"18",0,1,0,16,1948,25,16400,6086
"27",1,0,1,17,2560,30,98400,1421
"30",1,0,1,17,2350,28,55104,2145
"31",0,0,1,16,2084,26,40573.6015625,2438
"37",0,0,1,12,0,26,0,5687
"38",0,0,1,12,1775,28,16400,130
"40",1,0,1,11,1600,25,29192,5618
"42",1,0,1,14,2115,31,42640,2950
"45",1,0,1,12,2880,29,56219.19921875,3771
"50",1,0,1,11,2100,30,19680,3963
"52",0,0,1,10,1248,31,8528,2779
"54",1,0,1,12,1544,26,27880,4660
"55",1,0,1,12,1620,31,36080,4822
"56",1,0,1,6,2704,31,29520,277
"60",1,0,1,12,1600,25,29520,2747
"62",1,0,1,12,2025,27,23120.720703125,1552
"72",0,1,0,12,2250,26,26463.0390625,2185
"75",1,1,0,12,2040,26,27594.640625,3993
"622",0,0,1,9,426,33,1640,5659
"637",1,0,1,17,1948,35,88379.6015625,3315
"652",0,0,0,12,1784,37,14596,6231
"674",0,0,1,17,1134,27,19680,128
"677",0,0,1,8,0,45,0,4471
"762",1,0,1,10,1960,28,65928,2566
"790",1,0,1,12,2232,27,52480,5380
"796",1,0,1,12,2346,26,27880,4423
"805",1,1,0,12,2130,29,65600,477
"811",1,1,0,6,2550,48,59040,6277
"817",1,0,1,12,1750,37,30504,5345
"839",1,0,1,12,954,34,33620,3743
"841",0,0,1,12,0,37,0,4644
"842",0,0,1,16,0,35,0,38
"859",1,0,1,13,1960,59,70520,1047
"892",1,0,1,12,2169,47,75440,3998
"894",0,0,1,17,1584,36,22960,3237
"970",0,0,1,12,0,30,0,1005
"975",1,0,0,12,2756,40,93427.5234375,3044
"991",0,0,1,12,2010,54,26240,4847
"1036",0,1,0,13,1651,31,9840,21
"1114",1,0,1,14,1896,25,45920,5274
"1141",1,0,1,16,2450,29,57072,4120
"1154",0,0,1,17,640,25,13120,503
"1161",1,0,1,13,3380,48,236160,4801
"1180",0,0,1,17,0,30,0,4212
"1187",0,0,1,17,1365,26,49200,263
"1211",0,0,1,17,1785,35,39360,3701
"1212",0,0,1,12,1330,35,12529.599609375,3044
"1264",0,0,1,12,1950,29,18040,5505
"1313",0,1,0,12,1800,53,22094.080078125,5069
"1328",1,0,1,16,2375,52,70848,4807
"1334",0,0,1,12,1724,36,23288,4408
"1345",1,0,1,17,2968,25,32865.6015625,3693
"1358",0,0,1,12,0,35,0,4211
"1371",1,0,1,17,1984,30,65600,5268
"1374",0,0,1,12,1365,52,15744,662
"1427",1,0,1,16,1786,26,36080,2456
"1431",1,0,1,16,2040,52,108240,5817
"1489",1,0,1,8,1920,50,25944.80078125,3710
"1490",0,0,1,11,704,37,10824,4422
"1495",0,0,1,12,0,35,0,1064
"1506",0,1,0,14,1960,25,28722.9609375,4274
"1544",0,0,1,12,0,28,0,516
"1546",0,0,1,14,0,27,0,2067
"1583",0,0,1,12,0,35,0,3045
"1584",0,0,1,16,1040,35,26240,3472
"1608",0,0,1,16,0,43,0,1598
"1612",0,1,0,12,560,26,7806.39990234375,3490
"1626",0,0,1,14,345,28,3936,1623
"1631",0,0,1,16,1988,25,45920,3768
"1647",0,0,1,12,0,26,0,5520
"1662",0,0,1,16,704,40,13120,3425
"1664",0,0,1,12,2108,27,42640,2830
"1674",0,0,1,16,2450,28,50102,434
"1680",0,0,1,12,0,55,0,981
