"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","birthstate","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","hhdens","inc_wcomp","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_ch","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","study","works","head","wife"
"33908",1,0,1,16,9,13,1946,NA,4284,36,90820,4346,2,1,91537,7,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"33920",0,0,1,12,2,10,1932,NA,1120,51,16132.5,643,1,1,75657.84375,15,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,0,1,NA,1
"33927",0,0,1,12,2,9,1936,NA,1763,47,40630,3705,0,0,56827.03125,23,0.300000011920929,0,0,0,0,0,0,0,0,7,NA,NA,0,0,NA,0,1,37,0,1,1,0
"33931",1,0,1,12,10,7,1944,NA,900,38,6560.5498046875,5905,2,1,10862.5498046875,25,0.5,0,0,4302,0,4302,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,0,1,0
"33953",1,0,1,12,12,9,1952,37,737,30,12906,6370,1,1,31971.029296875,9,0.800000011920929,0,14340,14340,0,0,0,0,0,12,NA,NA,13145,0,NA,0,1,37,0,0,1,0
"33974",1,0,1,6,5,8,1949,NA,1820,33,NA,5273,0,NA,33326.16015625,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,0,0,NA,0,2,34,0,1,NA,0
"33989",0,0,1,12,8,11,1953,6,0,29,0,809,1,1,53755.87890625,4,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,0,0,NA,0,2,48,0,0,NA,1
"34014",1,0,1,13,11,10,1953,36,1944,29,64573.01953125,2165,1,1,67316.7421875,8,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,6,NA,0,1,1,0
"34024",1,0,1,12,6,10,1946,NA,1640,36,24664.80078125,883,2,1,89386,11,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,0,1,1,0
"34025",0,0,1,12,1,13,1934,NA,597,49,5571.08984375,592,0,1,84790.03125,5,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,48,0,0,NA,1
"34039",1,0,1,17,10,12,1954,12,NA,25,NA,2338,0,NA,310700,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,16,17,310700,0,0,0,1,3,9,NA,NA,NA,0
"34115",1,0,1,12,7,10,1943,NA,2300,39,39148.19921875,1332,4,1,50973.921875,14,0.899999976158142,0,0,4416.72021484375,4416.72021484375,0,0,0,0,9,NA,NA,0,0,NA,0,2,14,0,1,1,0
"34130",1,0,1,12,3,11,1954,34,1633,29,NA,5552,1,NA,72514.9921875,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,0,1,0,0
"34145",1,0,1,14,5,13,1928,NA,1975,54,33938,3402,1,1,70744,29,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"34149",1,0,1,12,10,12,1931,NA,1692,51,47800,3894,1,1,57288.30078125,32,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"34155",1,0,1,13,10,11,1936,NA,2400,47,143400,5120,2,1,143400,21,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"34166",1,0,1,17,1,12,1956,16,NA,27,0,5146,0,NA,189049,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,12,16,131450,40630,0,0,0,3,16,1,0,NA,0
"34217",0,0,1,12,11,10,1933,NA,0,49,0,1826,0,1,31605.359375,18,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,0,0,NA,1
"34219",1,0,1,11,1,8,1933,NA,2940,50,57360,2878,2,1,82741.796875,28,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,0,1,1,0
"34228",1,0,1,17,2,11,1940,NA,2062,43,101754.25,1593,2,1,105355.9765625,8,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,0,1,1,0
"34236",1,0,1,12,10,12,1937,NA,395,46,9560,5631,0,1,60000.94921875,27,0.300000011920929,24150.94921875,0,24150.94921875,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"34257",1,0,1,16,8,10,1956,9,3212,26,71700,2293,0,0,75684.1328125,3,0.5,0,0,0,0,0,0,0,0,12,12,240434,0,0,0,0,3,42,0,1,1,0
"34280",1,0,1,16,7,10,1953,19,2618,29,48963.9296875,463,0,1,86635.109375,8,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,0,1,1,0
"34281",0,0,0,12,3,10,1950,NA,1412,33,19120,3213,4,1,62379,4,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"34289",1,0,1,13,9,10,1955,18,1569,27,21629.5,2634,0,1,57479.5,8,0.400000005960464,0,7170,7170,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,18,0,1,1,0
"34313",0,0,1,10,1,10,1937,NA,0,46,0,2044,1,NA,42061.609375,3,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"34324",0,0,1,12,7,5,1931,NA,1040,51,13623,6604,1,0,27028.509765625,20,0.300000011920929,0,0,2342.19995117188,0,621.400024414062,720,956,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"34400",0,0,1,12,2,8,1930,NA,0,53,0,1768,0,1,42135.69921875,7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,0,0,NA,1
"34421",1,0,1,12,2,8,1953,14,3600,32,90798.4921875,1064,2,1,96367.1875,6,0.699999988079071,0,0,0,0,0,0,0,0,8,8,62921.53125,0,0,0,0,2,14,0,1,1,0
"34425",1,0,1,14,4,13,1946,NA,3254,36,52580,3156,3,1,77017.75,12,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,5,0,1,1,0
"34427",1,0,1,17,6,11,1947,NA,2192,35,114844.28125,2980,3,1,131031.75,11,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"34435",1,0,1,11,11,9,1949,NA,2250,32,83650,4417,2,1,83650,9,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"34446",1,0,1,15,4,10,1953,29,2160,29,32265,1139,2,1,32265,5,1,0,0,0,0,0,0,0,0,12,14,33811.328125,2151,0,0,0,1,29,0,1,1,0
"34461",1,0,1,16,8,13,1934,NA,1613,48,44922.44140625,6646,0,1,162218.859375,23,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,0,1,1,0
"34502",0,0,0,17,10,12,1936,NA,0,46,0,2338,0,1,310700,4,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,0,0,NA,1
"34515",1,0,1,16,5,9,1949,NA,1175,33,30082.9296875,541,3,1,83172,2,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,2,0,1,1,0
"34579",1,1,0,13,2,10,1948,NA,1816,35,43020,4076,2,1,44932,15,1,0,1912,1912,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"34589",0,0,1,12,3,9,1954,20,0,29,0,2865,2,1,63036.25,4,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,12,12,77675,0,0,0,0,1,20,0,0,NA,1
"34591",0,0,1,12,10,9,1952,46,0,31,0,3221,4,1,82455,6,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,0,0,NA,1
"34632",0,0,1,12,11,8,1955,31,1479,27,9560,2766,2,1,42733.19921875,3,1,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,35850,0,NA,0,1,31,0,1,NA,1
"34659",0,0,1,12,3,12,1956,37,1969,27,16730,5043,1,1,36328,NA,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"34679",1,1,0,12,10,7,1941,NA,2160,42,45410,3962,5,1,91405.546875,17,1.29999995231628,0,286.799987792969,286.799987792969,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,0,1,1,0
"34707",0,0,1,12,3,11,1947,NA,0,36,0,5206,2,1,71700,4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,26,0,0,NA,1
"34708",1,0,1,17,1,11,1948,NA,3655,35,84933.4296875,2452,0,1,184269,10,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,0,1,1,0
"34724",0,0,1,16,7,10,1953,32,340,28,NA,3537,0,NA,61662,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,0,0,NA,0,3,32,0,1,NA,0
"34762",1,0,1,12,8,8,1956,36,2040,26,NA,6779,0,NA,62259.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,0,0,NA,0,4,36,0,1,0,0
"34784",0,0,1,12,1,12,1939,NA,1960,44,57360,1472,0,1,168495,4,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,22,0,1,NA,1
"34793",0,0,1,16,7,12,1952,42,490,30,4913.83984375,4566,3,1,101768.59375,4,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,0,0,NA,1
"34796",0,0,1,12,12,8,1943,NA,2056,39,31070,5897,1,0,59511,12,0.800000011920929,0,0,0,0,0,0,8604,0,NA,NA,NA,NA,NA,NA,0,3,23,0,1,1,0
"34809",0,0,1,12,9,10,1942,NA,1296,41,17447,4696,3,1,74329,13,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,43,0,1,NA,1
"34815",0,0,1,13,5,11,1953,42,28,29,167.300003051758,2501,3,1,2.39000010490417,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,11,11,40630,0,0,0,0,3,42,0,1,NA,1
"34818",0,0,1,9,7,9,1935,NA,1984,47,7170,6335,1,1,32026,22,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,23,0,1,NA,1
"34859",1,0,1,17,6,11,1953,20,2360,29,44215,5665,0,0,44219.78125,6,0.300000011920929,0,0,0,0,0,0,0,0,12,16,28680,43020,0,0,0,1,37,0,1,1,0
"34877",0,0,1,16,7,13,1929,NA,600,53,28680,3268,0,1,274293.125,11,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,0,0,NA,0,1,20,0,1,NA,1
"34878",0,0,1,12,7,9,1924,NA,889,58,16730,4173,0,1,60342.71875,25,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"34913",0,0,1,16,3,11,1947,NA,2016,36,47800,2665,0,1,148180,11,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,48,0,1,NA,1
"34917",1,0,1,17,3,13,1937,NA,2760,46,60706,3387,2,1,71855.3515625,16,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"34962",0,0,1,10,11,6,1922,NA,1365,60,14340,4029,0,1,45433.8984375,35,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"34979",0,NA,NA,12,1,6,1958,37,1840,25,23900,2444,1,NA,81260,1,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"34988",0,0,1,15,11,12,1922,NA,1980,60,62140,3784,0,1,106737.3984375,19,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"35002",0,0,1,16,10,11,1950,NA,2153,32,57360,5812,0,0,58316,7,0.300000011920929,0,0,0,0,0,0,0,0,14,NA,NA,41825,0,NA,0,1,29,0,1,1,0
"35003",0,0,1,12,7,11,1945,NA,0,37,0,638,3,NA,26500.3203125,3,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,0,NA,1
"35006",1,0,1,12,7,10,1941,NA,1824,41,59750,2799,2,1,61733.69921875,17,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,18,0,1,1,0
"35054",0,0,1,14,6,11,1940,NA,2464,42,28680,200,4,0,42453.5703125,12,1.5,0,0,0,0,0,0,0,0,6,NA,NA,0,0,NA,0,3,42,0,1,1,0
"35061",1,1,0,12,9,8,1954,32,2200,28,57759.12890625,2347,2,1,57759.12890625,3,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,0,1,1,0
"35080",1,0,1,10,4,9,1924,NA,1832,58,76312.703125,2777,0,1,77861.421875,30,0.400000005960464,0,659.640014648438,659.640014648438,0,0,0,0,0,8,8,0,0,0,0,0,4,36,0,1,1,0
"35090",1,1,0,6,12,11,1943,NA,966,38,0,667,0,0,39745.69921875,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,0,0,NA,0
"35098",1,0,1,12,6,11,1951,21,2010,31,47800,3476,2,1,58555,3,0.699999988079071,0,0,0,0,0,0,0,0,12,12,7170,38240,0,0,0,3,32,0,1,1,0
"35099",1,0,1,9,7,6,1942,NA,1926,40,54970,5790,4,1,55866.25,16,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,47,0,1,1,0
"35125",0,0,1,16,10,12,1945,NA,1710,37,59033,369,0,0,70815.703125,13,0.200000002980232,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,0,1,1,0
"35143",0,1,0,12,3,8,1955,23,2007,29,13546.51953125,2587,3,1,49396.51953125,5,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,0,3,23,0,1,NA,1
"35148",1,0,1,14,4,11,1956,3,2110,27,59750,6250,1,1,64530,6,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,0,1,1,0
"35156",1,0,1,16,10,9,1954,31,2500,28,50190,1240,0,0,50190,4,0.300000011920929,0,0,0,0,0,0,0,0,12,17,76630.5703125,16730,0,0,0,2,13,0,1,1,0
"35163",0,0,1,16,3,11,1932,NA,1769,51,54970,5924,0,1,54970,24,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,39,0,1,1,0
"35195",0,0,1,16,4,11,1955,37,2263,27,47895.6015625,1752,0,0,47895.6015625,6,0.200000002980232,0,0,0,0,0,0,0,0,12,16,162520,0,0,0,0,1,37,0,1,1,0
"35220",0,0,1,17,11,11,1927,NA,1260,54,62140,329,0,1,203150,9,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,0,1,NA,1
"35235",0,0,1,12,6,11,1935,NA,1840,46,16730,1174,3,1,41466.5,15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,0,1,NA,1
"35244",0,0,1,16,2,11,1956,12,2880,27,53775,6677,0,0,53894.5,9,0.300000011920929,0,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,2,12,0,1,1,0
"35282",1,0,1,13,3,9,1948,NA,1928,34,52580,233,2,1,55340.44921875,10,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"35293",0,0,1,17,11,12,1940,NA,0,42,0,2950,2,1,443823,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,0,0,NA,1
"35299",0,1,0,9,10,7,1956,32,1232,27,7170,1180,2,0,15491.98046875,5,1.5,0,3733.17993164062,3733.17993164062,0,0,0,4588.7998046875,0,8,3,8126,11950,0,0,0,3,32,0,1,1,0
"35310",1,0,1,17,8,10,1924,NA,2860,58,86040,953,0,1,117110,30,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,5,51,0,1,1,0
"35315",1,0,1,16,5,12,1927,NA,1816,55,119978,464,0,1,179919.203125,25,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,0,1,1,0
"35338",0,0,1,5,7,10,1936,NA,0,46,0,5107,0,0,21854.16015625,NA,0.200000002980232,0,0,9521.759765625,9234.9599609375,0,120,0,0,12,NA,NA,NA,0,NA,0,1,37,0,0,1,0
"35340",0,0,1,9,7,11,1931,NA,746,51,9560,2870,0,NA,30001.669921875,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,0,1,NA,1
"35348",0,0,1,9,9,8,1949,NA,0,35,0,4590,1,1,48732.1015625,4,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,8,12,0,0,0,0,0,2,14,0,0,NA,1
"35360",0,0,0,12,6,10,1947,NA,0,35,0,4644,4,1,101575,NA,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,0,NA,1
"35371",0,0,1,12,4,9,1955,48,600,27,3950.669921875,580,4,1,46418.578125,1,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,48,0,1,NA,1
"35373",0,0,1,11,5,7,1924,NA,1450,58,11472,5279,0,NA,60199.3203125,18,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,0,0,NA,1
"35391",0,0,1,17,2,11,1956,12,1944,27,66920,6458,0,0,67063.3984375,8,0.300000011920929,0,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,2,12,0,1,1,0
"35411",1,0,1,14,9,7,1951,4,2032,31,43796.75,4012,2,1,58614.75,7,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"35422",1,0,1,12,9,8,1942,NA,3315,40,153335.234375,5264,1,1,299646.25,14,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,26,0,1,1,0
"35447",0,1,0,12,10,8,1942,NA,1148,40,11950,4152,0,0,39262.921875,9,0.800000011920929,0,0,0,0,0,0,0,0,NA,6,0,NA,NA,0,0,3,9,0,1,1,0
"35460",0,0,1,17,12,11,1954,22,2342,28,32802.75,6151,0,1,105877,8,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,0,0,NA,0,2,22,0,1,NA,1
"35462",0,0,1,17,7,9,1925,NA,2820,57,102770,111,0,1,209125,29,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,2,0,1,NA,1
"35467",0,0,1,16,11,13,1947,NA,2000,35,33460,5134,0,0,34416,9,0.200000002980232,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"35482",0,1,0,12,1,4,1932,NA,0,51,0,53,2,NA,24922.919921875,12,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,0,0,NA,1
"35483",0,0,1,17,1,9,1951,34,3100,32,57360,3548,0,0,62140,3,0.100000001490116,0,0,0,0,0,0,0,0,16,13,4541,0,0,0,0,2,34,0,1,1,0
"35489",0,0,0,16,2,10,1928,NA,0,55,0,6059,0,1,100745.671875,14,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,0,0,NA,1
"35493",1,0,1,8,2,7,1933,NA,1295,50,21510,4781,0,1,61040.6015625,25,0.600000023841858,0,1720.80004882812,1720.80004882812,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"35523",0,0,1,16,7,8,1944,NA,1936,38,71700,2181,2,1,123085,13,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,5,0,1,NA,1
"35536",0,0,1,16,3,12,1948,NA,60,34,1003.79998779297,177,3,NA,24545.30078125,9,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,0,1,NA,1
"35580",0,0,1,17,11,12,1927,NA,1600,55,43020,619,0,1,137759.59375,14,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,0,1,NA,1
"35581",0,0,1,17,9,11,1952,3,0,30,0,6221,2,1,62140,3,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,0,0,NA,1
"35591",1,0,1,12,9,9,1956,32,1904,26,30353,1177,1,1,49951,5,0.800000011920929,0,0,0,0,0,0,0,0,11,8,7648,0,0,0,0,3,32,0,1,1,0
"35593",1,0,1,12,12,11,1934,NA,352,48,13145,6204,5,1,44303.4296875,20,1.39999997615814,0,5497,5497,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,0,1,1,0
"35628",1,0,1,12,3,12,1936,NA,2121,47,90820,4955,0,1,114720,22,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,1,1,0
"35639",0,0,1,16,3,10,1953,24,1824,30,20793,2367,1,1,57503.3984375,7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,12,17,71700,19120,0,0,0,2,24,0,1,NA,1
"35649",0,0,1,5,9,6,1930,NA,1908,53,28680,5243,0,1,100380,27,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,0,1,NA,1
"35670",0,0,1,10,5,7,1939,NA,0,43,0,508,0,1,78222.3125,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,0,0,NA,1
"35683",0,0,1,14,1,9,1951,21,1520,32,19120,3680,2,1,44693,2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,0,1,NA,1
"35685",1,0,1,16,11,10,1936,NA,2300,46,94118.203125,5694,3,1,143423.90625,17,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"35711",1,0,1,13,3,12,1944,NA,1976,39,78497.15625,1678,2,1,84259.453125,15,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,1,1,0
"35722",1,0,1,14,11,12,1949,NA,0,33,0,26,1,1,56203.23828125,8,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,1,0,1,0
"35744",0,0,1,14,10,11,1923,NA,1653,59,37045,3706,0,0,46127,16,0.200000002980232,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,0,1,1,0
"35750",1,0,1,17,5,11,1931,NA,1960,51,95122,3496,0,1,122607,27,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"35752",1,0,1,12,3,11,1956,37,2382,27,45410,1648,1,1,58889.6015625,3,0.600000023841858,0,0,0,0,0,0,0,0,12,10,42781,14428.4296875,0,0,0,1,37,0,1,1,0
"35776",0,0,1,12,7,11,1934,NA,1924,48,71700,88,0,0,74090,22,0.300000011920929,0,0,0,0,0,0,0,0,7,NA,NA,0,0,NA,0,4,2,0,1,1,0
"35779",1,0,1,12,2,10,1952,24,3000,31,28099.23046875,6237,3,1,59750,6,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"35791",1,0,1,14,3,9,1946,NA,2500,36,45410,2055,0,0,53798.8984375,12,0.200000002980232,0,0,0,0,0,0,0,0,12,12,53536,0,0,0,0,2,21,0,1,1,0
"35820",0,0,1,12,10,10,1950,NA,1600,32,5258,1201,4,NA,51234.4296875,1,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,0,0,NA,1
"35852",0,0,1,16,12,10,1953,31,1699,29,38240,1118,1,0,105160,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"35888",1,0,1,12,9,9,1934,NA,2256,48,60945,5920,1,1,62140,24,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"35893",0,0,1,15,6,7,1952,36,0,30,0,4867,0,NA,31918.44921875,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,NA,NA,NA,1
"35898",0,0,1,14,4,9,1953,36,1200,29,3107,290,1,0,14005.400390625,7,0.699999988079071,0,0,7170,0,0,600,5162.39990234375,2400,16,17,62140,21510,0,0,0,4,36,1,0,1,0
"35902",1,0,1,17,3,11,1949,NA,2250,34,59750,1605,2,1,73612,9,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,0,1,1,0
"35910",1,0,1,11,10,10,1955,31,380,27,8365,2872,0,0,8365,2,0.5,0,0,0,0,0,0,0,0,12,12,0,66.9199981689453,0,0,0,1,31,0,0,1,0
"35922",0,0,1,12,1,12,1933,NA,0,49,0,6282,2,1,78320.296875,5,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,0,0,NA,1
"35968",0,1,0,12,11,7,1923,NA,871,59,3824,5150,0,NA,56404,31,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,0,1,NA,1
"35977",1,0,1,12,11,8,1955,34,2090,27,23422,4226,1,0,48053.33984375,2,0.800000011920929,0,0,0,0,0,0,0,0,9,NA,NA,0,0,NA,0,2,34,0,1,1,0
"35997",1,0,1,12,2,10,1923,NA,1920,60,78870,3750,0,0,78870,34,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,2,0,0,1,0
"36034",0,0,1,12,5,10,1948,NA,8,34,62.1399993896484,1690,1,1,54554.140625,1,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,0,0,NA,1
"36062",1,0,1,12,4,13,1951,3,1920,31,54970,6393,2,1,90342,7,0.5,0,0,0,0,0,0,0,0,11,NA,NA,32862.5,0,NA,0,3,3,0,1,1,0
"36068",1,0,1,16,2,13,1930,NA,3695,53,86040,4443,0,0,86040,29,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
