"birthyear","birthmonth","f_id","black","white","id","male","h_sentscore1972","birthstate","inc_labor","hours","hhchildren","married","fam_inc","works","age","state","inc_afdc","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","study","head","wife"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966,8,NA,1,0,2083005,1,11,42,NA,NA,2,NA,23286.119140625,NA,2,42,NA,NA,NA,0,NA,0,3,42,NA,NA,0
1967,2,2707001,0,0,2707007,0,10,5,NA,NA,5,NA,39653.8984375,NA,1,5,NA,33748,5905.89990234375,0,0,0,4,5,NA,NA,0
1952,9,1414001,1,0,1414003,0,9,29,NA,NA,5,0,39991.37890625,NA,16,29,NA,38303.98046875,1687.40002441406,0,0,0,1,29,NA,NA,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965,1,655001,0,1,655004,1,12,12,NA,NA,3,NA,142780,NA,5,4,NA,142780,0,0,0,0,4,4,NA,NA,0
1961,8,NA,0,0,8349001,1,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1952,7,NA,0,1,1859171,0,9,20,NA,NA,1,NA,143753.5,NA,NA,20,NA,NA,NA,NA,NA,NA,1,20,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1959,3,NA,0,1,2485172,0,11,21,NA,NA,2,NA,78658.796875,NA,NA,21,NA,NA,NA,NA,NA,NA,2,21,NA,0,NA
1958,3,NA,0,0,7766001,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1931,9,NA,0,1,8337001,1,NA,9,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1927,4,NA,0,1,1125002,0,9,3,0,0,1,NA,45430,NA,41,3,NA,NA,NA,NA,NA,0,3,3,NA,NA,1
1947,1,NA,0,1,2425001,1,12,37,26479.19921875,2448,1,1,34656.6015625,1,22,37,0,NA,NA,NA,NA,0,1,37,0,1,0
1952,12,NA,1,0,5640170,0,9,21,NA,NA,1,NA,33300.19140625,NA,NA,21,NA,NA,NA,NA,NA,NA,2,21,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1947,4,NA,1,0,5692172,1,10,17,NA,NA,5,NA,31541.400390625,NA,NA,17,NA,NA,NA,NA,NA,NA,3,17,NA,0,NA
1954,6,NA,0,1,5468174,0,10,9,NA,NA,3,NA,38940,NA,NA,9,NA,NA,NA,NA,NA,NA,3,9,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1959,8,NA,0,1,1892179,1,9,45,NA,NA,2,NA,88653.3984375,NA,NA,45,NA,NA,NA,NA,NA,NA,3,45,NA,0,NA
1965,6,NA,0,1,830176,1,10,13,NA,NA,2,NA,61557.6484375,NA,NA,13,NA,NA,NA,NA,NA,NA,2,13,NA,0,NA
1933,11,NA,0,0,8247172,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1968,10,NA,NA,NA,899175,0,9,42,NA,NA,2,0,36538.69921875,NA,NA,42,NA,NA,NA,NA,NA,NA,3,42,NA,0,NA
1956,3,6448001,0,1,6448004,1,9,31,NA,NA,3,0,43158.5,NA,13,31,NA,36344,0,0,0,0,1,31,NA,NA,0
1965,11,NA,0,1,1537176,1,NA,20,NA,NA,0,NA,79178,NA,NA,20,NA,NA,NA,NA,NA,NA,1,20,NA,0,NA
1919,8,NA,0,0,5647002,0,0,4,2596,400,5,1,65549,NA,51,4,NA,NA,NA,NA,NA,0,4,4,NA,NA,1
1953,7,NA,0,1,5756180,1,12,29,NA,NA,10,NA,117663.703125,NA,NA,29,NA,NA,NA,NA,NA,NA,1,29,NA,0,NA
1969,7,NA,1,0,6706187,0,12,12,NA,NA,4,0,21806.400390625,NA,NA,12,NA,NA,NA,NA,NA,NA,2,12,NA,0,NA
1966,10,NA,0,1,2717173,0,8,20,NA,NA,5,NA,71390,NA,NA,20,NA,NA,NA,NA,NA,NA,1,20,NA,0,NA
1948,3,NA,0,1,8271001,1,NA,42,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1947,2,NA,1,0,3352172,0,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1928,5,NA,0,1,8318001,1,NA,9,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1958,3,NA,1,0,5963171,0,6,32,NA,NA,0,NA,18172,NA,NA,32,NA,NA,NA,NA,NA,NA,3,32,NA,0,NA
1967,6,2501001,0,1,2501006,1,13,13,NA,NA,5,0,61006,NA,2,13,NA,33748,27258,0,0,0,2,13,NA,NA,0
1950,5,NA,0,1,7971001,1,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1959,3,NA,NA,NA,1203172,0,10,21,NA,NA,1,0,22974.599609375,NA,NA,21,NA,NA,NA,NA,NA,NA,2,21,NA,0,NA
1964,9,NA,0,0,6293007,0,0,4,NA,NA,6,0,35526.26171875,NA,4,4,NA,NA,0,0,NA,0,4,4,NA,NA,0
1935,7,NA,0,1,923001,1,11,29,110330,2695,2,1,110979,1,33,29,0,NA,NA,NA,NA,0,1,29,0,1,0
1963,5,2304001,0,1,2304004,0,11,1,NA,NA,1,NA,113516.59375,NA,6,1,NA,105138,0,0,0,0,3,1,NA,NA,0
1955,6,NA,0,0,5631173,1,12,15,NA,NA,9,NA,41536,NA,NA,15,NA,NA,NA,NA,NA,NA,2,15,NA,0,NA
1962,2,NA,0,1,7878002,0,NA,4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1927,2,NA,0,1,832002,0,12,13,44132,1880,1,NA,128956.296875,NA,41,13,NA,NA,NA,NA,NA,0,2,13,NA,NA,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1967,4,NA,1,0,5305179,0,10,23,NA,NA,6,0,39102.25,NA,NA,23,NA,NA,NA,NA,NA,NA,3,23,NA,0,NA
1959,12,5031001,1,0,5031004,1,5,19,NA,NA,7,0,19470,NA,9,19,NA,0,0,0,0,1,3,19,NA,NA,0
1950,3,NA,1,0,5302002,0,11,23,NA,NA,5,0,34656.6015625,NA,20,23,NA,NA,13629,0,NA,0,3,23,NA,NA,0
1952,7,NA,1,0,5034004,0,10,34,NA,NA,4,NA,22299.640625,NA,17,34,NA,NA,22066,0,NA,0,2,34,NA,NA,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1927,9,NA,0,1,1051002,0,8,4,1947,48,3,1,7917.7998046875,NA,40,4,NA,NA,NA,NA,NA,0,4,4,NA,NA,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1948,3,NA,0,1,356172,1,7,14,NA,NA,1,1,59708,NA,NA,14,NA,NA,NA,NA,NA,NA,2,14,NA,0,NA
1957,3,NA,0,1,2250179,0,13,14,NA,NA,4,NA,88328.8984375,NA,NA,14,NA,NA,NA,NA,NA,NA,2,14,NA,0,NA
1954,2,NA,NA,NA,6455173,0,6,8,NA,NA,5,0,36344,NA,NA,8,NA,NA,NA,NA,NA,NA,3,8,NA,0,NA
1951,10,NA,1,0,5170177,0,10,32,NA,NA,6,NA,14342.900390625,NA,NA,32,NA,NA,NA,NA,NA,NA,3,32,NA,0,NA
1958,2,NA,0,0,8446173,0,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1930,9,NA,0,1,1644001,1,11,31,64900,2125,2,1,65873.5,1,38,31,0,NA,NA,NA,NA,0,1,31,0,1,0
1946,6,NA,0,1,2051170,0,10,36,NA,NA,0,1,31126.0390625,NA,NA,36,NA,NA,NA,NA,NA,NA,4,36,NA,0,NA
1921,9,NA,1,0,6839001,1,7,39,24298.560546875,2080,5,1,24298.560546875,1,48,39,0,NA,NA,NA,NA,0,3,39,0,1,0
1925,4,NA,1,0,6752001,0,8,19,24662,2512,0,0,52452.1796875,1,43,19,0,NA,NA,NA,NA,0,3,19,0,1,0
1945,5,NA,1,0,6535001,1,8,45,42185,2040,2,1,44781,1,24,45,0,NA,NA,NA,NA,0,3,45,0,1,0
1950,4,NA,1,0,6863178,1,9,19,NA,NA,5,NA,40757.19921875,NA,NA,19,NA,NA,NA,NA,NA,NA,3,19,NA,0,NA
1933,2,NA,0,1,2271001,1,10,26,88101.75,4550,3,1,120714,1,36,26,0,NA,NA,NA,NA,0,2,26,0,1,0
1916,1,NA,0,1,9296002,0,NA,9,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1961,10,NA,0,1,5893174,1,10,29,NA,NA,1,NA,27945.939453125,NA,NA,29,NA,NA,NA,NA,NA,NA,1,29,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1949,2,NA,0,1,7314002,0,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1958,2,NA,1,0,5302007,0,11,23,NA,NA,5,NA,34656.6015625,NA,11,23,NA,NA,13629,0,NA,0,3,23,NA,NA,0
1943,7,NA,0,1,7513002,0,NA,4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1940,9,NA,0,1,7912002,0,NA,42,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1946,10,151180,0,1,151170,1,10,12,NA,NA,4,NA,151346.796875,NA,NA,12,NA,NA,NA,NA,NA,NA,2,12,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1946,12,2529001,0,1,2529177,0,8,48,NA,NA,0,NA,100264.0078125,NA,NA,48,NA,71714.5,23519.759765625,0,0,NA,2,48,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,8,NA,1,0,1034001,0,7,1,17211.48046875,2040,0,0,23052.48046875,1,46,1,0,NA,NA,NA,NA,0,3,1,0,1,0
1959,8,NA,0,1,368170,0,6,34,NA,NA,1,NA,78074.703125,NA,NA,34,NA,NA,NA,NA,NA,NA,2,34,NA,0,NA
1960,9,NA,0,1,1720180,1,8,4,NA,NA,2,NA,38355.8984375,NA,NA,4,NA,NA,NA,NA,NA,NA,4,4,NA,0,NA
1957,2,639001,0,1,639006,1,7,4,NA,NA,6,NA,32450,NA,12,4,NA,32450,0,0,0,0,4,4,NA,NA,0
1939,11,NA,NA,NA,5871002,0,8,12,0,0,4,NA,38940,NA,29,12,NA,NA,NA,NA,NA,0,2,12,NA,NA,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960,10,5818001,1,0,5818007,0,5,39,NA,NA,5,0,20248.80078125,NA,8,39,NA,20248.80078125,0,0,0,0,3,39,NA,NA,0
1945,2,NA,1,0,6841001,1,10,39,21222.30078125,2890,0,1,33553.30078125,1,24,39,0,NA,NA,NA,NA,0,3,39,0,1,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1921,5,NA,1,0,6413001,1,4,45,7788,3120,6,1,43483,1,48,45,0,NA,NA,NA,NA,0,3,45,0,1,0
1957,7,NA,0,1,1077171,1,10,32,NA,NA,4,NA,64900,NA,NA,32,NA,NA,NA,NA,NA,NA,3,32,NA,0,NA
1929,7,NA,0,1,2464002,0,11,45,51920,2000,2,1,107085,NA,39,45,NA,NA,NA,NA,NA,0,3,45,NA,NA,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963,11,NA,0,1,5110004,1,8,4,NA,NA,5,0,27744.75,NA,5,4,NA,NA,0,0,NA,0,4,4,NA,NA,0
1912,7,NA,1,0,6215001,0,10,21,NA,NA,2,NA,51920,NA,62,21,NA,NA,NA,NA,NA,0,2,21,NA,NA,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1937,5,634001,0,1,634003,1,11,37,51952.44921875,2166,4,1,56852.3984375,1,32,37,0,33748,53867,0,0,0,1,37,0,1,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,8,NA,NA,NA,5743198,1,5,42,NA,NA,1,0,19015.69921875,NA,NA,42,NA,NA,NA,NA,NA,NA,3,42,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1921,8,NA,0,1,1866001,1,11,24,85927.6015625,1934,3,1,144629.65625,1,47,24,0,NA,NA,NA,NA,0,2,24,0,1,0
1928,7,NA,0,1,7172001,0,NA,42,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1948,10,NA,0,1,7166001,1,NA,42,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1968,4,7979001,0,1,7979003,1,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1917,8,NA,0,1,2647001,0,13,4,43483,1961,0,0,70741,1,51,4,0,NA,NA,0,NA,0,4,4,0,1,0
1960,4,5378001,1,0,5378003,1,5,21,NA,NA,5,0,37804.25,NA,9,21,NA,36344,1460.25,0,0,0,2,21,NA,NA,0
1952,3,NA,1,0,5499201,1,9,24,NA,NA,6,NA,40484.62109375,NA,NA,24,NA,NA,NA,NA,NA,NA,2,24,NA,0,NA
1958,12,NA,1,0,5508170,0,7,39,NA,NA,1,0,33715.55078125,NA,NA,39,NA,NA,NA,NA,NA,NA,3,39,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1954,6,NA,NA,NA,5676170,0,8,24,NA,NA,5,NA,36980.01953125,NA,NA,24,NA,NA,NA,NA,NA,NA,2,24,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962,8,NA,0,1,8807001,1,NA,36,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1955,4,2030001,0,1,2030007,1,13,48,NA,NA,4,NA,134219.6875,NA,14,48,NA,129800,292.049987792969,0,0,0,2,48,NA,NA,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1950,5,197001,0,1,197004,0,13,12,NA,1600,1,NA,149270,NA,17,12,NA,54516,38940,0,0,0,2,12,NA,NA,0
1968,1,NA,NA,NA,5324180,0,8,21,NA,NA,6,NA,87920.03125,NA,NA,21,NA,NA,NA,NA,NA,NA,2,21,NA,0,NA
1947,12,NA,1,0,846176,1,7,23,NA,NA,6,NA,3894,NA,NA,23,NA,NA,NA,NA,NA,NA,3,23,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1931,5,NA,0,1,8516002,0,NA,9,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1957,7,NA,0,1,8051001,1,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1937,12,5755228,1,0,5755002,0,9,4,NA,NA,3,0,91255.890625,NA,30,4,NA,NA,34805.87109375,0,NA,0,4,4,NA,NA,0
1952,10,NA,0,1,5437175,1,10,12,NA,NA,8,NA,78788.6015625,NA,NA,12,NA,NA,NA,NA,NA,NA,2,12,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1958,7,NA,0,1,344184,0,11,4,NA,NA,3,NA,43483,NA,NA,14,NA,NA,NA,NA,NA,NA,2,14,NA,0,NA
1918,1,NA,0,0,5647001,1,0,4,62304,2088,5,1,65549,1,51,4,0,NA,NA,NA,NA,0,4,4,0,1,0
1968,6,2411001,0,1,2411030,0,10,34,NA,NA,3,NA,45410.53125,NA,1,34,NA,45345.62890625,64.9000015258789,0,0,0,2,34,NA,NA,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1943,2,NA,0,1,562170,1,9,13,NA,NA,0,NA,55132.55078125,NA,NA,13,NA,NA,NA,NA,NA,NA,2,13,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1927,11,NA,0,1,2125001,1,11,45,70468.421875,2162,3,1,151002.828125,1,42,45,0,NA,NA,NA,NA,0,3,45,0,1,0
1943,1,NA,0,1,686172,1,11,16,NA,NA,0,NA,102736.703125,NA,NA,16,NA,NA,NA,NA,NA,NA,3,16,NA,0,NA
1960,8,NA,1,0,5148182,1,7,42,NA,NA,0,NA,76582,NA,NA,42,NA,NA,NA,NA,NA,NA,3,42,NA,0,NA
1962,12,NA,1,0,5849006,0,NA,10,NA,NA,7,0,42185,NA,6,10,NA,NA,12980,0,NA,0,3,10,NA,NA,0
1923,5,NA,0,1,1503001,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1951,10,608001,0,1,608003,0,8,4,NA,NA,6,NA,103924.3671875,NA,17,4,NA,97350,0,0,0,0,4,4,NA,NA,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960,8,NA,1,0,6062175,1,5,42,NA,NA,5,0,26998.400390625,NA,NA,42,NA,NA,NA,NA,NA,NA,3,42,NA,0,NA
1958,7,NA,NA,NA,2379171,0,11,3,NA,NA,4,0,26355.890625,NA,NA,3,NA,NA,NA,NA,NA,NA,3,3,NA,0,NA
1955,3,NA,0,0,3359001,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1935,8,NA,0,0,6266002,0,NA,37,0,0,5,NA,30503,NA,33,37,NA,NA,NA,NA,NA,0,1,37,NA,NA,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1969,8,2510001,0,1,2510030,0,10,31,NA,NA,3,0,77231,NA,NA,31,NA,77231,0,0,0,NA,1,31,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1938,8,1024001,0,1,1024170,0,8,3,NA,NA,0,NA,68307.25,NA,NA,3,NA,65094.69921875,0,0,0,NA,3,3,NA,0,NA
1944,3,NA,0,1,5480001,1,10,4,38940,1960,0,1,81851.8828125,1,25,4,0,NA,NA,NA,NA,0,4,4,0,1,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1948,6,NA,1,0,6819001,0,8,4,0,0,2,0,20157.939453125,0,21,4,1968,NA,NA,NA,NA,0,4,4,0,1,0
1964,11,6396001,1,0,6396003,0,10,42,NA,NA,1,NA,64341.859375,NA,4,42,NA,34773.421875,14511.6396484375,0,0,0,3,42,NA,NA,0
1907,7,NA,0,1,1078002,0,10,32,0,0,0,1,33748,NA,61,32,NA,NA,NA,NA,NA,0,3,32,NA,NA,1
1959,3,NA,0,1,1260177,0,11,31,NA,NA,5,0,70293.1875,NA,NA,31,NA,NA,NA,NA,NA,NA,1,31,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1944,10,2615001,0,1,2615021,1,12,46,NA,NA,3,NA,172608.046875,NA,24,46,NA,62219.62890625,103.839996337891,0,0,1,4,46,NA,NA,0
1953,10,NA,1,0,5858178,1,7,39,NA,NA,6,NA,22228.25,NA,NA,39,NA,NA,NA,NA,NA,NA,3,39,NA,0,NA
1906,9,NA,NA,NA,1838002,0,11,37,0,0,0,NA,28556,NA,62,37,NA,NA,NA,NA,NA,0,1,37,NA,NA,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1943,9,1149001,0,1,1149003,1,NA,46,NA,NA,2,1,124380.8515625,NA,25,46,NA,68794,0,0,0,0,4,46,NA,NA,0
