"birthyear","birthmonth","f_id","black","white","id","male","h_sentscore1972","birthstate","inc_labor","hours","hhchildren","married","fam_inc","works","age","state","inc_afdc","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","study","head","wife"
1963,7,6712001,1,0,6712006,1,10,37,NA,NA,5,NA,58410,NA,5,37,NA,45430,12980,0,0,0,1,37,NA,NA,0
1929,12,NA,0,1,657001,1,8,31,81125,2500,3,1,88776.7109375,1,40,31,0,NA,NA,NA,NA,0,1,31,0,1,0
1950,12,1468001,0,1,1468003,1,10,14,NA,90,3,NA,38784.23828125,NA,18,14,NA,23364,14927,0,0,0,2,14,NA,NA,0
1900,3,NA,0,1,2523002,0,13,23,NA,NA,0,NA,42405.66015625,NA,69,23,NA,NA,NA,NA,NA,0,3,23,NA,NA,0
1955,12,NA,0,1,608176,1,11,4,NA,NA,6,NA,103924.3671875,NA,NA,4,NA,NA,NA,NA,NA,NA,4,4,NA,0,NA
1962,5,5215001,1,0,5215003,0,10,8,NA,NA,3,0,38940,NA,7,8,NA,38940,0,0,0,0,3,8,NA,NA,0
1940,11,NA,0,1,8008001,1,NA,9,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1955,12,NA,0,0,3109002,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1940,5,NA,1,0,6780002,0,9,29,0,0,6,1,61655,NA,27,29,NA,NA,NA,NA,NA,0,1,29,NA,NA,1
1969,9,2032001,0,1,2032030,1,9,24,NA,NA,3,NA,19470,NA,NA,24,NA,19470,0,0,0,NA,2,24,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1928,6,NA,0,1,1962002,0,10,24,0,0,3,1,60681.5,NA,40,24,NA,NA,NA,NA,NA,0,2,24,NA,NA,1
1954,8,2753001,0,1,2753004,0,12,3,NA,90,2,NA,161244.046875,NA,14,3,NA,100595,49973,0,0,0,3,3,NA,NA,0
1947,6,NA,0,1,8602170,1,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963,5,NA,0,1,3369002,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1958,11,NA,0,1,2464172,0,11,45,NA,NA,2,NA,107085,NA,NA,45,NA,NA,NA,NA,NA,NA,3,45,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1967,3,NA,1,0,8229001,1,NA,31,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1959,10,NA,0,1,9190004,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1928,11,NA,0,1,7302002,0,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1923,11,NA,1,0,5390001,0,10,19,0,0,2,0,11844.25,0,45,19,0,NA,NA,NA,NA,0,3,19,0,1,0
1963,1,NA,1,0,5689194,1,7,42,NA,NA,8,NA,32450,NA,NA,42,NA,NA,NA,NA,NA,NA,3,42,NA,0,NA
1955,8,NA,0,1,228173,1,11,29,NA,NA,1,NA,93131.5,NA,NA,29,NA,NA,NA,NA,NA,NA,1,29,NA,0,NA
1915,6,NA,0,1,5837002,0,7,42,227.149993896484,70,0,NA,9962.150390625,NA,54,42,NA,NA,NA,NA,NA,0,3,42,NA,NA,1
1955,8,NA,0,1,8998001,1,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1959,4,6179001,1,0,6179003,1,11,42,NA,NA,3,NA,54191.5,NA,9,42,NA,54191.5,0,0,0,0,3,42,NA,NA,0
1953,10,NA,0,1,1043171,1,13,21,NA,NA,2,NA,27958.919921875,NA,NA,21,NA,NA,NA,NA,NA,NA,2,21,NA,0,NA
1937,NA,NA,1,0,6412176,0,9,42,NA,NA,1,NA,46728,NA,NA,42,NA,NA,NA,NA,NA,NA,3,42,NA,0,NA
1946,6,NA,0,1,1144171,1,8,41,NA,NA,1,1,60590.640625,NA,NA,41,NA,NA,NA,NA,NA,NA,3,41,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1939,3,NA,1,0,727002,0,11,45,29205,2080,2,1,68534.3984375,NA,30,45,NA,NA,NA,NA,NA,0,3,45,NA,NA,1
1969,3,NA,NA,NA,1803173,0,6,19,NA,NA,2,NA,34312.62890625,NA,NA,19,NA,NA,NA,NA,NA,NA,3,19,NA,0,NA
1964,9,NA,0,1,8632171,1,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1966,3,NA,NA,NA,2392179,1,10,45,NA,NA,5,NA,45430,NA,NA,45,NA,NA,NA,NA,NA,NA,3,45,NA,0,NA
1955,1,5916001,1,0,5916003,1,8,13,NA,NA,6,NA,54386.19921875,NA,14,13,NA,31801,14252.0400390625,0,0,0,2,13,NA,NA,0
1949,5,NA,0,1,1225170,0,10,5,NA,NA,0,NA,7009.2001953125,NA,NA,5,NA,NA,NA,NA,NA,NA,4,5,NA,0,NA
1930,6,NA,1,0,6064180,0,9,42,NA,NA,2,NA,25330.470703125,NA,NA,42,NA,NA,NA,NA,NA,NA,3,42,NA,0,NA
1932,5,NA,0,1,2530002,0,8,48,1466.73999023438,153,5,0,89373.7890625,0,37,48,0,NA,NA,NA,NA,0,2,48,0,1,0
1944,3,NA,0,1,1878170,1,11,16,NA,NA,0,NA,70098.4921875,NA,NA,16,NA,NA,NA,NA,NA,NA,3,16,NA,0,NA
1921,5,NA,0,1,277177,1,8,34,NA,NA,4,NA,23364,NA,NA,34,NA,NA,NA,NA,NA,NA,2,34,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1926,6,NA,0,1,7057001,1,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1946,10,NA,1,0,5962171,1,11,32,NA,NA,1,1,36077.91015625,NA,NA,32,NA,NA,NA,NA,NA,NA,3,32,NA,0,NA
1948,11,NA,0,1,2620004,1,11,46,NA,76,0,0,19606.2890625,NA,20,46,NA,NA,4218.5,0,NA,0,4,46,NA,NA,0
1946,7,NA,0,1,2928001,1,NA,42,37642,2319,0,0,37642,1,24,42,0,NA,NA,NA,NA,0,3,42,0,1,0
1948,4,NA,0,1,673002,0,10,24,21676.599609375,2040,0,0,21676.599609375,1,22,24,0,NA,NA,NA,NA,0,2,24,0,1,0
1945,12,NA,NA,NA,6188188,1,10,23,NA,NA,4,NA,20793.9609375,NA,NA,23,NA,NA,NA,NA,NA,NA,3,23,NA,0,NA
1955,11,NA,0,1,821170,0,9,22,NA,NA,0,NA,97350,NA,NA,22,NA,NA,NA,NA,NA,NA,2,22,NA,0,NA
1945,10,NA,1,0,5706002,0,10,42,3764.19995117188,320,2,0,6360.2001953125,0,23,42,0,NA,19106.560546875,0,NA,0,3,42,0,1,0
1916,2,NA,1,0,6001002,0,5,4,16354.7998046875,1920,0,NA,35435.3984375,NA,46,4,NA,NA,NA,NA,NA,0,4,4,NA,NA,1
1956,12,NA,NA,NA,5023172,0,9,4,NA,NA,2,NA,26089.80078125,NA,NA,4,NA,NA,NA,NA,NA,NA,4,4,NA,0,NA
1924,3,NA,0,1,2888002,0,12,31,0,0,0,1,62174.19921875,NA,45,31,NA,NA,NA,NA,NA,0,1,31,NA,NA,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1968,7,NA,0,1,1854171,0,11,42,NA,NA,1,0,44216.37109375,NA,NA,42,NA,NA,NA,NA,NA,NA,3,42,NA,0,NA
1939,6,NA,1,0,8416002,0,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1925,3,NA,0,1,2253001,1,12,3,71390,2160,1,1,71948.140625,1,44,3,0,NA,NA,NA,NA,0,3,3,0,1,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,9,NA,0,0,7603001,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1954,7,NA,0,1,8206001,1,NA,29,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1965,6,NA,0,0,7445002,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1945,9,NA,0,0,9234001,0,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1945,7,NA,NA,NA,6569193,0,8,17,NA,NA,10,NA,31476.5,NA,NA,17,NA,NA,NA,NA,NA,NA,3,17,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1928,10,NA,0,1,1200001,1,9,21,103191,3060,3,1,111303.5,1,40,21,0,NA,NA,NA,NA,0,2,21,0,1,0
1946,7,NA,0,1,2003001,1,9,36,27517.599609375,1987,0,0,40426.2109375,1,22,36,0,NA,NA,NA,NA,0,4,36,0,1,0
1963,5,NA,0,0,8862001,1,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1958,8,NA,0,1,6348171,1,12,24,NA,NA,6,NA,79827,NA,NA,24,NA,NA,NA,NA,NA,NA,2,24,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960,NA,NA,NA,NA,2260170,1,10,14,NA,NA,4,NA,38291,NA,NA,14,NA,NA,NA,NA,NA,NA,2,14,NA,0,NA
1955,3,1010001,0,1,1010003,0,12,4,NA,NA,1,NA,97350,NA,14,4,NA,90860,0,0,0,0,4,4,NA,NA,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,1,50001,0,1,50004,1,10,12,NA,NA,3,NA,87744.796875,NA,6,12,NA,45430,42185,0,0,0,2,12,NA,NA,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1937,2,NA,0,1,7314001,1,NA,42,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1944,3,NA,1,0,5333172,1,9,45,NA,NA,2,NA,39589,NA,NA,45,NA,NA,NA,NA,NA,NA,3,45,NA,0,NA
1963,2,NA,NA,NA,6209185,1,6,19,NA,NA,3,NA,64900,NA,NA,19,NA,NA,NA,NA,NA,NA,3,19,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1945,6,NA,1,0,5573171,1,9,39,19470,1760,0,1,40302.8984375,1,23,39,0,NA,NA,NA,NA,0,3,39,0,1,0
1961,1,NA,1,0,6188183,1,10,23,NA,NA,4,NA,20793.9609375,NA,NA,23,NA,NA,NA,NA,NA,NA,3,23,NA,0,NA
1947,12,NA,0,1,18173,0,9,4,NA,NA,3,NA,81125,NA,NA,4,NA,NA,NA,NA,NA,NA,4,4,NA,0,NA
1961,6,6590001,1,0,6590007,0,8,23,NA,NA,8,0,14180.650390625,NA,8,23,NA,14180.650390625,0,0,0,0,3,23,NA,NA,0
1957,5,NA,0,1,2615008,1,9,46,NA,NA,3,0,172608.046875,NA,12,46,NA,NA,103.839996337891,0,NA,0,4,46,NA,NA,0
1947,4,NA,0,1,6467001,1,12,32,25960,2346,0,1,91379.203125,1,22,32,0,NA,NA,NA,NA,0,3,32,0,1,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1942,2,NA,0,1,9194001,1,NA,9,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1969,3,8357001,0,0,8357021,0,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1967,1,122001,0,1,122004,1,11,34,NA,NA,3,NA,62278.0390625,NA,3,34,NA,43612.80078125,16082.2197265625,0,0,0,2,34,NA,NA,0
1945,1,NA,1,0,5375001,1,9,34,36993,2362,1,1,43483,1,25,34,0,NA,NA,NA,NA,0,2,34,0,1,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966,1,NA,1,0,5613185,0,6,32,NA,NA,9,NA,14148.2001953125,NA,NA,32,NA,NA,NA,NA,NA,NA,3,32,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1948,11,6840001,1,0,6840003,0,7,39,NA,NA,1,0,8956.2001953125,NA,20,39,NA,8437,519.200012207031,0,0,0,3,39,NA,NA,0
1946,7,NA,1,0,2191003,1,8,32,NA,NA,7,NA,47377,NA,22,32,NA,NA,4543,0,NA,0,3,32,NA,NA,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1933,8,388001,0,1,75002,0,11,18,0,0,3,NA,48538.7109375,NA,35,18,NA,40887,0,0,0,0,1,18,NA,NA,1
1958,4,NA,0,0,6278172,1,10,2,NA,NA,5,NA,53347.80078125,NA,NA,2,NA,NA,NA,NA,NA,NA,4,2,NA,0,NA
1968,6,NA,1,0,5055030,1,8,21,NA,NA,6,0,49960.01953125,NA,1,21,NA,NA,0,0,NA,0,2,21,NA,NA,0
1967,1,NA,0,1,7474170,0,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961,12,5175001,0,1,5175007,1,4,47,NA,NA,2,NA,25908.080078125,NA,7,47,NA,1622.5,0,0,0,0,3,47,NA,NA,0
1962,3,NA,NA,NA,1222175,1,7,26,NA,NA,4,NA,30107.109375,NA,NA,26,NA,NA,NA,NA,NA,NA,2,26,NA,0,NA
1949,12,1282001,0,1,1282004,0,10,31,NA,280,1,NA,89562,NA,19,31,NA,71390,6490,0,0,0,1,31,NA,NA,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962,9,NA,0,1,8503001,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1926,4,NA,0,1,6392001,1,10,2,19470,732,4,1,26349.400390625,1,43,2,0,NA,NA,NA,NA,0,4,2,0,1,0
1953,10,NA,0,1,7432001,1,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1962,3,280001,0,1,280004,1,7,16,NA,NA,3,NA,64251,NA,7,16,NA,57112,0,0,0,0,3,16,NA,NA,0
1964,5,377001,0,0,377004,0,10,4,NA,NA,2,NA,100270.5,NA,5,4,NA,90860,9086,0,0,0,4,4,NA,NA,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1950,2,NA,NA,NA,5718173,0,7,21,NA,NA,4,1,22948.640625,NA,NA,21,NA,NA,NA,NA,NA,NA,2,21,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965,11,NA,0,1,1346170,1,12,12,NA,NA,0,NA,169713.5,NA,NA,12,NA,NA,NA,NA,NA,NA,2,12,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1930,7,NA,0,1,8121001,1,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1928,5,NA,0,1,8790001,0,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1960,8,NA,0,1,2030179,0,13,48,NA,NA,4,NA,134219.6875,NA,NA,48,NA,NA,NA,NA,NA,NA,2,48,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1967,10,5171001,1,0,5171008,0,6,32,NA,NA,6,0,43483,NA,1,32,NA,19470,23364,0,0,0,3,32,NA,NA,0
1965,9,NA,1,0,6616185,0,1,23,NA,NA,5,NA,33099,NA,NA,23,NA,NA,NA,NA,NA,NA,3,23,NA,0,NA
1957,12,2771001,0,1,2771007,1,12,34,NA,NA,4,NA,528675.375,NA,11,34,NA,519200,0,0,0,0,2,34,NA,NA,0
1967,6,782001,0,1,782003,0,11,31,NA,NA,1,NA,79178,NA,2,31,NA,77880,0,0,0,0,1,31,NA,NA,0
1958,10,NA,0,1,7327002,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1944,5,NA,1,0,5534001,1,6,32,29023.279296875,2340,4,1,29023.279296875,1,24,32,0,NA,NA,NA,NA,0,3,32,0,1,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1945,5,NA,0,1,5173001,1,10,47,5516.5,680,2,1,13985.9501953125,0,23,47,903,NA,NA,NA,NA,0,3,47,1,1,0
1949,2,1513001,0,1,1513004,0,12,34,NA,NA,0,NA,202488,NA,21,34,NA,147323,22715,0,0,0,2,34,NA,NA,0
1969,NA,NA,0,1,5289173,0,12,32,NA,NA,2,NA,29205,NA,NA,32,NA,NA,NA,NA,NA,NA,3,32,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963,1,NA,0,1,6343002,0,11,37,NA,NA,2,NA,13512.1796875,NA,6,37,NA,NA,0,0,NA,0,1,37,NA,NA,0
1944,12,NA,0,1,3353005,0,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1964,6,NA,1,0,5645003,1,6,37,NA,NA,2,0,17289.359375,NA,4,37,NA,NA,0,0,NA,0,1,37,NA,NA,0
1940,8,NA,0,1,1480001,1,9,3,34072.5,1930,1,1,41211.5,1,28,3,0,NA,NA,NA,NA,0,3,3,0,1,0
1955,11,NA,0,1,1401173,0,13,46,NA,NA,0,NA,92158,NA,NA,46,NA,NA,NA,NA,NA,NA,4,46,NA,0,NA
1925,8,NA,0,1,7985001,1,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1963,10,NA,1,0,5037176,0,10,34,NA,NA,6,NA,25194.1796875,NA,NA,34,NA,NA,NA,NA,NA,NA,2,34,NA,0,NA
1967,7,NA,1,0,6121170,0,7,10,NA,NA,8,0,43664.71875,NA,NA,10,NA,NA,NA,NA,NA,NA,3,10,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1951,8,NA,0,1,5268002,0,8,2,NA,NA,2,NA,9735,NA,17,2,NA,NA,0,0,NA,0,4,2,NA,NA,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1958,1,NA,0,1,1758170,0,9,21,NA,NA,4,NA,54256.3984375,NA,NA,21,NA,NA,NA,NA,NA,NA,2,21,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1959,3,NA,0,1,2119173,0,7,24,NA,NA,4,NA,123556.6171875,NA,NA,24,NA,NA,NA,NA,NA,NA,2,24,NA,0,NA
1918,11,NA,0,1,126176,0,7,34,NA,NA,1,NA,59720.98046875,NA,NA,34,NA,NA,NA,NA,NA,NA,2,34,NA,0,NA
1943,4,NA,0,0,8257001,0,NA,31,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965,3,NA,0,0,7766002,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
