"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","birthstate","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","hhdens","inc_wcomp","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_ch","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","study","works","head","wife"
"36458",0,0,1,12,3,10,1955,14,1454,26,29640,3898,2,1,74470.5,4,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,0,1,NA,1
"36463",0,0,1,12,8,9,1952,37,0,29,0,2775,0,NA,74527.3125,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,0,NA,1
"36464",0,0,1,16,9,11,1955,12,2020,26,33592,1011,0,NA,63269.05078125,8,0.5,NA,NA,NA,NA,NA,NA,NA,NA,12,14,49400,49400,0,0,0,2,12,0,1,NA,1
"36470",0,0,1,11,6,11,1938,NA,231,43,3359.19995117188,793,1,1,46831.19921875,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,0,1,NA,1
"36471",1,0,1,12,8,10,1935,NA,3120,46,27935.69921875,2537,2,1,48165,25,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"36474",0,0,1,16,3,13,1954,1,1500,28,32974.5,2730,0,0,33209.1484375,5,0.300000011920929,0,0,0,0,0,0,0,0,12,12,33023.8984375,0,0,0,0,3,1,0,1,1,0
"36475",1,0,1,1,5,11,1948,NA,NA,34,NA,5233,0,0,90155,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,12,12,81510,0,0,0,1,1,20,NA,NA,NA,0
"36477",0,0,1,12,4,12,1947,NA,0,35,0,4038,2,NA,66492.3984375,6,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,0,0,NA,1
"36478",1,0,1,12,8,9,1953,37,692,28,7163,295,0,1,19982.30078125,2,0.400000005960464,0,12374.7001953125,12927.98046875,0,0,224,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"36489",1,0,1,14,7,9,1950,NA,1928,31,28158,5056,1,1,43472,7,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,0,1,1,0
"36490",0,0,1,12,5,9,1954,3,1280,27,5928,4528,2,NA,56792.7109375,9,1,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,29640,0,NA,0,3,3,0,0,NA,1
"36506",1,0,1,14,3,13,1953,14,1993,29,69160,1669,2,1,69456.3984375,5,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,0,1,1,0
"36513",0,0,1,17,7,10,1951,5,665,30,16672.5,1140,1,1,29022.5,7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,12,12,21491.470703125,0,0,0,0,4,5,0,1,NA,1
"36526",0,0,1,12,2,9,1931,NA,2020,51,20130.5,1704,0,1,58909.5,15,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,26,0,1,NA,1
"36544",1,0,1,13,6,12,1934,NA,480,47,3952,207,0,1,62985,28,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,0,0,1,0
"36580",1,1,0,13,2,10,1951,16,1040,30,NA,4325,0,0,36896.859375,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,20886.3203125,0,NA,0,3,16,0,1,NA,0
"36600",1,1,0,3,8,2,1921,NA,NA,51,0,2056,1,0,32633.640625,NA,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,NA,0,3,41,0,0,NA,0
"36617",0,0,1,8,11,6,1931,NA,0,50,0,3699,0,1,29640,5,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,23,0,0,NA,1
"36619",1,0,1,12,6,11,1948,NA,3036,33,56810,6543,0,1,74198.796875,15,0.300000011920929,988,0,988,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,0,1,1,0
"36674",1,0,1,12,2,11,1934,NA,2750,49,61750,3426,2,1,70395,24,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,0,1,1,0
"36677",0,0,1,12,11,10,1929,NA,0,52,0,4091,1,1,40755,3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,0,NA,1
"36686",1,0,1,9,6,9,1943,NA,1976,38,41249,379,2,1,56069,14,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"36705",0,0,1,9,10,10,1940,NA,250,37,8645,6239,1,1,8645,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,0,0,NA,1
"36737",0,0,1,13,3,10,1937,NA,1204,44,12350,2679,0,NA,67702.703125,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,0,NA,1
"36747",1,0,1,16,1,9,1954,24,2277,28,91390,712,0,1,102752,7,0.300000011920929,0,0,0,0,0,0,0,0,12,10,0,35404.98046875,0,0,0,3,1,0,1,1,0
"36750",0,0,1,14,2,11,1936,NA,1920,46,79040,467,0,1,165490,9,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,0,1,NA,1
"36758",1,0,1,14,11,8,1947,NA,2147,34,31433.220703125,2943,2,1,35634.69140625,10,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,6,NA,0,1,1,0
"36797",1,0,1,13,5,11,1937,NA,2450,45,98800,5852,2,1,106210,18,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"36814",0,0,1,12,10,8,1922,NA,0,59,0,2069,0,1,20199.66015625,30,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,39,0,0,NA,1
"36829",0,0,0,8,2,7,1952,4,0,30,0,5317,3,0,21518.640625,12,1.29999995231628,0,0,19147.439453125,0,0,540,0,7212,8,8,14820,11115,0,0,0,4,4,0,0,1,0
"36854",1,0,1,14,11,8,1952,37,2419,29,45077.5,2934,0,0,45942,5,0.5,0,0,0,0,0,0,0,0,8,8,NA,0,0,0,0,1,37,0,1,1,0
"36857",1,1,0,11,3,7,1927,NA,0,55,0,367,0,1,26799.5,34,0.699999988079071,0,0,1264.64001464844,0,0,512,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,0,1,0
"36885",1,0,0,14,6,9,1948,NA,1250,33,74100,5646,0,0,74100,9,0.5,0,0,0,0,0,0,0,0,12,7,48165,0,0,0,0,4,27,0,1,1,0
"36894",1,0,1,8,7,10,1925,NA,2232,56,73112,5115,2,1,78299,28,0.699999988079071,0,2223,2223,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"36978",1,0,1,14,8,11,1946,NA,1708,35,98800,1791,0,0,127617.4921875,12,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,0,1,1,0
"37023",0,0,1,5,6,3,1926,NA,0,54,0,1918,0,NA,25114.9609375,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,0,0,NA,1
"37037",0,0,1,12,11,12,1938,NA,0,43,0,3196,1,1,64220,19,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,15,0,0,NA,1
"37045",0,0,1,17,3,10,1955,5,2040,27,34580,1139,0,1,64625.078125,4,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,5,0,1,NA,1
"37059",0,0,1,14,2,11,1941,NA,0,42,0,4219,2,1,108778.796875,15,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,0,0,NA,1
"37060",0,0,1,15,11,12,1940,NA,1500,41,22230,2028,0,1,96330,12,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,40,1,0,NA,1
"37145",1,0,1,12,8,9,1948,NA,2104,34,48335.4296875,4430,2,1,82747.46875,10,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,1,1,0
"37156",0,NA,NA,12,9,11,1944,NA,3470,38,19105.44921875,1399,1,NA,75582,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,0,1,NA,1
"37160",0,1,0,7,11,7,1932,NA,696,49,3705,1222,1,1,31863,15,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,0,1,NA,1
"37163",0,0,1,12,7,13,1951,29,2033,30,29640,358,1,1,46090.19921875,5,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,0,1,NA,1
"37170",0,0,1,14,6,13,1923,NA,0,58,0,1037,0,1,52265.19921875,9,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,0,0,NA,1
"37171",0,NA,NA,10,4,6,1956,4,2072,26,34580,5322,2,NA,81510,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"37208",1,0,1,17,10,12,1949,NA,630,32,5434,769,0,1,15682.0302734375,11,0.699999988079071,0,0,98.8000030517578,0,0,40,0,0,16,NA,NA,6175,0,NA,0,2,40,0,1,1,0
"37216",1,0,1,16,7,10,1955,32,2552,26,42632.19921875,4462,0,1,68715.3984375,3,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,0,1,1,0
"37217",1,0,1,16,6,10,1950,NA,2000,31,197600,5254,2,1,206492,3,0.5,0,0,0,0,0,0,0,0,12,NA,NA,59280,0,NA,0,1,37,0,1,1,0
"37218",0,0,1,12,8,9,1953,14,0,28,0,2919,2,1,50659.69921875,4,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,0,0,NA,1
"37222",1,0,1,13,11,11,1932,NA,2213,49,24344.3203125,268,0,1,92872,25,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,0,1,1,0
"37228",1,0,1,16,5,11,1948,NA,498,33,12103,2492,0,0,20007,10,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,1,1,0
"37234",1,0,1,12,12,10,1951,39,2988,30,8630.1796875,5135,1,1,36795.58984375,6,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,39,0,1,1,0
"37254",0,0,1,11,10,9,1934,NA,1400,47,14820,3046,0,1,39841.1015625,3,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,0,1,NA,1
"37256",1,NA,NA,16,8,10,1946,NA,1440,35,NA,4785,0,NA,88015.9765625,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,0,1,NA,0
"37275",0,0,1,12,10,10,1930,NA,0,51,0,6149,0,1,48906,3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,0,0,NA,1
"37284",0,0,1,13,7,11,1941,NA,470,40,6916,5589,1,1,72766.203125,3,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,0,1,NA,1
"37287",1,0,0,16,10,12,1943,NA,2267,38,67468.046875,4886,2,1,79879.796875,13,1,0,0,9484.7998046875,9484.7998046875,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"37294",0,NA,NA,12,2,13,1941,NA,1960,41,39520,1835,0,NA,74100,17,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,0,1,NA,1
"37297",0,0,1,14,12,7,1954,21,1570,27,32110,3712,2,1,82910.4921875,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,0,1,NA,1
"37318",1,0,1,17,12,11,1946,NA,2928,35,70469.1015625,293,2,1,121030,11,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"37334",0,0,1,13,6,11,1952,45,18,29,39.5200004577637,5864,3,1,61789.51953125,3,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,0,0,NA,1
"37339",0,0,1,14,1,10,1940,NA,865,41,39520,3235,2,1,145977,12,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,0,1,NA,1
"37362",1,0,1,11,4,8,1934,NA,2000,47,69950.3984375,1553,2,1,70938.3984375,23,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,0,1,1,0
"37370",0,0,1,13,5,11,1947,NA,1877,34,30134,201,0,0,81181.4921875,10,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,0,1,1,0
"37431",0,0,0,12,8,7,1956,4,1920,25,17290,3382,1,1,72124,6,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,8,8,14820,11115,0,0,0,4,4,0,1,NA,1
"37455",1,0,1,16,11,12,1947,NA,1920,34,43486.8203125,4427,3,1,47191.8203125,10,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"37461",1,0,1,11,10,10,1949,NA,1517,32,28405,1335,3,1,42753.23046875,12,0.800000011920929,7521.14990234375,0,12619.23046875,0,0,0,0,2064,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"37482",0,0,1,12,8,12,1921,NA,0,60,0,2597,0,1,41990,25,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,0,0,NA,1
"37517",0,0,1,10,9,6,1954,37,0,27,0,3603,4,1,49822.37109375,3,1,NA,NA,NA,NA,NA,NA,NA,NA,11,12,34382.3984375,20397.259765625,0,0,0,1,37,0,0,NA,1
"37520",1,0,1,14,3,10,1928,NA,2150,54,51870,5064,0,1,60601.44921875,28,0.5,0,1815.44995117188,1815.44995117188,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,0,1,1,0
"37563",0,0,1,12,7,9,1955,26,147,27,2042.68994140625,2177,2,1,12587.1201171875,3,1,NA,NA,NA,NA,NA,NA,NA,NA,8,12,66690,0,0,0,0,2,26,0,1,NA,1
"37581",1,0,1,16,10,9,1948,NA,2755,33,61256,2420,0,1,95712.5,10,0.300000011920929,0,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,1,6,0,1,1,0
"37587",0,0,1,12,7,10,1957,42,1823,25,26182,2167,0,0,43472,4,0.5,0,0,0,0,0,0,0,0,16,16,503.880004882812,0,0,0,0,3,42,0,1,1,0
"37592",1,0,1,12,11,8,1953,13,1704,28,34827,3051,2,1,36457.19921875,5,0.800000011920929,1630.19995117188,0,1630.19995117188,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"37631",0,0,1,13,NA,9,NA,NA,1976,44,55575,3165,0,NA,127946,22,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,0,1,NA,1
"37634",0,0,1,16,10,11,1953,46,826,28,5928,3521,0,0,19513,4,0.699999988079071,0,0,0,0,0,0,0,0,14,16,108680,20995,0,0,0,5,51,0,1,1,0
"37650",1,0,1,12,9,10,1923,NA,1960,58,39520,2843,1,1,79040,31,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"37671",1,0,1,11,5,5,1923,NA,2406,58,42731,351,0,1,43719,35,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,5,0,1,1,0
"37684",1,0,1,7,8,10,1928,NA,0,53,0,3143,0,1,35049.30078125,29,0.800000011920929,0,0,16894.80078125,16894.80078125,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,0,1,0
"37762",1,0,1,14,5,8,1948,NA,2178,33,49400,3442,2,1,50635,9,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,27,0,1,1,0
"37769",1,0,1,14,1,10,1942,NA,2400,40,217.360000610352,4991,2,1,44837.91015625,16,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,0,1,1,0
"37783",1,0,1,16,1,12,1949,NA,2304,33,101270,5003,2,1,123253,10,0.5,0,4693,4693,0,0,0,0,0,12,14,35074,37050,0,0,0,2,12,0,1,1,0
"37809",0,NA,NA,12,2,9,1955,14,735,27,3705,3591,3,NA,31369,2,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,0,1,NA,1
"37811",1,0,1,12,3,11,1937,NA,1510,45,65949,1040,2,1,127328.5,20,1.29999995231628,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,0,1,1,0
"37833",0,0,1,16,3,12,1953,40,205,29,4940,3677,0,1,43538.69140625,2,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,12,12,44460,49400,0,0,0,6,NA,0,1,NA,1
"37885",1,0,1,12,6,11,1943,NA,2156,38,49400,5801,1,1,85832.5,14,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,1,1,0
"37888",1,0,1,12,1,10,1943,NA,2450,39,74710.09375,4025,2,1,132206.75,15,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,0,1,1,0
"37891",1,0,1,8,NA,8,NA,NA,1280,32,NA,179,1,NA,42385.19921875,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,19,0,1,0,0
"37901",1,0,1,14,12,13,1944,NA,2013,37,32357,5490,3,1,131157,6,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"37910",1,0,1,14,9,10,1947,NA,2394,35,88179,5814,2,1,89167,10,0.699999988079071,0,0,0,0,0,0,0,0,12,NA,NA,20254,0,NA,0,1,31,0,1,1,0
"37912",0,0,1,12,12,10,1945,NA,0,36,0,4634,3,1,94477.5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,39,0,0,NA,1
"37934",1,0,1,12,4,9,1922,NA,0,59,0,1707,0,1,62231.6484375,35,1,0,0,14997.83984375,14997.83984375,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,0,0,1,0
"37935",1,0,1,7,5,9,1934,NA,1470,47,23539.099609375,4254,1,1,43669.6015625,23,0.600000023841858,0,0,805.219970703125,0,0,326,0,0,NA,NA,NA,NA,NA,NA,0,4,36,0,1,1,0
"37953",0,0,1,17,10,11,1949,NA,1770,32,17290,1829,2,0,27664,10,0.600000023841858,0,0,358.149993896484,0,0,145,2964,0,16,NA,NA,864.5,0,NA,0,2,26,0,0,1,0
"37957",1,0,1,12,4,11,1948,NA,2600,34,14820,3275,0,0,14820,8,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,0,1,1,0
"37960",1,0,0,12,1,10,1950,NA,1495,30,NA,4346,0,1,56069,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,0,1,0,0
"37977",1,0,1,14,12,10,1947,NA,1944,34,55328,3462,3,1,56686.5,10,0.600000023841858,0,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,2,22,0,1,1,0
"37985",0,0,1,17,12,8,1955,20,760,26,27170,5813,1,1,91439.3984375,3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"37993",1,0,1,13,8,11,1924,NA,3000,57,96330,5262,0,1,141037,33,0.300000011920929,0,0,0,0,0,0,0,0,9,NA,NA,0,0,NA,0,1,20,0,1,1,0
"38005",0,0,1,12,3,11,1957,41,0,25,0,465,3,1,2.47000002861023,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,0,0,NA,1
"38012",1,0,1,12,11,11,1932,NA,2520,49,123796.3984375,5916,0,1,149459.703125,25,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"38079",0,0,1,12,11,12,1931,NA,2151,50,37544,4980,1,0,44707,15,0.300000011920929,0,0,0,0,0,0,6422,0,NA,NA,NA,NA,NA,NA,0,3,16,0,1,1,0
"38085",0,0,1,17,3,11,1953,37,154,28,5335.2001953125,314,1,1,74319.828125,5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"38116",1,0,1,14,7,7,1941,NA,2450,40,35568,3743,0,1,73850.53125,16,0.800000011920929,0,145.729995727539,145.729995727539,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"38140",1,0,1,12,10,11,1951,3,1960,30,33295.6015625,4526,2,1,61750,6,0.699999988079071,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,3,3,0,1,1,0
"38142",0,0,1,12,2,11,1927,NA,0,55,0,5723,0,1,75488.140625,6,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,0,0,NA,1
"38145",0,NA,NA,10,NA,9,NA,NA,1960,38,19760,1452,1,NA,54093,2,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,0,1,NA,1
"38172",1,0,1,16,9,10,1943,NA,2383,38,185250,3975,2,1,222858.21875,14,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"38188",0,0,1,16,10,11,1931,NA,2058,50,20501,729,1,1,108309.5,14,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"38206",1,0,1,12,4,8,1945,NA,2925,37,20278.69921875,4540,3,1,62244,13,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,0,1,1,0
"38229",0,0,1,8,7,6,1931,NA,1680,50,23119.19921875,5426,0,0,23119.19921875,5,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,1,1,0
"38240",0,0,1,12,7,11,1942,NA,0,39,0,6189,1,1,14474.2001953125,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,0,0,NA,1
"38258",1,0,1,16,9,9,1946,NA,2460,35,100035,3299,1,1,130169,8,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"38263",0,0,1,17,6,10,1952,34,1440,29,39520,4012,1,1,72000.5,5,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,12,12,98182.5,0,0,0,0,2,34,0,1,NA,1
"38285",0,NA,NA,12,NA,10,NA,NA,1000,38,NA,5944,0,NA,124534.9296875,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,1,1,NA,0
"38296",0,0,1,10,9,11,1935,NA,1607,46,15153.4501953125,3050,0,0,64553.44921875,5,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"38303",0,NA,NA,12,1,8,1953,37,0,28,0,607,0,NA,48165,5,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,0,NA,1
"38312",1,0,1,9,4,9,1938,NA,2550,44,79040,5395,1,1,125241.3515625,20,0.5,0,1444.94995117188,1444.94995117188,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"38315",1,0,1,14,12,12,1927,NA,2450,53,118560,3486,0,1,167960,31,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,1,1,0
"38380",0,0,1,14,6,11,1934,NA,2452,47,29286.7890625,268,0,1,92872,20,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,0,1,NA,1
"38383",0,0,1,12,10,6,1928,NA,0,53,0,3122,0,1,43037.28125,2,0.800000011920929,0,0,0,0,0,0,0,0,3,NA,NA,0,0,NA,0,3,16,0,0,1,0
"38385",1,0,1,7,10,12,1935,NA,0,45,0,4770,2,1,40609.26953125,22,0.699999988079071,0,0,36459.671875,36459.671875,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,0,1,0
"38390",0,0,1,12,1,11,1954,42,0,28,0,5477,3,1,70725.9765625,1,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,0,0,NA,1
"38392",0,0,1,12,7,12,1925,NA,0,57,0,5870,0,1,105469,3,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,0,0,NA,1
"38407",0,NA,NA,12,NA,9,NA,NA,650,27,NA,6064,0,NA,67678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,1,1,NA,0
"38408",1,1,0,12,6,4,1951,10,2000,30,37050,6298,2,1,56810,6,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,10,0,1,1,0
"38417",0,0,1,12,12,11,1928,NA,1537,52,20501,2846,0,NA,73680.1015625,28,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"38458",1,0,1,12,5,7,1948,NA,2430,33,74100,3211,2,1,81510,10,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,23,0,1,1,0
"38463",1,0,1,15,4,13,1949,NA,2232,32,66690,1232,0,1,107889.6015625,9,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,48,0,1,1,0
"38538",0,0,1,12,12,10,1954,37,560,27,1729,1335,3,1,42753.23046875,3,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,12,12,49400,2143.9599609375,0,0,0,1,37,0,0,NA,1
"38546",0,0,1,17,9,12,1954,36,3300,27,42402.48828125,1902,0,1,70560.4921875,9,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,0,1,NA,1
"38570",0,0,1,14,9,13,1948,NA,2227,33,98800,5490,3,1,131157,9,1,NA,NA,NA,NA,NA,NA,NA,NA,12,13,39520,0,0,0,0,4,4,0,1,NA,1
