"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","hhdens","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_al","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","med15","occ","study","works","head","wife"
"19190",0,0,1,12,9,11,1928,0,43,0,1628,1,1,116645,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"19207",0,0,1,13,2,10,1929,1470,43,17070,748,2,1,107011.828125,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"19215",1,0,0,12,4,9,1935,1960,37,51210,2915,1,1,90328.75,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,61,0,1,1,0
"19254",0,0,1,16,NA,12,NA,0,51,0,1536,0,NA,246946,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"19256",0,NA,NA,12,NA,8,NA,720,26,6828,346,1,NA,52348,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,NA,1
"19287",0,0,1,12,2,10,1928,2295,44,36985,3906,1,1,146802,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,10,NA,NA,NA,NA,NA,1
"19289",1,0,1,17,10,12,1919,2546,52,182080,2881,0,1,184925,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,6,NA,49,0,1,1,0
"19298",1,0,1,12,8,12,1932,2556,40,42675,1931,2,1,99575,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,61,0,1,1,0
"19304",1,0,1,12,NA,11,NA,2040,29,51210,4617,3,1,51210,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,61,0,1,1,0
"19339",0,0,1,14,3,12,1911,0,60,0,677,0,1,40535.55859375,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"19360",1,0,1,16,2,12,1925,2080,47,79660,114,1,1,86311.609375,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,NA,31,0,1,1,0
"19365",0,0,1,12,NA,8,NA,2160,27,34424.5,2832,0,0,34424.5,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,31,0,1,1,0
"19378",1,0,1,16,4,8,1945,1544,27,39830,4649,1,1,49446.1015625,0.600000023841858,9616.099609375,9616.099609375,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,31,0,1,1,0
"19383",1,0,1,12,NA,8,NA,NA,29,NA,975,4,NA,156702.59375,1.29999995231628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,0
"19403",0,0,1,12,8,7,1912,1248,59,6828,1712,0,NA,16933.439453125,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"19407",1,0,1,12,3,9,1925,2320,47,65435,4625,1,1,89105.3984375,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,55,0,1,1,0
"19413",1,0,1,17,10,13,1928,2695,44,153630,3677,2,1,156475,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,NA,61,0,1,1,0
"19414",0,1,0,12,12,5,1943,NA,27,NA,2607,2,NA,44097.5,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,40968,3129.5,0,0,0,3,8,NA,NA,NA,NA,NA,0
"19459",0,0,1,12,12,10,1929,0,42,0,4298,1,NA,91040,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,NA,1
"19462",0,0,1,10,3,11,1928,2080,44,31864,4729,1,1,126659.3984375,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,NA,NA,NA,NA,1
"19470",0,0,1,8,9,11,1915,1880,56,28797.08984375,2188,0,0,28853.990234375,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,83,0,1,1,0
"19531",1,0,1,16,12,10,1946,3060,25,50072,4355,2,1,50367.87890625,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,6,NA,91,0,1,1,0
"19532",0,0,1,12,1,8,1947,2000,25,23898,4731,0,NA,37696.25,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,3,39,NA,NA,NA,NA,NA,1
"19538",1,0,1,12,NA,11,NA,2477,31,35499.91015625,4113,3,1,56900,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,51,0,1,1,0
"19556",0,0,1,7,8,8,1929,0,42,0,3765,2,1,125453.1171875,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,NA,1
"19558",1,1,0,12,3,7,1938,2463,34,36694.80859375,2348,1,1,48512.94140625,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,23,NA,33,0,1,1,0
"19562",1,0,1,12,8,10,1928,1320,43,68280,748,2,1,107011.828125,0.800000011920929,7738.39990234375,13126.830078125,2389.80004882812,2998.6298828125,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,31,0,1,1,0
"19565",0,0,1,12,10,10,1945,2250,27,34140,2826,0,1,84212,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,NA,1
"19579",1,1,0,NA,NA,10,NA,1564,54,45520,4881,0,1,56900,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,30,0,1,1,0
"19619",1,0,1,8,10,8,1913,1880,58,69418,3374,0,1,80798,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,32,0,1,1,0
"19623",1,0,1,17,4,12,1932,2250,39,95023,2262,0,1,168816.609375,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,NA,31,0,1,1,0
"19670",0,1,0,9,6,7,1912,0,51,0,3348,2,1,26151.240234375,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,NA,NA,NA,NA,NA,1
"19680",0,0,1,12,12,6,1944,360,27,682.799987792969,1230,1,1,40842.8203125,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,NA,NA,1
"19704",1,0,1,17,11,11,1943,660,28,21940.640625,452,0,1,43858.51953125,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,NA,NA,1,0,1,0
"19743",1,0,1,17,10,9,1932,2620,39,56900,3536,3,1,78271.640625,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,87,0,1,1,0
"19769",1,0,1,16,8,8,1932,2625,40,18850.970703125,1749,3,1,111524,0.699999988079071,3414,3414,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,51,0,1,1,0
"19775",0,NA,NA,11,3,9,1914,3250,57,34413.12109375,1907,0,NA,89924.7578125,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"19785",0,0,1,16,12,12,1944,960,27,32905.26953125,2094,2,NA,97771.2734375,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"19837",1,0,1,13,NA,11,NA,1656,59,87057,539,0,1,87057,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,1,69,0,1,1,0
"19846",0,0,1,17,7,9,1945,2000,26,42675,1283,0,1,114653.5,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"19872",1,0,1,8,NA,11,NA,120,52,38970.80859375,1848,0,1,58459.05859375,0.400000005960464,9246.25,9246.25,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,0,0,1,0
"19898",1,0,1,12,12,9,1925,2240,46,39482.91015625,2812,0,1,68331.2109375,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,1,31,0,1,1,0
"19919",0,NA,NA,12,NA,12,NA,0,37,0,2940,2,NA,64097.8515625,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,NA,1
"19920",0,0,1,8,2,8,1917,0,55,0,911,1,1,14446.91015625,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"19928",0,0,1,12,5,12,1922,2096,49,31864,2841,0,0,59432.05078125,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,62,0,1,1,0
"19943",1,0,1,14,12,11,1941,1200,30,19015.98046875,2687,4,1,29309.189453125,0.899999976158142,6145.2001953125,6145.2001953125,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,61,0,1,1,0
"19946",1,0,1,17,5,12,1931,2940,40,142250,3105,3,1,142250,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,88,0,1,1,0
"19950",0,0,1,12,11,12,1935,2000,35,35095.921875,3806,1,NA,94567.796875,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,NA,NA,NA,NA,NA,1
"19958",0,0,1,12,1,11,1928,800,44,12518,4827,2,1,179348.796875,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,NA,NA,NA,NA,NA,1
"19973",0,0,1,12,4,9,1924,2000,47,9991.6396484375,2911,0,NA,74174.84375,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"19992",0,0,1,12,8,10,1940,4120,31,28450,1023,1,0,28450,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,44,0,1,1,0
"20001",0,0,1,12,4,12,1944,0,28,0,2852,2,NA,71807.796875,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,NA,NA,NA,NA,1
"20063",1,0,1,12,12,9,1942,2403,29,71125,1283,0,1,114653.5,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,81,0,1,1,0
"20121",0,0,1,16,3,10,1942,0,29,0,200,4,1,87830.84375,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"20194",0,0,1,12,4,9,1921,1840,51,NA,4488,2,NA,80012.78125,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,0
"20203",0,0,1,14,12,11,1933,320,38,11380,3769,2,1,105265,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,31,NA,NA,NA,NA,NA,1
"20230",1,1,0,12,6,8,1940,2631,31,49503,3785,2,1,49503,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,51,0,1,1,0
"20235",0,0,1,NA,NA,10,NA,2448,25,NA,4677,0,NA,218638.25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,0
"20264",1,0,1,15,9,12,1926,3168,45,210530,2151,0,1,250075.5,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,62,0,1,1,0
"20271",0,1,0,11,12,7,1939,390,32,1422.5,556,5,0,24313.369140625,1.5,0,25075.830078125,18691.650390625,0,384,0,738,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,0,0,1,0
"20290",0,0,1,13,2,8,1939,45,33,85.3499984741211,199,2,1,80137.9609375,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"20293",1,0,1,12,3,12,1947,1310,25,21530.9609375,2587,1,1,35994.94140625,1,4643.0400390625,4756.83984375,0,0,20,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,85,0,1,1,0
"20313",1,0,1,12,10,10,1937,2772,34,53406.33984375,1096,2,1,134853,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,2,NA,81,0,1,1,0
"20338",0,0,1,17,10,9,1928,0,45,0,2812,0,1,68331.2109375,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"20385",0,0,1,14,9,11,1945,0,25,0,2283,0,1,80086.75,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"20422",0,NA,NA,12,NA,10,NA,1650,32,14651.75,2116,3,NA,88195,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"20456",1,0,1,12,12,11,1942,2000,29,62988.30078125,2869,2,1,62988.30078125,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,3,40,0,1,1,0
"20497",0,0,1,12,1,9,1931,0,40,0,2093,2,1,126887,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"20499",1,0,1,17,8,12,1938,2100,34,68280,4030,2,1,119632.25,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,NA,32,0,1,1,0
"20504",1,0,1,14,NA,10,NA,3800,37,50641,2937,2,1,58094.8984375,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,2,2,91,0,1,1,0
"20534",0,0,1,14,5,11,1931,0,40,0,3123,1,1,85065.5,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"20566",0,0,1,12,8,12,1926,0,45,0,3314,2,1,127478.7578125,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,48,NA,NA,NA,NA,NA,1
"20567",1,0,1,10,1,13,1942,1765,30,10128.2001953125,1316,1,1,11766.919921875,0.5,0,3459.52001953125,0,0,608,0,0,NA,8,8449.650390625,12466.7900390625,0,0,0,2,26,NA,51,0,1,1,0
"20605",0,0,0,13,8,9,1946,316,25,1911.83996582031,2139,2,1,58811.83984375,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,NA,NA,NA,1
"20620",1,0,1,8,NA,9,NA,3373,36,11380,216,3,1,39261,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,NA,61,0,1,1,0
"20644",0,0,1,10,NA,10,NA,3000,49,38407.5,1148,3,NA,187041.6875,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,NA,1
"20695",1,0,1,12,1,12,1946,2118,26,42532.75,2118,1,1,42532.75,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,2,92,0,1,1,0
"20700",1,0,1,15,10,11,1946,NA,25,NA,2134,0,NA,316534.6875,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77042.6015625,0,NA,0,3,45,NA,NA,NA,NA,NA,0
"20708",0,0,1,13,1,11,1939,1232,33,18134.029296875,2539,1,0,38492.8515625,0.200000002980232,0,0,0,0,0,14225,0,NA,NA,NA,NA,NA,NA,0,3,19,NA,88,0,1,1,0
"20709",0,0,1,16,1,9,1947,880,25,30316.3203125,3211,1,1,77139.328125,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,NA,1
"20761",0,0,1,8,7,10,1939,735,33,11738.4697265625,1121,4,1,84001.46875,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,18,NA,NA,NA,NA,NA,1
"20763",1,0,1,9,10,10,1944,2032,27,39830,3882,3,1,39830,1.20000004768372,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,33,0,1,1,0
"20779",1,0,1,10,3,12,1913,1248,59,56900,2523,0,1,64012.5,0.300000011920929,4836.5,4836.5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,1,51,0,1,1,0
"20781",0,0,1,8,8,9,1912,0,59,0,2637,0,1,52689.3984375,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,NA,NA,NA,NA,1
"20788",1,0,1,12,4,9,1935,2232,37,65435,4116,3,1,69326.9609375,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,NA,91,0,1,1,0
"20801",1,0,1,11,11,10,1941,2000,30,47227,4326,2,1,55762,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,NA,81,0,1,1,0
"20829",0,0,1,12,6,11,1930,0,41,0,147,3,1,127740.5,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"20838",0,0,1,5,4,10,1923,0,48,0,1325,3,1,157425.234375,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,NA,NA,NA,NA,NA,1
"20858",1,0,1,12,6,8,1931,2236,40,62817.6015625,2383,3,1,125009.296875,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,83,0,1,1,0
"20952",1,0,1,NA,NA,11,NA,2000,28,NA,4034,1,NA,81936,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,NA,NA,0
"20955",1,1,0,9,1,9,1935,2032,37,34140,1986,1,1,34140,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,33,0,1,1,0
"20975",0,0,1,15,6,12,1931,1720,41,56900,1818,1,1,113800,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,NA,1
"21033",0,NA,NA,10,6,7,1935,0,37,0,5008,1,NA,68280,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,NA,NA,NA,NA,NA,1
"21077",1,0,1,8,3,8,1924,1980,49,55762,3907,0,1,102704.5,0.400000005960464,2788.10009765625,2788.10009765625,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,10,NA,49,0,1,1,0
"21084",1,0,1,15,2,13,1919,1520,54,56900,578,0,1,63113.48046875,0.400000005960464,6213.47998046875,6213.47998046875,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,0,1,1,0
"21097",0,0,1,12,8,11,1943,0,28,0,3883,4,1,85748.296875,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"21102",1,0,1,11,7,8,1917,3125,54,79660,1939,0,1,143388,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,1,33,0,1,1,0
"21175",0,0,1,17,10,13,1942,2140,29,62590,2297,0,0,62703.80078125,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,86,0,1,1,0
"21198",1,0,1,6,NA,9,NA,2500,27,32433,1433,1,1,66004,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,61,0,1,1,0
"21206",1,0,1,10,6,7,1946,2168,25,35278,2535,2,1,35278,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,51,0,1,1,0
"21229",0,NA,NA,5,NA,5,NA,0,49,0,2977,1,NA,66914.3984375,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,NA,1
"21259",0,0,1,12,7,11,1920,480,51,7966,1720,0,1,43562.640625,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"21288",1,0,0,17,6,13,1932,2064,39,110955,1911,2,1,113800,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,32,0,1,1,0
"21323",0,0,1,12,3,12,1921,0,51,0,4781,0,1,79091,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"21356",1,0,1,17,7,10,1929,2000,42,51779,2790,0,0,94567.796875,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,3,42,NA,87,0,1,1,0
"21385",0,0,1,14,2,11,1944,0,28,0,1210,2,1,96730,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"21387",1,0,1,NA,NA,9,NA,2080,27,NA,5025,0,NA,88308.796875,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,0,0
"21403",1,0,1,12,4,10,1930,2660,41,60399.3515625,2335,2,1,68388.109375,0.800000011920929,1024.19995117188,1024.19995117188,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,61,0,1,1,0
"21425",0,0,1,10,11,8,1918,0,53,0,4508,0,1,54737.80078125,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,NA,1
"21449",1,0,1,14,5,12,1938,2000,35,49787.5,5057,1,1,89617.5,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,NA,61,0,1,1,0
"21473",0,0,1,12,10,11,1941,225,30,2731.19995117188,2849,2,NA,87512.203125,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"21512",0,0,1,7,8,12,1916,2000,55,31295,4380,0,1,114369,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"21524",0,0,1,12,4,9,1922,1913,48,39175.6484375,1956,0,1,73315.6484375,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"21534",0,0,1,12,6,10,1930,2134,42,60883,5036,1,0,66686.796875,0.5,0,0,0,0,0,4267.5,0,NA,NA,NA,NA,NA,NA,0,4,36,NA,33,0,1,1,0
"21561",0,0,1,NA,NA,12,NA,NA,44,NA,4969,0,NA,90471,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,0
"21579",1,0,1,8,4,11,1927,1722,44,68280,1883,0,1,73401,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,NA,30,0,1,1,0
"21582",0,0,1,12,2,10,1912,1960,60,40399,2280,0,1,119251.0234375,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"21583",1,0,1,17,4,13,1946,1350,25,56900,1049,0,1,68564.5,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,2514.97998046875,0,NA,0,2,21,NA,32,0,1,1,0
"21606",0,0,1,12,12,10,1929,0,41,0,1745,3,1,119774.5,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,29,NA,NA,NA,NA,NA,1
"21609",1,0,1,12,11,12,1915,2216,56,59745,3764,1,1,75204.7265625,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,51,0,1,1,0
"21691",0,0,1,17,1,10,1940,195,33,5690,1750,3,1,139689.5,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"21733",0,0,1,12,8,10,1913,0,58,0,4323,0,1,145709.515625,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"21735",1,0,0,12,5,9,1943,1786,28,56900,4067,2,1,68280,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,10,NA,40,0,1,1,0
"21766",0,NA,NA,12,NA,9,NA,1750,32,40968,746,3,NA,118352,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"21804",0,1,0,5,4,5,1927,0,44,0,2360,1,1,38231.109375,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,NA,NA,NA,1
"21808",0,0,1,12,2,11,1934,0,38,0,932,2,0,25161.1796875,0.699999988079071,0,18333.1796875,8876.400390625,0,0,8535,1662,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,0,0,1,0
"21816",0,0,1,12,4,10,1948,2000,26,36985,1716,0,1,88195,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"21854",1,0,1,12,8,10,1935,2000,37,39830,1482,0,1,39830,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,15,NA,91,0,1,1,0
"21862",0,0,1,12,12,10,1917,1960,54,22031.6796875,5052,0,1,216789,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"21889",1,0,1,4,NA,9,NA,1213,33,23329,2035,3,1,23329,1,0,671.419982910156,0,0,118,0,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,11,0,1,1,0
"21892",0,0,1,12,1,11,1921,680,51,8324.4697265625,749,0,NA,118266.6484375,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"21898",1,0,1,14,3,10,1938,2400,34,79660,200,4,1,87830.84375,1.20000004768372,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,92,0,1,1,0
