"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","hhdens","inc_wcomp","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_ch","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","occ","study","works","head","wife"
"7224",1,0,1,16,11,8,1949,2800,29,35134.19921875,2527,1,1,58714.19921875,10,0.800000011920929,0,0,0,0,0,0,0,0,8,11,35370,1493.40002441406,0,0,0,3,9,92,0,1,1,0
"7228",0,0,1,12,2,9,1939,0,38,0,4442,1,NA,61779.6015625,4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,15,NA,NA,NA,NA,1
"7254",0,0,1,12,10,8,1931,210,46,4716,806,0,1,116328,5,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,1
"7282",1,0,1,10,12,8,1929,1560,48,NA,5733,1,NA,100973.4921875,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,0,0
"7283",1,0,1,12,12,10,1950,194,26,2554.5,2011,1,0,6170.10009765625,7,0.600000023841858,0,786,2554.5,0,0,450,0,0,12,10,15327,14148,0,0,0,2,14,NA,0,0,1,0
"7298",0,0,1,12,6,10,1928,480,48,3772.80004882812,1219,0,1,150165.296875,7,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,1
"7306",0,NA,NA,10,NA,10,NA,0,60,0,2062,0,NA,49989.6015625,16,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,1
"7333",1,0,1,10,6,8,1946,2016,30,35370,3031,3,1,41343.6015625,11,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,51,0,1,1,0
"7336",0,1,0,12,3,11,1939,1875,38,31440,5038,1,1,95813.3984375,13,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,1
"7347",0,0,1,16,5,10,1949,1487,28,47160,4640,0,1,83119.5,7,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,5,NA,NA,NA,NA,1
"7349",0,0,1,12,5,8,1932,0,45,0,1210,3,NA,71007.2421875,8,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,48,NA,NA,NA,NA,1
"7358",1,0,1,13,11,11,1948,2061,28,19650,4207,0,0,19650,6,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,5,61,0,1,1,0
"7363",0,0,1,12,4,10,1948,0,29,0,2010,2,NA,94320,4,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,1
"7372",0,0,1,12,3,12,1924,1470,53,15720,2511,0,1,94909.5,15,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,1
"7385",1,0,1,11,3,12,1925,1885,52,94320,3911,0,1,94320,34,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,30,0,1,1,0
"7403",1,0,1,6,10,9,1928,2688,49,113970,1729,0,1,121947.8984375,30,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,32,0,1,1,0
"7405",1,0,1,14,7,9,1946,1920,30,60915,696,0,0,79213.078125,9,0.200000002980232,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,84,0,1,1,0
"7428",0,NA,NA,10,NA,8,NA,0,48,0,5581,1,NA,25969.439453125,20,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,17,NA,NA,NA,NA,1
"7445",0,0,1,14,12,9,1947,200,29,2358,3908,3,NA,52269,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,1
"7465",0,0,1,NA,NA,13,NA,1680,41,NA,480,0,NA,28252.76953125,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,0,0,NA,0,3,32,NA,NA,NA,NA,0
"7479",1,1,0,8,7,8,1946,1920,25,NA,484,1,NA,105720.9296875,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,10139.400390625,0,NA,0,3,32,NA,NA,NA,NA,0
"7483",0,0,1,12,8,11,1933,0,43,0,4505,2,NA,63921.44921875,3,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,6,8,0,0,0,0,0,1,18,NA,NA,NA,NA,1
"7496",0,0,1,17,12,10,1949,0,27,0,4826,2,1,78993,1,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,6,5,31440,9825,0,0,0,1,31,NA,NA,NA,NA,1
"7543",0,0,1,17,2,12,1949,1360,28,39457.19921875,2022,0,0,40243.19921875,4,0.300000011920929,0,0,0,0,0,0,0,0,16,13,157200,0,0,0,0,2,34,87,0,1,1,0
"7555",1,0,1,10,8,9,1940,2064,36,27510,3030,2,1,37335,17,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,42,0,1,1,0
"7571",1,0,1,13,NA,8,NA,1972,50,47160,5860,2,1,72312,31,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,44,0,1,1,0
"7576",0,0,1,12,12,10,1945,2000,32,NA,2518,0,0,124659.6015625,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,0
"7585",1,0,1,14,9,10,1945,2055,31,50304,1762,1,1,50775.6015625,10,0.600000023841858,0,0,0,0,0,0,0,0,NA,14,39300,NA,NA,0,0,2,22,31,0,1,1,0
"7609",1,0,1,12,5,13,1918,2009,58,57240.44921875,201,0,1,58222.94921875,40,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,30,0,1,1,0
"7649",0,NA,NA,12,NA,10,NA,520,33,NA,5119,0,NA,115227.6015625,NA,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,NA,NA,NA,NA,0
"7650",1,0,1,12,9,9,1939,3250,37,74670,5534,1,1,103752,18,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,61,0,1,1,0
"7686",0,0,1,8,4,12,1951,2008,26,11868.599609375,1734,3,1,56474.1015625,7,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,7,4,19650,0,0,0,0,3,3,NA,NA,NA,NA,1
"7714",0,NA,NA,17,NA,11,NA,1528,26,39300,5364,0,NA,75298.796875,8,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,1
"7718",1,1,0,14,4,7,1949,2004,27,50472.98828125,3008,0,0,84534.296875,6,0.200000002980232,0,0,0,0,0,0,0,0,12,NA,NA,31440,0,NA,0,4,4,57,0,1,1,0
"7740",0,NA,NA,14,NA,13,NA,160,39,2358,4668,3,NA,238000.796875,14,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,NA,NA,NA,NA,1
"7744",1,0,1,8,3,11,1944,2000,33,41658,3085,2,1,65238,10,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,31,0,1,1,0
"7746",0,0,1,13,3,11,1934,1960,42,23580,1486,0,1,67989,24,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,1
"7796",0,0,1,11,5,10,1923,0,53,0,792,1,1,78600,10,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,1
"7798",1,0,1,16,3,9,1947,2300,30,66810,1973,1,1,67792.5,11,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,56,0,1,1,0
"7800",1,0,1,13,11,10,1945,2071,31,39618.328125,2836,2,1,40306.078125,12,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,42,0,1,1,0
"7827",1,0,1,8,4,10,1948,2870,29,21615,1176,2,1,21615,9,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,11,0,1,1,0
"7837",1,0,1,17,2,13,1949,1512,28,62880,5337,1,1,110040,6,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,85,0,1,1,0
"7850",1,0,1,3,NA,4,NA,2996,30,56356.19921875,2012,1,1,104105.703125,12,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,33,0,1,1,0
"7878",0,0,1,12,4,12,1945,1080,32,27510,3753,1,NA,50304,12,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,28,NA,NA,NA,NA,1
"7902",1,1,0,11,12,7,1947,2856,27,45195,205,3,1,45195,9,1.29999995231628,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,42,0,1,1,0
"7904",1,0,1,12,5,9,1942,2601,34,55806,2363,3,1,56081.1015625,15,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,48,31,0,1,1,0
"7919",1,0,1,12,8,13,1923,2000,53,NA,2095,4,NA,102966,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,0
"7935",0,0,1,12,3,10,1924,833,54,6739.9501953125,3333,0,1,35035.94921875,8,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,NA,NA,NA,1
"7974",1,0,1,12,5,10,1951,2146,25,42837,1862,1,1,45902.3984375,6,0.600000023841858,0,0,0,0,0,0,0,0,12,NA,NA,18372.75,0,NA,0,3,9,91,0,1,1,0
"7988",0,0,1,15,4,7,1949,800,27,33798,200,2,1,94123.5,8,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,12,12,57240.44921875,0,0,0,0,2,22,NA,NA,NA,NA,1
"7996",1,0,1,17,2,12,1951,3805,26,38219.25,5157,1,1,44409,7,0.800000011920929,0,0,0,0,0,0,0,0,12,13,138571.796875,14737.5,0,0,0,3,1,61,0,1,1,0
"8011",1,0,1,12,9,7,1925,1785,51,58950,2029,1,1,72508.5,32,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,85,0,1,1,0
"8035",1,0,1,12,5,12,1922,2070,54,47160,928,0,1,97857,34,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,40,85,0,1,1,0
"8037",0,0,1,14,10,9,1923,2392,54,NA,4657,0,NA,106896,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,5,NA,NA,NA,NA,0
"8088",0,0,1,14,4,10,1948,1880,28,31888.01953125,2883,2,1,85072.7109375,7,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,1
"8148",0,0,1,9,4,10,1920,169,60,2358,447,0,0,58557,7,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,NA,0,0,1,0
"8151",0,0,1,16,6,11,1934,1640,42,15720,1566,0,0,16309.5,17,0.5,0,589.5,589.5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,86,0,1,1,0
"8154",0,0,1,12,11,11,1931,812,45,5502,2509,2,NA,58557,17,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,NA,NA,NA,1
"8157",0,NA,NA,14,12,10,1932,1168,44,17685,3981,3,1,130083,NA,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,1
"8159",1,0,1,11,NA,11,NA,3855,30,26724,4071,2,1,27942.30078125,12,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,26,61,0,1,1,0
"8201",0,0,1,17,5,11,1948,1330,28,45588,4090,0,1,144624,5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,12,9,188640,0,0,0,0,1,37,NA,NA,NA,NA,1
"8214",0,0,1,12,1,9,1933,1275,44,27309.5703125,2839,1,1,102054.2421875,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,1
"8242",1,0,1,13,7,9,1947,880,30,31440,3526,1,1,47887.05078125,10,0.5,0,16447.05078125,17154.44921875,0,0,180,0,0,8,NA,NA,0,0,0,0,2,13,31,0,1,1,0
"8244",1,0,1,12,3,10,1952,1830,25,45312.8984375,569,1,1,58297.62109375,7,0.400000005960464,0,0,2483.76000976562,0,0,360,0,272,NA,NA,NA,NA,NA,NA,0,3,9,81,0,1,1,0
"8247",1,0,1,14,11,10,1942,2040,34,82530,1684,3,1,82530,15,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,56,0,1,1,0
"8303",0,0,1,16,12,12,1938,0,38,0,1013,3,1,184710,6,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,1
"8322",0,0,1,14,3,7,1933,780,44,13755,334,0,1,110904.6015625,8,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,1
"8345",0,0,1,14,9,11,1948,2056,28,39300,998,1,1,94320,7,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,12,12,68775,0,0,0,0,5,50,NA,NA,NA,NA,1
"8352",0,0,1,12,1,12,1922,0,55,0,814,0,1,51561.6015625,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,NA,1
"8364",0,NA,NA,13,NA,12,NA,520,25,5895,1943,0,NA,37335,5,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,1
"8370",0,0,1,12,NA,7,NA,0,28,0,1592,1,NA,83119.5,7,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,7467,0,NA,0,2,24,NA,NA,NA,NA,1
"8391",0,0,1,16,1,12,1948,120,29,3144,4878,3,1,62094,2,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,NA,NA,1
"8400",1,0,1,12,8,9,1922,2205,56,16124.7900390625,5541,0,1,23580,28,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,83,0,1,1,0
"8490",0,0,1,14,8,11,1950,2046,26,21717.1796875,2235,0,0,21760.41015625,8,0.300000011920929,0,0,0,0,0,0,0,0,12,12,3537,21222,0,0,0,4,4,31,0,1,1,0
"8493",0,0,1,11,4,9,1923,780,53,7860,4786,1,1,47946,18,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,1
"8509",0,0,1,12,11,10,1930,0,45,0,2929,2,1,108075,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,1
"8529",1,0,1,16,11,11,1937,3198,39,373350,3209,4,1,378459,15,0.800000011920929,0,0,0,0,0,0,4244.39990234375,0,NA,NA,NA,NA,NA,NA,0,3,19,86,0,1,1,0
"8535",0,0,1,16,1,12,1950,2000,27,55020,2327,0,1,155077.796875,5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,1
"8541",1,0,1,10,NA,12,NA,336,48,NA,1168,3,NA,50657.69921875,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,NA,NA,NA,0,0
"8551",0,0,1,16,7,11,1943,0,34,0,2846,3,1,165060,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,22,NA,NA,NA,NA,1
"8573",1,0,1,16,8,11,1947,2183,29,79386,1278,1,1,91686.8984375,10,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,31,0,1,1,0
"8580",1,0,1,17,9,9,1948,2574,28,28296,3351,0,0,28296,7,1,0,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,6,NA,92,0,1,1,0
"8591",1,0,1,17,11,12,1929,2340,47,53723.1015625,5297,1,1,110040,28,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,71,0,1,1,0
"8597",0,1,0,13,3,6,1938,2000,37,34214.578125,1985,1,0,61378.73828125,16,1,0,0,16977.599609375,16977.599609375,0,0,0,0,NA,NA,NA,NA,NA,0,0,3,10,61,0,1,1,0
"8645",0,0,1,2,12,8,1929,0,47,0,3760,3,1,26845.830078125,NA,1.29999995231628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,NA,NA,1
"8650",1,0,1,7,1,10,1928,2250,48,43230,4637,0,1,43230,29,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,69,0,1,1,0
"8704",0,0,1,12,2,10,1929,0,48,0,3737,0,1,78993,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,NA,1
"8738",1,0,1,12,10,12,1944,1628,33,55020,5314,1,1,70111.203125,13,0.5,0,0,0,0,0,0,0,0,9,NA,NA,3930,0,NA,0,1,37,86,0,1,1,0
"8770",0,0,1,8,8,7,1932,0,44,0,3552,1,0,6885.35986328125,NA,0.5,0,0,7309.7998046875,0,0,468,1414.80004882812,1392,NA,NA,NA,NA,NA,NA,0,4,4,NA,0,0,1,0
"8772",1,0,1,16,12,11,1918,2016,58,77814,1323,0,1,78207,39,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,87,0,1,1,0
"8774",0,0,1,13,5,10,1916,1728,59,51090,3904,0,0,57378,20,0.100000001490116,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,31,0,1,1,0
"8784",0,0,1,11,11,12,1938,1880,38,33271.37890625,5051,2,1,90496.109375,16,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,1
"8815",0,0,1,13,11,13,1932,510,43,19650,4713,0,0,23580,20,0.200000002980232,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,0,0,1,0
"8847",1,0,0,17,5,11,1943,1200,33,43230,655,1,1,93534,14,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,88,0,1,1,0
"8866",0,0,1,12,9,9,1945,0,31,0,2177,4,1,85508.9375,7,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,1
"8878",1,0,1,17,3,13,1947,1460,30,62880,2386,1,1,62880,9,0.400000005960464,0,0,0,0,0,0,0,0,NA,16,77224.5,NA,NA,0,0,1,31,92,0,1,1,0
"8892",0,0,1,14,9,NA,1949,NA,28,NA,2906,0,NA,78383.8515625,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,58753.5,0,NA,0,4,46,NA,NA,NA,NA,0
"8910",1,0,1,16,9,13,1932,2081,44,123795,700,0,1,155235,23,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,88,0,1,1,0
"8972",0,0,1,12,4,10,1935,1980,42,67989,3055,0,0,68134.40625,20,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,92,0,1,1,0
"8974",1,0,1,16,9,13,1928,2580,49,117900,2101,1,1,141971.25,25,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,87,0,1,1,0
"8975",0,0,1,16,1,10,1946,1954,31,58627.73828125,1183,0,0,63524.51953125,9,0.200000002980232,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,86,0,1,1,0
"8976",1,0,1,17,3,11,1949,2350,28,62667.78125,1331,2,1,84369.2421875,9,0.800000011920929,0,0,0,0,0,0,0,0,12,NA,NA,1182.93005371094,0,NA,0,6,NA,91,0,1,1,0
"8977",0,0,1,10,7,8,1932,1425,43,11790,4577,0,1,27274.19921875,6,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,1
"8979",1,0,1,16,2,12,1951,2150,26,66810,1655,2,1,66810,7,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,44,0,1,1,0
"8984",1,0,1,12,3,11,1922,2134,55,58950,2178,0,1,72154.796875,34,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,2,31,0,1,1,0
"8990",0,0,1,12,8,13,1932,0,45,0,2101,1,1,141971.25,6,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,1
"8993",0,0,1,17,6,12,1940,2470,36,55020,4532,0,0,55806,15,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,86,0,1,1,0
"9021",1,0,1,12,5,8,1930,2080,47,33994.5,2760,0,1,41209.98046875,28,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,81,0,1,1,0
"9053",0,0,1,12,3,10,1926,0,51,0,959,0,1,31440,1,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,1
"9102",0,NA,NA,9,NA,8,NA,700,35,6288,4589,3,NA,38514,16,1.39999997615814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,NA,NA,NA,NA,1
"9128",0,0,1,14,3,9,1947,750,30,9825,4604,1,1,68146.203125,9,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,1
"9158",1,0,1,17,12,13,1930,2500,46,94320,1267,2,1,103359,27,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,87,0,1,1,0
"9167",1,0,1,14,10,13,1946,2964,30,53055,3306,2,1,71919,11,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,32,0,1,1,0
"9171",0,1,0,14,6,9,1951,1952,25,19650,2383,1,0,62880,7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,NA,1
"9181",1,0,0,3,9,8,1922,96,54,589.5,3760,3,1,26845.830078125,33,1.29999995231628,0,0,13723.5595703125,0,0,1224,0,2268,NA,NA,NA,NA,NA,NA,0,3,9,NA,0,0,1,0
"9190",1,0,1,12,7,8,1943,1135,30,12969,1506,0,1,16113,14,0.5,0,3144,3144,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,51,0,1,1,0
"9195",1,0,1,12,11,11,1945,2058,31,51090,5330,3,1,60246.8984375,9,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,55,0,1,1,0
"9217",0,0,0,12,NA,10,NA,2500,29,NA,3200,0,NA,43512.9609375,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,0,0,NA,0,3,9,NA,NA,NA,NA,0
"9218",0,0,1,12,8,12,1935,1676,42,24366,3794,0,1,124974,9,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,10,NA,NA,NA,NA,1
"9251",0,0,1,12,4,8,1948,1960,29,28689,5775,0,0,28689,9,0.5,0,0,0,0,0,0,0,0,10,NA,NA,0,0,NA,0,4,4,61,0,1,1,0
"9271",0,0,1,12,10,8,1952,0,25,0,3916,1,1,55020,3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,0,0,NA,0,2,14,NA,NA,NA,NA,1
"9296",1,0,1,12,2,9,1948,2400,29,41265,326,2,1,53762.3984375,10,0.699999988079071,314.399993896484,0,314.399993896484,0,0,0,0,0,12,12,0,1572,0,0,0,2,21,86,0,1,1,0
"9371",0,0,1,17,6,11,1943,962,33,11790,567,3,1,122812.5,7,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,1
"9399",1,0,1,16,NA,10,NA,1400,25,NA,2154,0,NA,89171.703125,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,NA,NA,NA,0
"9426",0,0,1,14,11,8,1950,1760,25,55020,5271,0,1,106110,7,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,12,12,113970,0,0,0,0,2,21,NA,NA,NA,NA,1
"9435",0,0,1,12,9,10,1934,1984,42,16506,1541,2,0,22636.80078125,16,0.400000005960464,0,0,1697.76000976562,0,0,432,6130.7998046875,0,NA,NA,NA,NA,NA,NA,0,1,37,61,0,1,1,0
"9439",0,1,0,8,4,5,1944,1000,36,NA,809,4,1,40361.1015625,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,43230,NA,NA,0,0,3,32,NA,NA,NA,NA,0
"9499",0,0,1,12,7,10,1950,0,26,0,2323,2,1,66515.25,3,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,NA,NA,NA,1
"9506",1,0,1,12,5,8,1920,0,57,0,2146,0,1,23509.259765625,37,0.400000005960464,0,0,14148,14148,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,NA,0,0,1,0
"9543",0,0,1,11,1,11,1927,2499,50,11790,5331,0,0,11790,31,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,0,0,1,0
"9548",0,0,1,6,5,4,1921,78,55,1965,4330,0,0,8480.9404296875,1,0.600000023841858,0,0,3254.0400390625,0,3254.0400390625,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,0,0,1,0
"9550",1,0,1,12,8,10,1952,1970,25,47160,2749,0,1,82530,5,0.300000011920929,0,0,0,0,0,0,0,0,11,11,78442.796875,29868,0,0,0,3,10,61,0,1,1,0
