"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","hhdens","inc_wcomp","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_ch","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","study","works","head","wife"
"10001",1,0,1,16,4,11,1933,1781,48,82530,114,1,1,119954.078125,23,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"10002",1,1,0,14,NA,4,NA,1852,59,55727.3984375,515,0,1,58355.26171875,40,0.300000011920929,0,0,3599.8798828125,0,1965,624,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"10043",1,0,1,15,11,13,1955,1020,25,11161.2001953125,1232,0,0,13100,3,0.300000011920929,0,0,0,0,0,0,0,0,16,16,72050,3175.43994140625,0,0,0,3,32,0,1,1,0
"10059",0,0,1,17,1,12,1928,114,53,1247.11999511719,5915,1,1,72288.421875,15,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,34,0,0,NA,1
"10097",1,0,1,12,12,11,1955,2000,25,NA,4895,1,1,259956.40625,NA,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,16,14,60260,51090,0,0,0,1,20,0,1,NA,0
"10117",0,0,1,17,3,10,1953,1840,28,47160,654,1,1,101132,5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,0,0,NA,1
"10129",1,0,1,17,10,12,1929,1552,51,78600,1739,3,1,90730.6015625,28,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"10131",0,0,1,12,4,10,1950,0,30,0,582,2,1,100870,5,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,8,9,70740,644.52001953125,0,0,0,2,22,0,0,NA,1
"10134",0,0,1,12,8,10,1939,324,41,471.600006103516,2837,3,1,75796.6015625,9,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,0,0,NA,1
"10143",1,0,1,12,3,8,1945,2216,36,52400,1104,1,1,63587.3984375,10,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,0,1,1,0
"10152",0,0,1,12,11,7,1954,1974,26,23580,265,2,1,68644,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"10162",1,0,1,16,11,11,1945,1920,35,123140,5965,0,0,129952,12,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,1,1,0
"10237",0,1,0,11,12,7,1953,0,27,0,1942,2,0,12670.3203125,2,0.5,0,0,15374.16015625,0,0,1032,0,4836,12,NA,NA,22270,0,NA,0,2,21,0,0,1,0
"10240",0,0,1,12,10,11,1928,2052,52,15602.099609375,5101,1,1,76158.15625,10,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"10267",0,1,0,17,5,10,1936,2074,44,34950.80078125,3027,0,0,67761.0625,17,0.300000011920929,0,0,0,0,0,0,0,0,10,NA,NA,NA,0,NA,0,3,45,0,0,1,0
"10281",1,0,1,16,7,9,1928,2000,52,83892.3984375,2714,1,1,144152.40625,26,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"10309",1,0,1,9,10,9,1922,1936,58,60260,861,0,1,60260,35,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,2,0,1,1,0
"10312",1,1,0,14,5,12,1930,55,50,1904.73999023438,5328,0,1,97925.1171875,27,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,0,1,0
"10315",1,0,1,12,1,9,1921,1865,60,73360,1646,0,1,82530,37,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,10,0,1,1,0
"10321",0,0,1,17,5,11,1939,1040,41,NA,3021,0,NA,72731.203125,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,0,0,NA,0,3,23,0,1,NA,0
"10323",0,0,1,15,5,7,1950,900,30,23580,4606,0,0,29868,12,0.200000002980232,0,5240,5240,0,0,0,0,0,12,11,41262.37890625,31353.5390625,0,0,0,4,30,0,0,1,0
"10327",1,0,1,17,5,9,1938,3697,42,91176,2630,3,1,100319.796875,30,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,42,0,1,1,0
"10333",0,0,1,6,10,8,1945,0,35,0,6074,1,1,29095.099609375,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,0,0,NA,1
"10341",0,0,1,12,9,12,1947,1440,33,13100,2513,5,NA,47160,6,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,0,1,NA,1
"10364",1,0,1,13,9,8,1940,2080,40,56592,2096,1,1,110040,14,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,23,0,1,1,0
"10372",0,0,1,12,10,12,1950,0,30,0,929,2,NA,53710,3,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,0,0,NA,0,1,31,0,0,NA,1
"10401",1,0,1,16,NA,12,NA,2418,36,25152,2374,2,1,56592,13,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,0,0,1,0
"10407",0,0,1,16,6,9,1930,2048,50,37728,2676,0,NA,78338,12,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"10430",0,0,1,12,12,11,1921,510,59,10480,4507,0,1,7074,36,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,0,1,NA,1
"10456",1,0,1,17,3,12,1948,2500,32,131000,2786,2,1,158510,9,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,2,0,1,1,0
"10476",1,0,1,12,3,9,1921,0,60,0,5469,0,1,88079.15625,36,0.5,24890,0,24890,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,0,0,1,0
"10491",0,0,0,7,9,8,1924,1837,57,15767.16015625,3901,0,NA,31612.919921875,32,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,0,1,NA,1
"10496",0,0,1,11,6,8,1937,0,43,0,3109,2,1,69867.5390625,1,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,0,0,NA,1
"10512",0,0,1,17,1,11,1955,1920,26,NA,3176,0,NA,128710.1171875,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,11,10,60260,28820,0,0,0,1,6,1,1,NA,0
"10515",1,0,1,14,6,11,1937,2250,44,131000,4829,2,1,160082,20,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,0,1,1,0
"10521",0,1,0,12,2,6,1950,1560,31,15940.080078125,6289,1,1,54506.48046875,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,7,6,0,0,0,0,0,3,1,0,1,NA,1
"10558",0,0,1,14,10,7,1955,2000,25,18340,5515,1,NA,68120,3,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,11,12,33536,30130,0,0,0,2,34,0,0,NA,1
"10575",1,0,1,14,9,10,1951,1930,29,36680,2537,1,1,86106.296875,4,0.800000011920929,825.299987792969,0,825.299987792969,0,0,0,0,0,10,12,34060,36680,0,0,0,1,37,0,1,1,0
"10583",1,0,1,17,6,9,1943,1452,37,78600,1365,2,1,94320,15,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,39,0,1,1,0
"10591",1,1,0,12,3,10,1952,2440,29,57849.6015625,6466,1,1,65709.6015625,9,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,0,1,1,0
"10626",1,0,1,13,12,11,1946,2170,34,66128.796875,567,2,1,66390.796875,8,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,40,0,1,1,0
"10660",1,0,1,14,5,10,1953,2000,27,NA,5623,0,NA,27261.099609375,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,0,0,NA,0,1,29,0,1,NA,0
"10667",0,0,1,12,4,12,1939,0,41,0,2781,4,NA,90652,11,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,0,0,NA,1
"10706",0,0,1,12,8,10,1952,1823,28,39300,2537,1,1,86106.296875,5,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"10731",0,0,1,9,2,12,1944,65,37,510.899993896484,4602,2,NA,31440,10,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,0,0,NA,1
"10753",0,0,1,12,8,10,1943,968,38,17030,5090,1,1,35370,14,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,0,1,NA,1
"10755",0,NA,NA,12,8,10,1923,0,57,0,5184,0,NA,56730.859375,25,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,0,0,NA,1
"10775",0,0,1,12,10,10,1938,1960,42,39300,442,0,1,140188.34375,15,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,2,0,1,NA,1
"10826",1,0,1,14,1,10,1953,2030,28,46604.55859375,87,0,1,65468.55859375,8,0.5,0,0,0,0,0,0,0,0,12,8,1048,29443.560546875,0,0,0,4,4,0,1,1,0
"10841",0,0,1,12,12,10,1947,0,33,0,2478,4,1,81246.203125,8,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,0,0,NA,1
"10858",0,0,1,17,12,6,1954,1067,26,0,1848,1,1,45344.33984375,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,39,0,0,NA,0
"10882",1,1,0,10,NA,3,NA,1096,33,NA,3194,1,NA,39355.01953125,NA,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,17,NA,NA,NA,0
"10884",0,0,1,15,1,9,1954,1414,27,13100,3938,1,1,39300,4,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,10,10,16251.8603515625,1572,0,0,0,3,32,0,1,NA,1
"10890",1,1,0,12,8,10,1946,2241,34,34060,1849,0,0,34060,11,0.5,0,0,0,0,0,0,0,0,7,NA,NA,10149.8798828125,0,NA,0,3,39,0,1,1,0
"10908",0,0,1,16,9,13,1950,272,30,10480,6486,1,1,61701,3,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,14,16,123140,52400,0,0,0,6,NA,0,0,NA,1
"10909",0,1,0,11,NA,10,NA,500,37,0,6459,5,NA,20187.099609375,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,0,0,NA,0
"10915",1,0,1,12,1,13,1928,1472,53,22207.119140625,3318,0,1,47474.3984375,32,0.400000005960464,0,5722.080078125,5722.080078125,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"10918",1,0,1,14,8,9,1952,1920,28,55020,2314,2,1,55020,5,0.600000023841858,0,0,0,0,0,0,0,0,12,12,62880,0,0,0,0,4,46,0,1,1,0
"10940",0,0,1,13,9,10,1954,0,26,0,123,1,1,42962.76171875,3,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,48,0,0,NA,1
"10941",0,0,1,15,11,12,1922,0,58,0,1139,0,1,52606.98046875,25,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,0,0,NA,1
"11037",1,0,1,13,12,11,1942,2275,38,47160,4717,1,1,79608.703125,15,0.600000023841858,628.799987792969,332.739990234375,961.539978027344,0,0,0,4370.16015625,0,NA,NA,NA,NA,NA,NA,0,4,36,0,1,1,0
"11054",0,0,1,16,6,9,1946,2023,34,38252,5981,3,0,38252,8,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"11061",0,0,1,15,3,7,1947,1200,34,20960,4668,2,1,88425,11,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,12,12,78600,0,0,0,0,1,20,0,1,NA,1
"11099",0,0,1,13,11,10,1953,0,27,0,3250,4,1,33614.6015625,2,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,0,0,NA,1
"11117",0,0,1,9,12,8,1929,0,51,0,1498,1,NA,34557.80078125,10,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,0,NA,1
"11132",1,0,1,8,2,9,1927,2070,54,68120,434,1,1,97726,31,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,40,0,1,1,0
"11142",1,0,1,12,11,10,1947,1860,33,57640,5658,2,1,70216,10,0.600000023841858,0,2096,2096,0,0,0,0,0,10,NA,NA,0,0,NA,0,1,37,0,1,1,0
"11183",0,0,1,12,3,13,1928,0,53,0,3318,0,NA,47474.3984375,25,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,0,NA,1
"11207",1,0,1,16,8,9,1938,2388,42,62880,3212,0,0,43492,19,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,39,0,1,1,0
"11209",1,0,1,12,2,13,1946,2088,35,68434.3984375,2144,1,1,107551,12,0.400000005960464,0,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,2,22,0,1,1,0
"11241",0,1,0,14,11,11,1940,647,40,8122,1904,0,0,41265,15,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,1,0,1,0
"11270",0,0,1,8,11,7,1923,1040,57,7860,298,0,NA,22982.640625,30,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,0,1,NA,1
"11274",0,0,1,12,8,10,1951,2174,29,31440,1876,2,1,97988,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,40,0,1,NA,1
"11284",1,0,1,12,6,11,1926,1680,54,75194,2749,1,1,97953.9375,31,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"11302",1,1,0,12,9,11,1938,2300,42,57640,5443,0,1,104276,19,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"11324",0,0,1,14,10,10,1921,1300,56,57640,4817,0,NA,199120,1,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"11329",0,0,1,6,8,11,1938,0,43,0,5238,0,1,62880,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,0,0,NA,1
"11347",1,0,1,17,8,10,1927,2710,53,77290,1875,0,1,80434,23,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,40,0,1,1,0
"11349",0,NA,NA,12,NA,10,NA,693,31,NA,4228,0,NA,52145.859375,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,0,1,NA,0
"11351",0,0,1,16,7,12,1949,1020,31,32750,1214,0,0,51509.19921875,8,0.200000002980232,0,18340,18340,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"11365",0,0,1,12,10,11,1940,1968,40,28820,1881,1,1,95892,15,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,35,0,1,NA,1
"11369",0,NA,NA,12,11,8,1950,1268,29,15720,4822,2,NA,81220,5,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,0,1,NA,1
"11441",0,0,1,16,3,8,1927,1860,54,17140.0390625,5071,0,0,26048.0390625,19,0.200000002980232,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"11496",0,1,0,13,7,7,1949,1780,31,20960,3769,0,NA,43054.4609375,13,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,0,1,NA,1
"11512",1,0,1,12,1,12,1947,2538,34,70740,4657,3,1,71002,11,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,0,1,1,0
"11541",1,0,1,12,1,7,1953,1980,28,15720,2966,1,1,29344,6,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,35,0,0,1,0
"11568",1,0,1,14,12,10,1957,2312,25,40348,5236,0,1,48208,2,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"11571",1,0,1,12,5,8,1954,1344,26,44540,1084,0,0,56172.80078125,8,0.200000002980232,0,10480,10480,0,0,0,0,0,12,12,34151.69921875,0,0,0,0,2,34,0,1,1,0
