"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","birthstate","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","hhdens","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_al","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","med15","occ","study","works","head","wife"
"14194",0,1,0,12,11,10,1923,NA,1785,49,27872,2211,2,NA,99696,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,19,NA,NA,NA,NA,NA,1
"14220",0,0,1,12,9,9,1929,NA,2000,43,20368,1217,0,1,83144.3203125,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,40,NA,NA,NA,NA,NA,1
"14230",1,0,1,12,5,10,1928,NA,2400,44,75040,2303,2,1,105056,0.800000011920929,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,39,NA,57,0,1,1,0
"14236",1,1,0,16,NA,10,NA,NA,1968,47,42880,460,4,1,50920,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,NA,87,0,1,1,0
"14244",0,0,1,12,7,13,1947,NA,1920,25,32160,1783,1,1,92326,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,22,NA,NA,NA,NA,NA,1
"14273",1,0,1,10,9,11,1930,NA,4212,43,60283.921875,1717,2,1,61355.921875,0.800000011920929,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,18,NA,86,0,1,1,0
"14278",1,0,1,7,3,7,1914,NA,2080,59,36448,1604,0,1,44648.80078125,0.5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,88,0,1,1,0
"14313",1,0,1,14,3,12,1944,NA,2482,29,29431.759765625,317,1,1,59094,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,NA,11,0,1,1,0
"14354",0,1,0,17,5,13,1914,NA,2100,58,69680,4655,0,1,112560,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"14410",0,0,1,12,2,9,1932,NA,900,41,10720,1260,1,1,64588,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,NA,NA,NA,NA,NA,1
"14412",1,0,1,17,12,10,1928,NA,2600,44,107200,4948,4,1,115240,0.699999988079071,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,62,0,1,1,0
"14473",1,1,0,NA,NA,9,NA,NA,3480,29,48240,4779,3,1,48240,0.800000011920929,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,51,0,1,1,0
"14480",1,0,1,14,7,11,1941,NA,2982,31,53600,1885,2,1,98624,0.5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,5,NA,61,0,1,1,0
"14492",0,NA,NA,12,NA,11,1915,NA,0,57,0,860,0,NA,75013.203125,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,22,NA,NA,NA,NA,NA,1
"14493",1,0,1,17,11,13,1915,NA,3153,57,65086.48046875,3077,2,1,114436,0.800000011920929,6378.39990234375,6378.39990234375,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,71,0,1,1,0
"14497",1,0,1,12,NA,12,NA,NA,2299,28,75040,3120,1,1,78175.6015625,0.5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,NA,56,0,1,1,0
"14516",0,1,0,17,3,13,1928,NA,0,44,0,4855,2,1,158924,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"14561",1,0,1,9,8,9,1929,NA,2313,43,48240,1655,2,1,54993.6015625,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,NA,51,0,1,1,0
"14574",0,0,1,12,9,11,1918,NA,0,54,0,2631,1,1,88440,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,NA,NA,NA,NA,1
"14606",0,NA,NA,12,NA,8,NA,NA,0,25,0,1756,3,NA,75040,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"14623",1,0,1,12,7,9,1921,NA,2352,52,69680,3257,1,1,71288,0.400000005960464,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,NA,40,0,1,1,0
"14636",0,1,0,12,9,1,1941,NA,NA,31,NA,44,2,NA,19172.720703125,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,3,41,NA,NA,NA,NA,NA,0
"14685",1,0,1,12,8,10,1935,NA,2880,37,51675.76171875,1394,2,1,52683.44140625,0.800000011920929,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,3,32,0,1,1,0
"14708",1,0,1,12,6,11,1919,NA,1584,54,67278.71875,489,1,1,95070.3203125,0.5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,71,0,1,1,0
"14714",0,0,1,16,12,11,1916,NA,640,56,9112,1494,0,1,98088,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"14728",1,0,1,12,11,11,1918,NA,2136,54,95408,950,1,1,143862.40625,0.400000005960464,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,32,0,1,1,0
"14740",0,0,1,12,10,10,1925,NA,467,47,3559.0400390625,1247,3,1,56558.71875,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"14757",1,0,1,8,NA,8,NA,NA,2875,59,6206.8798828125,420,0,0,6206.8798828125,0.200000002980232,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,11,0,1,1,0
"14770",0,0,1,17,10,10,1939,NA,2400,34,88440,1954,0,1,281400,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"14786",0,0,1,16,2,10,1944,NA,1440,29,55208,2828,0,NA,143648,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,NA,1
"14800",0,0,1,12,5,11,1936,NA,1976,36,25728,1011,0,0,80668,0.200000002980232,0,0,0,0,13400,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,71,0,1,1,0
"14824",0,0,1,10,NA,9,NA,NA,1950,57,32160,2489,0,0,32160,0.300000011920929,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,51,0,1,1,0
"14837",1,0,1,12,11,10,1927,NA,2208,46,83080,1862,1,1,162338.3125,0.600000023841858,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,10,NA,55,0,1,1,0
"14869",1,0,1,16,12,11,1917,NA,2468,53,115240,3060,3,1,115240,0.699999988079071,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,57,0,1,1,0
"14872",1,0,1,16,5,11,1941,NA,1920,31,85760,2475,1,1,85760,0.600000023841858,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,30,0,1,1,0
"14877",0,0,1,14,12,12,1934,NA,2040,39,32160,2921,3,NA,89512,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,19,NA,NA,NA,NA,NA,1
"14888",0,0,0,10,8,10,1915,NA,2553,57,6432,3004,0,1,14922.240234375,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,NA,NA,NA,1
"14892",1,0,1,17,10,13,1926,NA,2695,46,102912,3035,3,1,106042.2421875,0.600000023841858,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,4,87,0,1,1,0
"14921",1,0,1,12,12,9,1915,NA,2400,57,52206.3984375,334,0,1,88440,0.300000011920929,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,48,NA,45,0,1,1,0
"14928",0,0,1,16,1,12,1926,NA,1920,47,56280,451,1,0,83616,0.200000002980232,0,0,0,0,21440,0,NA,NA,NA,NA,NA,NA,0,3,1,NA,92,0,1,1,0
"14946",1,0,1,12,6,11,1928,NA,2419,44,45560,4080,2,1,72360,0.5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,61,0,1,1,0
"15017",0,0,1,12,7,10,1934,NA,2000,38,24146.80078125,182,1,0,54623.76171875,0.300000011920929,0,29136.9609375,29136.9609375,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,0,1,1,0
"15034",1,0,1,16,10,11,1944,NA,2340,28,48240,3419,0,1,74611.203125,0.400000005960464,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,17,NA,71,0,1,1,0
"15180",0,0,1,16,2,11,1932,NA,0,41,0,886,4,1,306592,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"15207",0,0,1,8,1,8,1936,NA,0,37,0,3733,0,0,19510.400390625,0.5,0,19510.400390625,0,19510.400390625,0,0,NA,NA,NA,NA,NA,NA,0,1,37,4,NA,0,0,1,0
"15215",1,0,1,15,1,12,1947,NA,0,26,0,147,0,1,32696,0.5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,1,0,1,0
"15231",1,0,1,12,11,10,1921,NA,1600,51,88440,4791,4,1,94872,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,51,0,1,1,0
"15318",1,0,1,16,10,11,1944,NA,1976,28,58960,1333,0,1,112935.203125,0.400000005960464,0,0,0,0,0,0,NA,11,55744,0,0,0,0,2,21,NA,57,0,1,1,0
"15319",1,0,1,17,4,12,1944,NA,1887,29,85760,4840,0,1,112560,0.699999988079071,0,0,0,0,0,0,12,NA,NA,10720,0,NA,0,2,12,NA,71,0,1,1,0
"15335",0,0,1,8,1,13,1918,NA,0,55,0,1694,2,0,55744,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,23,4,NA,0,0,1,0
"15354",0,1,0,11,1,10,1931,NA,1600,42,9112,1932,3,0,21976,1,0,12864,12864,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,32,0,1,1,0
"15365",0,0,1,17,6,10,1934,NA,0,37,0,2630,4,1,81472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,NA,NA,NA,NA,1
"15414",0,0,1,12,1,11,1935,NA,0,38,0,343,5,1,105318.640625,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,NA,NA,NA,NA,1
"15440",0,0,1,12,12,11,1940,NA,780,34,26301.51953125,3170,2,1,138834.71875,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,NA,NA,1
"15451",1,0,1,11,11,5,1921,NA,2750,51,72226,533,0,1,75645.6796875,0.400000005960464,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,NA,33,0,1,1,0
"15500",0,0,1,12,8,11,1915,NA,1837,57,41808,2754,0,0,68972.4765625,0.200000002980232,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,NA,92,0,1,1,0
"15509",1,0,1,13,7,12,1928,NA,1960,44,80400,4869,0,0,88976,0.300000011920929,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,NA,31,0,1,1,0
"15512",1,0,1,12,NA,9,NA,NA,1904,53,69680,2809,0,0,72360,0.100000001490116,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,55,0,1,1,0
"15539",0,0,1,12,10,8,1916,NA,2040,54,49312,2528,2,1,130221.203125,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"15548",1,0,1,17,6,11,1945,NA,1220,27,20555.599609375,748,0,0,21386.400390625,0.300000011920929,723.599975585938,723.599975585938,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,42,0,1,1,0
"15578",1,0,1,16,5,12,1932,NA,2295,41,134000,3755,2,1,134268,0.5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,1,62,0,1,1,0
"15582",1,0,1,8,3,8,1924,NA,2544,49,94872,154,6,1,98886.640625,1.29999995231628,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,NA,43,0,1,1,0
"15583",1,0,1,17,10,10,1945,NA,2205,27,47704,3559,0,1,71786.4765625,0.5,0,0,0,0,0,0,NA,NA,64320,0,0,0,0,2,24,NA,55,0,1,1,0
"15596",1,0,1,8,12,13,1917,NA,3675,55,42006.3203125,5085,1,1,136680,0.5,0,8040,8040,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,0,1,1,0
"15653",0,1,0,8,12,4,1926,NA,1920,42,21440,3956,3,0,30187.51953125,1,0,3730.56005859375,0,3730.56005859375,0,0,NA,NA,NA,NA,NA,NA,0,3,10,4,83,0,1,1,0
"15658",0,1,0,5,8,9,1922,NA,0,48,0,1022,0,0,19242.400390625,0.400000005960464,0,8040,0,8040,0,0,NA,NA,NA,NA,NA,NA,0,2,12,2,NA,0,0,1,0
"15751",1,0,1,12,4,11,1917,NA,968,56,19296,2048,1,1,65928,0.5,6432,6432,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,NA,NA,0,0,1,0
"15755",0,0,1,12,12,9,1912,NA,1800,60,45560,1088,0,0,57137.6015625,0.300000011920929,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,92,0,1,1,0
"15763",1,0,1,12,9,9,1931,NA,2496,41,38849.28125,1814,1,1,64320,0.400000005960464,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,1,31,NA,51,0,1,1,0
"15816",0,0,1,12,12,8,1918,NA,0,52,0,4553,0,1,281400,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,NA,NA,NA,1
"15825",1,0,1,17,4,13,1936,NA,2184,37,117920,2232,3,1,120600,0.600000023841858,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,88,0,1,1,0
"15845",1,1,0,11,NA,8,NA,NA,2112,44,32160,2437,0,0,42424.3984375,0.100000001490116,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,61,0,1,1,0
"15848",1,0,1,12,11,13,1936,NA,2012,36,77720,3770,1,1,77720,0.5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,56,0,1,1,0
"15856",1,0,1,16,5,13,1947,NA,1760,25,17446.80078125,2813,1,1,42638.80078125,0.400000005960464,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,2,NA,0,0,1,0
"15858",0,0,1,12,7,12,1925,NA,1855,48,34840,2736,0,1,65284.80078125,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,NA,1
"15859",1,0,1,11,NA,8,NA,NA,1800,50,43008.640625,3291,3,1,98784.796875,1.20000004768372,986.239990234375,986.239990234375,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,30,0,1,1,0
"15897",1,0,0,16,1,11,1937,NA,3880,36,106128,4671,3,1,106449.6015625,0.600000023841858,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,3,61,0,1,1,0
"15910",0,NA,NA,10,NA,8,NA,NA,480,29,964.799987792969,1060,4,NA,25234.880859375,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"15935",0,1,0,9,NA,10,NA,NA,0,54,0,1024,0,NA,48240,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"15954",0,0,1,12,9,10,1925,NA,288,47,13400,4967,0,1,113331.84375,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,2,NA,NA,NA,NA,NA,1
"15966",0,0,1,12,10,8,1938,NA,1837,34,48240,4077,1,1,77912.9609375,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,NA,NA,NA,1
"15972",0,NA,NA,7,NA,11,NA,NA,0,53,0,1727,0,NA,91334.3984375,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"15984",0,0,1,10,12,10,1921,NA,0,51,0,3562,0,NA,67348.3984375,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"16006",0,0,1,12,1,9,1914,NA,0,59,0,176,0,1,32245.759765625,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"16046",0,0,1,14,6,12,1946,NA,2080,26,26800,2756,1,1,78792,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,NA,1
"16061",1,0,1,17,7,11,1934,NA,2184,38,80400,4234,0,0,80668,0.200000002980232,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,NA,31,0,1,1,0
"16082",1,1,0,NA,NA,7,NA,NA,1248,25,NA,3019,3,NA,57748.640625,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,3,32,NA,NA,NA,NA,NA,0
"16084",1,0,1,12,3,7,1946,NA,4112,27,131620.15625,2703,2,1,241200,0.5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,NA,11,0,1,1,0
"16085",1,0,1,12,NA,9,NA,NA,2260,27,72520.796875,977,2,1,90476.796875,0.800000011920929,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,NA,44,0,1,1,0
"16086",1,0,1,12,7,11,1936,NA,2723,36,44488,706,3,1,46096,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,11,0,1,1,0
"16124",0,0,1,12,3,8,1936,NA,0,37,0,4149,1,NA,133667.6875,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,NA,NA,NA,NA,NA,1
"16151",0,0,1,12,NA,10,NA,NA,600,33,12038.5595703125,4684,2,NA,76358.5625,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,2,NA,NA,NA,NA,NA,1
"16154",1,0,0,8,NA,7,NA,NA,2080,39,26800,1354,1,1,62176,0.699999988079071,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,11,0,1,1,0
"16172",0,0,1,12,11,9,1927,NA,2000,46,19966,2406,0,NA,136599.59375,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,NA,1
"16179",0,0,1,13,4,10,1917,NA,0,55,0,960,1,1,58665.19921875,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"16196",1,0,1,17,3,11,1929,NA,2750,44,82544,1634,2,1,89512,0.5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,87,0,1,1,0
"16206",1,1,0,10,NA,9,NA,NA,330,44,3886,214,2,1,38136.3984375,1.39999997615814,2680,11952.7998046875,0,9272.7998046875,0,0,NA,NA,NA,NA,NA,NA,0,1,29,4,NA,0,0,1,0
"16222",1,1,0,10,4,7,1924,NA,2184,49,61908,3397,1,1,66748.078125,0.699999988079071,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,NA,55,0,1,1,0
"16232",1,0,1,13,7,11,1935,NA,2615,37,75040,2653,2,1,76648,0.600000023841858,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,31,0,1,1,0
"16264",0,0,1,17,11,10,1939,NA,1560,33,42880,1742,0,0,53600,0.200000002980232,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,87,0,1,1,0
"16279",0,0,1,9,7,8,1916,NA,0,56,0,1570,0,1,54672,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"16289",0,0,1,14,8,10,1937,NA,2442,35,77720,2527,3,0,95408,0.800000011920929,0,0,0,0,21440,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,32,0,1,1,0
"16344",0,0,1,10,4,7,1932,NA,NA,41,NA,193,0,0,26757.119140625,0.300000011920929,NA,NA,NA,NA,NA,NA,8,NA,NA,0,0,NA,0,2,13,NA,NA,NA,NA,NA,0
"16437",0,0,1,11,4,11,1948,NA,1000,29,3752,3444,2,1,43308.80078125,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,2,NA,NA,NA,NA,NA,1
"16441",0,0,1,12,12,10,1917,NA,0,54,0,64,0,1,79596,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,22,NA,NA,NA,NA,NA,1
"16451",0,1,0,10,NA,10,NA,NA,2091,55,16557.0390625,988,1,0,62888.87890625,0.600000023841858,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,83,0,1,1,0
"16500",0,0,1,17,10,10,1931,NA,0,41,0,4948,4,1,115240,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"16547",0,0,1,12,9,11,1913,NA,0,59,0,3416,0,1,76648,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,NA,1
"16562",0,0,1,7,9,9,1918,NA,0,54,0,2130,0,0,16080,0.200000002980232,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,0,0,1,0
"16563",0,0,1,12,8,12,1935,NA,720,37,9112,2612,2,1,95783.203125,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"16568",1,0,1,11,7,10,1924,NA,2500,48,101840,2792,2,1,103448,0.600000023841858,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,81,0,1,1,0
"16588",0,NA,NA,NA,NA,9,NA,NA,2000,30,19296,3244,1,NA,29265.599609375,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"16605",1,1,0,14,2,7,1948,NA,2210,25,54028.80078125,2686,0,0,54028.80078125,0.200000002980232,0,0,0,0,0,0,NA,12,96480,NA,NA,0,0,3,8,NA,92,0,1,1,0
"16607",1,0,1,12,NA,10,NA,NA,242,53,NA,877,0,NA,15099.1201171875,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,48,NA,NA,NA,NA,0,0
"16624",0,0,1,16,10,11,1914,NA,1680,56,NA,88,0,NA,63784,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,0
"16632",0,1,0,12,1,11,1934,NA,840,40,11792,2385,0,0,25728,0.5,0,13936,0,0,0,2600,NA,NA,NA,NA,NA,NA,0,1,31,NA,87,0,1,1,0
"16635",0,0,1,13,9,12,1938,NA,0,34,0,2116,3,1,241200,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"16676",1,0,1,11,8,10,1935,NA,2250,37,56076.3203125,1091,3,1,56076.3203125,1.20000004768372,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,85,0,1,1,0
"16680",0,0,0,1,6,6,1939,NA,0,33,0,943,3,1,86296,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"16696",1,1,0,NA,NA,8,NA,NA,1520,25,42880,1559,0,0,42880,0.300000011920929,0,0,0,0,0,0,NA,NA,NA,0,0,NA,0,2,12,NA,61,0,1,1,0
"16711",0,0,1,12,5,11,1938,NA,0,34,0,3194,1,1,65928,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,35,NA,NA,NA,NA,NA,1
"16751",1,0,1,17,8,13,1929,NA,2080,44,80400,3155,2,1,107843.203125,0.5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,5,NA,88,0,1,1,0
"16758",1,0,1,14,9,12,1928,NA,2175,45,89512,190,1,1,105592,0.400000005960464,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,61,0,1,1,0
"16809",0,0,1,12,2,12,1946,NA,1960,27,32160,4310,1,1,75040,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,NA,1
"16812",0,1,0,12,5,10,1947,NA,1875,25,28408,4514,2,1,98892,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,39,NA,NA,NA,NA,NA,1
"16831",0,0,1,12,10,11,1932,NA,720,40,8040,2233,2,1,117920,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"16839",1,0,1,9,3,9,1920,NA,960,53,25728,3617,0,1,36469.44140625,0.300000011920929,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,26,3,51,0,1,1,0
"16887",1,0,1,17,11,11,1940,NA,2589,32,96480,1202,2,1,115776,0.800000011920929,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,1,NA,86,0,1,1,0
"16927",1,0,1,12,6,12,1944,NA,2425,28,107033.84375,3624,2,1,107098.15625,0.699999988079071,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,NA,56,0,1,1,0
"16933",0,0,1,8,9,9,1937,NA,0,35,0,3699,2,1,64320,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,5,NA,NA,NA,NA,NA,1
"16939",0,0,1,12,2,8,1917,NA,0,57,0,393,0,1,96587.203125,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,20,NA,NA,NA,NA,NA,1
"16963",1,0,1,12,NA,8,NA,NA,2254,43,79365.5234375,3459,1,1,139220.640625,0.5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,51,0,1,1,0
"16976",0,0,1,12,12,11,1913,NA,0,60,0,2434,1,0,86644.3984375,0.800000011920929,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,NA,45,0,1,1,0
"16992",0,0,1,13,8,9,1922,NA,2000,52,64320,2521,0,1,121672,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,NA,NA,NA,NA,1
"17017",0,0,1,12,3,10,1943,NA,0,30,0,1041,2,1,58960,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,NA,1
