"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","health","inc_wcomp","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_ch","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","study","works","head","wife"
"37334",0,0,1,13,6,11,1952,3060,36,8040,5238,3,1,68340,4,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,0,NA,1
"37339",0,0,1,14,1,10,1940,0,48,0,4483,0,1,120189.9609375,16,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,0,NA,1
"37357",0,0,1,12,3,9,1961,1820,27,8040,3064,1,0,26869.6796875,7,4,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,14,0,1,NA,1
"37362",1,0,1,11,4,8,1934,2196,53,70350,1407,1,1,102550.203125,34,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,0,1,1,0
"37370",0,0,1,13,5,11,1947,1960,40,32562,128,1,0,37084.5,20,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,0,0,1,0
"37423",0,0,1,7,7,12,1957,706,30,2010,2498,4,1,16080,NA,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,5,0,0,NA,1
"37431",0,0,0,12,8,7,1956,872,31,7035,3285,1,1,88440,4,2,0,5025,5025,0,0,NA,0,0,8,5,14070,6030,0,0,0,4,4,0,0,NA,1
"37439",0,0,0,9,8,7,1962,722,25,2412,4455,2,1,44622,2,3,0,0,0,0,0,NA,0,0,8,5,14070,6030,0,0,0,4,4,0,0,NA,1
"37455",1,0,1,16,11,12,1947,2375,40,120600,919,4,1,182910,14,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"37461",1,0,1,11,10,10,1949,1602,38,16518.1796875,785,3,1,33454.44140625,15,3,4876.259765625,0,14017.740234375,9141.48046875,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"37502",0,0,0,12,5,7,1962,0,25,0,3224,3,1,30150,1,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,0,NA,1
"37517",0,0,1,10,9,6,1954,0,33,0,5220,2,1,78591,3,1,0,0,0,0,0,NA,1206,0,11,10,45460.171875,12439.8896484375,0,0,0,1,37,0,0,NA,1
"37520",1,0,1,14,3,10,1928,2276,60,29671.619140625,4862,0,1,41607,36,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,0,1,1,0
"37569",0,0,1,12,7,7,1962,0,25,0,5512,2,1,34931.7890625,3,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,0,NA,1
"37581",1,0,1,16,10,9,1948,2160,39,86430,213,2,1,97284,18,1,0,0,0,0,0,0,0,0,13,NA,NA,0,0,NA,0,1,6,0,1,1,0
"37587",0,0,1,12,7,10,1957,1175,30,32592.150390625,5019,0,NA,115173,8,3,21677.849609375,0,21677.849609375,0,0,NA,0,0,17,17,0,0,0,0,0,3,42,0,1,NA,1
"37603",1,0,1,12,5,9,1957,2500,30,20602.5,5382,2,1,39195,10,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"37634",0,0,1,16,10,11,1953,1350,34,35778,2305,2,1,116178,10,1,0,0,0,0,0,NA,0,0,15,16,64320,12060,0,0,0,4,46,0,1,NA,1
"37684",1,0,1,7,8,10,1928,0,59,0,5578,0,1,12060,31,5,0,0,14206.6796875,12060,0,1068,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,0,1,0
"37692",0,0,1,16,6,11,1960,2000,27,50812.80078125,4724,0,1,90474.1171875,5,1,0,0,0,0,0,NA,0,0,NA,12,31872.5703125,26130,0,0,0,1,31,0,1,NA,1
"37728",1,0,1,17,8,13,1935,1505,52,71244.453125,2635,0,1,155732.796875,32,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,0,1,1,0
"37756",0,0,1,17,7,7,1961,2151,26,9195.75,3447,2,1,19095,5,2,0,0,0,0,0,NA,0,0,12,12,24120,42210,0,0,0,2,22,0,1,NA,1
"37762",1,0,1,14,5,8,1948,2058,40,44220,6337,2,1,68742,18,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,0,1,1,0
"37763",1,0,1,16,9,12,1961,1960,26,52260,4170,0,0,52260,9,2,0,0,0,0,0,0,0,0,12,17,114570,48240,0,0,0,1,31,0,1,1,0
"37769",1,0,1,14,1,10,1942,2880,46,0,6877,0,1,50129.3984375,25,4,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,0,1,1,0
"37783",1,0,1,16,1,12,1949,3840,39,102926.0703125,3061,2,1,107454.6015625,18,1,0,723.599975585938,723.599975585938,0,0,0,0,0,12,14,7638,70350,0,0,0,1,31,0,0,1,0
"37811",1,0,1,12,3,11,1937,1208,51,54270,408,2,1,83616,30,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,0,1,1,0
"37832",1,0,1,10,9,9,1958,2152,29,50250,6249,3,1,108785.21875,8,1,0,0,0,0,0,0,0,0,10,8,65928,0,0,0,0,3,42,0,1,1,0
"37833",0,0,1,16,3,12,1953,0,35,0,6011,2,1,51657,14,2,0,0,0,0,0,NA,0,0,12,12,16080,66330,0,0,0,2,22,0,1,NA,1
"37885",1,0,1,12,6,11,1943,1850,44,108540,2104,0,1,167031,24,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,1,1,0
"37888",1,0,1,12,1,10,1943,2040,45,64320,3438,0,1,126630,24,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,0,1,1,0
"37910",1,0,1,14,9,10,1947,2500,40,80400,3301,3,1,82812,19,1,0,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,1,31,0,1,1,0
"37912",0,0,1,12,12,10,1945,1984,42,40200,257,0,1,182910,5,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,39,0,1,NA,1
"37935",1,0,1,7,5,9,1934,272,53,3288.36010742188,4362,1,1,12864,33,5,0,0,4968.72021484375,0,0,2472,0,0,NA,NA,NA,NA,NA,NA,0,4,36,0,0,1,0
"37953",0,0,1,17,10,11,1949,2016,38,26630.490234375,6937,2,0,53966.48828125,15,4,0,0,0,0,0,0,7236,0,16,NA,NA,0,0,NA,0,2,26,0,1,1,0
"37960",1,0,0,12,1,10,1950,4165,35,101002.5,6453,2,1,162408,16,5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,10,0,1,1,0
"37977",1,0,1,14,12,10,1947,1944,40,59230.6796875,3496,3,1,96998.578125,19,1,0,0,0,0,0,0,0,0,13,NA,NA,0,0,NA,0,2,22,0,1,1,0
"38005",0,0,1,12,3,11,1957,2111,31,14769.48046875,2756,3,1,37788,4,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,41,0,1,NA,1
"38012",1,0,1,12,11,11,1932,3096,55,86430,4992,0,1,159795,34,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"38079",0,0,1,12,11,12,1931,2112,56,47436,2370,0,0,72637.3828125,26,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,1,1,0
"38085",0,0,1,17,3,11,1953,816,35,36180,5724,2,1,137685,10,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"38112",1,0,1,12,9,8,1958,2650,29,94068,2380,3,1,94872,8,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,0,1,1,0
"38116",1,0,1,14,7,7,1941,1216,46,0,5553,0,NA,80164.828125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,0,0,0
"38140",1,0,1,12,10,11,1951,2000,36,78390,1390,2,1,78390,15,1,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,3,3,0,1,1,0
"38172",1,0,1,16,9,10,1943,2400,44,94542.359375,5324,1,1,94984.5625,23,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"38188",0,0,1,16,10,11,1931,2940,56,58229.69921875,2811,0,1,217080,25,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"38198",1,0,1,16,2,9,1962,2058,26,64320,5711,1,1,76380,5,2,0,0,0,0,0,0,0,0,14,13,60283.921875,62310,0,0,0,1,28,0,1,1,0
"38206",1,0,1,12,4,8,1945,1958,43,32260.5,6518,1,1,112367.0390625,21,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,0,0,1,0
"38221",0,0,1,14,9,NA,1948,1840,39,32160,2913,2,NA,86832,12,2,0,0,0,0,0,NA,6030,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,NA,1
"38229",0,0,1,8,7,6,1931,1813,56,13537.349609375,245,0,0,13537.349609375,15,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,1,1,0
"38240",0,0,1,12,7,11,1942,0,45,0,4457,1,1,32316.779296875,8,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,0,NA,1
"38255",0,0,1,16,7,11,1958,0,29,0,7049,0,1,31758,9,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,6,NA,0,0,NA,1
"38258",1,0,1,16,9,9,1946,2450,41,62762.25,4601,2,1,161001,18,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"38263",0,0,1,17,6,10,1952,1250,35,40200,4542,2,1,120801,13,1,0,0,0,0,0,NA,0,0,12,12,0,0,0,0,0,2,34,0,0,NA,1
"38296",0,0,1,10,9,11,1935,1806,52,7336.5,3002,0,0,34923.75,20,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"38312",1,0,1,9,4,9,1938,2208,49,65928,284,0,1,68340,29,3,0,1407,1407,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"38315",1,0,1,14,12,12,1927,2056,60,30150,4664,0,1,90450,39,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,1,1,0
"38342",1,0,1,10,12,11,1958,940,29,44220,300,0,1,82540.6484375,10,1,0,1135.65002441406,1135.65002441406,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"38359",1,0,1,14,5,11,1960,2205,27,66330,3478,0,1,111173.1015625,7,2,0,0,0,0,0,0,0,0,17,17,90450,58229.69921875,0,0,0,1,37,0,1,1,0
"38383",0,0,1,12,10,6,1928,0,59,0,789,0,0,30451.5,2,4,0,0,13266,13266,0,0,0,0,6,NA,NA,0,0,NA,0,3,16,0,0,1,0
"38385",1,0,1,7,10,12,1935,0,52,0,6862,0,0,52034.87890625,23,5,0,0,16160.400390625,16160.400390625,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,0,1,0
"38390",0,0,1,12,1,11,1954,0,34,0,4343,3,1,50038.94921875,1,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,0,NA,1
"38417",0,0,1,12,12,11,1928,1774,59,32865.51171875,5700,0,NA,93422.7890625,37,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"38421",0,0,1,12,3,8,1958,0,30,0,2597,5,NA,51914.28125,9,3,0,0,0,0,0,NA,7629.9599609375,0,12,12,48240,40200,0,0,0,2,12,0,0,NA,1
"38443",0,0,1,12,7,12,1959,1575,27,13065,5172,0,1,38190,1,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,1,NA,1
"38458",1,0,1,12,5,7,1948,1300,39,11356.5,2740,2,1,67435.5,19,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,23,0,1,1,0
"38463",1,0,1,15,4,13,1949,2550,39,144720,2156,2,1,162106.5,18,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,48,0,1,1,0
"38478",1,0,1,12,1,8,1963,2150,25,53064,2622,0,1,84219,4,3,0,0,0,0,0,0,0,0,NA,10,0,NA,NA,0,0,1,20,0,1,1,0
"38504",1,0,0,13,9,13,1943,3430,44,68772.1484375,4070,0,1,175674,24,4,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"38523",1,NA,NA,NA,7,8,1933,872,53,NA,737,1,NA,24678.779296875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,0,1,NA,0
"38538",0,0,1,12,12,10,1954,775,33,2367.78002929688,785,3,1,33454.44140625,6,3,0,0,0,0,0,NA,550.739990234375,0,10,12,90450,0,0,0,0,1,37,0,0,NA,1
"38543",0,1,0,17,11,11,1958,2016,29,32447.4296875,704,1,0,32953.94921875,8,2,0,0,506.519989013672,506.519989013672,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"38546",0,0,1,17,9,12,1954,1250,33,12713.25,6366,2,1,75375,12,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,36,0,1,NA,1
"38570",0,0,1,14,9,13,1948,2297,39,69578.15625,3924,2,0,92158.5,20,3,0,0,0,0,0,0,14472,0,12,12,0,0,0,0,0,4,4,0,1,1,0
"38571",0,0,1,12,4,9,1949,176,38,128.639999389648,1248,1,1,44107.44140625,5,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,0,NA,1
"38581",1,1,0,8,6,8,1943,1816,44,14472,6959,4,1,40501.5,24,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,0,1,1,0
"38590",1,0,1,12,1,11,1955,2450,33,43198.921875,6092,0,1,86212.921875,12,2,0,0,0,0,0,0,0,0,12,16,0,0,0,0,0,2,34,0,1,1,0
"38591",1,0,1,9,10,13,1932,2235,55,71361.03125,710,0,1,119422.140625,34,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,48,0,1,1,0
"38603",1,0,1,17,10,12,1937,2772,50,572850,6333,0,1,661290,25,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"38620",1,0,1,13,12,11,1951,1960,37,36180,1923,0,1,68340,16,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"38623",1,1,0,12,8,8,1946,2256,41,93465,118,1,1,107736,20,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,1,1,0
"38624",0,0,1,12,5,8,1951,2040,36,17776.439453125,608,2,0,21856.740234375,5,3,0,0,0,0,0,0,1567.80004882812,0,9,NA,NA,0,0,NA,0,1,37,0,1,1,0
"38650",1,0,1,17,10,9,1945,2364,42,78390,5903,2,1,130650,21,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,26,0,1,1,0
"38655",1,0,1,16,9,11,1958,2945,29,22512,585,1,1,24120,8,2,0,0,0,0,0,0,0,0,12,12,0,4824,0,0,0,3,39,0,1,1,0
"38657",1,0,1,16,1,13,1940,1445,48,34170,4878,0,0,46531.5,27,3,0,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,1,18,0,1,1,0
"38669",1,0,1,16,3,12,1942,1872,46,93465,2460,2,1,166166.703125,24,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
"38683",1,0,1,17,12,12,1957,1500,30,NA,6438,2,1,36698.578125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,1,1,0,0
"38725",0,0,0,12,11,11,1958,656,30,NA,6615,1,NA,84992.8515625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,5,0,1,NA,0
"38729",1,0,1,8,7,9,1935,1248,54,41996.94140625,6726,0,1,182910,32,5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"38742",1,0,1,17,3,11,1956,2170,32,28140,2756,3,1,37788,11,3,0,0,0,0,0,0,0,0,17,12,60300,54270,0,0,0,3,41,0,1,1,0
"38765",1,0,1,10,9,7,1940,1008,47,7437,6195,1,1,108942,27,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,0,1,0
"38775",1,0,1,10,8,9,1937,2940,50,140700,589,0,1,221100,30,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"38778",0,0,1,12,12,8,1960,120,26,1206,3553,2,1,53064,7,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"38779",1,0,1,14,7,13,1951,2410,36,72360,3339,1,1,120228.1484375,15,1,0,0,0,0,0,0,0,0,NA,6,0,NA,NA,0,0,3,45,0,1,1,0
"38785",1,0,1,12,10,13,1961,2430,26,36180,6240,3,1,52059,5,2,0,0,0,0,0,0,0,0,12,14,0,0,0,0,0,2,21,0,1,1,0
"38811",0,0,1,17,9,12,1936,818,51,66834.5078125,5882,0,1,205807.921875,19,5,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"38827",0,0,1,12,2,7,1954,2000,34,121721.578125,2588,0,1,212161.53125,12,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,1,NA,1
"38851",0,0,1,17,5,13,1945,1920,42,31376.099609375,1770,0,0,31376.099609375,10,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"38868",0,0,1,11,11,12,1953,1920,34,32160,5762,2,0,48240,12,2,0,0,16080,16080,0,0,0,0,8,8,0,0,0,0,0,4,4,0,1,1,0
"38876",0,1,0,13,4,12,1960,1895,28,34451.3984375,3181,0,0,34716.71875,7,3,0,0,0,0,0,0,0,0,12,8,0,38190,0,0,0,2,24,0,1,1,0
"38877",1,0,1,17,3,9,1930,900,58,26029.5,1063,0,1,123816,31,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"38889",0,0,1,16,5,12,1952,0,35,0,5137,3,1,79897.5,2,1,0,0,0,0,0,NA,0,0,13,10,57486,36582,0,0,0,3,10,0,0,NA,1
"38929",0,0,1,12,5,10,1955,2040,32,36180,97,0,1,118590,11,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,46,0,1,NA,1
"38932",1,0,1,17,10,13,1948,2430,39,130650,5282,3,1,137685,18,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,0,1,1,0
"38969",0,0,1,12,3,11,1936,0,52,0,535,0,1,72394.171875,24,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,0,NA,1
"38990",1,0,1,17,10,12,1945,2600,42,32763,6825,2,1,69747,21,3,0,0,0,0,0,0,0,0,13,NA,NA,30150,0,NA,0,1,29,0,1,1,0
"39004",1,0,1,12,5,9,1938,1920,49,42129.6015625,2828,1,1,100500,27,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"39058",1,0,1,12,2,9,1943,3059,45,16612.650390625,1333,0,1,46029,24,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"39066",0,0,1,13,11,11,1948,3060,39,48300.30078125,5825,1,0,95756.3984375,17,3,0,0,0,0,0,0,5306.39990234375,0,NA,NA,NA,NA,NA,NA,0,3,41,0,1,1,0
"39076",1,1,0,6,8,9,1934,2000,53,40200,996,0,1,40200,33,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,23,0,1,1,0
"39079",0,0,1,9,7,4,1955,1312,32,15312.1796875,2451,2,1,43516.5,10,1,0,3778.80004882812,3778.80004882812,0,0,NA,0,0,9,NA,NA,0,0,NA,0,1,37,0,1,NA,1
"39083",1,0,1,12,7,11,1931,1634,56,31733.880859375,2334,2,1,65351.12890625,36,4,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"39084",0,0,1,14,9,11,1953,0,34,0,471,4,NA,85023,13,4,0,0,0,0,0,NA,603,0,12,15,15477,3905.42993164062,0,0,0,3,39,0,0,NA,1
"39085",1,0,1,12,10,10,1957,2360,30,82410,97,0,1,118590,8,2,0,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,4,46,0,1,1,0
"39091",1,0,1,17,6,11,1940,2205,47,94470,36,2,1,132660,26,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,10,0,1,1,0
"39097",0,0,1,12,3,12,1957,1864,31,32763,2289,2,1,76983,10,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,14,0,1,NA,1
"39104",1,1,0,14,9,12,1927,1284,60,17193.5390625,3440,0,1,98389.5,39,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,0,1,0
"39111",0,0,1,6,10,10,1955,0,32,0,3298,2,NA,21792.419921875,7,3,0,0,11239.919921875,11239.919921875,0,NA,0,0,NA,8,46230,0,0,0,0,2,13,0,0,NA,1
"39141",0,1,0,13,12,3,1959,1168,28,36180,2940,2,0,36180,NA,3,0,0,804,0,0,400,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,0,1,0
"39145",1,0,1,17,9,10,1950,1352,37,50250,3797,2,1,97887,16,1,0,0,0,0,0,0,0,0,12,12,12261,3216,0,0,0,4,5,0,1,1,0
"39181",1,0,1,17,12,9,1959,2620,27,104520,5548,0,1,155976,NA,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"39184",1,0,1,16,6,11,1946,332,41,1608,1383,2,1,39625.140625,11,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,0,1,1,0
"39190",1,0,1,16,1,11,1933,2940,55,305520,935,0,1,337680,31,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
"39193",1,0,1,12,2,10,1963,512,25,NA,6354,0,0,72979.078125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,0,0
"39197",1,0,1,14,4,12,1955,1256,33,13215.75,1575,0,0,15336.2998046875,7,2,0,2120.55004882812,2120.55004882812,0,0,0,0,0,13,12,32160,7035,0,0,0,3,32,0,1,1,0
"39198",1,0,1,12,4,11,1947,2550,41,5025,4706,0,1,25125,20,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,17,0,1,1,0
"39201",1,0,1,7,1,10,1941,3000,47,70350,4207,0,1,130810.796875,25,2,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,3,45,0,1,1,0
"39229",1,0,1,13,8,13,1953,1920,34,54270,1117,4,0,68842.5,13,1,0,2010,2010,0,0,0,0,0,12,14,0,0,0,0,0,2,21,0,0,1,0
"39231",0,0,1,16,5,10,1945,0,42,0,2537,5,1,46732.5,7,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,43,0,0,NA,1
"39249",1,0,1,13,4,7,1932,692,56,6725.4599609375,3765,0,1,64722,35,1,0,0,0,0,0,0,0,0,NA,12,0,NA,NA,0,0,2,34,0,1,1,0
"39253",1,0,1,12,7,11,1929,2300,59,100500,3104,0,1,183915,37,5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"39291",1,0,1,16,8,11,1948,2098,39,84420,3110,2,1,84721.5,18,1,0,0,0,0,0,0,0,0,12,10,0,904.5,0,0,0,3,35,0,1,1,0
"39302",0,0,0,16,12,10,1944,799,43,4735.56005859375,4436,0,1,76488.5390625,NA,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"39389",0,0,1,12,8,10,1954,2080,33,30150,84,0,1,49848,15,4,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,NA,1
"39393",1,0,1,11,3,12,1957,2352,31,34773,987,3,1,35295.6015625,12,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,1,1,0
"39397",1,0,1,6,8,10,1939,0,48,0,6594,0,0,12663,7,5,0,0,12663,12663,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,0,0,1,0
"39417",0,0,1,12,7,11,1950,2200,37,24120,2644,1,1,49044,13,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,14,0,1,NA,1
"39435",1,0,1,11,11,7,1959,1950,28,34127.7890625,5512,2,1,34931.7890625,7,3,0,0,0,0,0,0,0,0,8,12,0,35886.5390625,0,0,0,2,34,0,1,1,0
"39440",1,0,1,12,9,11,1956,2000,31,54270,1726,3,1,86430,10,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,39,0,1,1,0
"39449",1,0,1,16,3,10,1957,2250,31,56280,4785,2,1,59295,10,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"39460",1,0,1,17,1,11,1942,2218,46,201000,6462,1,1,242474.34375,26,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
"39514",1,0,1,16,8,10,1947,2870,40,37737.75,5438,2,1,125022,20,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"39518",0,0,1,10,6,8,1943,1103,45,8040,522,1,1,67081.7421875,12,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,41,0,1,NA,1
"39521",0,0,1,12,7,13,1936,1920,51,28140,3369,0,1,82611,14,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,35,0,1,NA,1
"39522",0,0,1,17,10,13,1956,2304,31,42210,5312,0,1,88440,10,3,0,0,0,0,0,NA,0,0,13,17,134268,0,0,0,0,3,32,0,1,NA,1
"39574",0,0,1,12,11,8,1958,1007,29,14472,765,2,1,38592,7,2,0,0,0,0,0,NA,0,0,8,8,0,0,0,0,0,2,14,0,1,NA,1
"39589",1,0,1,14,8,12,1937,2065,50,56280,2292,0,1,134067,30,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,0,1,1,0
"39601",1,0,1,8,4,7,1961,2048,26,22110,1793,2,1,23878.80078125,6,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"39609",1,0,0,12,6,7,1955,3060,32,68340,2194,2,1,76380,11,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"39623",1,0,1,12,1,12,1953,2040,34,32160,6732,0,0,32160,11,2,0,0,0,0,0,0,0,0,12,12,13065,0,0,0,0,5,51,0,1,1,0
