"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","health","inc_wcomp","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_ch","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","study","works","head","wife"
"14177",0,1,0,8,12,4,1958,175,30,603,263,0,0,20592.44921875,8,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,17,0,1,NA,1
"14217",0,0,1,17,9,9,1962,1760,25,35577,2280,1,1,63717,4,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,NA,1
"14220",0,0,1,12,9,9,1929,1992,58,29145,328,0,0,40803,25,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,40,0,1,1,0
"14230",1,0,1,12,5,10,1928,2300,59,110550,868,0,1,124459.203125,39,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,39,0,1,1,0
"14244",0,0,1,12,7,13,1947,1624,40,80400,3494,0,1,204618,19,3,0,0,0,0,0,NA,0,0,12,12,NA,NA,NA,NA,0,2,22,0,1,NA,1
"14262",0,0,1,17,8,11,1948,510,39,10050,5029,2,1,162810,18,2,0,0,0,0,0,NA,0,0,NA,12,0,NA,NA,0,0,2,40,0,1,NA,1
"14273",1,0,1,10,9,11,1930,2500,56,28182.2109375,6800,0,1,62396.4296875,36,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,18,0,1,1,0
"14298",0,0,1,12,12,7,1960,0,27,0,1225,2,1,47862.12109375,2,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,32,0,0,NA,1
"14313",1,0,1,14,3,12,1944,2024,44,94317.2421875,818,0,1,209158.59375,20,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,0,1,1,0
"14315",1,0,1,17,2,9,1951,2500,37,96480,4303,3,1,100299,16,1,0,0,0,0,0,0,0,0,17,NA,NA,0,0,NA,0,3,3,0,1,1,0
"14353",1,1,0,12,2,7,1954,1663,34,2854.19995117188,6430,0,0,2854.19995117188,14,1,0,0,0,0,0,0,0,0,8,NA,NA,0,0,NA,0,3,9,0,1,1,0
"14364",0,1,0,16,1,13,1961,1960,27,65928,4557,0,0,65928,6,2,0,0,0,0,0,0,0,0,17,17,168840,0,0,0,0,4,4,0,1,1,0
"14369",0,0,1,16,3,12,1950,1428,38,5527.5,6019,4,0,35275.5,8,2,0,0,0,0,0,0,19296,0,12,12,16080,66330,0,0,0,2,40,0,1,1,0
"14371",1,0,1,12,1,11,1957,2550,31,23316,4002,0,1,42692.3984375,10,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,1,1,0
"14384",1,0,1,11,7,10,1955,2517,32,55476,3567,2,1,108741,11,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"14405",0,0,1,13,6,8,1960,0,27,0,1871,2,1,65230.53125,3,3,0,0,0,0,0,NA,0,0,9,10,29547,0,0,0,0,1,37,0,0,NA,1
"14410",0,0,1,12,2,9,1932,1704,56,27476.69921875,5696,0,1,82066.2890625,25,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,36,0,1,NA,1
"14412",1,0,1,17,12,10,1928,2880,59,100751.25,6403,0,1,160649.25,36,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"14471",1,0,1,12,1,12,1961,2144,27,69345,2780,0,0,69345,6,2,0,0,0,0,0,0,0,0,10,12,130650,0,0,0,0,2,21,0,1,1,0
"14478",1,0,1,8,8,9,1953,1452,34,32160,5671,3,1,32160,14,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"14480",1,0,1,14,7,11,1941,2440,46,55677,663,2,1,79837.203125,22,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,5,0,1,1,0
"14487",0,0,1,16,10,12,1959,0,28,0,2267,1,1,50390.69921875,6,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,0,NA,1
"14516",0,1,0,17,3,13,1928,0,60,0,4450,0,1,184920,25,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,0,NA,1
"14538",0,0,1,14,9,12,1957,0,30,0,2384,2,1,25732.01953125,6,3,0,0,0,0,0,NA,0,0,12,16,0,0,0,0,0,1,37,1,0,NA,1
"14561",1,0,1,9,8,9,1929,2000,58,34170,5777,0,1,34572,37,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"14585",1,0,1,10,11,9,1951,2500,36,36180,1081,2,1,64320,16,3,0,0,0,0,0,0,0,0,5,5,16855.859375,0,0,0,0,3,41,0,1,1,0
"14595",1,0,1,8,9,7,1955,2040,32,10516.3203125,485,2,1,41968.80078125,9,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,0,1,1,0
"14601",0,0,1,17,4,12,1960,1691,26,22110,323,0,1,56280,8,2,0,0,0,0,0,NA,0,0,NA,17,13668,NA,NA,0,0,3,9,0,1,NA,1
"14615",0,1,0,10,4,4,1952,2040,37,11055,4683,0,1,33798.1484375,NA,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,17,0,1,NA,1
"14636",0,1,0,12,9,1,1941,0,45,0,5525,1,0,11891.16015625,NA,5,0,0,3352.67993164062,0,0,0,0,1668,NA,NA,NA,0,0,NA,0,2,13,0,0,1,0
"14685",1,0,1,12,8,10,1935,1264,52,29776.140625,1927,0,1,64790.33984375,30,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,0,1,0
"14691",1,0,1,14,3,12,1951,2912,37,113766,3692,2,1,198588,16,2,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,4,4,0,1,1,0
"14696",0,0,1,12,12,11,1951,2296,36,70350,4402,0,NA,175674,15,2,0,0,0,0,0,NA,2010,0,12,NA,NA,47138.51953125,0,NA,0,4,4,0,1,NA,1
"14720",1,0,1,11,5,9,1956,1806,31,7845.02978515625,1545,1,1,50370.6015625,11,1,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,2,14,0,1,1,0
"14754",1,0,1,16,9,11,1952,2390,35,65716.953125,5772,3,1,156940.796875,14,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,6,0,1,1,0
"14767",0,0,1,14,2,11,1943,1074,45,32160,4348,0,NA,94470,20,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,5,0,1,NA,1
"14770",0,0,1,17,10,10,1939,2211,48,102510,3517,0,0,128680.203125,25,1,0,0,0,0,0,0,0,0,NA,17,0,NA,NA,0,0,1,6,0,1,1,0
"14772",0,0,1,14,5,12,1952,1560,35,8100.2998046875,5155,2,1,83415,13,2,0,0,0,0,0,NA,0,0,12,12,0,0,0,0,0,2,14,0,1,NA,1
"14781",0,0,1,14,2,13,1933,141,55,NA,3161,0,NA,60074.87890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,27,0,1,NA,0
"14786",0,0,1,16,2,10,1944,0,44,0,1829,2,NA,140700,13,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,0,NA,1
"14800",0,0,1,12,5,11,1936,1885,51,29145,3580,0,0,29145,19,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"14813",1,0,1,12,9,10,1951,2832,36,24258.689453125,5701,4,1,25567.19921875,15,2,0,0,0,0,0,0,0,0,12,12,0,32865.51171875,0,0,0,1,37,0,0,1,0
"14837",1,0,1,12,11,10,1927,336,60,13065,1641,0,1,106530,39,4,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,10,0,0,1,0
"14846",1,0,1,12,4,10,1960,2150,28,30150,1302,2,1,48240,4,3,0,0,0,0,0,0,0,0,10,12,90450,0,0,0,0,1,37,0,1,1,0
"14861",0,0,1,15,9,12,1954,1960,33,50250,5542,0,0,51697.19921875,12,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,2,0,1,1,0
"14866",0,1,0,17,2,7,1961,0,27,0,3881,2,1,52561.5,4,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,32,0,0,NA,1
"14872",1,0,1,16,5,11,1941,2510,46,0,1475,3,1,97615.6484375,26,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"14886",0,0,1,17,5,12,1951,1440,37,80400,5779,0,1,204015,17,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,20,0,1,NA,1
"14900",1,0,1,17,7,9,1957,2216,30,11834.8798828125,1672,0,0,13768.5,6,3,0,0,0,0,0,0,0,0,10,10,11290.169921875,9378.66015625,0,0,0,3,32,0,1,1,0
"14930",1,0,1,17,9,12,1953,3012,34,99495,3214,0,1,156579,10,1,0,0,0,0,0,0,0,0,12,17,140700,1246.19995117188,0,0,0,1,6,0,1,1,0
"14967",1,0,1,13,2,8,1953,1680,35,56280,4681,2,1,75760.921875,14,2,0,1792.92004394531,1792.92004394531,0,0,0,3618,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"15007",0,0,1,9,7,12,1951,1450,36,0,5623,0,NA,55232.7890625,NA,NA,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,NA,1
"15009",1,0,1,9,8,9,1961,0,26,0,6119,2,1,24879.779296875,5,1,20116.080078125,0,21370.3203125,0,0,624,0,0,NA,NA,NA,NA,NA,NA,0,4,36,0,0,1,0
"15017",0,0,1,12,7,10,1934,2000,53,26130,4029,0,NA,112982.1015625,28,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
