"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","hhdens","inc_wcomp","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_ch","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","occ","study","works","head","wife"
"3",0,0,1,11,9,10,1952,1214,27,10404,5395,3,1,38148,3,1.29999995231628,NA,NA,NA,NA,NA,NA,NA,NA,11,10,43350,0,0,0,0,2,24,NA,0,1,NA,1
"4",1,0,1,4,10,10,1950,1500,29,NA,5400,2,0,73533.15625,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,11,10,43350,0,0,0,0,2,24,NA,0,1,NA,0
"8",0,0,1,13,9,10,1953,180,26,1734,2331,3,1,65545.203125,5,1.29999995231628,NA,NA,NA,NA,NA,NA,NA,NA,11,10,43350,0,0,0,0,3,9,NA,0,0,NA,1
"15",1,1,0,14,8,9,1954,2156,25,34680,1361,0,1,59245,5,0.699999988079071,0,0,0,0,0,0,0,0,11,12,0,0,0,0,0,1,29,92,0,1,1,0
"18",0,1,0,16,6,9,1953,1892,26,34680,3183,0,0,34680,7,0.300000011920929,0,0,0,0,0,0,0,0,11,12,0,0,0,0,0,1,29,92,0,1,1,0
"26",1,0,1,14,6,11,1954,2390,25,65603,120,1,1,74273,4,0.5,0,0,0,0,0,0,0,0,NA,16,104040,NA,NA,0,0,2,34,92,0,1,1,0
"27",1,0,1,17,6,11,1948,2358,31,166059.40625,2018,0,1,234985.90625,9,0.300000011920929,0,0,0,0,0,0,0,0,NA,16,104040,NA,NA,0,0,2,21,92,0,1,1,0
"30",1,0,1,17,10,11,1951,2250,29,59245,121,0,1,111499.09375,2,0.300000011920929,0,0,0,0,0,0,0,0,NA,16,104040,NA,NA,0,0,2,34,88,0,1,1,0
"31",0,0,1,16,2,11,1953,1951,27,39382.03125,434,0,0,40066.9609375,7,0.200000002980232,0,0,0,0,0,0,0,0,NA,16,104040,NA,NA,0,0,2,34,56,0,1,1,0
"37",0,0,1,12,5,10,1953,0,27,0,4192,4,NA,29304.599609375,4,1,NA,NA,NA,NA,NA,NA,NA,NA,8,9,47685,0,0,0,0,2,13,NA,0,0,NA,1
"38",0,0,1,12,10,11,1951,1080,28,11560,1231,1,1,65025,6,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,8,9,47685,0,0,0,0,2,13,NA,0,1,NA,1
"40",1,0,1,11,NA,8,NA,2310,25,33235,1260,0,0,33235,3,0.300000011920929,0,0,0,0,0,0,0,0,8,9,47685,0,0,0,0,2,13,32,0,1,1,0
"42",1,0,1,14,10,10,1947,2016,32,37570,4186,2,1,57800,10,0.699999988079071,0,0,0,0,0,0,0,0,8,9,47685,0,0,0,0,2,13,32,0,1,1,0
"45",1,0,1,12,11,7,1949,2550,30,58956,482,2,1,58956,9,0.600000023841858,0,0,0,0,0,0,0,0,8,9,47685,0,0,0,0,2,13,61,0,1,1,0
"50",1,0,1,11,6,9,1949,2528,30,24206.640625,2642,2,1,32654.109375,NA,0.600000023841858,0,0,0,0,0,0,0,0,12,12,28900,1445,0,0,0,2,14,92,0,1,1,0
"52",0,0,1,10,6,6,1948,1560,31,10519.599609375,2204,2,0,23004.400390625,3,0.400000005960464,0,0,15085.7998046875,0,0,900,0,4320,12,12,28900,1445,0,0,0,2,14,61,0,1,1,0
"54",1,0,1,12,3,9,1953,1520,27,22903.25,2641,1,1,37289.671875,NA,0.400000005960464,0,4369.68017578125,4369.68017578125,0,0,0,0,0,12,12,28900,1445,0,0,0,2,14,51,0,1,1,0
"55",1,0,1,12,5,12,1947,2500,33,23120,6192,0,1,23120,12,0.300000011920929,0,0,0,0,0,0,0,0,12,12,28900,1445,0,0,0,2,14,55,0,1,1,0
"56",1,0,1,6,2,10,1948,2683,32,27166,625,3,1,27166,10,1.29999995231628,0,0,1098.19995117188,0,0,380,0,0,2,NA,8381,0,0,0,0,3,3,11,0,1,1,0
"59",1,0,1,10,2,8,1955,2933,25,17340,4803,1,1,18496,3,0.600000023841858,0,0,1653.07995605469,0,0,572,0,0,2,NA,8381,0,0,0,0,3,3,11,0,1,1,0
"60",1,0,1,12,7,8,1953,1821,26,23987,2021,3,1,44835.4609375,5,1.29999995231628,0,0,0,0,0,0,0,0,2,NA,8381,0,0,0,0,3,3,42,0,1,1,0
"62",1,0,1,12,5,11,1951,2300,28,25143,623,2,1,31501,6,1,0,0,1219.57995605469,0,0,422,0,0,2,NA,8381,0,0,0,0,3,3,11,0,1,1,0
"72",0,1,0,12,4,8,1952,2250,27,26010,2065,1,0,26010,4,0.5,0,0,0,0,0,0,0,0,12,8,37570,0,0,0,0,3,10,83,0,1,1,0
"75",1,1,0,12,2,8,1953,1880,27,31790,1452,1,1,46384.5,5,0.800000011920929,0,0,0,0,0,0,0,0,12,8,37570,0,0,0,0,3,10,92,0,1,1,0
"600",1,0,1,12,7,3,1954,2040,25,40460,4208,1,1,40460,4,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,61,0,1,1,0
"622",0,0,1,9,NA,8,NA,2754,34,20230,2036,1,0,20417.849609375,10,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,61,0,1,1,0
"637",1,0,1,17,12,12,1943,1920,36,91511.8515625,1216,1,1,98283.1171875,14,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,92,0,1,1,0
"652",0,0,0,12,10,2,1941,2350,38,20230,4429,2,0,27166,19,1,0,0,0,0,0,0,6936,0,NA,NA,NA,NA,NA,NA,0,3,42,42,0,1,1,0
"674",0,0,1,17,8,10,1951,900,28,17340,3371,0,1,21530.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,8,NA,0,0,NA,1
"677",0,0,1,8,2,11,1934,0,46,0,2031,0,0,12571.5,26,0.200000002980232,0,0,9190.2001953125,9190.2001953125,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,0,0,1,0
"762",1,0,1,10,1,9,1951,2106,29,76585,4490,2,1,76585,7,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,55,0,1,1,0
"790",1,0,1,12,2,11,1952,2400,28,75140,5246,0,1,134674,6,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,32,0,1,1,0
"796",1,0,1,12,5,12,1952,2010,27,31067.5,553,0,0,36341.75,6,0.300000011920929,0,0,0,0,0,0,0,0,12,12,53465,0,0,0,0,2,48,85,0,1,1,0
"805",1,1,0,12,12,8,1949,2227,30,82076,1438,2,1,84388,8,0.600000023841858,0,0,0,0,0,0,0,0,12,6,83810,0,0,0,0,2,34,30,0,1,1,0
"811",1,1,0,6,NA,8,NA,3600,49,75140,6380,0,1,78275.6484375,27,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,44,0,1,1,0
"817",1,0,1,12,1,10,1943,2150,38,49130,2327,0,0,49130,12,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,61,0,1,1,0
"839",1,0,1,12,3,10,1945,520,35,26010,3538,1,0,26443.5,12,0.300000011920929,0,0,0,0,0,0,0,0,8,8,24565,17340,0,0,0,3,41,42,0,1,1,0
"841",0,0,1,12,12,10,1941,0,38,0,3202,3,1,92480,4,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,0,0,NA,1
"842",0,0,1,16,2,11,1944,0,35,0,1808,3,1,297959,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,NA,0,0,NA,1
"859",1,0,1,13,10,9,1919,1960,60,62135,3418,0,1,80966.2421875,37,0.400000005960464,0,0,4092.23999023438,4092.23999023438,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,92,0,1,1,0
"892",1,0,1,12,7,9,1932,1640,48,49130,99,0,1,82365,25,0.600000023841858,2890,0,2890,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,31,0,1,1,0
"894",0,0,1,17,4,9,1943,1280,37,17340,5128,2,1,88723,15,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,NA,0,0,NA,1
"970",0,0,1,12,10,11,1948,732,31,5780,986,1,1,28900,8,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,17,NA,0,1,NA,1
"975",1,0,0,12,12,9,1938,2573,41,80631,3775,2,1,95312.203125,19,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,56,0,1,1,0
"991",0,0,1,12,8,11,1924,2015,55,23120,6074,0,1,90023.5,17,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,0,1,NA,1
"1036",0,1,0,13,7,10,1947,330,32,1734,1328,1,1,38754.8984375,5,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,NA,0,1,NA,1
"1050",0,NA,NA,12,NA,9,NA,2040,34,23120,5298,2,NA,66470,1,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,0,1,NA,1
"1114",1,0,1,14,12,13,1953,1680,26,69360,5976,0,0,69360,4,0.300000011920929,0,0,0,0,0,0,0,0,14,14,57800,31790,0,0,0,4,4,84,0,1,1,0
"1141",1,0,1,16,8,11,1949,2250,30,72250,542,1,1,94647.5,8,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,91,0,1,1,0
"1154",0,0,1,17,12,8,1953,2060,26,36125,1858,0,1,66470,3,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,10,NA,0,1,NA,1
"1161",1,0,1,13,9,10,1930,2904,49,225420,6167,1,1,489566,27,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,30,0,1,1,0
"1180",0,0,1,17,9,12,1948,80,31,1011.5,3442,0,1,213426.5,6,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,12,11,64444.109375,2890,0,0,0,2,24,NA,0,1,NA,1
"1187",0,0,1,17,5,9,1952,1888,27,40460,3210,0,1,109820,6,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,0,1,NA,1
"1211",0,0,1,17,11,7,1943,1795,36,36240.6015625,5676,2,1,99462.2421875,14,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,0,1,NA,1
"1212",0,0,1,12,11,9,1943,1437,36,13033.900390625,3775,2,1,95312.203125,9,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,0,1,NA,1
"1264",0,0,1,12,9,9,1949,1900,30,20230,2152,0,0,20230,8,0.400000005960464,0,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,3,9,61,0,1,1,0
"1313",0,1,0,12,6,9,1924,2142,54,27053.2890625,3022,0,NA,41150.7109375,22,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,0,1,NA,1
"1328",1,0,1,16,8,12,1926,2820,53,75140,3923,0,1,115600,31,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,32,0,1,1,0
"1334",0,0,1,12,1,10,1942,1668,38,22542,1095,1,1,59221.87890625,16,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,0,1,NA,1
"1345",1,0,1,17,7,9,1953,2703,26,44401.9609375,1790,0,0,50384.26171875,4,1,0,0,0,0,0,0,0,0,15,16,66903.5,41616,0,0,0,4,4,87,0,1,1,0
"1358",0,0,1,12,5,10,1943,0,36,0,2807,2,1,49130,4,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,0,0,NA,1
"1371",1,0,1,17,11,12,1948,1972,31,65314,4746,2,1,66253.25,6,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,92,0,1,1,0
"1374",0,0,1,12,2,10,1926,1309,54,15669.580078125,210,1,NA,38778.01953125,15,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,0,1,NA,1
"1427",1,0,1,16,12,11,1952,2512,27,43350,5027,0,1,65025,3,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,71,0,1,1,0
"1431",1,0,1,16,3,11,1927,1780,52,104040,728,0,1,147390,29,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,32,0,1,1,0
"1452",0,NA,NA,12,NA,10,NA,1213,30,NA,3537,0,NA,109291.1328125,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,NA,0,1,NA,0
"1490",0,0,1,11,10,11,1941,1960,38,26010,913,2,1,82682.8984375,15,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,48,NA,0,1,NA,1
"1495",0,0,1,12,3,11,1944,0,36,0,3288,3,NA,52887,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,0,0,NA,1
"1506",0,1,0,14,10,4,1953,1960,28,26010,3157,1,1,37570,6,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,10982,0,NA,0,3,10,NA,0,1,NA,1
"1544",0,0,1,12,12,9,1950,0,29,0,2356,2,1,69403.3515625,6,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,0,0,NA,1
"1546",0,0,1,14,9,10,1951,320,28,2890,918,1,1,89630.4609375,7,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,2,NA,0,0,NA,1
"1583",0,0,1,12,4,10,1947,0,33,0,2179,3,NA,75140,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,0,0,NA,1
"1584",0,0,1,16,9,11,1943,780,36,33813,2551,3,1,96901.703125,8,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,38,NA,0,1,NA,1
"1608",0,0,1,16,7,9,1936,10,44,130.050003051758,3620,4,1,135960.046875,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,0,0,NA,1
"1612",0,1,0,12,5,7,1952,2040,27,26010,1788,1,0,30980.80078125,5,0.400000005960464,0,0,2947.80004882812,0,0,300,0,720,NA,NA,NA,NA,NA,NA,0,3,19,86,0,1,1,0
"1626",0,0,1,14,9,10,1950,1220,29,16184,1870,0,1,107797,7,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,41254.75,0,NA,0,2,34,NA,0,1,NA,1
"1631",0,0,1,16,8,12,1953,2000,26,37570,4891,0,1,47107,8,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,16,12,433.5,31790,0,0,0,3,42,NA,0,1,NA,1
"1647",0,0,1,12,5,9,1953,0,26,0,2619,2,1,79532.796875,1,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,11,8,49130,0,0,0,0,3,45,NA,0,0,NA,1
"1662",0,0,1,16,9,11,1938,1010,41,28900,3876,1,1,147101,10,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,0,1,NA,1
"1664",0,0,1,12,11,12,1951,2428,28,46240,1031,0,NA,129183,7,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,12,16,0,289,0,0,0,4,4,NA,0,1,NA,1
"1674",0,0,1,16,5,8,1950,1920,29,34680,2635,1,1,101785.796875,4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,42,NA,0,0,NA,1
"1680",0,0,1,12,10,13,1924,110,55,867,352,0,1,63120.48828125,7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,0,0,NA,0,1,29,NA,0,0,NA,1
"1734",0,0,1,12,11,12,1949,1960,30,19074,4950,2,0,37630.69140625,3,0.699999988079071,0,127.160003662109,127.160003662109,0,0,0,9248,0,10,12,0,1537.47998046875,0,0,0,4,4,92,0,1,1,0
"1762",0,NA,NA,NA,NA,8,NA,NA,33,NA,5580,0,NA,28900,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,19,NA,NA,NA,NA,0
"1772",1,0,1,8,2,10,1928,1899,52,34564.3984375,4600,0,1,51462.23046875,30,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,32,0,1,1,0
"1776",1,0,1,12,1,10,1938,2040,42,34737.80078125,6183,2,1,68204,19,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,51,0,1,1,0
"1778",0,0,1,12,8,10,1920,1125,59,6647,5442,0,1,78943.2421875,15,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,0,1,NA,1
"1787",1,0,1,12,3,13,1921,2040,59,180336,5687,0,1,194208,26,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,31,0,1,1,0
"1822",0,0,1,12,8,12,1923,432,56,2890,4866,0,1,71059.3203125,6,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,0,1,NA,1
"1834",1,0,1,12,8,9,1929,3640,50,67787.84375,194,0,1,67787.84375,27,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,26,51,0,1,1,0
"1838",1,1,0,12,NA,8,NA,1225,53,20498.76953125,2227,2,1,41040.890625,27,1.29999995231628,0,0,1517.25,0,0,525,0,0,NA,NA,NA,NA,NA,NA,0,3,1,51,0,1,1,0
"1844",1,0,1,12,12,11,1928,1920,51,62129.21875,3295,2,1,64678.19921875,30,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,31,0,1,1,0
"1858",1,0,1,12,9,10,1919,0,60,0,2,0,1,23120,39,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,NA,0,0,1,0
"1863",1,0,1,17,6,9,1949,1981,30,75140,3026,3,1,75515.703125,7,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,92,0,1,1,0
"1886",0,NA,NA,16,NA,12,NA,80,56,1445,1423,1,NA,100531.5390625,11,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,40,NA,0,1,NA,1
"1888",0,0,1,13,12,13,1920,0,59,0,2740,0,1,240540.484375,10,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,43,NA,0,0,NA,1
"1889",1,0,1,15,4,11,1954,2080,26,55051.609375,4384,0,0,76726.609375,5,0.5,0,0,0,0,0,0,0,0,12,14,86700,23120,0,0,0,4,46,32,0,1,1,0
"1929",1,0,1,16,8,11,1926,2200,53,49939.19921875,5534,0,1,81214.78125,27,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,61,0,1,1,0
"1945",1,0,1,16,10,11,1946,2750,33,95370,4381,2,1,105485,11,0.5,0,0,0,0,0,0,0,0,16,16,34680,69360,0,0,0,1,18,69,0,1,1,0
"1981",0,0,1,12,2,10,1950,1328,30,26299,173,2,1,76035.8984375,6,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,48,NA,0,1,NA,1
"1982",0,0,1,16,5,12,1951,0,28,0,4007,2,1,50242.6484375,6,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,12,12,41905,41905,0,0,0,2,22,NA,0,0,NA,1
"1990",0,0,1,12,9,10,1947,2090,32,69360,2620,1,1,135107.5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,0,1,NA,1
"2001",0,0,1,16,10,13,1953,0,26,0,5840,1,1,41905,5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,0,1,NA,1
"2016",0,0,1,16,6,8,1949,807,30,8092,1736,3,1,53465,8,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,0,1,NA,1
"2031",1,0,1,16,11,10,1939,3380,40,33784.1015625,5029,0,1,151725,18,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,11,0,1,1,0
"2032",1,0,1,16,5,11,1947,1908,33,80920,5147,3,1,106930,6,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,61,0,1,1,0
"2048",0,0,1,17,1,10,1947,0,33,0,3355,3,1,160395,8,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,0,0,NA,0,1,29,NA,0,0,NA,1
"2065",1,0,1,16,4,13,1946,1750,33,66470,3555,2,1,124270,11,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,62,0,1,1,0
"2086",0,1,0,17,7,5,1950,1688,29,34680,2150,3,1,78030,5,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,34680,0,NA,0,3,1,NA,0,1,NA,1
"2096",1,0,1,13,12,11,1930,1820,48,38032.3984375,3990,3,1,104444.6015625,27,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,55,0,1,1,0
"2107",1,0,0,12,10,10,1953,4009,26,66470,5712,1,1,86700,4,0.600000023841858,0,0,0,0,0,0,0,0,NA,8,40460,NA,NA,0,0,4,4,55,0,1,1,0
"2114",1,0,1,15,4,10,1930,1912,50,92480,4269,0,1,101381.203125,22,0.400000005960464,0,0,8323.2001953125,8323.2001953125,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,31,0,1,1,0
"2143",0,0,1,12,1,10,1955,156,25,2485.39990234375,2202,1,1,60718.8984375,3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,10,NA,0,0,NA,1
"2147",1,0,1,14,8,9,1949,3060,30,57800,4133,4,1,57800,8,1,0,0,0,0,0,0,0,0,12,14,101150,0,0,0,0,3,39,61,0,1,1,0
"2205",1,0,1,13,3,11,1938,NA,40,NA,3610,2,1,25385.759765625,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,42,NA,NA,NA,0,NA
"2209",0,0,1,15,11,12,1946,1180,33,20230,2686,1,NA,90168,10,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,43,NA,0,1,NA,1
"2219",0,0,1,12,7,10,1923,0,56,0,3615,0,0,68215.5625,18,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,0,0,1,0
"2249",1,0,1,10,7,10,1954,2295,25,30923,1847,2,1,30923,4,1.29999995231628,0,0,0,0,0,0,0,0,7,4,18785,346.799987792969,0,0,0,3,3,33,0,1,1,0
"2263",1,0,1,16,7,12,1948,250,31,28177.5,1787,0,0,62366.19921875,6,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,11,0,1,1,0
"2269",1,0,1,17,9,9,1954,2856,25,66470,2649,0,0,66831.25,4,0.200000002980232,0,0,0,0,0,0,0,0,NA,13,0,NA,NA,0,0,4,2,61,0,1,1,0
"2275",0,1,0,15,9,9,1951,560,29,14450,3909,3,NA,133807,7,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,0,0,NA,1
"2280",0,0,1,11,11,11,1944,0,35,0,3931,2,0,18394.849609375,12,0.600000023841858,0,0,12036.849609375,0,9843.33984375,759,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,0,0,1,0
"2296",0,1,0,7,10,8,1950,1851,30,3468,624,6,1,13872,4,1.60000002384186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,0,1,NA,1
"2330",1,1,0,13,1,12,1956,1840,25,46240,6404,1,1,74579.34375,5,1,0,768.739990234375,768.739990234375,0,0,0,0,0,12,11,28900,39910.8984375,0,0,0,2,24,NA,0,0,1,0
"2347",1,0,1,16,10,12,1952,2012,27,57684.3984375,3499,0,0,58262.3984375,5,0.5,0,0,0,0,0,0,0,0,12,15,109820,0,0,0,0,2,34,92,0,1,1,0
"2355",1,0,1,12,6,10,1945,2031,34,27258.48046875,2943,0,0,27845.150390625,12,0.5,0,0,0,0,0,0,0,0,10,NA,NA,0,0,NA,0,2,13,85,0,1,1,0
"2357",0,0,1,12,3,10,1947,1248,32,17918,6014,3,1,54043,9,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,0,1,NA,1
"2368",0,0,1,13,4,10,1942,0,37,0,539,3,NA,112331.40625,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,0,0,NA,1
"2374",1,0,0,8,5,7,1954,120,26,2985.3701171875,6357,3,1,21712.5703125,NA,1.70000004768372,0,0,12623.51953125,0,0,1488,0,2880,NA,NA,NA,NA,NA,NA,0,4,2,NA,0,0,1,0
"2387",0,1,0,16,8,10,1947,1610,32,26010,6000,0,0,26010,14,0.100000001490116,0,0,0,0,0,0,0,0,12,NA,NA,23120,0,NA,0,3,23,86,0,1,1,0
"2393",1,0,1,12,11,10,1934,1960,45,59987.73046875,5662,0,1,114782.1328125,23,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,57,0,1,1,0
"2394",1,0,1,10,5,12,1943,2805,37,31790,3389,2,1,34075.98828125,14,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,33,0,1,1,0
"2404",1,0,1,16,8,10,1952,2025,27,40460,3720,0,1,77394.203125,6,0.300000011920929,0,1445,1445,0,0,0,0,0,12,12,43350,0,0,0,0,1,37,31,0,1,1,0
"2415",0,0,1,7,3,7,1938,728,42,4335,2871,0,1,74099.6015625,12,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,NA,0,1,NA,1
"2423",0,0,1,12,7,8,1952,1440,28,17340,586,1,NA,89705.6015625,9,1,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,11560,0,NA,0,1,31,NA,0,1,NA,1
