"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","hhdens","inc_wcomp","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_ch","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","occ","study","works","head","wife"
"7585",1,0,1,14,9,10,1945,2056,34,66470,3181,2,1,66759,10,0.800000011920929,0,0,0,0,0,0,0,0,NA,14,0,NA,NA,0,0,2,22,21,0,1,1,0
"7650",1,0,1,12,9,9,1939,4250,40,57800,2386,0,1,105485,18,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,0,0,1,0
"7686",0,0,1,8,4,12,1951,1800,27,17051,1119,4,1,37396.6015625,7,1,NA,NA,NA,NA,NA,NA,NA,NA,7,4,18785,346.799987792969,0,0,0,3,3,NA,0,1,NA,1
"7714",0,NA,NA,17,NA,11,NA,1849,29,37859,3008,0,NA,76874,8,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,0,1,NA,1
"7718",1,1,0,14,4,7,1949,1746,31,42772,5917,0,0,42772,6,0.699999988079071,0,0,0,0,0,0,0,0,12,NA,NA,34680,0,NA,0,4,4,57,0,1,1,0
"7744",1,0,1,8,3,11,1944,2000,36,34680,4903,2,1,52020,10,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,31,0,1,1,0
"7746",0,0,1,13,3,11,1934,1977,46,20230,1734,0,1,78030,24,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,0,1,NA,1
"7796",0,0,1,11,5,10,1923,0,57,0,4337,1,1,81931.5,10,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,0,0,NA,1
"7798",1,0,1,16,3,9,1947,2375,33,65025,1674,2,1,65025,11,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,56,0,1,1,0
"7800",1,0,1,13,11,10,1945,2232,34,41760.5,5040,2,1,57366.5,12,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,40,0,1,1,0
"7827",1,0,1,8,4,10,1948,2322,32,20808,6211,2,1,20808,9,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,11,0,1,1,0
"7837",1,0,1,17,2,13,1949,2141,31,58378,1961,1,1,97971,6,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,92,0,1,1,0
"7853",0,0,1,12,2,12,1955,780,25,8670,5158,3,1,49274.5,1,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,27,NA,0,1,NA,1
"7878",0,0,1,12,4,12,1945,1128,35,26010,5080,1,NA,66484.453125,12,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,28,NA,0,1,NA,1
"7891",0,0,1,12,1,11,1955,110,25,433.5,4661,1,1,64013.5,2,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,39304,0,NA,0,3,10,NA,0,0,NA,1
"7902",1,1,0,11,12,7,1947,1930,30,20799.330078125,6117,3,1,20799.330078125,9,1.70000004768372,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,42,0,1,1,0
"7904",1,0,1,12,5,9,1942,2304,37,43350,171,2,1,44650.5,15,0.600000023841858,1300.5,0,1300.5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,48,31,0,1,1,0
"7919",1,0,1,12,8,13,1923,2800,56,11814.3203125,2743,4,1,41887.66015625,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,11,0,1,1,0
"7924",1,0,1,12,10,8,1952,2178,27,52020,3749,3,1,80342,5,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,31,0,1,1,0
"7935",0,0,1,12,3,10,1924,936,56,11820.099609375,6263,0,1,33625.1484375,8,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,0,1,NA,1
"7974",1,0,1,12,5,10,1951,3000,28,30165.8203125,4643,0,1,49025.9609375,6,1,0,0,0,0,0,0,0,0,12,NA,NA,27957.859375,0,NA,0,3,9,91,0,1,1,0
"7988",0,0,1,15,4,7,1949,1150,31,39015,177,3,1,89243.203125,8,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,12,12,56933,0,0,0,0,2,22,NA,0,1,NA,1
"7996",1,0,1,17,2,12,1951,3366,29,56883.87109375,4799,1,1,104040,7,0.600000023841858,0,0,0,0,0,0,0,0,12,13,72250,5548.7998046875,0,0,0,3,16,61,0,1,1,0
"8011",1,0,1,12,9,7,1925,1863,54,57800,2596,0,1,112276.5,32,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,85,0,1,1,0
"8017",1,0,1,13,3,11,1952,2640,26,NA,4495,0,0,147736.796875,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,12,12,66470,0,0,0,0,2,12,NA,0,1,NA,0
"8035",1,0,1,12,5,12,1922,1812,57,41905,1434,0,1,84677,34,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,40,85,0,1,1,0
"8081",1,1,0,14,12,9,1952,1960,27,28900,1294,1,1,46240,5,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,1,61,0,1,1,0
"8088",0,0,1,14,4,10,1948,1856,32,28900,3946,2,1,78030,7,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,0,1,NA,1
"8151",0,0,1,16,6,11,1934,550,44,4335,972,0,0,7736.52978515625,17,0.699999988079071,0,0,1734,0,0,350,0,250,NA,NA,NA,NA,NA,NA,0,2,34,NA,0,0,1,0
"8154",0,0,1,12,11,11,1931,1218,48,11560,2661,2,NA,55300.1484375,17,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,0,1,NA,1
"8157",0,NA,NA,14,12,10,1932,2040,47,28122.58984375,4819,2,1,120426.296875,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,0,1,NA,1
"8159",1,0,1,11,NA,11,NA,1360,33,NA,3052,2,NA,42222.8984375,NA,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,26,NA,0,1,0,0
"8201",0,0,1,17,5,11,1948,609,32,45951,6482,2,1,184671,5,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,12,9,132940,0,0,0,0,1,37,NA,0,1,NA,1
"8204",1,0,1,10,3,8,1955,1976,25,26010,3263,0,1,43350,4,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,87,0,1,1,0
"8214",0,0,1,12,1,9,1933,1560,49,21504.490234375,6071,1,1,101450.5625,8,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,0,1,NA,1
"8242",1,0,1,13,7,9,1947,2500,32,72250,3650,2,1,72250,10,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,31,0,1,1,0
"8244",1,0,1,12,3,10,1952,1545,28,NA,485,3,1,69738.59375,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,0,1,0,0
"8247",1,0,1,14,11,10,1942,2210,37,92480,3202,3,1,92480,15,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,56,0,1,1,0
"8303",0,0,1,16,12,12,1938,0,41,0,6065,3,1,254320,6,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,0,0,NA,1
"8322",0,0,1,14,3,7,1933,700,47,14594.5,4200,0,1,138474.34375,8,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,0,1,NA,1
"8345",0,0,1,14,9,11,1948,160,31,2456.5,542,1,1,94647.5,7,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,12,12,63580,0,0,0,0,3,16,NA,0,1,NA,1
"8352",0,0,1,12,1,12,1922,0,58,0,1486,0,1,61990.5,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,0,0,NA,1
"8359",1,0,1,16,3,11,1955,1200,25,23120,3967,1,1,44795,3,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,NA,1,0,1,0
"8364",0,NA,NA,13,NA,12,NA,0,27,0,3602,1,NA,22831,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,0,0,NA,1
"8370",0,0,1,12,NA,7,NA,0,31,0,202,1,NA,84677,7,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,3580.7099609375,0,NA,0,2,24,NA,0,0,NA,1
"8391",0,0,1,16,1,12,1948,220,32,2023,205,3,1,40266.37109375,2,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,0,1,NA,1
"8423",0,0,1,14,8,9,1953,0,26,0,4135,0,1,52887,12,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,17267.75,0,NA,0,1,37,NA,0,0,NA,1
"8490",0,0,1,14,8,11,1950,2400,29,22831,5794,0,0,22831,8,0.5,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,4,4,31,0,1,1,0
"8493",0,0,1,11,4,9,1923,879,57,2023,4980,1,1,36703,18,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,0,1,NA,1
"8509",0,0,1,12,11,10,1930,40,48,144.5,3574,2,1,64137.76953125,7,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,0,0,NA,1
"8529",1,0,1,16,11,11,1937,3824,42,288997.125,1904,5,1,433716.75,15,0.899999976158142,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,86,0,1,1,0
"8535",0,0,1,16,1,12,1950,1976,30,54910,4710,0,1,144933.5,5,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,0,1,NA,1
"8538",0,0,1,12,NA,9,NA,NA,26,0,2582,4,NA,42315.37890625,NA,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,NA,NA,0,0,1,20,NA,0,0,NA,0
"8551",0,0,1,16,7,11,1943,208,37,2890,2325,3,1,75140,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,22,NA,0,0,NA,1
"8573",1,0,1,16,8,11,1947,2165,32,82365,5216,1,1,88145,10,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,88,0,1,1,0
"8580",1,0,1,17,9,9,1948,1728,31,13872,571,2,1,33697.3984375,7,0.699999988079071,0,0,5635.5,0,0,890,0,1060,12,NA,NA,0,0,NA,0,3,1,86,0,1,1,0
"8591",1,0,1,17,11,12,1929,2275,50,63975.9296875,474,0,0,190740,28,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,82,0,1,1,0
"8597",0,1,0,13,3,6,1938,2000,42,35084.6015625,2703,1,0,47777.48046875,16,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,10,61,0,1,1,0
"8624",0,0,1,16,7,12,1954,1395,25,35258,2127,0,1,88145,6,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,23987,0,NA,0,1,29,NA,0,1,NA,1
"8645",0,0,1,2,12,8,1929,0,50,0,3583,2,1,21068.099609375,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,0,0,NA,1
"8650",1,0,1,7,1,10,1928,2250,52,40460,3010,0,1,40460,29,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,69,0,1,1,0
"8704",0,0,1,12,2,10,1929,0,51,0,3628,0,1,93925,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,0,0,NA,1
"8710",1,0,1,17,3,12,1953,1734,27,40460,5686,0,1,77596.5,9,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,1,0,1,0
"8738",1,0,1,12,10,12,1944,884,36,31934.5,1458,1,1,60834.5,13,0.400000005960464,5780,0,5780,0,0,0,0,0,9,NA,NA,6647,0,NA,0,1,37,86,0,1,1,0
"8770",0,0,1,8,8,7,1932,0,47,0,5709,1,0,11444.400390625,NA,0.400000005960464,0,0,13733.2802734375,0,0,792,0,3960,NA,NA,NA,NA,NA,NA,0,4,4,NA,0,0,1,0
"8784",0,0,1,11,11,12,1938,0,41,0,1203,2,1,36518.0390625,16,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,0,0,NA,1
"8798",1,1,0,9,4,8,1953,2200,27,8670,3387,2,1,18207,5,0.800000011920929,0,0,867,0,0,300,0,0,8,NA,NA,0,0,NA,0,3,32,71,0,1,1,0
"8815",0,0,1,13,11,13,1932,40,47,10115,6106,0,0,18785,20,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,0,0,1,0
"8836",0,0,1,12,11,8,1948,1948,31,52887,3570,0,1,122247,12,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,NA,0,1,NA,1
"8847",1,0,0,17,5,11,1943,2520,37,75140,4271,1,1,110109,14,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,88,0,1,1,0
"8866",0,0,1,12,9,9,1945,2,34,72.25,1025,4,1,154109.25,7,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,0,0,NA,1
"8878",1,0,1,17,3,13,1947,1787,33,55993.75,5116,2,1,56444.58984375,9,0.5,0,0,0,0,0,0,0,0,NA,16,0,NA,NA,0,0,1,31,92,0,1,1,0
"8910",1,0,1,16,9,13,1932,1980,47,113866,2613,0,1,113866,23,0.300000011920929,0,0,693.599975585938,0,0,240,0,0,NA,NA,NA,NA,NA,NA,0,4,36,88,0,1,1,0
"8946",0,0,1,16,4,12,1952,1680,27,40460,1977,1,1,105485,5,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,12,15,208080,19652,0,0,0,2,12,NA,0,1,NA,1
"8954",1,0,1,16,5,13,1954,765,26,NA,6064,1,NA,38763.5703125,NA,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,0,1,NA,0
"8972",0,0,1,12,4,10,1935,2246,45,60690,2693,0,0,60690,20,0.200000002980232,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,92,0,1,1,0
"8974",1,0,1,16,9,13,1928,2423,51,106930,5207,0,1,131206,25,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,87,0,1,1,0
"8975",0,0,1,16,1,10,1946,1928,34,50864,2580,0,0,54621,9,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,86,0,1,1,0
"8976",1,0,1,17,3,11,1949,2138,31,59473.30859375,3370,0,1,123651.5390625,9,1,0,0,0,0,0,0,0,0,12,NA,NA,1156,0,NA,0,6,NA,91,0,1,1,0
"8979",1,0,1,16,2,12,1951,1967,29,57800,5635,3,1,57800,7,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,44,0,1,1,0
"8984",1,0,1,12,3,11,1922,2124,58,66470,1958,0,1,74273,34,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,2,31,0,1,1,0
"8990",0,0,1,12,8,13,1932,0,47,0,5207,0,1,131206,6,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,0,0,NA,1
"8993",0,0,1,17,6,12,1940,2480,39,55488,1822,0,0,61036.80078125,15,0.200000002980232,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,86,0,1,1,0
"9006",1,0,1,12,10,6,1944,1280,36,23120,5895,2,1,53522.80078125,18,0.600000023841858,0,0,3121.19995117188,0,0,0,6242.39990234375,1080,NA,NA,NA,NA,NA,NA,0,1,6,71,0,1,1,0
"9021",1,0,1,12,5,8,1930,2100,50,31778.439453125,5296,0,1,37558.44140625,28,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,87,0,1,1,0
"9053",0,0,1,12,3,10,1926,0,53,0,371,0,1,81787,1,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,0,0,NA,1
"9062",0,0,1,17,12,10,1952,1972,25,14450,107,1,1,63580,4,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,0,0,NA,0,2,24,NA,0,1,NA,1
"9102",0,NA,NA,9,NA,8,NA,1760,36,15513.51953125,2227,2,NA,41040.890625,16,1.29999995231628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,NA,0,1,NA,1
"9128",0,0,1,14,3,9,1947,1260,33,65025,5782,2,1,125931.75,9,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,0,1,NA,1
"9142",1,1,0,12,NA,5,NA,2350,26,38148,6340,1,0,55488,7,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,NA,0,0,1,0
"9146",0,0,1,13,4,10,1955,1212,25,23987,4411,0,1,86989,4,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,0,0,NA,1
"9158",1,0,1,17,12,13,1930,3560,49,98838,4536,0,1,152881,27,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,87,0,1,1,0
"9181",1,0,0,3,9,8,1922,2086,57,8381,3583,2,1,21068.099609375,33,1,0,0,8302.9697265625,0,0,1593,0,1280,NA,NA,NA,NA,NA,NA,0,3,3,11,0,1,1,0
"9187",1,0,1,12,6,10,1952,253,28,30006.869140625,3009,1,1,71672,9,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,51,0,1,1,0
"9190",1,0,1,12,7,8,1943,1960,36,31790,4937,2,1,34544.171875,14,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,87,0,1,1,0
"9195",1,0,1,12,11,11,1945,2017,34,46760.19921875,3288,3,1,52887,9,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,30,0,1,1,0
"9217",0,0,0,12,NA,10,NA,2340,32,32368,946,0,0,39581.44140625,NA,0.5,0,0,1872.71997070312,0,0,648,0,0,8,NA,NA,0,0,NA,0,3,9,31,0,1,1,0
"9218",0,0,1,12,8,12,1935,2000,45,23120,2820,0,0,34680,13,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,10,86,0,1,1,0
"9251",0,0,1,12,4,8,1948,5498,31,86772.25,4990,0,0,86772.25,9,0.5,0,0,0,0,0,0,0,0,10,NA,NA,0,0,NA,0,4,4,55,0,1,1,0
"9271",0,0,1,12,10,8,1952,520,27,0,2203,2,1,48372.8203125,3,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,0,0,NA,0,2,14,NA,0,0,NA,1
"9296",1,0,1,12,2,9,1948,2256,32,45662,4405,2,1,107508,10,0.5,1156,0,1156,0,0,0,0,0,12,12,0,0,0,0,0,2,21,55,0,1,1,0
"9324",0,0,1,12,11,12,1941,1936,38,46240,2201,2,NA,143381.5625,20,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,0,0,NA,0,3,10,NA,0,1,NA,1
"9344",1,0,1,14,9,10,1952,2695,27,83810,4550,1,1,83810,4,0.400000005960464,0,0,0,0,0,0,0,0,12,12,92480,0,0,0,0,3,16,21,0,1,1,0
"9371",0,0,1,17,6,11,1943,1956,37,43350,2307,3,1,152048.6875,7,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,0,1,NA,1
"9399",1,0,1,16,NA,10,NA,2435,28,74273,2998,0,1,164441,7,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,82,0,1,1,0
"9426",0,0,1,14,11,8,1950,1840,28,60005.0703125,1984,0,1,126053.1328125,7,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,12,12,102306,0,0,0,0,2,21,NA,0,0,NA,1
"9435",0,0,1,12,9,10,1934,1680,44,14450,5832,2,0,29506.900390625,16,0.5,0,0,0,0,0,0,4508.39990234375,0,NA,NA,NA,NA,NA,NA,0,1,37,61,0,1,1,0
"9439",0,1,0,8,4,5,1944,2450,36,NA,1043,2,NA,78608,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,40916.62109375,NA,NA,0,0,3,32,NA,0,1,NA,0
"9448",0,NA,NA,12,NA,11,NA,45,29,NA,6057,2,NA,61918.25,NA,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,35,NA,0,1,NA,0
"9455",0,1,0,12,5,9,1952,1680,27,28900,3429,3,1,43350,3,1.29999995231628,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,17053.890625,0,NA,0,3,39,NA,0,1,NA,1
"9485",0,1,0,10,6,8,1955,0,25,0,6116,2,0,15516.41015625,3,1,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,0,0,NA,0,3,32,NA,0,0,NA,1
"9499",0,0,1,12,7,10,1950,540,29,3757,4354,2,1,59606.25,3,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,0,1,NA,1
"9506",1,0,1,12,5,8,1920,0,59,0,4329,0,1,21744.359375,37,0.400000005960464,0,0,11097.599609375,11097.599609375,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,NA,0,0,1,0
"9509",1,1,0,8,NA,3,NA,3744,59,NA,10,1,NA,48297.6796875,NA,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,17,NA,0,1,NA,0
"9519",0,NA,NA,12,4,9,1931,0,49,0,3584,0,NA,74007.1171875,29,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,0,0,NA,1
"9531",1,1,0,11,9,5,1950,2000,29,40460,3062,4,1,52020,8,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,32,0,1,1,0
"9543",0,0,1,11,1,11,1927,1836,53,20279.130859375,5970,0,0,20279.130859375,31,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,61,0,1,1,0
"9548",0,0,1,6,5,4,1921,0,58,0,3184,0,0,4785.83984375,1,0.800000011920929,0,0,4612.43994140625,0,2392.919921875,768,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,0,0,1,0
"9550",1,0,1,12,8,10,1952,1960,27,58233.5,2202,1,1,60718.8984375,5,0.5,0,0,0,0,0,0,0,0,11,11,90055.2890625,33538.44921875,0,0,0,3,10,61,0,1,1,0
"9553",1,0,1,12,5,10,1927,2700,53,25576.5,5509,1,1,62857.5,31,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,5,81,0,1,1,0
"9567",1,0,1,12,6,13,1920,1928,59,49130,352,0,1,63120.48828125,38,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,44,0,1,1,0
"9607",1,0,1,17,10,13,1946,3440,33,20230,4748,3,1,57800,12,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,11,0,1,1,0
"9628",1,0,1,10,4,11,1931,1944,49,44795,3769,0,1,83232,25,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,30,0,1,1,0
"9631",0,0,1,12,8,10,1924,1010,55,6936,5523,1,1,32946,7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,0,1,NA,1
"9633",1,0,1,15,6,10,1947,2921,31,53647.0703125,373,2,1,65192.62109375,11,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,51,0,1,1,0
"9648",0,1,0,10,5,6,1952,2000,27,28900,3656,3,0,31674.400390625,5,1,0,0,2115.47998046875,0,0,732,0,0,NA,NA,NA,NA,NA,NA,0,4,27,83,0,1,1,0
"9679",0,0,1,12,3,12,1928,0,52,0,262,0,1,60690,10,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,0,0,NA,1
"9680",0,0,1,12,12,8,1934,72,45,867,6199,2,1,96286.1328125,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,0,0,NA,1
"9708",1,0,1,13,1,12,1950,2064,30,52887,1912,2,1,54375.3515625,8,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,1,NA,0,1,1,0
"9715",0,0,1,10,1,9,1926,0,54,0,1573,0,1,79475,3,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,NA,0,0,NA,1
"9716",0,0,1,12,8,11,1947,0,32,0,5216,1,1,88145,8,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,0,1,NA,1
"9725",0,1,0,12,11,6,1953,2080,26,18634.720703125,2822,1,1,42679.51953125,3,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,0,1,NA,1
"9737",1,0,1,12,4,10,1951,2040,28,28900,2618,5,1,43928,5,1.20000004768372,0,0,0,0,0,0,0,0,8,7,43017.6484375,0,0,0,0,3,45,42,0,1,1,0
"9752",1,0,1,16,5,7,1940,1960,40,52020,4877,0,1,79475,18,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,61,0,1,1,0
