"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","birthstate","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","health","hhdens","inc_wcomp","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_ch","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","study","works","head","wife"
"865",1,0,1,10,9,9,1956,48,2025,27,38930,2269,2,1,42362.7109375,2,2,0.5,609.140014648438,1312.17004394531,1921.31005859375,0,0,0,0,0,6,NA,NA,27480,0,NA,0,2,48,0,1,1,0
"892",1,0,1,12,7,9,1932,NA,1416,51,40418.5,2714,0,1,71910.578125,25,4,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,0,1,1,0
"893",0,0,1,16,2,10,1957,32,2016,27,23816,3387,0,1,64211.6015625,2,1,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,14,16,58669.80078125,29770,0,0,0,3,32,0,1,NA,1
"894",0,0,1,17,4,9,1943,NA,450,40,1717.5,2367,2,1,78661.5,15,1,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,0,0,NA,1
"951",0,0,1,17,11,11,1958,14,1424,25,25190,896,1,NA,75570,4,1,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,0,1,NA,1
"970",0,0,1,12,10,11,1948,NA,946,35,8516.509765625,5013,1,1,68056.5078125,8,3,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,0,1,NA,1
"975",1,0,0,12,12,9,1938,NA,2536,45,97096,2769,0,1,122663.8515625,19,2,0.400000005960464,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,4,4,0,1,1,0
"991",0,0,1,12,8,11,1924,NA,1960,59,20610,5414,0,1,85646,17,3,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,0,1,NA,1
"998",0,0,1,12,5,11,1958,37,2032,25,16994.08984375,3288,0,0,16994.08984375,1,3,0.5,0,0,0,0,0,0,0,0,12,NA,NA,51799.80078125,0,NA,0,1,37,0,1,1,0
"1036",0,1,0,13,7,10,1947,NA,1981,36,25877,410,1,1,78776,5,3,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,0,1,NA,1
"1114",1,0,1,14,12,13,1953,4,1872,30,75570,2143,0,0,92974,4,1,0.300000011920929,0,0,0,0,0,0,0,0,14,14,57250,22900,0,0,0,4,4,0,1,1,0
"1141",1,0,1,16,8,11,1949,NA,856,34,45800,3681,3,1,84730,15,1,0.699999988079071,0,11450,11450,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,0,1,1,0
"1154",0,0,1,17,12,8,1953,10,988,30,29660.080078125,2166,1,1,54813.44140625,3,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,10,0,1,NA,1
"1161",1,0,1,13,9,10,1930,NA,2300,53,164880,4031,1,1,201520,27,2,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"1180",0,0,1,17,9,12,1948,NA,400,35,6870,567,0,1,89310,6,1,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,12,11,82440,2757.15991210938,0,0,0,2,24,0,1,NA,1
"1187",0,0,1,17,5,9,1952,20,1440,31,41220,133,1,1,142628.0625,6,1,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"1205",1,0,1,17,3,11,1957,29,2450,27,68929,6777,0,1,91829,9,2,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,0,1,1,0
"1211",0,0,1,17,11,7,1943,NA,1710,40,40075,5290,2,1,113126,14,2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"1212",0,0,1,12,11,9,1943,NA,1194,40,10305,2769,0,1,122663.8515625,9,3,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"1247",0,0,1,17,8,10,1956,37,1608,27,37098,4707,1,1,76096.703125,2,1,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"1249",1,0,1,14,1,10,1958,29,2412,26,54960,2152,0,0,54960,4,2,0.300000011920929,0,0,0,0,0,0,0,0,12,14,37212.5,9618,0,0,0,1,31,0,1,1,0
"1264",0,0,1,12,9,9,1949,NA,1888,34,19923,4249,0,0,19923,8,2,0.200000002980232,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"1289",0,0,1,14,3,12,1959,22,1568,25,21984,2376,0,1,58578.19921875,5,2,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,22,1,0,NA,1
"1313",0,1,0,12,6,9,1924,NA,1920,56,26335,2624,0,NA,84400.2421875,22,3,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"1328",1,0,1,16,8,12,1926,NA,2645,57,114500,3520,0,1,146560,31,2,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"1334",0,0,1,12,1,10,1942,NA,1840,42,25643.419921875,743,1,1,87281.0625,16,3,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"1345",1,0,1,17,7,9,1953,4,1691,30,27933.419921875,209,0,0,27933.419921875,4,2,1,0,0,0,0,0,0,0,0,15,16,56792,41197.1015625,0,0,0,4,4,0,1,1,0
"1358",0,0,1,12,5,10,1943,NA,0,40,0,3541,2,1,57479,4,1,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,0,NA,1
"1371",1,0,1,17,11,12,1948,NA,1644,35,45342,2521,2,1,59425.5,6,2,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,17,1,0,1,0
"1374",0,0,1,12,2,10,1926,NA,1440,58,17404,543,0,NA,32861.5,15,2,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,0,1,NA,1
"1419",0,0,1,12,1,8,1956,20,250,28,3435,5960,2,1,61372,3,1,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,12,11,46716,1374,0,0,0,1,20,0,0,NA,1
"1427",1,0,1,16,12,11,1952,42,1557,31,54960,5531,0,1,95722,3,1,0.300000011920929,0,1832,1832,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,1,0,1,0
"1431",1,0,1,16,3,11,1927,NA,1888,57,111065,4997,0,1,176559,29,1,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,0,1,1,0
"1490",0,0,1,11,10,11,1941,NA,1896,42,28082.26953125,5548,1,1,76776.828125,15,2,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,48,0,1,NA,1
"1495",0,0,1,12,3,11,1944,NA,85,40,2977,2047,3,NA,60227,6,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,0,1,NA,1
"1506",0,1,0,14,10,4,1953,10,1976,30,29770,1806,2,0,29770,NA,2,0.600000023841858,0,0,0,0,0,0,0,0,11,NA,NA,0,0,NA,0,3,10,0,1,1,0
"1544",0,0,1,12,12,9,1950,NA,1875,33,6606.64990234375,2428,2,1,62711.6484375,6,1,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,0,1,NA,1
"1546",0,0,1,14,9,10,1951,23,880,32,16030,5761,1,1,61255.2109375,7,3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,2,0,1,NA,1
"1576",1,0,1,12,12,10,1945,NA,2124,38,52670,6143,0,1,111087.8984375,NA,1,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,0,1,1,0
"1584",0,0,1,16,9,11,1943,NA,1468,40,57250,1883,3,1,121828,8,2,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,38,0,1,NA,1
"1597",1,1,0,14,1,1,1958,34,1199,26,9618,3598,0,0,9618,6,1,0.300000011920929,0,0,0,0,0,0,0,0,11,NA,0,0,0,0,0,2,34,0,1,1,0
"1608",0,0,1,16,7,9,1936,NA,0,47,0,5454,2,1,171349.25,2,3,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,0,0,NA,1
"1612",0,1,0,12,5,7,1952,19,1904,31,32321.060546875,2018,1,0,36855.26171875,5,4,1,0,0,1099.19995117188,0,0,0,0,480,NA,NA,NA,NA,NA,NA,0,3,19,0,1,1,0
"1626",0,0,1,14,9,10,1950,NA,1080,33,10305,5046,0,1,127095,7,1,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,53815,0,NA,0,2,34,0,0,NA,1
"1631",0,0,1,16,8,12,1953,34,80,30,732.799987792969,3048,1,1,119812.796875,8,2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,16,12,0,0,0,0,0,3,42,0,0,NA,1
"1644",0,1,0,16,2,4,1959,1,345,25,3572.39990234375,6234,1,1,26971.619140625,1,3,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,17,0,0,NA,1
"1647",0,0,1,12,5,9,1953,32,0,31,0,3236,2,0,27709,NA,1,0.600000023841858,0,0,0,0,0,0,0,0,11,8,0,0,0,0,0,3,32,0,0,1,0
"1662",0,0,1,16,9,11,1938,NA,2072,45,36640,106,0,1,178620,10,2,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"1664",0,0,1,12,11,12,1951,4,2170,32,62475.78125,171,0,NA,116780.84375,7,1,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,12,16,0,229,0,0,0,4,4,0,1,NA,1
"1674",0,0,1,16,5,8,1950,NA,1024,33,16030,3619,1,1,88165,4,2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,0,1,NA,1
"1679",0,0,1,12,10,12,1956,29,0,27,0,2150,2,1,59540,NA,1,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,12,12,0,0,0,0,0,1,29,0,1,NA,1
"1680",0,0,1,12,10,13,1924,NA,300,59,916,3279,0,1,71077.0234375,7,4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,0,0,NA,0,1,29,0,0,NA,1
"1722",0,0,1,12,3,11,1954,36,2300,29,80150,621,0,NA,263350,9,1,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"1734",0,0,1,12,11,12,1949,NA,2288,34,24617.5,725,2,0,24732,3,3,0.5,0,0,0,0,0,0,114.5,0,10,12,1664.82995605469,0,0,0,0,4,4,0,1,1,0
"1772",1,0,1,8,2,10,1928,NA,1944,56,37785,3029,0,1,38513.21875,30,3,0.300000011920929,0,453.420013427734,453.420013427734,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"1776",1,0,1,12,1,10,1938,NA,2600,46,20152,6413,1,1,34350,24,1,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,1,1,0
"1783",1,NA,NA,NA,4,7,1946,NA,2275,36,NA,2184,0,NA,47636.578125,NA,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,0
"1822",0,0,1,12,8,12,1923,NA,390,60,2757.15991210938,964,0,1,98937.15625,6,2,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,0,0,NA,1
"1834",1,0,1,12,8,9,1929,NA,2101,54,43510,199,0,1,46773.25,27,3,0.400000005960464,0,2748,2748,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,26,0,1,1,0
"1844",1,0,1,12,12,11,1928,NA,1280,55,26364.76953125,3630,2,1,32128.69921875,30,4,0.600000023841858,0,0,2372.43994140625,0,0,1036,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"1847",0,1,0,12,7,9,1958,16,0,25,0,782,3,0,6457.7998046875,NA,3,1,0,0,13080.48046875,0,0,2892,0,2820,6,3,0,0,0,0,0,3,16,0,0,1,0
"1863",1,0,1,17,6,9,1949,NA,2357,34,77860,2110,3,1,80150,7,2,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"1869",0,0,1,13,2,11,1958,32,2762,26,32060,4672,0,NA,53652.41015625,7,2,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,14,13,28242.5703125,28821.939453125,0,0,0,3,32,0,1,NA,1
"1889",1,0,1,15,4,11,1954,46,1431,29,21755,2163,0,1,49235,5,1,0.400000005960464,0,0,0,0,0,0,0,0,12,14,92461.0390625,28815.0703125,0,0,0,4,46,0,1,1,0
"1929",1,0,1,16,8,11,1926,NA,1914,57,41311.6015625,5691,0,1,76089.828125,27,3,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"1945",1,0,1,16,10,11,1946,NA,2450,38,87020,6883,2,1,104195,11,1,0.5,0,0,0,0,0,0,0,0,16,16,18320,61830,0,0,0,1,18,0,1,1,0
"1956",0,0,1,12,8,11,1958,37,968,25,13740,4746,1,1,82783.5,1,1,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"1981",0,0,1,12,2,10,1950,NA,1147,34,28691.41015625,4045,2,1,73053.2890625,6,1,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,48,0,1,NA,1
"1982",0,0,1,16,5,12,1951,40,120,32,1163.31994628906,2832,4,1,2.28999996185303,6,1,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,12,12,41220,45800,0,0,0,2,40,0,0,NA,1
"1990",0,0,1,12,9,10,1947,NA,1940,36,57250,4724,1,1,149555.3125,11,2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,0,1,NA,1
"2001",0,0,1,16,10,13,1953,37,1275,30,13740,4388,1,1,64154.3515625,5,2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"2016",0,0,1,16,6,8,1949,NA,1490,34,14518.599609375,1543,3,1,55257.69921875,8,1,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,0,1,NA,1
"2031",1,0,1,16,11,10,1939,NA,3060,44,2290,1708,0,1,45740.4609375,18,2,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"2032",1,0,1,16,5,11,1947,NA,2000,36,125950,3173,3,1,141980,6,1,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,1,1,0
"2048",0,0,1,17,1,10,1947,NA,0,37,0,3005,4,1,203810,8,1,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,343.5,0,NA,0,4,4,0,0,NA,1
"2065",1,0,1,16,4,13,1946,NA,1680,38,80150,6097,0,0,80150,11,3,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,0,1,1,0
"2077",0,0,1,12,10,8,1957,34,1331,26,18778,1317,1,NA,93775.5,7,3,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,12,14,91600,9160,0,0,0,2,34,0,1,NA,1
"2086",0,1,0,17,7,5,1950,NA,1616,33,34350,507,4,1,91600,5,2,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,29770,0,NA,0,3,1,0,1,NA,1
"2096",1,0,1,13,12,11,1930,NA,2757,53,34865.25,4092,2,1,64807,27,3,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,0,1,1,0
"2107",1,0,0,12,10,10,1953,4,3380,30,65739.03125,655,2,1,79472.15625,4,2,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"2114",1,0,1,15,4,10,1930,NA,1908,53,105340,31,0,1,124118,22,1,0.400000005960464,0,0,9618,9618,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"2143",0,0,1,12,1,10,1955,10,1870,29,27480,2483,2,1,93890,3,2,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,10,0,1,NA,1
"2147",1,0,1,14,8,9,1949,NA,3532,34,32669.140625,382,4,0,74782.2421875,8,1,0.800000011920929,0,0,17532.240234375,17532.240234375,0,0,0,0,12,14,137400,0,0,0,0,3,39,0,1,1,0
"2198",1,0,1,12,4,10,1958,34,400,26,NA,5804,0,NA,93768.6328125,NA,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,12,12,42426.828125,0,0,0,0,2,34,0,1,NA,0
"2205",1,0,1,13,3,11,1938,NA,NA,44,NA,5123,1,1,47210.640625,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,42,NA,NA,0,NA
"2209",0,0,1,15,11,12,1946,NA,2008,37,28167,29,1,NA,94435.0234375,10,2,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,43,0,1,NA,1
"2219",0,0,1,12,7,10,1923,NA,0,60,0,2607,0,0,86296.359375,18,4,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,0,1,0
"2249",1,0,1,10,7,10,1954,3,1395,29,35066.76953125,4107,2,1,39575.78125,4,4,1,0,2219.01000976562,2848.76000976562,0,0,275,0,0,7,NA,NA,NA,NA,NA,0,3,3,0,1,1,0
"2253",1,0,1,12,4,11,1956,2,2277,27,63204,2531,0,0,63249.80078125,2,3,0.300000011920929,0,0,0,0,0,0,0,0,12,12,59540,0,0,0,0,4,2,0,1,1,0
"2263",1,0,1,16,7,12,1948,NA,2450,35,22900,2471,1,1,45800,6,1,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,0,1,1,0
"2269",1,0,1,17,9,9,1954,2,2520,29,89310,4440,0,1,139690,4,3,0.300000011920929,0,0,0,0,0,0,0,0,NA,13,0,NA,NA,0,0,4,2,0,1,1,0
"2275",0,1,0,15,9,9,1951,39,520,34,6641,3527,3,NA,84940.6796875,7,2,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,0,1,NA,1
"2280",0,0,1,11,11,11,1944,NA,0,39,0,5916,1,0,23941.94921875,12,5,0.800000011920929,0,0,5443.330078125,0,4726.56005859375,313,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,0,1,0
"2281",1,0,1,12,8,10,1956,19,1400,27,NA,2210,0,0,176330,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,12,17,103050,27480,0,0,0,1,29,0,1,NA,0
"2285",1,0,1,16,7,10,1951,21,2387,32,58321.71875,2247,1,1,83557.5234375,13,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"2296",0,1,0,7,10,8,1950,NA,2040,33,22900,4264,6,1,39502.5,4,1,1.60000002384186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,0,1,NA,1
"2347",1,0,1,16,10,12,1952,34,1935,31,73280,2634,1,1,93661,5,2,0.400000005960464,0,0,0,0,0,0,0,0,12,15,109920,0,0,0,0,2,34,0,1,1,0
"2355",1,0,1,12,6,10,1945,NA,2245,38,30960.80078125,5060,0,0,32863.7890625,12,2,0.5,0,0,0,0,0,0,0,0,10,NA,NA,0,0,NA,0,2,13,0,1,1,0
"2357",0,0,1,12,3,10,1947,NA,1176,37,22900,4289,3,1,53013.5,9,3,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"2368",0,0,1,13,4,10,1942,NA,0,41,0,2295,1,NA,134127.59375,NA,1,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,0,0,NA,1
"2374",1,0,0,8,5,7,1954,2,0,30,0,6139,2,1,24640.400390625,NA,4,1.29999995231628,0,0,3751.02001953125,0,0,510,0,1128,NA,NA,NA,NA,NA,NA,0,4,2,0,0,1,0
"2387",0,1,0,16,8,10,1947,NA,2052,36,28579.19921875,1423,0,0,28579.19921875,9,3,0.5,0,0,0,0,0,0,0,0,12,NA,NA,24961,0,NA,0,3,16,0,1,1,0
"2393",1,0,1,12,11,10,1934,NA,1960,49,73337.25,3787,0,1,123884.421875,23,2,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,0,1,1,0
"2394",1,0,1,10,5,12,1943,NA,2250,40,25190,5230,2,1,31556.19921875,14,2,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"2404",1,0,1,16,8,10,1952,37,1083,31,13421.6904296875,5462,1,1,42877.9609375,6,2,0.5,0,9988.98046875,9988.98046875,0,0,0,0,0,12,12,43510,0,0,0,0,1,37,0,1,1,0
"2415",0,0,1,7,3,7,1938,NA,1900,46,6870,2609,0,1,55876,12,3,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,0,1,NA,1
"2423",0,0,1,12,7,8,1952,31,1850,32,32060,1109,1,NA,119538,9,1,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,17175,0,NA,0,1,31,0,1,NA,1
"2437",1,0,1,17,9,11,1957,12,NA,26,NA,4155,0,1,73188.3984375,NA,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,12,12,0,0,0,0,1,2,12,NA,NA,NA,0
"2443",1,0,1,12,2,10,1945,NA,2150,39,71906,3795,1,1,75570,13,3,0.400000005960464,0,0,0,0,0,0,0,0,12,8,183.199996948242,0,0,0,0,2,13,0,1,1,0
"2445",0,0,1,16,4,11,1955,12,0,28,0,1431,1,1,240450,4,1,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,0,0,NA,1
"2451",0,0,1,17,6,11,1948,NA,2200,35,45800,1201,0,1,148850,9,4,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,12,12,59540,0,0,0,0,4,4,0,1,NA,1
"2452",1,0,1,12,1,6,1927,NA,0,57,0,729,0,1,26215.919921875,25,4,0.400000005960464,0,0,14646.83984375,14646.83984375,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,10,0,0,1,0
"2490",0,0,1,11,11,7,1942,NA,0,41,0,5374,1,NA,46138.921875,5,2,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,0,0,NA,1
"2525",1,0,1,17,12,10,1945,NA,1311,38,NA,4166,0,NA,98699,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,12,14,34350,40075,0,0,0,1,31,1,1,NA,0
"2540",0,0,1,12,8,11,1954,29,0,29,0,4094,0,NA,34808,NA,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,1
"2581",0,0,1,15,3,12,1924,NA,1200,60,17175,6673,0,1,109920,NA,1,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,0,1,NA,1
"2582",1,0,1,12,1,8,1950,NA,2180,34,37785,4601,2,1,62672.71875,7,2,0.5,0,13437.7197265625,13437.7197265625,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,15,0,1,1,0
"2586",0,0,1,8,9,5,1929,NA,0,54,0,820,0,NA,22680.16015625,30,3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,0,NA,1
"2609",0,0,1,12,7,10,1947,NA,2040,36,5008.22998046875,2892,2,NA,99784.4609375,10,1,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,0,0,NA,1
"2616",0,0,1,12,3,10,1937,NA,0,47,0,6873,3,1,14885,5,4,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,0,NA,1
"2636",0,0,1,12,8,7,1936,NA,1544,47,26335,3514,0,1,80379,21,1,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"2654",1,0,1,17,10,10,1951,34,2377,32,82440,4987,1,1,119309,7,2,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,0,1,1,0
"2666",0,1,0,12,8,8,1929,NA,0,54,0,4508,0,1,70990,24,4,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,0,0,NA,1
"2667",0,0,1,4,4,0,1934,NA,NA,50,0,4261,1,NA,76788.28125,NA,NA,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,1,0,NA,0
"2701",1,0,1,12,6,11,1924,NA,2085,59,24862.529296875,2177,0,1,50380,31,1,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,0,0,1,0
"2711",1,0,1,13,1,8,1955,37,2907,29,0,3403,0,1,41856.62109375,NA,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,1,1,NA,1
"2713",1,0,1,15,11,12,1945,NA,3000,38,104973.6015625,3244,2,1,104973.6015625,12,1,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,0,1,1,0
"2725",1,0,1,16,11,12,1953,3,2450,30,56105,3090,1,1,56105,3,1,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"2734",1,0,1,12,2,11,1950,NA,1488,34,12095.7802734375,2019,3,1,30695.16015625,8,3,1.29999995231628,0,632.039978027344,632.039978027344,0,0,0,0,0,7,6,0,0,0,0,0,3,45,0,1,1,0
