"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","health","height","weight","bmi","inc_wcomp","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_ch","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","study","works","head","wife"
"12150",0,0,1,12,2,8,1935,82,49,1085,5950,0,1,45570,9,5,71,125,17.432056427002,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"12209",0,0,1,9,10,9,1928,0,57,0,3406,0,NA,82716.0625,27,4,63,165,29.2252464294434,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,0,NA,1
"12253",0,0,1,17,7,12,1959,0,26,0,1540,1,1,79422,3,1,62,115,21.0314769744873,0,0,0,0,0,NA,0,0,13,16,130200,43400,0,0,0,3,16,0,0,NA,1
"12268",0,0,1,17,1,12,1932,2507,54,91465.5,4333,0,0,95154.5,29,1,63,140,24.7971782684326,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"12273",0,0,1,14,12,9,1940,1815,45,22785,1939,0,0,23870,22,4,65,121,20.1332550048828,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"12296",1,0,1,12,10,6,1956,2173,29,40796,934,2,1,54809.859375,10,2,69,160,23.6252880096436,0,1115.38000488281,1115.38000488281,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"12297",1,0,1,9,3,10,1946,1940,40,47740,4606,2,1,98018.8984375,21,3,68,212,32.2309684753418,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,23,0,1,1,0
"12298",1,0,1,10,12,6,1926,0,59,13020,6853,0,1,34720,40,2,65,170,28.2863903045654,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,0,1,1,0
"12301",1,0,1,12,3,7,1950,1920,35,36890,6914,4,1,84630,17,2,66,145,23.4010562896729,0,0,0,0,0,0,0,0,NA,2,NA,NA,NA,NA,0,4,4,0,1,1,0
"12303",1,0,1,16,9,11,1957,2034,28,49476,947,0,1,71284.5,9,2,76,280,34.0789489746094,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"12329",0,0,1,12,12,10,1948,1654,37,3890.81005859375,6862,3,1,29755.0390625,2,4,68,NA,NA,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,3,0,1,NA,1
"12340",0,0,1,12,6,8,1941,1908,44,41230,2498,0,0,58264.5,20,2,63,120,21.2547245025635,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"12352",0,0,1,12,1,10,1958,872,28,0,915,1,NA,52995.73828125,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,1,NA,1
"12365",1,0,1,12,11,6,1942,1943,43,53382,838,0,0,80724,23,3,64,148,25.4013671875,0,0,0,0,0,0,0,0,12,NA,NA,NA,0,NA,0,1,6,0,1,1,0
"12369",0,0,1,14,1,7,1948,NA,36,0,2442,2,1,99737.5390625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,0,0,NA,0
"12375",0,0,1,16,6,9,1952,0,33,0,1059,2,1,77035,NA,2,61,115,21.7266864776611,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"12380",0,0,1,7,5,10,1944,2004,42,12803,6820,3,1,96821.0625,16,3,59,380,76.742317199707,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,NA,1
"12398",1,0,1,12,5,9,1958,2286,27,30551.4296875,4069,0,0,30551.4296875,9,2,65,140,23.2946739196777,0,0,0,0,0,0,0,0,8,12,1302,8300.25,0,0,0,3,10,0,1,1,0
"12412",1,1,0,6,2,8,1939,2080,47,NA,3696,1,NA,98413.84375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,0,1,NA,0
"12417",0,0,1,12,1,11,1943,3125,43,39060,1592,0,NA,112623,18,1,70,145,20.8030605316162,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,1,NA,1
"12422",1,0,1,17,8,12,1950,1864,35,24304,258,0,1,72434.6015625,15,2,67,175,27.4058818817139,0,0,0,0,0,0,0,0,13,NA,NA,0,0,NA,0,4,5,0,1,1,0
"12439",1,0,1,9,11,10,1927,1403,58,11205.8798828125,4306,1,1,31159.029296875,40,4,71,250,34.8641128540039,0,0,2430.39990234375,0,0,1120,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"12466",1,0,1,13,7,12,1958,2080,27,43400,4384,0,1,62062,8,3,71,200,27.8912906646729,0,0,0,0,0,0,0,0,13,10,162750,21700,0,0,0,3,39,0,1,1,0
"12480",0,0,1,12,6,12,1932,2077,53,60760,464,0,0,61411,28,1,63,125,22.1403369903564,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"12503",1,0,1,12,5,9,1947,2030,38,67812.5,337,3,1,74322.5,20,5,71,179,24.9627056121826,0,0,0,0,0,0,0,0,11,NA,NA,0,0,NA,0,1,37,0,1,1,0
"12513",0,0,1,16,5,10,1957,2048,28,32550,5242,0,1,78662.5,6,2,68,200,30.4065742492676,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"12518",0,0,1,12,4,9,1929,1915,57,23436,5782,0,1,38591.28125,6,3,64,130,22.31201171875,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,14,0,1,NA,1
"12532",1,0,1,12,10,11,1958,2450,27,78293.6015625,1385,1,1,99776.6015625,8,2,68,155,23.5650959014893,0,0,0,0,0,0,0,0,12,12,NA,NA,NA,NA,0,3,16,0,1,1,0
"12559",0,1,0,16,6,7,1953,1880,32,29295,5626,3,NA,148645,5,2,63,145,25.6827907562256,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,23,0,1,NA,1
"12570",0,0,1,17,10,11,1948,0,37,0,2094,2,1,100037,NA,2,67,170,26.6228561401367,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,35,0,0,NA,1
"12575",0,0,1,8,3,9,1932,885,55,13250.01953125,5912,0,1,39702.3203125,30,NA,60,150,29.2916660308838,217,0,217,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"12579",0,0,1,11,6,11,1926,0,59,0,73,0,1,164160.5,NA,1,68,170,25.845588684082,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,0,NA,1
"12583",1,1,0,16,8,13,1959,4528,26,39574.2890625,6676,2,1,106247.5390625,7,1,70,160,22.9551029205322,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,0,0,1,0
"12587",0,1,0,12,5,5,1953,256,31,1736,4111,4,1,24521,NA,2,71,175,24.4048805236816,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,3,0,1,NA,1
"12597",1,0,1,16,9,13,1955,1912,30,23110.5,3019,0,0,23110.5,11,2,71,160,22.3130340576172,0,0,0,0,0,0,0,0,16,16,434,434,0,0,0,6,NA,0,1,1,0
"12620",1,0,1,16,4,9,1951,1500,35,0,3040,0,NA,517859.65625,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,9,0,1,NA,1
"12621",0,1,0,14,3,5,1954,1872,32,13020,6534,2,0,13020,10,3,59,120,24.2344150543213,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,1,31,0,1,1,0
"12623",0,0,1,12,8,9,1950,1850,36,21190.05078125,4822,2,1,81375,17,2,62,136,24.8720092773438,0,0,0,0,0,NA,0,0,11,9,NA,15391.8095703125,0,0,0,2,12,0,1,NA,1
"12641",0,0,1,12,6,11,1944,0,41,0,6716,2,1,267127,NA,1,65,130,21.6307697296143,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,46,0,0,NA,1
"12645",1,0,1,16,10,11,1934,2275,51,149730,3144,0,1,217000,32,2,72,218,29.5628852844238,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,0,0,1,0
"12646",1,0,1,12,7,7,1950,1037,35,43834,2138,1,1,67973.078125,16,1,71,275,38.3505249023438,0,13093.7802734375,13093.7802734375,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"12672",0,NA,NA,12,3,7,1961,1733,25,NA,6711,0,0,44268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,0,1,NA,0
"12687",0,0,1,15,11,9,1938,2294,47,65100,3494,0,1,200942,11,1,63,120,21.2547245025635,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"12702",0,0,1,16,6,7,1959,1944,26,42098,4692,0,1,109151,7,3,63,114,20.191987991333,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,NA,1
"12747",1,0,1,17,6,10,1954,2500,31,101990,4608,0,1,189475.71875,6,2,70,185,26.5418357849121,0,0,0,0,0,0,0,0,12,NA,NA,34720,0,NA,0,1,29,0,1,1,0
"12776",1,0,1,16,8,12,1954,2056,31,83545,4119,0,0,83545,8,1,69,148,21.8533916473389,0,0,0,0,0,0,0,0,12,17,0,0,0,0,0,1,37,0,1,1,0
"12781",1,0,1,13,11,12,1950,2427,35,54759.94921875,4597,2,1,96456.5,16,3,74,195,25.0337829589844,0,0,0,0,0,0,0,0,12,12,6510,9114,0,0,0,2,48,0,1,1,0
"12782",1,0,1,16,12,10,1953,1920,32,71610,9,2,1,72044,14,1,69,168,24.8065528869629,0,0,0,0,0,0,0,0,9,NA,NA,31586.51953125,0,NA,0,1,20,0,1,1,0
"12792",1,0,1,13,4,10,1948,2000,37,58535.75,3118,2,1,106275.75,17,1,74,205,26.3175678253174,0,0,0,0,0,0,0,0,12,12,93310,32116,0,0,0,4,4,0,1,1,0
"12819",1,0,1,16,5,10,1947,1998,38,62930,5455,1,1,127596,17,1,70,160,22.9551029205322,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"12836",0,0,1,12,1,11,1944,1600,42,39060,1942,2,NA,159061,17,1,66,140,22.594123840332,1736,0,1736,0,0,NA,4991,0,NA,NA,NA,NA,NA,NA,0,1,6,0,1,NA,1
"12858",1,0,1,14,1,10,1955,2550,31,0,1994,1,1,23696.400390625,12,3,75,200,24.9955558776855,0,0,0,0,0,0,0,0,12,17,60760,0,0,0,0,2,24,0,1,1,0
"12883",1,0,1,17,12,12,1945,2450,40,83545,1120,0,0,106338.6796875,20,2,71,185,25.7994441986084,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,0,1,1,0
"12888",0,0,1,12,5,9,1951,1384,34,17360,2846,2,1,106113,7,1,64,120,20.595703125,0,1953,1953,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,0,NA,1
"12902",0,0,1,9,11,8,1954,348,32,NA,6894,3,1,117223.3984375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,1,1,NA,0
"12920",0,0,1,14,10,9,1959,1887,26,55335,2664,0,1,106981,6,2,69,125,18.4572563171387,0,0,0,0,0,NA,0,0,12,12,179242,0,0,0,0,1,31,0,1,NA,1
"12926",1,0,1,16,10,12,1957,2113,28,97650,1947,0,1,140182,3,1,73,175,23.0859451293945,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"12930",0,0,1,12,12,9,1951,0,34,0,4395,2,1,54467,NA,2,67,120,18.7926044464111,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,46,0,0,NA,1
"12949",1,0,1,8,4,11,1954,2228,32,10850,6712,1,1,27554.66015625,14,1,69,162,23.9206047058105,0,0,1111.0400390625,0,772.52001953125,156,0,0,NA,NA,NA,NA,NA,NA,0,4,36,0,1,1,0
"12960",1,0,1,16,2,9,1956,2750,30,69874,2836,0,1,95480,11,3,70,210,30.1285705566406,0,0,0,0,0,0,0,0,12,12,52080,0,0,0,0,2,34,0,1,1,0
"12966",0,0,1,12,7,8,1927,1920,58,26040,5840,0,1,78454.1796875,30,3,66,185,29.8565196990967,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,5,0,1,NA,1
"12974",0,0,1,16,11,11,1944,235,41,2625.69995117188,6390,2,1,130916.1015625,19,3,68,145,22.0447673797607,0,0,0,0,0,NA,0,0,NA,16,0,NA,NA,0,0,1,6,0,1,NA,1
"13007",0,0,1,14,10,9,1950,37,35,453.529998779297,5169,3,1,84541.03125,NA,1,62,106,19.3855361938477,0,0,0,0,0,NA,0,0,2,8,0,13250.01953125,0,0,0,1,31,0,0,NA,1
"13031",0,0,1,16,10,10,1941,2028,44,57570.1015625,232,1,1,247293.203125,23,2,64,170,29.17724609375,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,2,0,1,NA,1
"13075",0,0,1,12,11,7,1926,2102,59,23870,1665,0,0,39003.578125,10,5,66,160,25.8218555450439,158.410003662109,2.17000007629395,160.580001831055,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"13084",1,0,1,16,4,12,1959,3000,26,34720,3463,3,1,34720,5,1,70,198,28.4069385528564,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,39,0,1,1,0
"13095",1,0,1,11,5,9,1943,348,42,6727,980,1,1,21483,23,3,73,260,34.2991180419922,1736,0,1736,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,0,1,1,0
"13129",0,1,0,11,10,0,1953,0,32,0,6891,1,0,6440.56005859375,NA,3,63,125,22.1403369903564,0,0,10450.7197265625,0,0,1848,0,2968,11,NA,NA,0,0,NA,0,2,34,0,0,1,0
"13134",0,1,0,11,5,10,1953,725,32,1974.69995117188,1996,1,0,45374.69921875,NA,2,64,125,21.453857421875,0,0,0,0,0,NA,0,0,14,NA,NA,66783.921875,0,NA,0,3,19,0,0,NA,1
"13142",0,1,0,13,7,7,1959,2000,26,28210,5244,1,1,78120,4,3,67,140,21.9247055053711,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,NA,1
"13145",0,0,1,14,12,12,1943,1980,42,47740,5389,0,NA,125606.109375,7,1,61,115,21.7266864776611,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,5,50,0,1,NA,1
"13160",0,0,1,12,9,8,1951,0,34,0,2710,4,1,69440,15,2,66,132,21.3030300140381,0,0,0,0,0,NA,0,0,12,10,43226.3984375,16622.19921875,0,0,0,1,37,0,0,NA,1
"13170",1,0,1,17,8,10,1926,94,59,28210,2329,0,1,81012.609375,40,3,73,210,27.7031345367432,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,0,1,0
"13172",1,0,1,15,8,10,1947,912,38,7161,4149,0,0,16926,20,2,72,190,25.7658176422119,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,0,1,0
"13174",1,0,1,17,8,11,1957,2112,28,60760,6313,0,1,86800,9,1,68,150,22.804931640625,0,0,0,0,0,0,0,0,10,16,106330,0,0,0,0,2,22,0,1,1,0
"13180",1,0,1,12,11,10,1953,1960,32,31465,2813,2,1,60760,13,2,68,165,25.0854244232178,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"13192",0,0,1,13,9,10,1949,1562,36,43400,1008,2,1,78120,15,2,69,130,19.1955471038818,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,22,0,1,NA,1
"13200",1,0,1,15,4,11,1943,2756,42,78879.5,1678,0,0,88232.203125,24,3,69,180,26.5784492492676,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,0,1,1,0
"13202",0,0,1,12,4,11,1942,612,43,19096,2790,0,1,119133,7,2,69,130,19.1955471038818,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,14,0,1,NA,1
"13223",1,0,1,12,7,8,1954,3570,31,51320.5,4432,0,1,89833.65625,13,2,70,180,25.8244895935059,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,0,1,1,0
"13243",0,0,1,12,1,8,1946,2060,40,28210,2502,1,1,95263,21,1,63,119,21.077600479126,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,NA,1
"13246",1,0,1,14,7,9,1951,2688,34,51776.19921875,2242,0,1,85641.21875,15,1,73,175,23.0859451293945,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,4,46,0,1,1,0
"13251",0,0,1,17,1,11,1931,1435,55,71282.328125,277,0,0,81952.21875,31,4,70,250,35.8673477172852,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"13262",0,0,1,16,1,12,1947,1365,39,29295,6180,2,1,140399,7,2,65,115,19.1349105834961,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,NA,1
"13291",1,0,1,17,7,12,1957,1170,28,26040,1078,0,0,26582.5,5,1,74,180,23.1081085205078,0,0,0,0,0,0,0,0,15,16,336350,32550,0,0,0,1,20,0,1,1,0
"13297",0,0,1,15,2,10,1939,1799,47,59492.71875,3928,0,0,78120,28,2,63,140,24.7971782684326,0,0,0,0,0,0,1519,0,5,NA,NA,0,0,NA,0,1,31,0,1,1,0
"13313",0,0,1,11,9,9,1929,888,56,15391.8095703125,2387,0,0,41935.25,28,2,61,140,26.449878692627,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,1,1,0
"13384",0,0,1,16,4,11,1925,1960,60,52080,2725,0,1,135863.703125,35,2,67,120,18.7926044464111,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,36,0,1,NA,1
"13386",0,0,1,17,7,8,1952,1040,33,4340,5227,0,0,4340,4,3,69,150,22.1487083435059,0,0,0,0,0,0,0,0,16,NA,NA,0,0,NA,0,1,31,0,1,1,0
"13397",1,0,1,12,6,10,1932,4343,53,125274.1015625,4128,1,1,176047.765625,34,3,65,245,40.765682220459,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"13405",1,0,0,15,10,9,1942,2350,43,234360,66,3,1,256385.5,25,2,70,225,32.2806129455566,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"13427",0,0,1,12,5,12,1960,0,25,0,5162,3,1,37975,4,3,64,150,25.74462890625,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,14,0,0,NA,1
"13467",0,0,1,17,9,12,1952,1926,33,54250,1100,0,0,133400.75,14,2,67,240,37.5852088928223,0,0,0,0,0,0,0,0,12,17,130200,0,0,0,0,2,48,0,1,1,0
"13474",1,0,1,16,2,10,1935,2205,51,180110,1204,0,1,185752,32,1,73,225,29.6819286346436,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"13476",0,0,1,13,11,11,1948,1960,37,56765.03125,1448,0,0,57133.9296875,19,3,65,204,33.9436683654785,0,0,0,0,0,0,0,0,12,8,0,0,0,0,0,4,4,0,1,1,0
"13480",1,0,1,14,11,11,1956,2728,29,130634,1248,1,1,131285,10,2,73,201,26.5158557891846,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"13497",1,0,1,17,2,10,1929,1785,57,26723.55078125,5674,1,1,57387.8203125,35,1,65,155,25.7905330657959,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,0,1,1,0
"13509",0,0,1,11,4,8,1932,2328,54,39190.19921875,5973,0,0,77712.0390625,34,2,64,163,27.975830078125,1953,0,1953,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"13523",1,0,1,16,10,9,1956,1920,29,83545,2098,0,0,83545,10,2,69,145,21.4104175567627,0,0,0,0,0,0,0,0,12,NA,NA,16275,0,NA,0,3,41,0,1,1,0
"13548",1,0,1,13,1,11,1946,2380,40,12551.2802734375,4107,0,1,30757.580078125,20,1,72,205,27.7999610900879,0,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,4,4,0,0,1,0
"13556",0,0,1,11,11,11,1927,585,58,5425,1562,0,1,26508.720703125,NA,4,68,250,38.0082168579102,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,39,0,1,NA,1
"13595",0,0,1,8,8,9,1934,1820,51,13020,1009,0,1,49910,20,2,68,140,21.2846012115479,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,26,0,1,NA,1
"13606",1,0,1,12,8,12,1930,1980,55,131285,575,0,1,134540,37,2,67,174,27.2492752075195,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"13607",0,0,1,14,1,13,1931,0,55,0,1317,0,1,50778,12,2,65,120,19.9668636322021,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,0,NA,1
"13613",0,0,1,14,10,9,1957,1033,28,8680,2509,0,1,74865,9,3,67,130,20.3586540222168,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,22,0,1,NA,1
"13624",1,0,1,12,3,10,1944,2056,42,58590,1391,0,0,58590,23,3,72,185,25.0877704620361,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"13629",1,1,0,14,9,8,1950,3577,35,47740,3485,4,1,47740,17,1,72,195,26.4438648223877,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,3,32,0,1,1,0
"13655",1,0,1,12,9,7,1949,2080,35,NA,2442,2,1,99737.5390625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,12,0,34746.0390625,0,0,0,2,12,1,1,NA,0
"13668",1,0,1,12,2,11,1942,2865,44,70151.7578125,474,0,0,73780,25,2,69,220,32.4847717285156,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"13691",1,0,1,17,7,9,1948,2673,37,97650,6191,0,0,97650,16,2,72,185,25.0877704620361,0,0,0,0,0,0,0,0,14,14,75950,0,0,0,0,4,4,0,1,1,0
"13696",0,0,1,14,6,11,1954,2429,31,26040,1874,2,NA,26040,12,2,66,160,25.8218555450439,0,0,0,0,0,NA,0,0,NA,4,20832,NA,NA,0,0,3,45,0,1,NA,1
"13729",1,0,1,17,5,12,1927,2700,58,1085000,3823,0,1,1519000,40,1,72,230,31.1902008056641,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,0,1,1,0
"13733",0,0,1,11,9,10,1938,2223,47,34720,478,1,NA,47740,15,3,67,150,23.4907550811768,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,41,0,1,NA,1
"13753",0,0,1,12,11,13,1941,2040,44,24178.140625,1487,0,NA,84590.9375,21,1,63,150,26.5684051513672,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,1,NA,1
"13754",0,0,1,13,7,10,1952,0,33,0,3237,3,1,115010,NA,2,68,140,21.2846012115479,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,0,NA,1
"13759",0,0,1,12,5,11,1955,1398,30,20832,3907,2,1,126077,12,2,65,120,19.9668636322021,0,0,0,0,0,NA,0,0,12,12,11989.25,23611.76953125,0,0,0,4,4,0,1,NA,1
"13764",0,0,1,16,12,10,1953,1840,32,49910,817,0,1,118482,13,2,67,135,21.1416797637939,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"13823",1,0,1,17,12,11,1951,2347,34,86800,5133,1,1,129776.8515625,15,1,69,185,27.3167400360107,0,0,0,0,0,0,0,0,17,NA,NA,3255,0,NA,0,3,42,0,1,1,0
"13835",0,0,1,16,1,11,1948,0,38,0,2517,2,1,102749.5,NA,2,68,150,22.804931640625,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,6,NA,0,0,NA,1
"13885",1,0,1,11,10,9,1953,2304,32,65204.16015625,326,2,1,76054.15625,13,2,76,225,27.3848686218262,0,0,0,0,0,0,0,0,9,4,49910,14105,0,0,0,3,23,0,1,1,0
"13886",0,0,1,15,8,10,1942,1631,43,14788.5498046875,1923,0,NA,57505,20,3,61,170,32.1177101135254,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,9,0,1,NA,1
"13896",0,0,1,14,8,5,1949,2235,35,32550,1200,2,1,47740,12,4,64,140,24.0283203125,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,NA,1
"13914",1,1,0,12,1,4,1958,0,28,0,4584,2,1,49910,NA,4,72,200,27.1219139099121,0,0,0,0,0,0,0,0,8,NA,NA,0,0,NA,0,3,10,0,0,1,0
"13941",0,0,1,17,1,10,1949,1880,36,41230,665,2,1,89838,14,1,63,115,20.3691101074219,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,5,0,1,NA,1
"13983",1,0,1,14,9,11,1936,2205,49,49910,6898,0,1,78988,30,3,68,155,23.5650959014893,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,0,1,1,0
"14016",1,0,1,9,7,11,1943,5096,43,40086.41015625,2680,2,1,82811.5390625,23,2,75,240,29.9946670532227,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,26,0,1,1,0
"14024",0,0,1,14,11,11,1954,0,31,0,2438,2,1,134540,NA,1,65,135,22.4627227783203,0,0,0,0,0,NA,0,0,12,12,67476.1484375,15190,0,0,0,3,9,0,0,NA,1
"14052",1,0,1,13,12,8,1954,2077,31,40342.46875,3005,2,1,91945.0703125,12,1,75,195,24.3706665039062,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"14092",0,0,1,12,6,8,1958,1757,27,60760,5977,1,1,137035.5,8,2,65,120,19.9668636322021,0,0,0,0,0,NA,0,0,11,NA,NA,39190.19921875,0,NA,0,1,31,0,1,NA,1
"14131",1,0,1,6,1,7,1947,1736,39,23299.2890625,3257,0,1,66289.15625,21,3,73,150,19.7879524230957,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,0,1,1,0
"14134",1,0,1,16,12,11,1956,300,29,8680,3288,1,1,66326.046875,9,2,71,195,27.1940097808838,0,13150.2001953125,13150.2001953125,0,0,0,0,0,11,12,0,0,0,0,0,1,20,0,0,1,0
"14177",0,1,0,8,12,4,1958,403,29,4502.75,1863,0,0,21862.75,8,2,60,119,23.2380561828613,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,17,0,0,NA,1
