"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","birthstate","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","health","inc_wcomp","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_ch","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","study","works","head","wife"
"17477",0,0,1,16,5,10,1951,6,0,38,0,3171,3,1,1155700,15,2,0,0,0,0,0,NA,0,0,17,16,14760.2001953125,0,0,0,0,3,19,0,0,NA,1
"17506",0,0,1,12,8,10,1958,12,1552,32,23660,4666,3,1,49504,5,2,0,0,0,0,0,NA,0,0,12,12,68499.34375,14560,0,0,0,2,48,0,1,NA,1
"17510",1,0,1,12,11,8,1960,37,2240,29,27300,2053,0,1,32760,9,3,0,0,0,0,0,0,0,0,11,NA,NA,0,0,NA,0,1,37,0,1,1,0
"17515",0,1,0,7,5,7,1951,1,2000,38,NA,6117,0,NA,34223.28125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,0,0,NA,0,3,1,0,1,NA,0
"17516",0,0,1,16,7,10,1951,23,1183,38,42770,3416,1,1,89180,12,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,23,0,1,NA,1
"17517",0,0,1,13,1,10,1955,14,2080,35,35490,1168,0,0,35490,11,3,0,0,0,0,0,0,0,0,9,NA,NA,0,0,NA,0,2,14,0,1,1,0
"17521",1,1,0,12,7,7,1958,3,2401,31,43680,5553,0,0,43680,8,1,0,0,0,0,0,0,0,0,10,11,0,4004,0,0,0,3,3,0,1,1,0
"17524",1,1,0,16,6,9,1956,32,616,33,22932,4906,0,1,56784,10,2,0,10920,10920,0,0,0,0,0,11,7,0,9100,0,0,0,2,22,0,0,1,0
"17541",0,0,1,12,11,8,1960,24,80,29,910,1814,1,1,118239.9375,10,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,14,0,0,NA,1
"17581",0,0,1,17,7,11,1951,4,1704,38,55662.87890625,5506,0,0,82484.21875,10,4,0,0,0,0,0,0,0,0,15,16,0,0,0,0,0,6,NA,1,0,1,0
"17586",0,1,0,12,8,8,1960,13,430,29,5414.5,7217,5,1,24251.5,15,3,0,0,0,0,0,NA,0,0,11,NA,NA,5460,0,NA,0,2,13,0,1,NA,1
"17591",0,0,1,17,11,11,1955,20,0,34,0,340,2,1,365659.84375,9,1,0,0,0,0,0,NA,0,0,12,12,0,0,0,0,0,1,20,0,0,NA,1
"17606",1,0,1,11,8,11,1934,NA,1208,55,17417.400390625,4600,0,1,39585,29,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,49,0,1,1,0
"17625",1,0,1,12,8,12,1958,34,2435,31,76258,1579,2,1,76986,8,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"17629",0,0,1,16,3,11,1951,34,0,38,0,644,2,1,196651,11,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,0,NA,1
"17633",0,0,1,16,5,7,1958,37,2060,32,49140,6964,0,1,96460,8,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"17669",0,0,1,12,3,9,1956,42,1040,33,8281,1174,2,1,56693,5,1,0,0,0,0,0,NA,0,0,10,11,49140,0,0,0,0,3,42,0,1,NA,1
"17699",1,0,1,15,10,12,1957,21,2080,32,NA,5958,0,0,149240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,0,0,0,0,0,2,21,1,1,NA,0
"17712",1,1,0,12,12,7,1963,4,2080,26,NA,3591,1,1,129451.140625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,40040,0,NA,0,4,4,0,1,NA,0
"17716",0,0,1,12,6,10,1946,NA,1813,43,50960,5738,0,1,164582.59375,13,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"17719",0,0,1,16,8,13,1960,14,1992,29,50960,6942,0,1,68250,11,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,22,0,1,NA,1
"17729",1,0,1,15,11,13,1945,NA,4040,44,52780,5350,1,1,62790,21,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,0,1,1,0
"17755",1,0,1,12,9,12,1945,NA,3963,44,27300,6033,0,0,27300,18,2,0,0,0,0,0,0,0,0,5,NA,NA,0,0,0,0,2,13,0,1,1,0
"17777",0,0,1,12,7,7,1964,34,0,25,0,588,1,0,22568,4,2,0,0,0,0,0,NA,0,0,12,12,31158.400390625,21840,0,0,0,2,34,0,1,NA,1
"17778",0,0,1,12,4,12,1939,NA,0,50,0,1518,0,1,73511.6171875,2,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,0,NA,1
"17786",1,0,1,14,2,9,1953,37,2000,37,63700,2086,0,1,80485.859375,NA,2,0,0,0,0,0,0,0,0,12,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"17787",1,0,1,16,7,11,1957,21,2834,32,11966.5,2664,0,1,97097,9,1,0,0,0,0,0,0,0,0,16,17,0,52234,0,0,0,2,21,0,1,1,0
"17794",0,0,1,16,4,11,1952,48,1976,38,91000,3491,1,NA,163254,15,1,0,0,0,0,0,NA,0,0,11,10,49322,0,0,0,0,2,48,0,1,NA,1
"17800",1,0,1,10,1,8,1940,NA,1800,50,37744.98046875,2431,0,1,48679.5390625,NA,4,0,3276,3276,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"17802",1,0,1,12,4,9,1952,36,2570,38,50565.05859375,3289,2,1,50901.76171875,15,2,0,0,0,0,0,0,0,0,10,9,0,0,0,0,0,4,36,0,1,1,0
"17806",1,0,1,12,4,8,1935,NA,1900,54,46895.94140625,728,0,1,80067.2578125,32,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,1,1,0
"17809",0,0,1,12,8,13,1963,48,0,26,0,6105,3,1,35491.8203125,3,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,48,0,0,NA,1
"17824",1,0,1,14,1,8,1949,NA,0,41,0,5337,2,1,83356,7,4,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,18,0,0,1,0
"17831",1,0,1,12,9,10,1959,14,1345,30,10920,1830,0,0,10920,7,4,0,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,2,22,0,1,1,0
"17834",1,0,1,17,3,9,1961,26,2750,29,65520,3414,0,1,115570,2,1,0,0,0,0,0,0,0,0,12,12,33515.30078125,15470,0,0,0,4,2,0,1,1,0
"17848",0,0,1,11,6,7,1938,NA,192,51,3785.60009765625,3362,0,1,57351.83984375,3,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,0,NA,1
"17852",0,0,1,17,8,13,1930,NA,2208,59,87360,852,0,NA,129220,32,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,1,0,1,NA,1
"17863",1,0,1,12,2,10,1955,37,1318,35,38220,5433,2,1,75617.359375,12,2,8190,0,8190,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"17875",1,0,1,17,12,9,1948,NA,3360,41,65520,3745,3,1,68614,20,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,0,1,1,0
"17889",0,0,1,12,5,11,1964,34,327,25,1638,3913,1,1,52616.19921875,5,3,0,0,0,0,0,NA,0,0,12,9,22713.599609375,21840,0,0,0,2,34,0,0,NA,1
"17917",0,0,1,13,6,10,1964,16,1785,25,32760,1909,1,1,49549.5,5,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,1,NA,1
"17934",0,0,1,13,1,10,1950,NA,3477,40,16614.779296875,1145,2,NA,32800.0390625,15,2,0,52.7799987792969,1647.09997558594,1594.31994628906,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,47,0,1,NA,1
"17945",1,1,0,12,9,4,1954,32,2040,35,38220,217,2,1,52780,12,3,0,0,0,0,0,0,0,0,12,NA,NA,910,0,NA,0,3,45,0,1,1,0
"17979",0,1,0,14,8,8,1951,12,1250,38,15142.400390625,1123,1,1,96405.3984375,NA,2,0,0,0,0,0,NA,0,0,14,NA,NA,0,0,NA,0,2,12,0,1,NA,1
"18003",1,0,1,12,11,10,1944,NA,2040,45,57330,5144,0,1,102273.078125,23,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,0,1,1,0
"18022",1,0,1,12,9,11,1945,NA,2040,44,67340,1036,0,1,82992,21,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,1,1,0
"18049",1,0,1,11,11,6,1944,NA,3172,45,14543.6201171875,4535,0,1,46628.3984375,23,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,23,0,1,1,0
"18052",1,1,0,12,10,6,1963,19,2024,26,41860,7154,1,0,68320.9765625,7,1,0,0,0,0,0,0,0,0,12,NA,NA,32760,0,NA,0,3,19,0,1,1,0
"18102",0,0,1,12,8,8,1949,NA,1587,40,14560,7127,0,0,60782.5390625,18,1,0,0,0,0,0,0,0,0,6,NA,NA,0,0,NA,0,4,46,0,1,1,0
"18128",0,0,1,13,1,11,1954,36,140,36,7280,5984,3,1,71480.5,13,3,0,0,0,0,0,NA,0,0,13,12,0,38034.359375,0,0,0,3,39,0,0,NA,1
"18139",0,0,1,8,2,9,1933,NA,NA,57,NA,4429,0,NA,24515.400390625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,0
"18179",0,0,1,14,1,12,1958,40,396,32,2002,788,0,1,31486,8,4,0,0,0,0,0,NA,0,0,12,12,0,68705,0,0,0,4,11,0,0,NA,1
"18193",0,0,1,11,10,12,1933,NA,2000,57,32760,3303,1,0,42042,5,2,0,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,1,20,0,1,1,0
"18202",1,0,1,12,1,10,1962,41,2856,28,29120,2577,0,1,56420,4,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,0,1,1,0
"18240",0,0,1,13,10,10,1964,14,0,25,0,3149,2,1,68619.4609375,2,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,14,0,0,NA,1
"18262",0,0,1,12,10,10,1964,37,240,25,1128.40002441406,3772,2,1,10068.240234375,6,3,0,0,546,0,546,NA,240.240005493164,0,9,12,0,38220,0,0,0,1,37,0,0,NA,1
"18283",0,0,1,17,3,11,1952,43,1032,38,14430.7802734375,5815,2,1,72463.296875,3,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,5,0,1,NA,1
"18286",0,0,1,8,1,3,1951,41,0,39,0,5173,2,0,4928.56005859375,NA,5,0,0,9260.16015625,0,0,2880,0,2208,NA,NA,NA,0,0,NA,0,3,41,0,0,1,0
"18328",0,0,1,16,6,12,1954,4,1350,35,33597.19921875,1748,0,1,162342.1875,11,4,0,0,0,0,0,NA,0,0,15,12,0,0,0,0,0,4,4,0,1,NA,1
"18349",1,0,1,10,6,10,1943,NA,2420,46,63336,1542,0,1,63763.69921875,24,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,39,0,1,1,0
"18360",0,0,1,13,5,11,1962,18,2391,27,25933.1796875,4474,0,0,52796.37890625,8,2,0,0,0,0,0,NA,0,0,10,10,24934,0,0,0,0,1,18,0,1,NA,1
"18369",1,0,1,16,10,12,1941,NA,3898,48,163800,6418,0,1,245700,25,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"18373",1,0,1,14,9,13,1957,20,2296,32,90153.703125,1613,2,1,119075.3203125,12,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,0,1,1,0
"18431",0,0,1,17,7,10,1954,40,474,35,6370,1838,3,1,119210,7,2,0,0,0,0,0,NA,0,0,13,NA,NA,8372,0,NA,0,2,40,0,1,NA,1
"18440",0,1,0,14,4,7,1959,32,1300,31,9100,2473,0,1,29120,11,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,32,0,1,NA,1
"18453",0,0,1,12,12,10,1957,14,547,32,1456,3977,2,1,37310,9,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,14,0,0,NA,1
"18457",1,0,1,13,1,6,1964,23,2060,26,31891.859375,1172,1,1,63732.76171875,3,2,0,0,0,0,0,0,0,0,8,5,40040,0,0,0,0,3,23,0,1,1,0
"18464",1,1,0,14,11,7,1959,45,2868,30,54600,4693,0,1,91000,7,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,15,0,1,1,0
"18500",1,0,1,14,8,9,1953,9,1672,36,NA,558,0,1,82671.6796875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,28,0,1,NA,0
"18518",0,0,1,12,1,9,1930,NA,0,60,0,1462,0,1,91000,3,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,20,0,0,NA,1
"18523",1,0,1,16,6,12,1950,NA,3087,39,91000,5840,1,0,98525.703125,16,1,0,0,0,0,0,0,0,0,12,17,22187.619140625,0,0,0,0,1,38,0,1,1,0
"18526",0,0,1,12,9,10,1953,39,1900,36,45500,530,2,1,54600,12,2,0,0,0,0,0,NA,0,0,12,12,96460,0,0,0,0,3,39,0,1,NA,1
"18539",1,0,1,12,9,9,1936,NA,2500,53,93147.6015625,5735,0,1,205150.40625,30,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,5,50,0,1,1,0
"18543",1,0,1,12,12,9,1954,37,2107,35,60292.9609375,1315,1,1,60292.9609375,13,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"18566",1,0,1,12,10,8,1964,37,2760,25,14452.6201171875,3140,2,1,14951.2998046875,3,4,496.859985351562,0,3772.86010742188,0,0,1800,0,0,9,11,15702.9599609375,22939.279296875,0,0,0,1,37,0,1,1,0
"18572",1,0,1,13,12,12,1946,NA,1904,43,25480,353,0,1,87077.8984375,17,2,0,0,0,0,0,0,0,0,NA,12,0,NA,NA,0,0,2,21,0,1,1,0
"18588",1,0,1,12,6,11,1946,NA,2576,43,100100,5260,2,1,205660,20,2,0,0,0,0,0,0,0,0,14,NA,NA,34944,0,NA,0,2,21,0,1,1,0
"18603",0,1,0,12,12,10,1962,42,2000,26,14560,6122,1,0,14742,4,4,0,0,0,0,0,0,0,0,8,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"18604",0,0,1,17,2,11,1952,20,2064,38,109200,3392,0,0,131495,15,1,0,0,0,0,0,0,0,0,NA,17,63700,NA,NA,0,0,4,4,0,1,1,0
"18608",1,0,1,17,1,12,1956,46,2842,34,72618,3532,2,1,93548,11,2,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,4,46,0,1,1,0
"18620",1,0,1,12,12,0,1958,37,1544,31,38220,1740,3,1,73892,8,1,4732,0,4732,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,1,0,1,0
"18643",0,1,0,12,8,6,1950,NA,2080,40,NA,7154,1,NA,68320.9765625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,19,0,1,NA,0
"18654",1,0,1,15,8,11,1944,NA,2500,45,42770,4161,1,0,63547.12109375,22,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"18680",1,0,1,12,8,8,1945,NA,2208,44,80080,5624,0,1,94640,21,2,0,0,0,0,0,0,0,0,14,NA,NA,NA,0,NA,0,1,31,0,1,1,0
"18718",0,0,1,17,11,10,1951,21,277,38,3640,6516,2,1,98280,13,3,0,0,0,0,0,NA,0,0,16,16,0,0,0,0,0,1,6,0,1,NA,1
"18734",1,0,1,12,11,10,1951,4,2036,38,60242,4222,0,1,97894.15625,15,2,0,0,0,0,0,0,0,0,10,NA,NA,0,0,NA,0,4,4,0,1,1,0
"18742",1,1,0,12,3,4,1959,4,979,31,14732.900390625,2870,2,0,16188.900390625,10,1,0,910,1814.5400390625,0,0,497,0,0,12,NA,NA,29529.5,0,NA,0,4,4,0,0,1,0
"18759",1,0,1,17,1,8,1942,NA,3298,48,89180,456,0,1,141960,18,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,0,1,1,0
"18773",1,0,1,12,10,8,1944,NA,2880,45,72800,5056,3,1,94640,22,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"18775",0,0,1,12,8,10,1962,3,1112,27,9100,1170,2,1,29676.919921875,4,2,0,556.919982910156,556.919982910156,0,0,NA,0,0,11,11,44539.0390625,0,0,0,0,3,3,0,1,NA,1
"18780",1,0,1,12,2,10,1947,NA,2024,43,50960,2595,1,1,80080,20,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"18790",1,0,1,14,10,13,1963,31,2805,26,60060,2454,1,1,95914,5,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"18837",0,1,0,12,12,9,1950,NA,430,39,910,1374,3,0,49369.3203125,1,3,0,0,10657.919921875,0,0,2856,0,3000,NA,NA,NA,NA,NA,NA,0,2,12,0,0,1,0
"18841",0,0,1,16,7,13,1960,4,1960,29,49140,557,0,0,49176.3984375,6,1,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,4,4,0,1,1,0
"18855",1,1,0,11,10,6,1964,31,714,25,6086.080078125,7092,1,1,9726.080078125,2,3,0,0,0,0,0,0,0,0,8,NA,NA,17472,0,NA,0,1,31,0,1,1,0
"18865",1,0,1,16,1,10,1943,NA,2218,47,39312,3318,1,1,86750.296875,19,2,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,1,18,0,0,1,0
"18875",1,0,1,12,11,9,1964,14,1638,25,20020,987,3,1,34216,6,2,0,5824,5824,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,0,1,1,0
"18884",0,0,1,9,5,3,1953,41,0,36,0,4516,2,0,4018.56005859375,4,4,0,0,8386.5595703125,0,0,2400,0,2208,NA,NA,NA,0,0,NA,0,3,41,0,0,1,0
"18892",1,0,1,13,8,12,1947,NA,1770,42,65520,2501,1,1,108790.5,18,2,4368,0,4368,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"18901",0,1,0,16,3,10,1945,NA,2100,45,49140,3901,0,0,76083.28125,23,4,0,0,0,0,0,0,0,0,7,3,NA,0,0,0,0,3,39,0,1,1,0
"18907",0,0,1,13,12,11,1945,NA,2328,44,18746,1257,2,1,28574,9,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"18927",0,0,1,16,11,11,1963,14,1808,26,27300,2580,0,1,92033.7578125,4,1,0,0,0,0,0,NA,0,0,17,16,65520,455,0,0,0,3,41,0,1,NA,1
"18949",0,0,1,14,11,11,1936,NA,1335,54,45500,1516,0,1,231140,26,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,29,0,1,NA,1
"18963",1,0,1,11,3,8,1946,NA,0,44,0,5057,0,0,7947.93994140625,9,1,0,7571.2001953125,7947.93994140625,0,376.739990234375,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"18965",0,0,1,16,1,12,1948,NA,1746,42,47320,2829,0,1,96460,19,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,NA,1
"18990",1,0,1,16,4,12,1945,NA,2350,46,154700,4594,0,1,177996,21,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"18996",1,0,1,12,3,10,1959,29,2770,31,12740,6308,0,0,41860,13,3,0,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,1,29,0,1,1,0
"19026",0,0,1,9,5,7,1931,NA,602,58,5096,1849,0,1,34245.12109375,20,4,0,6006,6006,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"19033",1,0,1,16,4,8,1958,21,2343,31,104265.9765625,325,2,1,124142.203125,10,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"19046",0,0,1,13,7,11,1953,24,1091,36,15470,2953,2,1,94549,8,1,0,0,0,0,0,NA,0,0,10,12,NA,NA,NA,NA,0,2,24,0,1,NA,1
"19053",0,0,1,12,6,8,1961,12,2000,28,38220,419,1,NA,74656.3984375,6,2,0,0,0,0,0,NA,0,0,12,12,46895.94140625,33171.3203125,0,0,0,2,12,0,1,NA,1
"19070",1,0,1,16,8,12,1952,3,1704,37,54600,103,3,1,96460,14,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,17,0,1,1,0
"19073",1,0,1,17,8,12,1941,NA,3380,48,91000,6195,0,1,1221220,21,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,0,1,1,0
"19104",0,0,1,12,5,8,1940,NA,1480,49,33171.3203125,728,0,1,80067.2578125,17,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,1,NA,1
"19107",0,0,1,16,4,13,1953,14,1285,37,12264.98046875,2683,4,1,91980.9765625,11,2,0,0,0,0,0,NA,0,0,16,17,122431.3984375,2730,0,0,0,2,14,0,1,NA,1
"19142",0,0,1,13,12,9,1956,21,1872,33,36400,6193,0,NA,76804,14,3,0,0,0,0,0,NA,2184,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,NA,1
"19158",1,0,1,17,9,10,1932,NA,1491,57,65055.8984375,4124,0,1,251160,35,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"19163",1,0,1,8,2,11,1938,NA,1736,52,70980,5007,4,1,114714.6015625,29,3,4892.16015625,0,4892.16015625,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,39,0,1,1,0
"19171",0,0,1,14,6,10,1960,45,0,29,0,5802,1,1,65338,8,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,0,NA,1
"19178",0,0,1,17,2,9,1965,34,2196,25,32760,5498,0,0,60096.3984375,7,2,0,0,0,0,0,0,0,0,NA,16,28210,NA,NA,0,0,2,34,0,0,1,0
"19179",1,0,1,16,11,9,1962,24,2000,27,0,3502,1,1,18746,4,1,0,0,0,0,0,0,0,0,12,17,69533.1015625,6983.33984375,0,0,0,2,24,0,1,1,0
"19184",1,0,1,12,9,9,1933,NA,0,57,0,5014,1,1,18181.80078125,25,5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,0,0,1,0
"19208",1,0,1,17,2,12,1960,45,1978,30,43680,41,0,1,69888,10,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
"19215",1,0,0,12,4,9,1935,NA,2006,55,52234,5828,0,1,131222,29,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"19221",1,0,1,12,4,9,1952,13,2156,38,50960,7038,3,1,50960,14,2,0,0,0,0,0,0,0,0,8,8,23660,0,0,0,0,4,30,0,1,1,0
"19223",0,0,1,14,4,10,1956,23,2020,34,54600,3689,2,NA,101920,11,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,23,0,1,NA,1
"19248",1,0,1,12,4,10,1957,34,1496,32,40040,1219,4,1,87633,10,3,0,3640,3640,0,0,0,0,0,12,NA,NA,26208,0,NA,0,3,42,0,1,1,0
"19252",0,0,1,12,9,8,1952,37,0,38,0,2400,3,NA,21150.220703125,12,1,0,0,0,0,0,NA,0,0,9,NA,NA,NA,0,NA,0,3,32,0,1,NA,1
"19280",0,0,1,14,10,10,1957,18,1224,32,21840,5261,2,1,67634.84375,9,1,0,0,0,0,0,NA,0,0,8,12,61880,20020,0,0,0,1,18,0,1,NA,1
"19307",1,0,1,12,3,8,1957,14,2052,33,33670,1837,2,1,37947,9,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,0,1,1,0
"19312",1,0,1,14,12,8,1949,NA,2220,40,42770,259,2,1,57914.21875,17,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"19314",1,0,1,12,11,11,1936,NA,1982,53,42742.69921875,4224,0,1,74987.640625,30,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
"19316",0,0,1,12,12,9,1951,21,1075,38,10920,2183,1,1,62753.6015625,8,3,0,0,0,0,0,NA,0,0,12,NA,NA,11451.4404296875,0,NA,0,2,21,0,1,NA,1
"19359",1,0,1,16,2,10,1949,NA,3083,41,67372.7578125,1600,2,1,104650,15,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,0,1,1,0
"19378",1,0,1,16,4,8,1945,NA,1560,45,70980,6408,1,1,76440,21,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,0,1,0
"19390",1,0,1,17,1,11,1959,6,2209,31,50960,4857,0,0,54418,12,3,0,0,0,0,0,0,0,0,16,17,24016.720703125,76440,0,0,0,1,6,0,1,1,0
"19414",0,1,0,12,12,5,1943,NA,1800,46,38884.30078125,6556,0,0,38884.30078125,19,3,0,0,0,0,0,0,0,0,8,NA,NA,0,0,NA,0,3,8,0,1,1,0
"19437",0,0,1,12,8,1,1960,16,0,29,0,4480,2,NA,38001.6015625,NA,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,0,NA,1
"19454",0,0,1,17,4,12,1959,31,1694,31,54600,2281,0,0,54782,6,3,0,0,0,0,0,0,0,0,13,17,0,57876,0,0,0,1,31,0,1,1,0
"19466",0,0,1,12,12,7,1953,34,3040,36,27300,2730,3,1,42406,3,4,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"19475",1,0,1,16,12,11,1947,NA,2500,42,63700,5556,1,1,96915,19,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"19484",0,0,1,14,1,11,1959,26,3830,31,38220,1986,0,1,72800,9,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,NA,1
"19487",1,0,1,16,3,12,1952,46,2124,38,55510,5328,0,0,59470.3203125,15,3,0,0,0,0,0,0,0,0,17,NA,NA,0,0,NA,0,1,20,0,1,1,0
"19519",0,1,0,12,9,10,1951,19,1040,35,NA,4542,1,0,53837.421875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,19,0,1,NA,0
"19524",1,0,1,17,9,11,1951,31,3036,38,600600,4035,2,1,868140,15,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"19531",1,0,1,16,12,10,1946,NA,2563,43,111020,55,0,1,114478,20,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
