"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","hhdens","inc_wcomp","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_ch","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","occ","study","works","head","wife"
"9857",0,0,1,16,9,12,1954,1380,25,17039.599609375,680,1,NA,115128,3,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,11,12,59368,12136,0,0,0,1,31,NA,0,1,NA,1
"9894",1,0,1,12,3,10,1953,2805,26,48544,2512,2,1,57072,5,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,69,0,1,1,0
"9904",0,0,1,17,4,12,1953,2992,26,68542.15625,5959,0,0,71861.5234375,9,0.300000011920929,0,0,0,0,0,0,0,0,16,16,91840,0,0,0,0,4,4,86,0,1,1,0
"9930",1,0,1,10,7,9,1931,2350,47,65600,5741,0,1,110759.0390625,19,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,5,55,0,1,1,0
"9936",1,0,1,9,5,7,1929,1875,49,9020,4943,0,0,25538.080078125,28,0.5,0,0,5392.31982421875,5392.31982421875,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,86,0,1,1,0
"9964",1,0,1,16,1,10,1946,350,32,9184,4005,1,1,31284.640625,12,0.600000023841858,0,0,8888.7998046875,0,8888.7998046875,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,1,0,1,0
"9971",1,0,1,7,12,12,1932,2496,46,52480,2514,1,1,62320,25,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,30,0,1,1,0
"9972",1,1,0,12,NA,10,NA,2646,35,32800,758,0,0,52480,12,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,61,0,1,1,0
"9978",0,0,1,17,1,13,1931,1900,51,28667.19921875,4569,0,1,173840,10,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,0,1,NA,1
"9981",0,0,1,17,5,11,1945,528,34,16400,2885,1,NA,78162.3984375,8,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,2,NA,0,1,NA,1
"10001",1,0,1,16,4,11,1933,1980,45,95120,452,2,1,128740,23,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,32,0,1,1,0
"10002",1,1,0,14,NA,4,NA,2080,58,NA,330,0,NA,31494.560546875,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,0,1,NA,0
"10025",0,0,1,16,5,11,1948,960,30,NA,3041,0,NA,74456,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,22,NA,1,1,NA,0
"10034",1,1,0,12,6,5,1951,1222,28,14760,6222,0,0,39032,8,1,0,3936,3936,0,0,0,0,0,10,NA,NA,0,0,NA,0,3,3,91,0,1,1,0
"10059",0,0,1,17,1,12,1928,0,51,0,4650,2,1,83052.8828125,15,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,34,NA,0,0,NA,1
"10117",0,0,1,17,3,10,1953,1920,26,49200,4754,0,1,102910,5,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,0,1,NA,1
"10129",1,0,1,17,10,12,1929,1638,49,88560,686,4,1,93293.0390625,28,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,87,0,1,1,0
"10131",0,0,1,12,4,10,1950,0,28,0,1500,2,1,117260,5,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,8,9,88560,0,0,0,0,2,22,NA,0,0,NA,1
"10134",0,0,1,12,8,10,1939,0,39,0,647,3,1,75440,9,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,0,0,NA,1
"10143",1,0,1,12,3,8,1945,1976,34,48872,1790,1,1,90298.3984375,10,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,87,0,1,1,0
"10162",1,0,1,16,11,11,1945,2445,33,73800,3684,0,0,74292,12,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,31,0,1,1,0
"10237",0,1,0,11,12,7,1953,0,25,0,5086,2,0,8101.60009765625,2,0.5,0,0,8101.60009765625,0,0,0,0,2470,12,NA,NA,19916.16015625,0,NA,0,2,21,NA,0,0,1,0
"10240",0,0,1,12,10,11,1928,2150,53,18656.640625,2337,2,1,88950.3203125,10,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,0,1,NA,1
"10267",0,1,0,17,5,10,1936,2011,42,NA,4045,0,NA,46904,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,10496,0,NA,0,3,45,NA,1,1,NA,0
"10281",1,0,1,16,7,9,1928,2250,49,93653.84375,3947,1,1,122412.8828125,26,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,62,0,1,1,0
"10295",1,1,0,12,NA,10,NA,688,26,NA,2405,0,NA,46854.80078125,NA,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,35,NA,0,1,0,0
"10309",1,0,1,9,10,9,1922,1910,56,62320,4821,0,1,72520.796875,35,0.300000011920929,0,0,5510.39990234375,5510.39990234375,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,2,32,0,1,1,0
"10312",1,1,0,14,5,12,1930,2985,48,65600,5510,0,1,136808.796875,27,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,32,0,1,1,0
"10315",1,0,1,12,1,9,1921,2320,58,82000,5131,0,1,114964,37,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,10,55,0,1,1,0
"10316",0,0,1,12,11,10,1930,1880,48,32800,1735,0,NA,91692.3984375,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,0,1,NA,1
"10321",0,0,1,17,5,11,1939,1750,39,NA,4736,0,NA,128658,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,0,0,NA,0,3,23,NA,0,1,NA,0
"10323",0,0,1,15,5,7,1950,1196,28,13120,2485,0,NA,46313.6015625,8,0.5,NA,NA,NA,NA,NA,NA,NA,NA,12,11,37720,34584.3203125,0,0,0,4,4,NA,0,0,NA,1
"10327",1,0,1,17,5,9,1938,3740,40,115488.796875,4299,3,1,160720,30,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,42,44,0,1,1,0
"10333",0,0,1,6,10,8,1945,0,33,0,2908,2,1,31612.640625,NA,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,0,0,NA,1
"10341",0,0,1,12,9,12,1947,120,31,1043.0400390625,3057,5,NA,38930.3203125,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,0,0,NA,1
"10345",0,0,1,12,NA,11,NA,1920,43,45920,2674,1,NA,68880,23,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,0,1,NA,1
"10364",1,0,1,13,9,8,1940,1960,38,74128,1268,0,1,75636.796875,14,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,23,81,0,1,1,0
"10372",0,0,1,12,10,12,1950,0,28,0,197,1,NA,33456,3,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,0,0,NA,0,1,31,NA,0,0,NA,1
"10401",1,0,1,16,NA,12,NA,2148,34,41328,1945,2,1,80688,13,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,82,0,1,1,0
"10407",0,0,1,16,6,9,1930,2127,48,39278,1205,1,0,48248.80078125,8,0.300000011920929,0,0,0,0,0,0,5904,0,NA,NA,NA,NA,NA,NA,0,4,4,86,0,1,1,0
"10415",1,0,1,11,9,13,1932,1920,46,NA,219,0,NA,34722.078125,NA,0.100000001490116,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,0,0,NA,0,3,32,NA,0,1,NA,0
"10430",0,0,1,12,12,11,1921,400,57,1505.52001953125,1629,0,1,114816.3984375,36,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,0,1,NA,1
"10456",1,0,1,17,3,12,1948,2447,30,114800,1222,2,1,158089.4375,9,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,2,92,0,1,1,0
"10476",1,0,1,12,3,9,1921,3000,58,72160,5978,0,1,125033.6015625,36,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,51,0,1,1,0
"10491",0,0,0,7,9,8,1924,1952,53,20467.19921875,1944,0,NA,36801.6015625,32,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,0,1,NA,1
"10496",0,0,1,11,6,8,1937,0,41,0,2763,3,1,123984,1,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,NA,0,0,NA,1
"10512",0,0,1,17,1,11,1955,1960,25,NA,3960,0,NA,137497.59375,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,11,10,60024,32800,0,0,0,1,6,NA,1,1,NA,0
"10515",1,0,1,14,6,11,1937,3000,41,91840,1942,2,1,123984,20,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,62,0,1,1,0
"10521",0,1,0,12,2,6,1950,0,29,0,4175,1,1,19680,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,7,6,17712,0,0,0,0,3,1,NA,0,0,NA,1
"10575",1,0,1,14,9,10,1951,1218,27,25256,1604,1,1,77906.5625,4,0.800000011920929,4920,4920,9840,0,0,0,0,0,10,12,39360,45920,0,0,0,1,37,40,0,1,1,0
"10583",1,0,1,17,6,9,1943,1500,35,88560,1027,2,1,108240,15,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,39,86,0,1,1,0
"10591",1,1,0,12,3,10,1952,2196,27,68880,3165,1,1,68880,9,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,57,0,1,1,0
"10612",0,0,0,12,12,10,1930,960,49,11414.400390625,1279,1,1,138908,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,0,1,NA,1
"10626",1,0,1,13,12,11,1946,1999,33,59318.80078125,129,2,1,67256.3984375,8,0.5,2361.60009765625,0,2361.60009765625,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,40,55,0,1,1,0
"10660",1,0,1,14,5,10,1953,1416,26,0,5217,0,NA,40790.078125,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,9184,0,NA,0,1,29,NA,0,0,NA,0
"10667",0,0,1,12,4,12,1939,160,39,2296,1740,4,NA,117292.796875,11,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,0,0,NA,1
"10706",0,0,1,12,8,10,1952,1877,26,42640,1604,1,1,77906.5625,5,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,0,1,NA,1
"10731",0,0,1,9,2,12,1944,0,34,0,269,2,NA,36080,10,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,0,0,NA,1
"10753",0,0,1,12,8,10,1943,1169,33,19680,338,2,1,78884,14,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,0,1,NA,1
"10755",0,NA,NA,12,8,10,1923,0,55,0,3373,0,NA,72356.796875,25,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,0,0,NA,1
"10775",0,0,1,12,10,10,1938,1849,40,39360,2014,1,1,124968,15,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,2,NA,0,1,NA,1
"10826",1,0,1,14,1,10,1953,1680,26,36034.078125,6064,0,1,61342.55859375,8,0.5,0,3345.60009765625,3345.60009765625,0,0,0,0,0,12,8,0,22960,0,0,0,4,4,33,0,1,1,0
"10841",0,0,1,12,12,10,1947,0,31,0,1346,3,1,59040,8,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,NA,0,0,NA,1
"10890",1,1,0,12,8,10,1946,2151,32,55760,2598,3,1,88166.3984375,11,0.699999988079071,0,0,0,0,0,0,0,0,7,NA,NA,18453.279296875,0,NA,0,3,39,44,0,1,1,0
"10899",1,0,1,11,1,10,1949,2250,30,32800,5177,0,1,45920,9,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,51,0,1,1,0
"10908",0,0,1,16,9,13,1950,1735,28,32800,3011,1,1,82902,3,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,14,16,131200,57400,0,0,0,1,31,NA,0,1,NA,1
"10909",0,1,0,11,NA,10,NA,NA,35,NA,6319,3,NA,9367.6796875,NA,1.29999995231628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,0
"10915",1,0,1,12,1,13,1928,1813,51,83640,5518,0,1,171012.640625,32,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,51,0,1,1,0
"10918",1,0,1,14,8,9,1952,1928,26,51496,1921,2,1,51496,5,0.699999988079071,0,0,0,0,0,0,0,0,12,12,68880,0,0,0,0,4,46,92,0,1,1,0
"10921",1,0,1,12,3,9,1948,1940,31,59040,2541,2,1,60722.640625,8,0.699999988079071,560.880004882812,875.760009765625,1436.64001464844,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,32,0,1,1,0
"10941",0,0,1,15,11,12,1922,0,56,0,5249,0,1,85781.84375,25,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,0,0,NA,1
"11015",0,0,1,13,6,10,1918,2504,60,59040,4639,0,0,119720,27,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,31,0,1,1,0
"11037",1,0,1,13,12,11,1942,2580,36,82000,2764,2,1,119044.3203125,15,0.699999988079071,1968,0,1968,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,30,0,1,1,0
"11054",0,0,1,16,6,9,1946,1944,32,36080,2709,0,0,36080,8,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,92,0,1,1,0
"11061",0,0,1,15,3,7,1947,1178,32,19680,4816,2,1,92496,11,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,12,12,84296,0,0,0,0,1,20,NA,0,1,NA,1
"11071",0,0,1,11,NA,9,NA,0,59,0,2089,1,0,17672.640625,3,0.699999988079071,0,0,17672.640625,17672.640625,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,NA,0,0,1,0
"11099",0,0,1,13,11,10,1953,27,25,492,258,3,1,34112,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,0,0,NA,1
"11117",0,0,1,9,12,8,1929,1880,49,3936,1660,2,NA,73380.15625,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,0,1,NA,1
"11132",1,0,1,8,2,9,1927,2015,52,62320,44,1,1,116112,31,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,40,62,0,1,1,0
"11142",1,0,1,12,11,10,1947,2352,31,82984,5456,1,1,94792,10,0.600000023841858,0,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,1,37,55,0,1,1,0
"11183",0,0,1,12,3,13,1928,880,51,13120,5518,0,NA,171012.640625,25,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,0,1,NA,1
"11207",1,0,1,16,8,9,1938,2152,40,68224,5705,0,0,66584,19,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,39,11,0,1,1,0
"11209",1,0,1,12,2,13,1946,2000,33,78720,651,1,1,114800,12,0.5,0,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,2,22,55,0,1,1,0
"11241",0,1,0,14,11,11,1940,1660,37,15088,3523,0,0,23304.400390625,15,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,86,0,1,1,0
"11247",1,0,1,16,7,11,1939,2083,39,57534.48046875,5716,2,1,108240,15,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,86,0,1,1,0
"11270",0,0,1,8,11,7,1923,2000,55,19680,2771,0,NA,31015.6796875,30,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,NA,0,1,NA,1
"11274",0,0,1,12,8,10,1951,2268,27,30504,344,2,1,91512,6,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,40,NA,0,1,NA,1
"11279",1,0,1,12,NA,10,NA,1492,32,64288,4596,0,1,108643.4375,5,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,44,0,1,1,0
"11284",1,0,1,12,6,11,1926,1687,52,82000,4678,3,1,121468.2421875,31,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,85,0,1,1,0
"11302",1,1,0,12,9,11,1938,2314,40,74784,2239,0,1,110700,19,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,30,0,1,1,0
"11324",0,0,1,14,10,10,1921,1820,57,62320,5010,0,NA,284048,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,0,1,NA,1
"11329",0,0,1,6,8,11,1938,0,41,0,3497,0,1,154160,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,0,0,NA,1
"11347",1,0,1,17,8,10,1927,2711,52,80688,2057,0,1,89471.84375,23,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,40,87,0,1,1,0
"11351",0,0,1,16,7,12,1949,2133,28,68880,211,0,0,69142.3984375,8,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,30,0,1,1,0
"11365",0,0,1,12,10,11,1940,1920,38,22960,2348,1,1,85936,15,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,35,NA,0,1,NA,1
"11369",0,NA,NA,12,11,8,1950,490,28,3608,5003,2,NA,78720,5,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,0,1,NA,1
"11409",1,0,1,12,NA,12,NA,2244,26,NA,1271,1,NA,109224,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,55815.76171875,NA,NA,0,0,2,40,NA,0,1,NA,0
"11410",0,0,1,8,12,4,1918,1320,60,11755.51953125,3291,2,1,41682.23828125,23,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,NA,0,1,NA,1
"11413",0,1,0,12,NA,10,NA,0,25,0,5187,1,NA,49514.87890625,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,10,12,78720,0,0,0,0,2,21,NA,0,1,NA,1
"11422",0,0,1,12,NA,4,NA,2028,31,39360,3273,1,NA,108240,10,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,0,1,NA,1
"11432",0,NA,NA,12,NA,11,NA,NA,31,0,4706,0,NA,16400,NA,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,0,0,NA,0
"11441",0,0,1,16,3,8,1927,1968,51,18738.640625,1095,0,0,26387.599609375,19,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,85,0,1,1,0
"11512",1,0,1,12,1,12,1947,2264,32,65455.6796875,3796,2,1,68768.4765625,11,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,33,0,1,1,0
"11536",1,0,1,14,NA,12,NA,NA,40,0,1995,0,NA,31917.6796875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,9840,0,NA,0,2,48,NA,0,0,NA,0
"11541",1,0,1,12,1,7,1953,1061,26,18040,5290,0,1,22304,6,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,35,51,0,1,1,0
"11571",1,0,1,12,5,8,1954,2352,25,NA,210,0,NA,130380,NA,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,12,12,23616,0,0,0,0,2,34,NA,1,1,NA,0
"11588",0,0,1,12,7,9,1923,1764,55,32800,2909,0,0,45264,10,0.100000001490116,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,88,0,1,1,0
"11595",0,0,1,10,12,8,1952,832,26,5116.7998046875,5445,1,NA,57596.80078125,1,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,0,0,NA,0,3,45,NA,0,0,NA,1
"11597",1,0,1,17,8,10,1953,1909,25,40180,4202,0,0,53896.9609375,7,0.100000001490116,0,0,0,0,0,0,0,0,12,12,41318.16015625,7544,0,0,0,2,14,87,0,1,1,0
"11628",1,0,1,8,6,7,1920,2005,58,36080,4777,0,1,111930,38,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,30,0,1,1,0
"11659",0,0,1,16,2,8,1925,518,54,14760,5397,0,1,61375.359375,27,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,48,NA,0,1,NA,1
"11661",1,0,1,14,NA,10,NA,2820,26,49364,3051,0,1,80989.7578125,5,0.5,1712.16003417969,0,1712.16003417969,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,61,0,1,1,0
"11690",0,0,1,12,5,11,1934,0,45,0,4570,1,1,191880,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,0,0,NA,1
"11731",1,0,1,14,3,11,1953,1896,26,24600,2717,0,0,30110.400390625,4,0.5,2230.39990234375,0,2230.39990234375,0,0,0,0,0,NA,16,112405.6015625,NA,NA,0,0,4,4,31,0,1,1,0
"11745",1,0,1,14,5,12,1944,1040,34,30504,5692,1,1,58056,16,0.5,0,0,19680,19680,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,62,0,1,1,0
"11749",0,0,1,14,4,10,1952,1904,26,52729.28125,1210,0,0,52906.3984375,5,0.200000002980232,0,0,0,0,0,0,0,0,14,16,108240,19680,0,0,0,4,46,56,0,1,1,0
"11775",0,0,1,14,9,12,1944,840,34,2624,5351,2,1,43191.0390625,5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,0,1,NA,1
"11805",1,1,0,12,11,7,1931,3400,47,65600,4013,0,1,76906.15625,26,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,55,0,1,1,0
"11814",1,0,1,16,10,11,1941,1880,37,90528,4124,0,1,90528,13,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,91,0,1,1,0
"11840",0,NA,NA,12,NA,8,NA,1960,25,36080,3100,1,NA,86756,5,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,0,1,NA,1
"11872",0,0,1,8,8,8,1930,0,48,0,2260,3,1,47560,4,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,0,0,NA,1
"11881",0,1,0,14,8,10,1933,2046,45,59040,1856,2,0,68332.2421875,16,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,8,92,0,1,1,0
"11894",0,0,1,12,8,9,1951,1760,27,NA,4205,1,0,58400.3984375,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,12,10,9840,0,0,0,0,1,37,NA,0,1,NA,0
"11898",0,0,1,13,7,12,1944,1900,34,39360,1193,2,1,88560,5,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,39,NA,0,1,NA,1
"11913",1,0,1,12,NA,8,NA,2168,28,45920,1275,4,1,57531.19921875,9,1.20000004768372,0,0,11611.2001953125,0,0,0,0,3540,NA,NA,NA,NA,NA,NA,0,2,22,31,0,1,1,0
"11936",0,0,0,9,12,7,1953,0,25,0,527,3,0,16586.9609375,NA,1,0,0,19611.119140625,0,0,922,0,5057,8,NA,0,0,0,0,0,4,4,NA,0,0,1,0
"11953",0,0,1,16,7,13,1947,0,31,0,5029,3,1,65928,4,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,18,NA,0,1,NA,1
"11954",0,0,1,11,10,12,1937,0,41,0,2514,1,1,62320,5,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,0,0,NA,1
"11979",0,0,1,13,3,11,1943,80,36,541.200012207031,3961,2,1,114308,3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,NA,0,0,NA,1
"11994",1,0,1,12,5,11,1943,2692,36,68847.203125,1923,4,1,126608,14,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,21,0,1,1,0
"12012",1,0,1,13,10,9,1945,1960,33,72160,4024,0,1,102992,15,0.400000005960464,0,0,0,0,0,0,0,0,12,12,77408,0,0,0,0,3,9,61,0,1,1,0
"12019",1,0,1,7,2,1,1941,2975,38,43132,816,0,0,77388.3203125,17,0.600000023841858,0,0,0,0,0,0,0,0,NA,2,0,NA,NA,0,0,3,16,33,0,1,1,0
"12029",1,0,1,12,7,10,1940,3140,38,19680,2704,1,1,65600,8,0.400000005960464,0,0,0,0,0,0,0,0,2,NA,NA,0,0,NA,0,3,9,61,0,1,1,0
