"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","health","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","study","works","head","wife"
"59296",0,1,0,8,10,8,1958,680,36,6820.31982421875,5443,2,0,18312.83984375,16,3,NA,NA,NA,NA,NA,NA,0,3,32,0,1,1,0
"59305",0,0,1,17,4,11,1946,2300,48,84241.5625,232,0,NA,176284.6875,15,2,NA,NA,NA,NA,NA,NA,0,3,19,0,1,NA,1
"59349",0,0,1,15,11,11,1948,3120,46,31200,461,2,0,35068.80078125,26,1,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"59367",1,0,1,14,9,10,1963,1859,31,15598.4404296875,9090,0,1,47074.55859375,4,2,NA,NA,NA,NA,NA,NA,0,4,5,0,1,1,0
"59374",0,0,1,17,11,11,1959,0,35,0,9297,2,1,56161.55859375,4,1,12,NA,NA,3118.43994140625,0,NA,0,6,NA,0,0,NA,1
"59410",1,1,0,12,12,7,1946,NA,48,NA,2684,2,NA,24523.19921875,NA,NA,NA,NA,NA,NA,NA,NA,0,3,23,NA,NA,0,0
"59412",0,0,1,14,5,11,1959,560,35,20280,3170,2,1,82680,8,2,15,14,258969.359375,0,0,0,0,2,21,0,1,NA,1
"59417",1,0,1,14,1,9,1947,2500,48,45318,4299,1,1,61261.19921875,20,3,12,9,0,0,0,0,0,1,37,0,1,1,0
"59456",0,0,1,13,11,10,1944,1350,50,11232,2700,1,NA,79950,22,2,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"59463",0,0,1,12,7,11,1945,0,50,0,10152,0,1,177877.4375,6,2,NA,NA,NA,NA,NA,NA,0,2,34,0,0,NA,1
"59468",1,0,1,13,4,9,1939,0,56,26208,808,0,0,83617.5625,28,1,NA,NA,NA,NA,NA,NA,0,2,22,0,0,1,0
"59481",1,0,1,14,5,10,1968,1960,26,13260,5482,2,1,40558.44140625,5,1,NA,NA,NA,NA,NA,NA,0,2,40,0,1,1,0
"59490",1,0,1,16,9,7,1962,2440,32,37440,1431,1,1,82797,8,2,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"59515",1,0,1,17,7,11,1959,1509,35,35880,5010,2,1,80341.5625,7,3,10,NA,NA,0,0,NA,0,3,42,0,1,1,0
"59538",1,0,1,16,11,11,1953,3236,41,127066.6796875,5611,1,1,194853.359375,13,1,12,10,0,1396.19995117188,0,0,0,3,45,0,1,1,0
"59541",0,0,1,16,4,9,1949,0,45,0,795,1,NA,70749.1171875,6,4,NA,NA,NA,NA,NA,NA,0,2,13,0,0,NA,1
"59546",0,0,1,12,2,12,1953,206,42,3411.71997070312,3438,0,0,4191.72021484375,22,4,12,15,0,0,0,0,0,4,43,0,1,1,0
"59552",0,0,1,12,8,13,1949,0,45,0,424,1,1,123478.6796875,6,3,NA,NA,NA,NA,NA,NA,0,2,15,0,0,NA,1
"59562",1,0,0,16,4,12,1964,2205,30,56161.55859375,3007,0,1,103351.5625,12,2,NA,NA,NA,NA,NA,NA,0,3,10,0,1,1,0
"59571",1,0,1,12,3,12,1957,2088,37,63961.55859375,6630,2,1,91473.71875,10,1,NA,NA,NA,NA,NA,NA,0,3,19,0,1,1,0
"59573",1,1,0,12,11,6,1951,0,43,0,7304,0,1,1116.9599609375,15,5,NA,NA,NA,NA,NA,NA,0,3,3,0,0,1,0
"59576",0,0,1,12,4,9,1955,0,39,0,3167,0,NA,22886.759765625,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,0,1,NA,1
"59621",1,0,1,12,1,7,1955,2080,40,38661.48046875,1982,2,1,66106.5625,12,5,8,NA,NA,0,0,NA,0,2,24,0,1,1,0
"59648",0,0,1,15,1,10,1951,2020,44,37440,2476,0,1,105456,10,3,17,12,0,0,0,0,0,2,34,0,1,NA,1
"59662",1,0,1,17,3,10,1949,1920,45,141963.125,3471,2,1,190086,11,1,17,16,6238.43994140625,0,0,0,0,3,45,0,1,1,0
"59665",1,0,1,12,7,7,1963,NA,31,NA,273,0,0,56578.078125,NA,NA,14,NA,NA,29289,0,NA,0,4,4,0,1,NA,0
"59672",1,0,1,12,10,9,1962,2255,32,31200,3887,1,1,62757.23828125,7,2,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"59681",0,0,1,13,9,9,1942,1776,52,0,1837,0,0,56005.55859375,25,2,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"59695",0,0,1,16,5,11,1944,672,50,46800,2693,0,1,189937.796875,5,3,NA,NA,NA,NA,NA,NA,0,4,4,0,0,NA,1
"59711",0,0,1,10,11,12,1961,0,33,0,2474,1,0,8268,10,3,NA,NA,NA,NA,NA,NA,0,3,19,0,1,1,0
"59721",1,0,1,12,9,9,1965,NA,29,NA,1410,0,0,202807.796875,NA,NA,14,NA,NA,0,0,NA,0,3,42,0,1,NA,0
"59723",0,0,1,12,12,13,1941,2056,53,31200,5875,0,NA,109201.5625,16,1,NA,NA,NA,NA,NA,NA,0,3,19,0,1,NA,1
"59738",1,1,0,12,10,0,1964,2352,30,74880,1127,0,0,74880,5,3,12,NA,NA,28080,0,NA,0,3,9,0,1,1,0
"59741",0,0,1,17,4,10,1940,1435,54,65521.55859375,5392,0,0,70201.5625,23,1,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"59742",0,0,1,12,11,12,1949,999,45,8266.4404296875,796,0,1,80808,7,2,NA,NA,NA,NA,NA,NA,0,3,4,0,1,NA,1
"59750",0,0,1,17,7,11,1950,1990,44,62869.55859375,2189,0,0,63524.76171875,16,3,17,17,388.440002441406,0,0,0,0,3,3,0,1,1,0
"59752",1,0,1,12,3,10,1960,1165,34,29640,3225,0,0,29640,7,3,12,12,127924.6796875,0,0,0,0,2,21,0,0,1,0
"59758",1,0,1,12,7,9,1947,1960,47,28080,1665,2,1,39045.23828125,19,3,NA,NA,NA,NA,NA,NA,0,2,48,0,1,1,0
"59759",0,0,1,14,9,9,1965,1733,28,34320,10181,1,1,56941.55859375,2,2,12,NA,NA,14768.51953125,0,NA,0,4,4,0,1,NA,1
"59801",0,0,1,12,4,11,1963,0,31,0,250,3,NA,40653.6015625,11,2,NA,NA,NA,NA,NA,NA,0,3,39,0,0,NA,1
"59811",1,0,1,17,6,13,1942,2115,52,109203.1171875,718,1,1,109203.1171875,24,1,NA,NA,NA,NA,NA,NA,0,3,16,0,1,1,0
"59820",1,1,0,12,8,11,1953,NA,41,NA,1899,2,NA,78001.5625,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,0,1,NA,0
"59821",0,0,1,16,10,11,1953,2000,41,78001.5625,1193,2,1,157734.71875,13,1,NA,NA,NA,NA,NA,NA,0,4,46,0,1,NA,1
"59825",0,0,1,12,9,9,1934,2596,60,123243.1171875,765,0,1,287851.1875,14,3,NA,NA,NA,NA,NA,NA,0,3,39,0,1,NA,1
"59857",1,0,1,12,1,11,1968,0,27,0,3688,0,1,78248.0390625,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,0,1,NA,1
"59895",1,0,1,16,9,13,1951,2115,43,113415.1171875,2116,2,1,132468.953125,17,1,NA,NA,NA,NA,NA,NA,0,4,46,0,1,1,0
"59907",1,0,1,9,3,11,1942,2261,53,78450.84375,5332,0,1,119655.1171875,26,3,NA,NA,NA,NA,NA,NA,0,3,32,0,1,1,0
"59916",1,0,1,16,3,11,1953,1920,41,0,5598,2,1,16224,14,1,NA,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
"59929",0,0,1,12,5,9,1961,2512,33,41496,5603,0,0,41496,5,3,11,9,0,0,0,0,0,2,13,0,1,1,0
"59944",0,1,0,14,9,10,1957,1281,37,11108.759765625,1377,3,NA,67587,NA,2,10,12,148204.6875,0,0,0,0,2,21,0,1,NA,1
"59956",0,0,1,13,6,7,1958,1948,36,26145.599609375,1749,1,0,34256.0390625,16,3,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"60004",0,0,1,16,1,13,1960,0,35,0,4741,2,1,137284.6875,7,3,NA,NA,NA,NA,NA,NA,0,3,10,0,0,NA,1
"60007",1,0,1,14,11,12,1953,3463,41,49843.55859375,3155,0,1,110371.5625,13,1,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"60021",1,0,1,8,7,10,1966,2359,28,96723.1171875,373,1,1,99593.5234375,6,3,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"60040",0,0,1,12,3,13,1949,2960,45,89857.5625,1984,0,1,211311.359375,8,1,NA,NA,NA,NA,NA,NA,0,2,22,0,1,NA,1
"60055",1,0,1,12,3,12,1953,1962,41,46800,4246,0,1,95316,17,2,12,NA,NA,0,0,NA,0,1,29,0,1,1,0
"60057",0,0,1,12,8,12,1941,NA,53,0,3898,1,NA,53824.6796875,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,0,NA,0
"60069",1,0,1,12,4,11,1957,2193,37,45240,5957,2,1,45240,9,2,12,12,0,0,0,0,0,2,34,0,1,1,0
"60070",0,0,1,16,3,11,1960,0,35,0,4308,1,1,38714.51953125,16,2,16,17,94069.5625,82680,0,0,0,3,32,0,0,NA,1
"60071",0,0,1,16,12,10,1937,1071,57,14615.6396484375,5026,0,1,148309.203125,15,2,NA,NA,NA,NA,NA,NA,0,2,22,0,1,NA,1
"60080",1,0,1,12,1,8,1941,2632,54,43992,608,0,1,50728.078125,26,1,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"60094",0,1,0,12,7,9,1941,1992,53,34320,748,0,0,34401.12109375,26,2,NA,NA,NA,NA,NA,NA,0,3,16,0,1,1,0
"60098",1,0,1,11,3,11,1954,2760,40,55865.16015625,1222,2,1,67346.7578125,13,3,NA,NA,NA,NA,NA,NA,0,1,6,0,1,1,0
"60103",0,0,1,13,1,9,1938,1827,57,14768.51953125,2922,0,0,15782.51953125,38,5,NA,NA,NA,NA,NA,NA,0,4,4,0,0,1,0
"60119",0,NA,NA,12,10,9,1951,NA,43,NA,3115,0,NA,33443.28125,NA,NA,NA,NA,NA,NA,NA,NA,0,2,48,0,1,NA,0
"60120",0,0,1,15,4,NA,1943,0,51,0,9323,0,1,139587.234375,5,3,NA,NA,NA,NA,NA,NA,0,4,43,0,0,NA,1
"60121",0,0,1,16,1,12,1956,1185,39,31200,3227,1,1,111385.5625,20,1,NA,16,0,NA,NA,0,0,1,6,0,1,NA,1
"60143",1,0,1,16,2,9,1956,2092,39,49920,3172,3,1,49920,11,2,12,12,15598.4404296875,0,0,0,0,2,21,0,1,1,0
"60154",1,0,1,13,6,11,1965,3000,29,98280,81,2,1,107638.4375,2,1,NA,NA,NA,NA,NA,NA,0,3,3,0,1,1,0
"60155",1,1,0,16,7,7,1960,2360,34,62094.23828125,3753,3,1,83261.8828125,3,2,12,6,4664.39990234375,0,0,0,0,3,32,0,1,1,0
"60168",0,0,1,12,4,11,1961,0,33,0,5957,2,1,45240,NA,2,NA,NA,NA,NA,NA,NA,0,2,34,0,0,NA,1
"60171",0,NA,NA,12,4,9,NA,0,32,0,2522,4,NA,32760,NA,NA,NA,NA,NA,NA,NA,NA,0,3,35,0,0,NA,1
"60176",0,0,1,12,4,9,1965,3060,29,54601.55859375,2948,0,NA,117001.5625,7,2,14,13,187206.234375,78001.5625,0,0,0,2,34,0,1,NA,1
"60191",1,0,1,17,5,12,1960,2380,34,98283.1171875,3788,1,1,149607.125,6,2,12,16,18720,0,0,0,0,2,22,0,1,1,0
"60196",1,0,1,17,1,11,1952,1993,43,98606.0390625,6235,2,1,110989.3203125,15,2,12,12,18720,0,0,0,0,4,27,0,1,1,0
"60204",0,0,0,16,7,12,1951,1960,43,51480,7303,1,0,101401.5625,19,2,NA,NA,NA,NA,NA,NA,0,1,20,0,1,NA,1
"60212",0,0,1,16,4,8,1963,2570,31,32760,1275,2,1,84240,7,1,12,12,16380,35880,0,0,0,2,22,0,1,NA,1
"60224",0,0,1,15,12,11,1946,2176,48,24960,2955,1,0,34429.19921875,28,1,NA,NA,NA,NA,NA,NA,0,4,36,0,1,1,0
"60225",0,0,1,17,8,10,1949,2080,45,59281.55859375,2454,0,1,107530.796875,13,3,14,NA,NA,0,0,NA,0,3,42,0,1,NA,1
"60234",0,0,1,12,12,8,1955,1619,39,17160,6369,3,NA,111042.359375,20,1,NA,NA,NA,NA,NA,NA,0,2,12,0,1,NA,1
"60243",0,0,1,12,5,10,1961,1920,33,81121.5625,3590,0,1,179613.71875,15,3,12,12,218719.796875,31887.9609375,0,0,0,1,20,0,1,NA,1
"60245",0,0,1,12,3,10,1950,1920,45,2652,2746,1,NA,63587.16015625,20,3,NA,NA,NA,NA,NA,NA,0,3,42,0,1,NA,1
"60302",1,1,0,9,2,4,1948,1785,47,16308.240234375,1907,0,1,41932.80078125,19,3,NA,NA,NA,NA,NA,NA,0,3,17,0,1,1,0
"60325",1,0,1,13,3,9,1947,2673,47,78000,3448,1,1,108232.796875,20,2,12,NA,NA,0,0,NA,0,4,4,0,1,1,0
"60354",0,0,1,13,8,8,1948,1460,46,6364.7998046875,414,2,1,30625.919921875,16,2,NA,NA,NA,NA,NA,NA,0,1,20,0,1,NA,1
"60370",0,0,1,12,11,10,1945,0,49,0,1723,0,1,101434.3203125,16,3,NA,NA,NA,NA,NA,NA,0,2,21,0,0,NA,1
"60380",0,0,1,12,11,8,1946,3120,48,43680,3876,0,NA,85550.3984375,22,2,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"60390",0,0,1,16,9,9,1957,120,37,3118.43994140625,3196,2,1,202804.6875,7,2,NA,NA,NA,NA,NA,NA,0,3,45,0,1,NA,1
"60395",0,0,1,16,4,11,1953,1248,42,39000,10282,2,1,180184.6875,7,1,17,17,388.440002441406,0,0,0,0,3,3,0,1,NA,1
"60406",0,0,1,10,12,13,1938,1560,56,7798.43994140625,2926,0,NA,110529.1171875,6,3,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"60410",0,0,1,17,11,11,1962,5760,32,23400,1503,0,1,120962.3984375,13,2,16,17,94069.5625,82680,0,0,0,3,42,1,0,NA,1
"60411",0,1,0,16,2,1,1958,2254,37,46645.55859375,1872,2,1,92665.5625,9,3,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"60413",0,0,1,12,12,12,1950,0,44,0,3576,0,1,99626.28125,7,4,NA,NA,NA,NA,NA,NA,0,2,48,0,0,NA,1
"60424",1,0,1,12,1,9,1958,2048,37,32760,2522,4,1,32760,10,2,NA,NA,NA,NA,NA,NA,0,3,35,0,1,1,0
"60426",0,0,1,15,9,13,1958,250,36,15598.4404296875,2941,3,1,93834,6,1,12,12,0,0,0,0,0,1,29,0,1,NA,1
"60435",1,0,1,17,2,9,1969,0,26,0,3492,0,NA,143521.5625,NA,NA,NA,NA,NA,NA,NA,NA,0,2,4,NA,NA,NA,1
"60444",1,0,1,14,2,8,1951,2500,44,71761.5625,2899,1,1,92135.15625,22,1,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"60455",0,0,1,12,9,9,1945,474,49,0,8835,2,NA,78079.5625,9,1,NA,NA,NA,NA,NA,NA,0,3,9,0,0,NA,1
"60466",1,0,1,12,11,12,1950,2805,44,70201.5625,742,0,1,102025.5625,16,2,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"60482",1,0,1,16,1,12,1957,4318,38,18843.240234375,140,2,1,19623.240234375,4,2,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"60489",1,1,0,12,12,12,1967,NA,27,0,3908,2,0,24931.919921875,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,0,0,NA,0
"60490",1,0,1,15,7,9,1947,1992,47,85801.5625,2979,2,1,87361.5625,NA,2,8,NA,NA,0,0,NA,0,3,39,0,1,1,0
"60491",1,0,1,12,7,8,1943,3920,51,60841.55859375,3874,0,1,85832.7578125,23,1,NA,NA,NA,NA,NA,NA,0,3,19,0,1,1,0
"60494",1,0,1,16,6,13,1940,1920,54,68641.5625,4245,0,0,95163.1171875,26,1,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"60498",1,0,0,11,7,12,1938,0,56,0,507,0,0,11233.5595703125,23,4,12,NA,NA,0,0,NA,0,3,17,0,0,1,0
"60522",1,0,1,12,4,10,1968,2275,26,35880,3590,0,1,179613.71875,8,3,NA,NA,NA,NA,NA,NA,0,1,20,0,1,1,0
"60525",0,0,1,16,9,10,1966,3398,28,14818.4404296875,2312,0,1,89700,6,3,12,15,57721.55859375,57721.55859375,0,0,0,4,4,0,1,NA,1
"60526",0,0,1,17,11,8,1969,1928,25,17160,1208,1,1,74942.3984375,7,3,NA,NA,NA,NA,NA,NA,0,4,5,0,1,NA,1
"60529",0,0,1,16,11,13,1941,1867,53,26676,6070,0,0,45396,14,2,NA,NA,NA,NA,NA,NA,0,3,3,0,1,1,0
"60537",0,0,1,14,12,NA,1946,2684,48,41809.55859375,1129,0,1,74569.5625,14,1,NA,NA,NA,NA,NA,NA,0,2,24,0,1,NA,1
"60542",0,0,1,12,2,10,1939,913,56,15598.4404296875,1457,0,1,96721.5625,10,2,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"60568",0,0,1,16,2,9,1961,1872,34,49723.44140625,218,2,1,94526.640625,12,2,NA,NA,NA,NA,NA,NA,0,3,41,0,1,NA,1
"60578",0,0,1,13,6,11,1937,1820,57,46800,197,0,0,93039.9609375,12,3,NA,NA,NA,NA,NA,NA,0,1,6,0,1,1,0
"60579",0,1,0,12,6,8,1951,1989,43,17160,1616,2,1,87361.5625,10,3,3,9,0,0,0,0,0,3,32,0,1,NA,1
"60585",1,0,1,16,2,9,1967,2028,28,40560,1280,0,0,40567.80078125,6,3,15,NA,NA,31200,0,NA,0,2,34,0,1,1,0
"60599",0,0,1,12,1,11,1947,1333,48,30774.119140625,4665,0,0,39299.51953125,30,3,NA,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
"60605",0,1,0,12,2,11,1962,2040,33,32760,3168,1,NA,65520,15,3,NA,NA,NA,NA,NA,NA,0,3,42,0,1,NA,1
"60617",1,0,1,12,2,10,1963,1896,32,31200,4993,1,1,63336,6,2,12,12,81903.1171875,0,0,0,0,6,NA,0,1,1,0
"60636",0,0,1,14,1,12,1961,323,34,15288,3490,2,1,123037.203125,12,2,NA,NA,NA,NA,NA,NA,0,2,21,0,1,NA,1
"60641",0,0,1,12,11,12,1945,1801,49,30498,4270,0,0,79171.5625,2,3,NA,NA,NA,NA,NA,NA,0,3,39,0,1,1,0
"60663",1,0,1,15,5,11,1968,NA,26,NA,2333,0,0,88080.71875,NA,NA,12,NA,NA,22620,0,NA,0,4,46,0,1,NA,0
"60675",0,0,1,12,11,13,1939,0,55,0,3364,0,1,105959.8828125,3,3,NA,NA,NA,NA,NA,NA,0,1,31,0,0,NA,1
"60687",0,0,1,12,10,8,1955,0,39,0,878,1,1,55353.48046875,9,1,9,11,0,0,0,0,0,1,37,1,0,NA,1
"60703",0,0,1,13,2,10,1949,1872,46,32758.439453125,1124,0,1,125581.5625,18,1,12,8,0,1558.43994140625,0,0,0,2,12,0,1,NA,1
"60708",1,0,1,17,7,12,1952,1896,42,27128.400390625,1922,2,1,69641.5234375,15,2,NA,NA,NA,NA,NA,NA,0,4,4,0,0,1,0
"60712",0,0,1,12,6,13,1954,1968,40,28080,4462,2,1,91573.5625,8,2,NA,12,0,NA,NA,0,0,2,22,0,1,NA,1
"60714",0,0,1,12,9,8,1948,2205,46,53041.55859375,3405,0,NA,166143.125,12,2,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"60722",1,0,1,17,3,13,1934,1904,60,54289.55859375,989,0,1,75037.5625,26,3,NA,NA,NA,NA,NA,NA,0,3,35,0,1,1,0
"60739",0,0,1,12,1,NA,1947,2350,48,40560,9938,0,1,113878.4375,29,1,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"60743",1,0,1,12,1,10,1959,2080,36,21840,4517,1,1,33415.19921875,13,3,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"60747",0,0,1,12,4,11,1954,1300,40,19500,2361,2,1,105301.5625,12,3,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"60755",0,0,1,14,5,10,1957,2241,37,35880,2328,0,NA,82836,10,2,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"60763",1,0,1,17,4,9,1937,1638,57,79249.5625,6415,0,1,257095.796875,26,1,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"60788",0,0,1,10,1,6,1968,2482,27,24804,1353,1,0,45349.19921875,1,3,9,NA,NA,93604.6796875,0,NA,0,2,21,0,1,NA,1
"60789",1,0,1,12,11,11,1966,2496,28,66519.9609375,2630,2,1,72759.9609375,7,2,15,14,258969.359375,0,0,0,0,2,21,0,1,1,0
"60815",1,0,1,16,11,11,1959,NA,35,NA,7300,1,NA,95158.4375,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,0,1,0,0
"60828",0,0,1,14,10,10,1949,1379,45,14038.4404296875,2065,2,NA,906233.625,12,1,NA,NA,NA,NA,NA,NA,0,2,13,0,1,NA,1
"60833",0,0,1,17,10,10,1946,2519,48,24960,4877,2,NA,332292.46875,16,1,12,NA,NA,0,0,NA,0,1,20,0,1,NA,1
"60834",0,0,1,16,7,9,1969,1801,25,46800,348,0,1,110589.9609375,6,1,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"60844",0,0,1,15,1,10,1966,1267,29,46489.55859375,2814,1,1,127891.921875,5,1,10,NA,NA,21840,0,NA,0,3,32,0,0,NA,1
"60846",0,0,1,12,8,11,1963,2040,31,14976,2002,0,NA,32479.19921875,12,2,12,14,72004.921875,9174.3603515625,0,0,0,3,9,0,1,NA,1
"60859",1,0,1,17,6,13,1945,2750,49,63961.55859375,539,2,1,151652.28125,20,1,NA,NA,NA,NA,NA,NA,0,2,12,0,1,1,0
"60861",0,0,1,16,1,NA,1936,2392,59,7644,1592,0,0,21058.439453125,40,1,NA,NA,NA,NA,NA,NA,0,2,26,0,1,1,0
