"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","health","inc_wcomp","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_ch","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","study","works","head","wife"
"38421",0,0,1,12,3,8,1958,1110,33,7000,172,5,NA,55293,9,2,0,0,0,0,0,NA,6643,0,12,12,47916.75,39287.5,0,0,0,2,12,0,1,NA,1
"38443",0,0,1,12,7,12,1959,1400,31,3412.5,4165,0,1,33425,1,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,1,NA,1
"38458",1,0,1,12,5,7,1948,2550,43,53375,3903,2,1,108675,19,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,23,0,1,1,0
"38463",1,0,1,15,4,13,1949,2673,42,185675,5138,3,1,220850,18,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,48,0,1,1,0
"38478",1,0,1,12,1,8,1963,2482,28,55475,6113,1,1,62475,4,3,0,0,0,0,0,0,0,0,NA,10,0,NA,NA,0,0,1,20,0,1,1,0
"38504",1,0,0,13,9,13,1943,2550,48,37231.25,4951,0,1,112000,24,5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"38507",1,0,1,17,7,11,1964,2450,26,36137.5,3099,0,1,38237.5,7,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"38538",0,0,1,12,12,10,1954,0,36,0,1362,3,1,32546.5,6,4,0,0,7908.25,7908.25,0,NA,568.75,0,10,12,91875,0,0,0,0,1,37,0,0,NA,1
"38543",0,1,0,17,11,11,1958,1960,32,52937.5,2307,1,0,55485.5,8,2,0,0,2373,2373,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"38546",0,0,1,17,9,12,1954,1440,36,12635,1936,2,1,76513.5,12,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,36,0,1,NA,1
"38570",0,0,1,14,9,13,1948,1932,42,73850,6186,1,0,94587.5,20,2,0,0,0,0,0,0,1400,0,NA,12,0,NA,NA,0,0,4,4,0,1,1,0
"38571",0,0,1,12,4,9,1949,381,42,3937.5,2695,1,1,55685,5,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"38581",1,1,0,8,6,8,1943,2418,47,17290,7799,3,1,33957,24,4,0,0,1050,0,0,600,0,0,NA,NA,NA,NA,NA,NA,0,3,3,0,1,1,0
"38590",1,0,1,12,1,11,1955,2519,36,39900,2521,0,1,87500,12,1,0,0,0,0,0,0,0,0,NA,16,3876.25,NA,0,0,0,2,34,0,1,1,0
"38591",1,0,1,9,10,13,1932,1820,58,48380.5,7573,0,1,86994.25,34,3,0,682.5,682.5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,48,0,1,1,0
"38603",1,0,1,17,10,12,1937,2640,53,962500,6072,0,1,1054130,25,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"38609",1,0,1,12,8,9,1964,2040,26,24500,7402,0,0,24500,6,1,0,0,0,0,0,0,0,0,12,12,87500,17500,0,0,0,4,4,0,1,1,0
"38620",1,0,1,13,12,11,1951,2550,40,63000,2435,1,1,67375,16,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"38623",1,1,0,12,8,8,1946,2268,44,88343.5,1790,1,1,103218.5,20,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,1,1,0
"38624",0,0,1,12,5,8,1951,2010,39,19244.75,1943,1,0,22282.75,5,3,0,0,1344,0,0,768,0,0,9,NA,NA,0,0,NA,0,1,37,0,1,1,0
"38650",1,0,1,17,10,9,1945,2272,45,78750,2348,2,1,127750,21,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,26,0,1,1,0
"38655",1,0,1,16,9,11,1958,2390,32,37362.5,3233,2,1,41125,8,1,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,3,39,0,1,1,0
"38657",1,0,1,16,1,13,1940,0,51,0,6423,0,0,29302,27,3,0,0,17787,17787,0,0,0,0,12,NA,NA,0,0,NA,0,1,18,0,0,1,0
"38669",1,0,1,16,3,12,1942,1920,49,105000,4436,2,1,169470,24,1,0,0,0,0,0,0,10500,0,NA,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
"38682",1,0,1,16,4,10,1959,1470,32,61250,2669,0,1,186200,12,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"38729",1,0,1,8,7,9,1935,327,55,17347.75,8013,0,1,101500,32,5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,0,1,0
"38735",0,1,0,12,8,8,1964,1403,27,7350,5638,2,1,56341.25,8,3,0,0,7866.25,7623,0,NA,0,139,11,NA,NA,10997,0,NA,0,2,13,0,1,NA,1
"38742",1,0,1,17,3,11,1956,1552,35,7350,3571,3,1,23800,11,2,0,0,0,0,0,0,0,0,17,12,56000,47250,0,0,0,3,41,0,1,1,0
"38761",1,0,1,16,10,6,1964,1145,27,12950,2820,0,1,33250,7,3,0,0,0,0,0,0,0,0,12,12,55422.5,43750,0,0,0,2,13,1,0,1,0
"38765",1,0,1,10,9,7,1940,2550,50,49000,8891,1,1,77752.5,27,4,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"38775",1,0,1,10,8,9,1937,2868,53,131250,1646,0,1,211750,30,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"38778",0,0,1,12,12,8,1960,896,30,5250,3477,3,1,40250,7,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,0,NA,1
"38779",1,0,1,14,7,13,1951,2327,40,78750,8757,0,0,92050,15,2,0,0,0,0,0,0,0,0,NA,6,0,NA,NA,0,0,3,45,0,1,1,0
"38785",1,0,1,12,10,13,1961,2450,29,42000,3713,4,1,42000,5,2,0,0,0,0,0,0,0,0,12,14,0,1750,0,0,0,2,21,0,1,1,0
"38811",0,0,1,17,9,12,1936,1162,54,79450,7989,0,1,216125,19,5,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"38827",0,0,1,12,2,7,1954,2000,37,46375,8794,0,1,136150,12,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,1,NA,1
"38851",0,0,1,17,5,13,1945,2000,46,45500,8865,0,0,54950,10,3,0,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,4,4,0,1,1,0
"38868",0,0,1,11,11,12,1953,2400,37,50750,5119,1,0,66535,12,2,0,0,9660,9660,0,0,0,0,8,8,0,0,0,0,0,4,4,0,1,1,0
"38876",0,1,0,13,4,12,1960,1910,31,35350,8266,0,0,50055.25,7,3,0,0,0,0,0,0,0,0,12,8,0,26250,0,0,0,2,24,0,1,1,0
"38889",0,0,1,16,5,12,1952,889,38,12250,2915,3,0,70087.5,2,1,0,0,0,0,0,0,31500,0,13,10,52500,29750,0,0,0,3,10,1,0,1,0
"38929",0,0,1,12,5,10,1955,1920,36,35000,6648,1,1,112000,11,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,46,0,1,NA,1
"38932",1,0,1,17,10,13,1948,2430,42,131250,5969,2,1,140000,18,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,0,1,1,0
"38969",0,0,1,12,3,11,1936,1500,55,11375,6076,0,1,52850,24,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,49,0,1,NA,1
"38989",0,0,1,12,9,8,1959,314,32,NA,2666,0,NA,71715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,0
"38990",1,0,1,17,10,12,1945,3750,45,157500,3385,2,1,252000,21,5,0,0,0,0,0,0,0,0,13,NA,NA,19250,0,NA,0,1,29,0,1,1,0
"39004",1,0,1,12,5,9,1938,1904,53,27916,8234,0,1,56000,27,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"39046",0,0,1,16,5,11,1965,1740,25,50750,1751,1,1,101937.5,6,1,0,0,0,0,0,NA,0,0,17,NA,NA,63700,0,NA,0,1,20,0,1,NA,1
"39058",1,0,1,12,2,9,1943,2600,48,23275,4474,0,1,62125,24,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"39066",0,0,1,13,11,11,1948,3500,42,178500,4815,1,0,211645,17,3,0,0,0,0,0,0,4620,0,NA,NA,NA,NA,NA,NA,0,3,41,0,1,1,0
"39076",1,1,0,6,8,9,1934,2000,56,33600,1142,0,1,38850,33,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,23,0,1,1,0
"39079",0,0,1,9,7,4,1955,1720,35,13125,1755,2,1,30625,10,3,0,0,0,0,0,NA,0,0,9,NA,NA,0,0,NA,0,1,37,0,1,NA,1
"39083",1,0,1,12,7,11,1931,0,59,0,6633,1,1,92288,36,4,18154.5,0,24804.5,6650,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,0,1,0
"39084",0,0,1,14,9,11,1953,0,37,0,2817,4,NA,106820,13,5,0,0,27930,27930,0,NA,525,0,12,15,0,11182.5,0,0,0,3,39,0,0,NA,1
"39085",1,0,1,12,10,10,1957,2120,33,77000,6648,1,1,112000,8,2,0,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,4,46,0,1,1,0
"39091",1,0,1,17,6,11,1940,2500,50,87500,7430,2,1,141225,26,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,10,0,1,1,0
"39097",0,0,1,12,3,12,1957,1992,34,33040,1003,2,1,89057.5,10,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,14,0,1,NA,1
"39111",0,0,1,6,10,10,1955,1090,36,5250,5332,2,NA,43377.25,7,1,0,0,0,0,0,NA,0,0,7,8,22750,0,0,0,0,2,13,0,1,NA,1
"39141",0,1,0,13,12,3,1959,150,31,997.5,791,3,0,8809.5,NA,3,0,0,12285,0,0,2556,0,4464,NA,NA,NA,NA,NA,NA,0,2,34,0,0,1,0
"39145",1,0,1,17,9,10,1950,1504,40,56000,33,3,1,110075,16,1,0,0,0,0,0,0,0,0,12,12,15041.25,7525,0,0,0,4,5,0,1,1,0
"39181",1,0,1,17,12,9,1959,3000,31,140000,5320,0,1,204750,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"39184",1,0,1,16,6,11,1946,468,44,1050,2852,2,1,56154,11,4,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,0,0,1,0
"39190",1,0,1,16,1,11,1933,3334,58,240625,5394,0,1,259175,31,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,0,0,1,0
"39197",1,0,1,14,4,12,1955,1960,36,11375,3472,0,0,11375,7,2,0,0,0,0,0,0,0,0,13,12,15216.25,7000,0,0,0,3,32,0,1,1,0
"39198",1,0,1,12,4,11,1947,3060,44,56000,8109,0,1,85680,20,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,17,0,1,1,0
"39201",1,0,1,7,1,10,1941,1828,50,56000,4562,0,1,131741.75,25,3,850.5,157.5,1008,0,0,0,0,0,6,NA,NA,0,0,1,0,3,45,0,1,1,0
"39229",1,0,1,13,8,13,1953,2495,37,75250,3712,6,1,95550,13,1,0,0,0,0,0,0,0,0,12,14,0,1750,0,0,0,2,21,0,1,1,0
"39231",0,0,1,16,5,10,1945,450,45,525,4433,2,1,64925,7,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,43,0,0,NA,1
"39249",1,0,1,13,4,7,1932,2600,59,52500,5359,0,1,93212,35,4,0,0,0,0,0,0,0,0,NA,12,0,NA,NA,0,0,2,34,0,1,1,0
"39291",1,0,1,16,8,11,1948,1442,42,136500,6273,2,1,138075,18,1,0,0,0,0,0,0,0,0,12,10,0,0,0,0,0,3,35,0,1,1,0
"39302",0,0,0,16,12,10,1944,1784,46,48361.25,3224,0,1,110503.75,NA,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"39308",0,0,1,16,3,11,1964,3060,27,57750,7850,0,1,96645.5,5,1,0,0,0,0,0,NA,0,0,12,8,66500,0,0,0,0,3,47,0,1,NA,1
"39389",0,0,1,12,8,10,1954,0,36,0,1081,0,1,9975,15,3,0,5600,5600,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,0,NA,1
"39393",1,0,1,11,3,12,1957,2234,33,43137.5,3245,3,1,43137.5,12,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,1,1,0
"39397",1,0,1,6,8,10,1939,0,51,0,7352,0,0,11970,7,5,0,0,11970,11970,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,0,0,1,0
"39417",0,0,1,12,7,11,1950,1952,40,28000,5888,1,1,49574,13,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,14,0,1,NA,1
"39435",1,0,1,11,11,7,1959,2352,31,40250,8367,3,1,48219.5,7,3,0,4469.5,4469.5,0,0,0,0,0,8,12,0,41067.25,0,0,0,2,34,0,1,1,0
"39440",1,0,1,12,9,11,1956,2040,34,52500,2974,3,1,131250,10,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,39,0,1,1,0
"39449",1,0,1,16,3,10,1957,2783,34,66500,6223,3,1,69125,10,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
"39460",1,0,1,17,1,11,1942,2970,49,210000,6184,1,1,248500,26,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
"39514",1,0,1,16,8,10,1947,4160,43,315000,5955,0,0,344400,20,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"39518",0,0,1,10,6,8,1943,1664,47,13356,6241,1,1,62041,12,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,41,0,1,NA,1
"39521",0,0,1,12,7,13,1936,1832,54,27300,5793,0,1,81900,14,4,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,35,0,1,NA,1
"39522",0,0,1,17,10,13,1956,1485,34,43750,305,0,0,54250,14,3,0,0,0,0,0,0,0,0,13,17,128633.75,0,0,0,0,3,32,0,1,1,0
"39543",0,0,1,14,10,8,1963,0,27,0,5642,1,1,46140.5,3,1,0,0,0,0,0,NA,0,0,12,14,16857.75,0,0,0,0,4,4,0,0,NA,1
"39574",0,0,1,12,11,8,1958,1211,32,7350,4445,2,1,43268.75,7,3,0,0,0,0,0,NA,0,0,8,8,0,0,0,0,0,2,14,0,1,NA,1
"39589",1,0,1,14,8,12,1937,1912,53,57750,3958,0,1,65625,30,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,0,1,1,0
"39601",1,0,1,8,4,7,1961,2056,30,38325,1517,2,1,38473.75,6,3,0,0,763,0,0,436,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"39609",1,0,0,12,6,7,1955,3120,35,62300,1288,2,1,62300,11,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"39623",1,0,1,12,1,12,1953,2580,37,40250,4805,0,0,98035,11,3,0,0,0,0,0,0,0,0,12,12,15050,0,0,0,0,5,51,0,1,1,0
"39637",0,0,1,14,7,10,1959,778,31,6968.5,5532,2,NA,95291,6,4,0,0,0,0,0,NA,787.5,0,13,14,61250,24500,0,0,0,4,4,0,1,NA,1
"39641",0,0,1,13,5,11,1960,1936,30,35000,1752,1,1,73675,7,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,9,0,1,NA,1
"39651",0,0,1,13,1,11,1940,2275,52,68250,2177,0,1,144077.5,18,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,22,0,1,NA,1
"39656",0,0,1,12,10,10,1953,1960,37,49000,3047,1,1,108500,13,2,0,0,0,0,0,NA,0,0,12,12,17325,21000,0,0,0,2,34,0,1,NA,1
"39702",1,0,1,14,12,10,1948,1600,42,59969,2602,0,1,123494,18,2,0,0,0,0,0,0,0,0,10,12,0,0,0,0,0,1,20,0,1,1,0
"39731",0,0,1,12,2,7,1953,1100,38,7000,4947,3,1,71995,6,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,NA,1
"39769",0,0,1,17,3,10,1945,1339,46,92225,1587,1,1,183400,21,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"39780",1,1,0,12,5,7,1956,2045,35,23478,5640,2,1,45528,10,2,0,0,0,0,0,0,0,0,11,NA,NA,6020,0,NA,0,2,13,0,1,1,0
"39829",0,0,1,12,12,9,1938,1750,52,15575,4856,3,0,29715,7,2,0,0,5082,0,0,2904,0,0,NA,NA,NA,NA,NA,NA,0,4,36,0,1,1,0
"39848",1,0,1,16,12,10,1952,2254,38,100625,3078,3,1,113925,14,2,0,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,2,12,0,1,1,0
"39849",0,0,1,12,9,9,1955,0,35,0,5209,1,NA,77000,4,1,0,0,0,0,0,NA,0,0,11,9,29750,0,0,0,0,2,13,0,0,NA,1
"39862",0,0,1,12,11,9,1965,258,25,1225,2296,2,NA,41160,5,3,0,0,0,0,0,NA,7280,0,12,NA,NA,30275,0,NA,0,3,41,0,1,NA,1
"39865",0,0,1,12,12,10,1951,2212,39,28000,1058,1,0,33166,11,3,0,0,0,0,0,0,4116,0,12,8,0,0,0,0,0,2,40,0,1,1,0
"39883",0,0,1,15,12,9,1955,1952,35,40250,2269,2,1,91000,10,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,23,0,1,NA,1
"39886",1,0,1,15,6,11,1965,2246,25,42175,190,3,1,80675,2,3,0,0,0,0,0,0,0,0,11,14,54250,42000,0,0,0,2,15,0,1,1,0
"39887",0,0,1,14,10,10,1961,2250,29,6125,1069,3,1,58625,6,3,0,0,0,0,0,NA,0,0,8,12,0,15288,0,0,0,2,26,0,1,NA,1
"39890",1,0,1,17,11,11,1949,1780,41,74901.75,194,0,0,76503,17,2,0,0,0,0,0,0,0,0,12,NA,NA,2289,0,NA,0,1,31,0,1,1,0
"39891",0,0,1,12,9,9,1960,1666,30,19250,8215,3,1,46550,7,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,3,0,1,NA,1
"39904",0,0,1,12,12,10,1965,432,25,1387.75,2824,1,1,29387.75,5,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,26,0,0,NA,1
"39915",1,0,1,12,12,7,1966,2056,25,17500,1571,0,1,38500,5,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,10,0,1,1,0
"39916",0,0,1,12,8,8,1959,0,31,0,2142,0,0,3150,6,3,0,0,0,0,0,0,0,0,9,11,12299,18714.5,0,0,0,1,37,1,0,1,0
"39917",1,1,0,12,11,7,1956,2600,34,31500,562,0,0,70000,12,3,0,0,0,0,0,0,0,0,10,11,0,4375,0,0,0,3,3,0,1,1,0
"39938",0,0,1,12,1,10,1936,1621,55,10036.25,2529,0,1,15832.25,20,4,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,NA,1
"39941",1,0,1,NA,10,11,1955,1560,34,NA,3831,0,0,31664.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,0,0,0,0,0,3,39,1,1,NA,0
"39942",0,0,1,17,10,10,1953,1454,37,52500,2765,3,1,94850,12,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"39973",0,0,1,14,4,11,1940,2860,51,55002.5,6443,0,0,131250,4,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,26,0,1,1,0
"39987",0,0,1,12,10,8,1931,0,59,0,4759,0,NA,67536,29,5,0,0,12327,12327,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,0,NA,1
"39991",1,0,1,12,10,10,1959,2556,31,62125,2442,1,1,75670,10,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"40005",0,0,1,16,5,10,1962,1248,28,43750,5277,2,1,81900,4,1,0,0,0,0,0,NA,0,0,16,16,0,0,0,0,0,2,26,0,1,NA,1
"40007",1,0,1,17,11,9,1951,1711,39,69648.25,8459,2,1,122032.75,15,2,0,0,0,0,0,0,0,0,12,NA,NA,29750,0,NA,0,3,42,0,1,1,0
"40016",1,0,1,16,9,10,1945,2880,45,73500,6341,1,1,130109,17,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"40019",0,0,1,14,1,10,1932,1975,59,34650,5902,0,1,413336,13,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,32,0,1,NA,1
"40078",1,0,1,17,9,13,1953,2430,37,201250,7838,1,1,203000,13,1,0,0,0,0,0,0,0,0,NA,17,0,NA,NA,0,0,1,29,0,1,1,0
"40084",1,0,1,16,4,10,1933,3084,58,33600,7251,0,1,119509.25,26,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"40125",0,0,1,12,2,10,1933,2080,58,23768.5,3190,0,0,23768.5,40,1,0,0,0,0,0,0,0,0,7,NA,NA,0,0,NA,0,2,22,0,1,1,0
"40141",1,0,1,13,1,10,1966,1990,25,17762.5,937,0,1,37887.5,4,2,0,0,0,0,0,0,0,0,15,12,25182.5,8750,0,0,0,2,24,0,1,1,0
"40161",0,0,1,12,5,9,1950,1621,41,20431.25,5747,0,1,97870.5,15,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,22,0,1,NA,1
"40181",1,0,1,16,8,13,1948,2550,42,82250,2863,2,1,95375,18,1,0,0,0,0,0,0,0,0,12,13,0,22750,0,0,0,4,5,0,1,1,0
"40189",0,0,1,16,5,11,1939,2207,51,70441,3299,0,0,108150,32,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,0,1,1,0
"40192",0,0,1,12,12,7,1965,0,25,0,1409,3,NA,45314.5,5,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,0,NA,1
"40194",1,0,1,12,10,12,1963,345,27,0,2306,0,0,90195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,79432.5,0,NA,0,3,45,0,0,NA,0
"40201",1,0,1,14,1,10,1939,2805,52,68080.25,5011,0,1,288400,28,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,39,0,1,1,0
"40212",1,1,0,2,6,7,1933,0,58,0,9130,3,1,31640,35,4,0,0,19099.5,17556,0,882,0,0,NA,NA,NA,NA,NA,NA,0,3,32,0,0,1,0
"40213",1,0,1,17,7,12,1946,1440,44,68075,6985,0,1,104912.5,20,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,0,1,1,0
"40217",0,0,1,12,1,8,1954,2445,37,21000,198,1,0,23450,10,1,0,0,1723.75,0,0,985,0,0,12,9,0,12740,0,0,0,3,10,0,1,1,0
"40235",1,0,1,17,10,NA,1945,3250,45,350000,6999,2,1,350000,21,3,0,0,0,0,0,0,0,0,12,14,0,0,0,0,0,3,9,0,1,1,0
"40268",0,0,1,16,12,9,1946,2395,44,120750,889,1,0,132650,20,1,0,0,7700,7700,0,0,0,0,12,NA,NA,0,0,NA,0,3,9,0,1,1,0
"40270",1,0,1,12,3,10,1961,1665,30,17500,5692,1,1,43750,6,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,15,0,1,1,0
"40300",0,0,1,12,9,10,1945,0,45,0,2099,0,1,88375,4,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,46,0,0,NA,1
"40336",1,0,1,12,7,10,1963,2232,27,26250,1134,1,1,31542,7,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"40341",0,0,1,16,8,11,1949,2580,41,29991.5,2646,1,1,123422.25,17,1,0,0,0,0,0,NA,0,0,11,10,NA,1400,0,0,0,4,4,0,1,NA,1
"40345",1,0,1,14,11,11,1954,1940,36,36750,11,1,1,39091.5,12,2,0,1379,1379,0,0,0,0,0,12,12,26250,3500,0,0,0,4,5,0,1,1,0
"40357",0,0,1,16,2,10,1945,2422,46,44187.5,2903,1,0,50347.5,20,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,0,1,1,0
"40373",1,0,1,14,9,12,1953,2037,37,24500,5081,0,0,25900,14,3,0,0,0,0,0,0,0,0,13,16,126000,52500,0,0,0,3,16,0,1,1,0
"40375",1,0,1,17,4,11,1947,2570,44,82250,7316,0,0,77000,20,2,0,0,0,0,0,0,0,0,NA,12,0,NA,NA,0,0,2,22,0,1,1,0
"40376",1,0,1,17,8,11,1945,1980,45,45500,5148,0,0,50750,21,4,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"40378",0,0,1,15,4,12,1952,1856,39,75250,7844,2,1,103250,15,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,1,NA,1
"40388",0,1,0,13,12,7,1962,2000,28,15750,1503,1,0,15750,6,1,0,0,0,0,0,0,0,0,10,11,42000,621.25,0,0,0,3,41,0,1,1,0
"40426",1,0,1,12,4,8,1961,NA,29,0,346,0,0,30063.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,0,4550,0,0,0,2,22,0,0,NA,0
"40446",1,0,1,16,11,11,1955,500,35,NA,1322,0,0,68696.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,14,0,0,0,0,0,2,21,0,1,NA,0
"40459",1,0,1,12,9,11,1933,0,57,0,4092,1,1,56406,28,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,0,0,1,0
"40488",0,0,1,11,5,7,1940,1983,51,17500,8891,1,NA,77752.5,28,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,1,NA,1
"40489",0,0,1,16,2,13,1959,2064,32,41125,1056,0,1,102375,5,1,0,0,0,0,0,NA,0,0,16,16,0,1487.5,0,0,0,3,32,0,1,NA,1
"40495",0,0,1,12,8,8,1935,0,56,0,8023,0,1,48989.5,7,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,22,0,0,NA,1
"40511",0,0,1,16,7,11,1960,1850,30,36750,2251,1,1,108500,3,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
