"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","health","hhdens","inc_wcomp","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_ch","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","study","works","head","wife"
"2077",0,0,1,12,10,8,1957,1326,27,11492,5641,1,NA,59272.19921875,6,4,0.300000011920929,0,0,NA,NA,NA,NA,3978,NA,12,13,40595.48828125,32266,0,0,0,2,34,0,1,NA,1
"2086",0,1,0,17,7,5,1950,1424,34,39780,1489,4,1,111605,13,3,0.400000005960464,0,0,NA,NA,NA,NA,0,NA,12,NA,NA,33150,0,NA,0,3,1,0,1,NA,1
"2096",1,0,1,13,12,11,1930,3036,54,33150,271,2,1,43095,36,3,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,0,1,1,0
"2107",1,0,0,12,10,10,1953,3766,31,64090,5282,2,1,84422,13,3,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"2143",0,0,1,12,1,10,1955,1928,30,30940,5075,2,1,90472.9765625,7,2,0.600000023841858,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,3,10,0,1,NA,1
"2147",1,0,1,14,8,9,1949,2688,35,38277.19921875,1487,4,1,126655.1015625,14,1,1,0,0,15381.599609375,15381.599609375,0,0,0,0,12,15,49645.44140625,0,0,0,0,3,39,0,1,1,0
"2205",1,0,1,13,3,11,1938,NA,45,NA,1811,1,1,29790.80078125,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,42,NA,NA,0,NA
"2209",0,0,1,15,11,12,1946,1928,38,29835,1637,1,NA,118632.796875,NA,1,0.400000005960464,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,4,11,0,0,NA,1
"2249",1,0,1,10,7,10,1954,2116,31,26520,6674,2,0,26520,13,3,1,0,0,2652,0,0,1200,0,0,7,NA,NA,NA,0,NA,0,3,3,0,1,1,0
"2253",1,0,1,12,4,11,1956,2312,29,62985,2007,0,0,62985,11,2,0.300000011920929,0,0,0,0,0,0,0,0,12,12,55250,0,0,0,0,4,2,0,1,1,0
"2263",1,0,1,16,7,12,1948,2750,36,35360,5203,1,1,46410,14,2,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,0,1,1,0
"2269",1,0,1,17,9,9,1954,2600,30,83980,2676,0,1,121550,8,1,0.300000011920929,0,0,0,0,0,0,0,0,NA,16,0,NA,NA,0,0,4,2,0,1,1,0
"2275",0,1,0,15,9,9,1951,1771,34,48620,326,3,NA,115362,5,1,0.800000011920929,0,0,NA,NA,NA,NA,7072,NA,NA,NA,NA,NA,NA,NA,0,2,12,0,1,NA,1
"2280",0,0,1,11,11,11,1944,0,40,0,3201,1,0,26871.390625,NA,5,0.5,0,0,6046.56005859375,0,4561.43994140625,672,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,0,1,0
"2281",1,0,1,12,8,10,1956,1400,29,NA,6908,0,0,163540,NA,NA,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,12,16,92820,26520,0,0,0,1,29,NA,NA,NA,0
"2285",1,0,1,16,7,10,1951,2000,33,57460,3538,1,1,93593.5,15,1,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"2296",0,1,0,7,10,8,1950,2086,34,17680,2414,5,1,33150,16,4,1.60000002384186,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,3,3,0,1,NA,1
"2347",1,0,1,16,10,12,1952,2356,32,76245,976,1,1,80554.5,14,1,0.400000005960464,0,0,0,0,0,0,0,0,12,16,121550,0,0,0,0,2,34,0,1,1,0
"2355",1,0,1,12,6,10,1945,2667,39,43998.890625,838,0,0,68602.8203125,21,2,0.5,0,0,0,0,0,0,0,0,10,NA,NA,0,0,NA,0,2,13,0,1,1,0
"2357",0,0,1,12,3,10,1947,1345,38,22100,2442,3,1,53826.76171875,18,2,0.800000011920929,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"2368",0,0,1,13,4,10,1942,0,43,0,3235,0,NA,126080.5,NA,1,0.400000005960464,0,0,NA,NA,NA,NA,2873,NA,NA,NA,NA,NA,NA,NA,0,2,13,1,0,NA,1
"2374",1,0,0,8,5,7,1954,520,31,3315,6916,2,1,29021.720703125,8,2,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,2,0,1,1,0
"2387",0,1,0,16,8,10,1947,1800,37,30940,4359,0,0,30940,NA,3,0.5,0,0,0,0,0,0,0,0,12,NA,NA,24310,0,NA,0,3,16,0,0,1,0
"2393",1,0,1,12,11,10,1934,1980,50,66300,5958,0,1,133453.0625,32,2,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,0,1,1,0
"2394",1,0,1,10,5,12,1943,2703,40,26520,2853,2,1,48620,33,1,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"2404",1,0,1,16,8,10,1952,2562,32,48620,3551,1,1,99229,14,2,0.400000005960464,0,0,0,0,0,0,0,0,12,12,45084,0,0,0,0,1,37,0,1,1,0
"2415",0,0,1,7,3,7,1938,1008,47,4862,407,0,1,69526.6015625,NA,1,0.300000011920929,0,1679.59997558594,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,3,41,0,0,NA,1
"2423",0,0,1,12,7,8,1952,1850,33,35360,5883,1,NA,106080,15,1,0.600000023841858,0,0,NA,NA,NA,NA,0,NA,12,NA,NA,17680,0,NA,0,1,31,0,1,NA,1
"2437",1,0,1,17,9,11,1957,NA,27,NA,6452,0,1,72930,NA,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,15,12,0,0,0,0,1,2,12,NA,NA,NA,0
"2443",1,0,1,12,2,10,1945,1918,40,75140,3803,1,1,79106.953125,22,3,0.400000005960464,0,0,0,0,0,0,0,0,11,8,552.5,0,0,0,0,2,13,0,1,1,0
"2445",0,0,1,16,4,11,1955,0,30,0,6938,2,1,369070,NA,1,0.300000011920929,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,2,21,0,0,NA,1
"2451",0,0,1,17,6,11,1948,824,36,35360,4805,0,1,141440,NA,2,0.400000005960464,0,0,NA,NA,NA,NA,0,NA,12,12,55250,0,0,0,0,4,2,0,0,NA,1
"2452",1,0,1,12,1,6,1927,0,58,0,2373,0,1,34957.78125,NA,4,0.5,0,0,14851.2001953125,14851.2001953125,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,0,1,0
"2490",0,0,1,11,11,7,1942,0,42,0,4626,0,NA,60366.1484375,NA,1,0.600000023841858,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,3,3,0,0,NA,1
"2525",1,0,1,17,12,10,1945,173,39,0,4635,0,NA,85675.0703125,NA,NA,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,12,14,36907,37570,0,0,0,1,31,0,0,NA,0
"2540",0,0,1,12,8,11,1954,1790,30,41990,3755,0,NA,91361.3984375,12,1,0.400000005960464,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,1,29,0,1,NA,1
"2581",0,0,1,15,3,12,1924,1000,60,8234.4599609375,6806,0,1,71825,15,3,0.300000011920929,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,2,12,0,1,NA,1
"2582",1,0,1,12,1,8,1950,1840,35,30940,4464,2,1,55692,NA,2,0.400000005960464,0,2652,2652,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,15,0,0,1,0
"2586",0,0,1,8,9,5,1929,0,55,0,388,0,NA,22455.810546875,NA,5,0.5,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,0,NA,1
"2609",0,0,1,12,7,10,1947,0,37,0,1758,2,NA,119147.7265625,NA,3,0.600000023841858,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,3,32,0,0,NA,1
"2616",0,0,1,12,3,10,1937,0,48,0,6019,3,1,22763,NA,2,1,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,0,NA,1
"2636",0,0,1,12,8,7,1936,1680,48,23094.5,1405,0,1,64653.55078125,31,2,0.300000011920929,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"2654",1,0,1,17,10,10,1951,2362,33,85306,2731,1,1,127959,15,2,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,0,1,1,0
"2666",0,1,0,12,8,8,1929,0,55,0,2963,0,1,70675.796875,NA,3,0.600000023841858,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,2,34,0,0,NA,1
"2667",0,0,1,4,4,0,1934,NA,51,0,3488,1,NA,65519.87109375,NA,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,0,0,NA,0
"2701",1,0,1,12,6,11,1924,594,60,55250,1461,0,1,95352.65625,42,1,0.300000011920929,0,4420,4420,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,0,0,1,0
"2711",1,0,1,13,1,8,1955,2250,30,31830.630859375,6434,0,1,32427.330078125,12,1,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"2713",1,0,1,15,11,12,1945,260,39,77350,6900,0,0,77350,21,1,0.200000002980232,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,0,1,1,0
"2734",1,0,1,12,2,11,1950,2150,35,17680,5557,3,1,41769,17,3,1.29999995231628,0,1989,1989,0,0,0,0,0,6,5,0,0,0,0,0,3,45,0,1,1,0
"2737",0,0,1,12,12,7,1946,NA,38,0,4610,2,NA,41037.48828125,NA,NA,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,35,0,0,NA,0
"2795",1,0,1,15,11,13,1955,3084,29,128180,6860,1,1,132600,11,3,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,0,1,1,0
"2801",1,0,1,12,12,12,1941,1446,43,24310,5981,0,1,46410,25,2,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,2,0,1,1,0
"2804",1,1,0,5,3,8,1925,2032,60,16088.7998046875,6780,2,1,18707.650390625,32,4,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,0,1,1,0
"2807",1,0,1,12,6,8,1944,1615,40,49283,4021,1,1,82875,22,1,0.400000005960464,0,0,0,0,0,0,0,0,12,NA,NA,NA,0,NA,0,3,45,0,1,1,0
"2839",1,0,1,16,12,10,1927,3840,57,165750,341,0,1,467755.34375,39,3,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,0,1,1,0
"2855",0,0,1,12,10,12,1951,725,33,6106.22998046875,807,2,1,63648,NA,3,0.699999988079071,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,0,NA,1
"2866",1,0,1,17,11,11,1957,2125,27,35360,4986,1,1,57504.19921875,6,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,0,1,1,0
"2871",1,0,1,14,1,7,1951,2256,34,30117.880859375,5188,2,1,64090,16,2,0.5,0,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,2,26,0,1,1,0
"2882",1,0,1,14,12,9,1947,3192,37,48620,5156,2,1,57460,19,2,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"2892",0,0,1,17,2,10,1959,1920,26,30940,4880,0,1,43448.6015625,7,2,0.699999988079071,0,0,NA,NA,NA,NA,0,NA,12,12,66768.5234375,36774.3984375,0,0,0,1,20,0,1,NA,1
"2914",1,1,0,13,5,9,1952,1960,33,59670,2768,2,1,114917.7890625,11,2,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"2915",0,0,1,12,4,12,1958,0,27,0,4740,3,1,64311,NA,2,0.600000023841858,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,3,16,0,0,NA,1
"2927",1,0,0,16,10,11,1950,1976,34,83980,4821,2,1,137241,16,1,0.600000023841858,0,0,0,0,0,0,0,0,12,12,67267.9765625,9449.9599609375,0,0,0,4,36,0,1,1,0
"2929",1,0,1,11,5,12,1957,1329,27,43495.01171875,3191,1,1,54202.4609375,9,3,0.5,0,6148.22021484375,6148.22021484375,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"2933",1,0,1,12,12,12,1955,2040,29,70720,3442,0,1,104201.5,11,2,0.400000005960464,0,0,0,0,0,0,0,0,12,12,60775,0,0,0,0,3,16,0,1,1,0
"2954",1,0,1,12,8,12,1954,318,30,4420,4218,1,1,37183.25,9,2,0.600000023841858,0,0,0,0,0,0,0,0,12,17,0,0,0,0,0,1,37,1,0,1,0
"2997",1,0,1,12,5,10,1934,2295,50,13587.080078125,718,1,1,46410,32,3,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,0,1,1,0
"3012",0,0,1,16,3,11,1930,1387,55,46410,5154,0,1,152490,37,3,0.400000005960464,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,3,42,0,1,NA,1
"3053",0,0,1,16,10,11,1954,1850,30,48620,232,0,1,185861,5,1,0.300000011920929,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,1,29,0,1,NA,1
"3065",1,0,1,12,8,9,1957,2160,27,37570,298,0,0,37570,10,2,0.300000011920929,0,0,0,0,0,0,0,0,12,12,121594.203125,0,0,0,0,3,9,0,1,1,0
"3077",1,0,1,16,1,12,1928,2550,57,249730,2629,2,1,264095,35,1,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,0,1,1,0
"3090",0,0,1,15,8,11,1946,252,38,3315,4979,2,1,130699.3984375,4,2,0.5,0,0,NA,NA,NA,NA,0,NA,12,12,0,0,0,0,0,1,20,0,1,NA,1
"3092",0,0,1,12,5,10,1952,994,32,10166,4253,1,NA,44376.80078125,14,5,0.5,0,1060.80004882812,NA,NA,NA,NA,0,NA,12,NA,NA,0,0,NA,0,1,37,0,1,NA,1
"3098",0,0,1,12,2,13,1935,1175,50,53177.01953125,3863,0,0,69223.828125,32,3,0.100000001490116,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"3099",0,0,1,14,11,12,1928,1451,56,0,2041,0,0,53937.26171875,12,1,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"3111",1,0,1,8,8,9,1924,3640,60,11730.6796875,2889,1,1,32654.9609375,42,3,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,26,0,1,1,0
"3159",1,0,1,14,3,10,1950,2255,35,40885,4613,0,1,104312,17,2,0.200000002980232,0,0,0,0,0,0,0,0,11,12,49725,8177,0,0,0,1,31,0,1,1,0
"3168",0,0,1,14,12,13,1958,1168,26,22100,907,2,1,58131.83984375,8,1,0.600000023841858,0,0,NA,NA,NA,NA,0,NA,12,12,0,0,0,0,0,2,14,0,1,NA,1
"3191",1,0,1,12,10,11,1956,1944,28,77350,3587,2,1,106522,10,1,0.699999988079071,0,442,442,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,0,1,1,0
"3235",1,1,0,9,11,11,1925,2080,59,NA,3880,0,NA,67073.5,NA,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,0,1,NA,0
"3236",1,1,0,6,10,4,1953,NA,31,0,1361,0,0,19534.189453125,NA,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,0,0,NA,0,3,32,0,0,NA,0
"3253",1,0,1,12,9,11,1948,2530,36,26000.650390625,3912,3,1,69173,18,1,0.800000011920929,0,0,0,0,0,0,0,0,7,NA,NA,NA,0,NA,0,3,3,0,1,1,0
"3259",0,0,1,12,2,11,1954,0,31,0,1949,2,1,46410,NA,3,0.699999988079071,0,0,NA,NA,NA,NA,0,NA,10,8,60333,0,0,0,0,3,16,0,0,NA,1
"3271",1,0,1,16,12,10,1950,1900,34,44200,353,2,1,44200,16,1,0.699999988079071,0,0,0,0,0,0,0,0,13,12,0,0,0,0,0,2,34,0,1,1,0
"3292",1,0,1,12,1,12,1958,2168,27,30940,5258,1,1,64753,9,1,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,0,1,1,0
"3303",0,0,1,12,12,10,1952,2160,32,61880,4613,0,1,104312,15,1,0.200000002980232,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"3306",1,0,1,17,4,12,1955,1870,30,48620,4913,1,1,66742,8,1,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,1,1,0
"3336",0,0,1,13,1,9,1960,2066,25,30940,7010,0,1,95030,8,2,0.699999988079071,0,0,NA,NA,NA,NA,0,NA,12,12,88400,0,0,0,0,1,31,0,1,NA,1
"3352",0,0,0,12,12,11,1955,2246,29,53040,4821,2,1,137241,11,2,0.600000023841858,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,4,36,0,1,NA,1
"3354",1,0,1,4,8,13,1945,NA,40,0,6349,0,0,64806.0390625,NA,NA,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,NA,NA,0,0,2,13,0,0,NA,0
"3388",0,0,1,12,8,9,1952,2500,32,NA,626,0,1,102013.6015625,NA,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,4420,NA,NA,0,0,1,20,0,1,NA,0
"3392",0,0,1,12,4,12,1946,0,39,0,5456,2,1,133645.328125,NA,3,0.5,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,4,5,0,0,NA,1
"3397",1,0,1,12,12,9,1955,2000,29,72930,4221,1,1,106964,11,1,0.400000005960464,0,0,0,0,0,0,0,0,12,14,83980,66300,0,0,0,4,46,0,1,1,0
"3412",0,0,0,14,1,12,1950,0,35,0,3926,4,1,88400,NA,1,0.5,0,0,NA,NA,NA,NA,0,NA,14,12,61880,2828.80004882812,0,0,0,3,42,0,0,NA,1
"3419",0,0,1,17,12,10,1953,1981,31,68510,6369,0,0,72267,13,2,0.200000002980232,0,0,0,0,0,0,0,0,14,NA,NA,44604.4296875,0,NA,0,2,34,0,1,1,0
"3425",1,0,1,17,6,10,1949,2373,35,92820,1403,2,1,92820,17,1,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"3426",0,0,1,14,12,12,1946,2015,37,24752,1743,2,0,27271.400390625,16,3,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,1,1,0
"3444",0,0,1,17,12,10,1953,1506,31,17680,1088,3,1,95251,13,1,0.699999988079071,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"3449",0,1,0,9,9,5,1955,752,29,5608.97998046875,4004,2,1,23509.98046875,NA,4,1,0,0,NA,NA,NA,NA,0,NA,6,2,0,0,0,0,0,3,17,0,0,NA,1
"3454",1,0,1,16,12,8,1951,1875,33,37459.5,565,1,1,79462.7578125,13,2,0.600000023841858,0,0,0,0,0,0,0,0,12,9,13702,13061.099609375,0,0,0,3,10,0,1,1,0
"3478",1,0,1,12,2,9,1953,3009,33,50167,2598,3,1,50167,15,2,0.800000011920929,0,0,0,0,0,0,0,0,12,12,23426,14807,0,0,0,2,14,0,1,1,0
"3488",0,0,1,17,9,11,1939,1174,45,48620,1910,1,1,327080,14,2,0.400000005960464,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,1,6,0,1,NA,1
"3519",0,NA,NA,12,1,10,1952,2000,33,NA,4857,1,NA,96356,NA,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,0,1,NA,0
"3523",1,0,1,12,8,7,1951,360,33,0,260,0,0,89018.796875,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,12,8,0,55283.1484375,0,0,0,4,4,0,0,NA,0
"3527",1,0,1,16,11,12,1958,1856,26,18625.880859375,2278,0,1,35249.5,8,1,0.400000005960464,0,0,0,0,0,0,0,0,12,17,34034,37570,0,0,0,2,22,0,1,1,0
"3532",0,0,1,12,10,11,1941,1581,43,14762.7998046875,5189,1,1,47696.21875,8,1,0.400000005960464,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,2,14,0,1,NA,1
"3534",0,0,1,16,2,8,1942,0,43,0,3214,2,NA,70720,NA,2,0.400000005960464,0,0,NA,NA,NA,NA,13260,NA,NA,NA,NA,NA,NA,NA,0,1,18,0,0,NA,1
"3545",0,0,1,13,9,12,1958,619,25,0,4741,1,1,12155,NA,3,0.800000011920929,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,3,16,0,0,NA,1
"3582",1,0,1,17,9,9,1948,1956,36,65955.2421875,1653,2,1,75502.4375,15,1,0.5,0,0,0,0,0,0,0,0,12,10,0,23205,0,0,0,2,24,0,1,1,0
"3588",1,0,1,16,2,10,1947,3643,38,99450,2354,2,1,177684,20,2,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,0,1,1,0
"3591",0,0,0,12,11,8,1947,1992,37,26520,6898,2,1,90610,13,3,0.699999988079071,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,3,42,0,1,NA,1
"3599",0,0,1,9,6,10,1955,621,29,552.5,213,4,0,6148.22021484375,2,3,1.29999995231628,0,0,7505.16015625,0,0,3396,5330.52001953125,0,7,7,0,0,0,0,0,2,34,0,1,1,0
"3614",0,0,1,11,1,7,1927,936,58,1591.19995117188,1618,1,0,7690.7998046875,40,4,0.5,0,0,7089.68017578125,0,0,448,0,2760,NA,NA,NA,NA,NA,NA,0,2,26,0,1,1,0
"3627",1,0,1,17,11,10,1955,2219,29,42432,1611,0,1,68952,11,2,0.400000005960464,0,0,0,0,0,0,0,0,12,12,66300,41990,0,0,0,1,29,0,1,1,0
"3630",1,0,1,15,1,12,1959,1820,26,35360,5166,0,1,48995.69921875,8,3,0.699999988079071,0,375.700012207031,375.700012207031,0,0,0,0,0,12,16,51526.1484375,0,0,0,0,4,36,0,1,1,0
"3646",0,0,1,11,12,10,1932,1985,53,8177,4877,0,1,70764.203125,6,2,0.5,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,1,31,0,0,NA,1
"3672",0,0,1,12,9,9,1933,1894,51,24310,2291,0,1,88179,17,2,0.5,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,2,40,0,1,NA,1
"3676",1,0,1,17,6,11,1934,2880,50,508300,4572,1,1,522996.5,27,1,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"3710",0,0,1,16,6,10,1948,1355,36,29835,1114,2,1,206635,NA,3,0.800000011920929,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,3,42,0,0,NA,1
"3759",0,0,1,12,11,10,1929,1013,55,5083,4733,0,1,115030.5,NA,3,0.300000011920929,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,2,12,0,0,NA,1
"3760",1,NA,NA,9,1,8,1926,NA,58,0,542,0,NA,28557.619140625,NA,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,22,0,0,0,NA
"3762",0,0,1,15,9,12,1940,1884,44,66300,3423,0,NA,186192.5,18,3,0.400000005960464,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"3763",1,0,1,8,2,9,1947,1999,38,33150,5187,2,1,46410,20,1,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,0,1,1,0
"3772",0,0,1,17,1,10,1946,2430,39,132600,4108,2,0,175584.5,21,1,0.400000005960464,0,0,0,0,0,0,7293,0,NA,NA,NA,NA,NA,NA,0,3,10,0,1,1,0
"3780",1,0,1,13,6,10,1935,2070,47,22100,4701,1,1,31382,29,3,0.699999988079071,0,0,3315,0,0,1500,0,0,8,NA,NA,0,0,NA,0,2,24,0,1,1,0
"3814",0,0,1,12,8,7,1953,2133,31,20995,1125,4,1,40885,7,3,1,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,4,36,0,1,NA,1
"3818",1,0,1,12,6,10,1958,1560,26,61880,2043,1,1,67042.5625,NA,1,NA,0,4420,4420,0,0,0,742.559997558594,0,12,12,70720,41990,0,0,0,6,NA,0,0,1,0
"3819",0,NA,NA,12,11,11,1924,0,60,0,1575,0,NA,68510,NA,NA,0.600000023841858,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,1
"3830",1,0,0,14,2,10,1936,1880,49,73310.1171875,6563,0,1,96939.4375,27,2,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"3886",0,0,1,17,1,11,1947,981,38,16575,1161,2,1,26517.7890625,NA,3,0.800000011920929,0,4108.39013671875,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,0,NA,1
"3951",1,0,1,16,3,13,1946,3586,39,24310,3199,2,1,38487.1484375,21,1,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,0,1,1,0
"3953",0,0,1,16,2,9,1951,990,34,28730,1649,0,0,28906.80078125,15,1,0.200000002980232,0,0,0,0,0,0,0,0,12,NA,NA,35581,0,NA,0,2,34,0,1,1,0
"3958",0,0,1,13,8,12,1948,0,36,0,4978,3,1,102212.5,NA,3,0.400000005960464,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,1,20,0,0,NA,1
"3980",1,0,1,10,7,10,1937,2546,47,88400,1608,0,1,142987,29,3,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,1,1,0
"4036",0,0,1,12,1,9,1950,872,34,NA,4752,5,NA,102479.90625,NA,NA,1.70000004768372,NA,NA,NA,NA,NA,NA,NA,NA,11,11,44200,3076.32006835938,0,0,0,3,9,0,1,NA,0
"4071",1,0,1,12,8,10,1957,2107,27,NA,5739,0,0,128911.5078125,NA,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,12,16,NA,29704.609375,0,0,0,3,42,0,1,NA,0
