"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","hhdens","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_al","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","med15","occ","study","works","head","wife"
"24878",1,0,1,12,3,11,1928,3060,49,61880,4836,0,1,105196,31,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,5,NA,62,0,1,1,0
"24883",1,0,1,12,12,9,1923,2486,51,32787.55859375,1517,0,1,68072.421875,32,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,84,0,1,1,0
"24934",0,NA,NA,10,NA,8,NA,2000,47,24752,1431,0,NA,61880,15,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"24941",0,0,1,10,11,12,1932,500,42,17680,478,3,1,136136,11,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"24943",0,0,1,12,11,6,1921,2150,53,48620,2358,0,NA,137020,21,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,NA,NA,NA,NA,1
"24950",1,0,1,13,6,8,1937,2881,37,97240,2173,0,0,98901.921875,19,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,3,3,NA,56,0,1,1,0
"24954",1,0,1,16,12,10,1925,2500,49,106080,2028,1,1,159783,24,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,44,0,1,1,0
"25054",1,0,1,10,4,11,1928,2241,47,39780,4257,2,1,40708.19921875,29,1.29999995231628,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,NA,33,0,1,1,0
"25078",1,0,1,8,10,9,1935,2125,39,33150,727,1,1,35360,21,0.699999988079071,0,548.080017089844,0,0,124,0,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,33,0,1,1,0
"25117",1,0,1,16,12,9,1940,1932,34,64090,3068,2,1,68068,14,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,26,NA,92,0,1,1,0
"25134",0,0,1,14,5,10,1935,0,40,0,4601,1,NA,48863.1015625,17,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,35,NA,NA,NA,NA,NA,1
"25150",0,1,0,12,2,8,1941,0,33,0,2171,5,NA,61880,4,1.39999997615814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,NA,1
"25159",1,0,1,17,1,11,1938,2350,37,110500,401,2,1,119340,19,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,6,NA,91,0,1,1,0
"25160",1,0,1,12,1,8,1942,3060,33,5304,2856,2,1,4.42000007629395,15,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,61,0,1,1,0
"25164",1,0,1,16,5,10,1948,2000,26,75582,3798,1,1,75582,9,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,56,0,1,1,0
"25244",0,0,1,12,1,11,1939,240,36,6585.7998046875,1334,2,1,44200,3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"25245",0,0,1,17,1,11,1947,0,28,0,1290,1,1,70587.3984375,3,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,NA,1
"25283",0,NA,NA,5,NA,3,NA,0,47,0,3788,3,NA,36235.16015625,6,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"25318",1,0,1,12,4,10,1930,1768,45,56222.3984375,2349,4,1,87339.203125,27,0.899999976158142,1944.80004882812,1944.80004882812,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,NA,57,0,1,1,0
"25400",0,0,1,11,8,7,1934,0,40,0,1694,2,NA,43758,NA,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,NA,1
"25457",1,0,1,17,8,12,1944,2840,31,101660,4713,1,1,144976,12,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,NA,87,0,1,1,0
"25461",0,0,1,11,9,11,1932,97,42,1591.19995117188,649,1,1,74658.21875,4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,48,NA,NA,NA,NA,NA,1
"25509",1,1,0,12,1,9,1948,1960,27,17680,4687,1,1,30940,7,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,39,NA,87,0,1,1,0
"25521",0,0,1,14,NA,10,NA,330,56,5304,932,0,NA,102986,9,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"25573",0,0,1,17,7,12,1934,0,41,0,4278,2,1,141882,5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"25588",1,0,1,16,7,10,1948,2149,26,77350,172,0,1,131274,8,0.5,0,0,0,0,0,0,0,12,16,110500,53040,0,0,0,3,45,NA,56,0,1,1,0
"25593",1,0,1,12,7,10,1949,2010,25,34918,2063,1,1,57018,7,0.600000023841858,0,0,0,0,0,0,0,12,10,79560,23987.33984375,0,0,0,2,24,NA,82,0,1,1,0
"25599",1,0,1,15,10,9,1945,1960,29,61880,4318,2,1,82123.6015625,11,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,NA,21,0,1,1,0
"25602",0,1,0,10,5,7,1949,0,25,0,4979,4,0,12818,1,1.20000004768372,0,14320.7998046875,0,0,1380,6630,1860,8,NA,NA,5304,0,NA,0,3,3,NA,NA,0,0,1,0
"25614",0,0,1,10,9,10,1923,0,51,0,2960,0,0,8327.2802734375,4,0.200000002980232,0,1750.31994628906,0,583.440002441406,264,0,0,NA,NA,NA,NA,NA,NA,0,1,6,NA,NA,0,0,1,0
"25620",1,1,0,14,8,12,1946,2600,28,39780,2248,1,1,67626,9,0.400000005960464,0,0,0,0,0,0,0,9,16,3536,0,0,0,0,3,19,NA,55,0,1,1,0
"25643",1,0,1,6,12,11,1945,2205,30,30056,4492,2,1,33371,11,1,0,539.239990234375,0,0,122,0,0,NA,NA,NA,NA,NA,NA,0,3,39,NA,NA,0,0,1,0
"25658",1,0,1,11,NA,9,NA,1374,32,37680.5,3022,3,1,49835.5,13,1.20000004768372,3306.15991210938,3306.15991210938,0,0,0,6630,0,NA,NA,NA,NA,NA,NA,0,4,46,NA,84,0,1,1,0
"25663",1,0,1,4,6,5,1922,1864,53,31824,2706,0,1,62419.23828125,34,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,32,0,1,1,0
"25667",0,0,1,12,6,11,1920,0,54,0,662,0,1,134482.921875,4,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,NA,1
"25668",1,0,1,17,3,11,1940,2544,35,55250,1677,2,1,56355,17,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,88,0,1,1,0
"25678",0,0,1,16,10,12,1937,2352,37,59670,2693,0,1,120926.78125,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,42,NA,NA,NA,NA,NA,1
"25720",0,0,1,8,7,5,1921,960,54,15028,737,0,NA,41627.55859375,32,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"25777",0,1,0,NA,NA,8,NA,NA,28,NA,2524,0,NA,22913.279296875,NA,1.29999995231628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,17,NA,NA,NA,NA,NA,0
"25795",1,1,0,12,NA,9,NA,1212,28,6630,2423,0,0,20579.51953125,6,NA,0,0,0,0,0,0,0,5,NA,NA,0,0,NA,0,2,12,4,61,0,1,1,0
"25805",0,0,1,12,2,8,1919,0,56,0,1607,1,1,70720,4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"25828",0,NA,NA,10,NA,11,NA,560,53,6630,168,0,NA,56182.62109375,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"25841",1,0,1,14,5,11,1922,1920,52,88400,3641,0,1,89284,34,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,30,0,1,1,0
"25844",1,0,1,13,10,12,1942,2034,32,53040,1549,1,1,69239.296875,13,0.600000023841858,1613.30004882812,1613.30004882812,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,NA,33,0,1,1,0
"25851",0,0,1,13,8,12,1920,0,54,0,5048,2,1,68952,10,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"25871",1,0,1,11,1,9,1945,2110,30,52487.5,4433,2,1,84245.203125,12,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,30,0,1,1,0
"25873",0,NA,NA,11,9,12,1934,1750,41,18122,4348,0,NA,32266,22,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,NA,1
"25884",1,0,1,17,5,11,1942,3650,32,74035,1247,2,1,75803,14,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,87,0,1,1,0
"25885",1,0,0,16,NA,10,NA,3234,42,287300,2618,2,1,287300,8,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,NA,86,0,1,1,0
"25902",0,0,1,12,5,11,1928,0,46,0,1600,5,1,108511,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"25934",0,1,0,9,4,6,1925,1448,50,17472.259765625,5078,1,0,64607.140625,31,0.699999988079071,0,11098.6201171875,10448.8798828125,0,147,0,0,NA,NA,NA,NA,NA,NA,0,3,39,NA,87,0,1,1,0
"25955",1,0,1,12,12,12,1920,3000,54,39780,5048,2,1,68952,36,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,61,0,1,1,0
"25961",0,0,1,16,3,13,1934,0,41,0,5093,2,1,268117.1875,7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,43,NA,NA,NA,NA,NA,1
"25970",0,NA,NA,9,11,9,1923,0,53,0,505,0,NA,33521.28125,2,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"25987",0,0,1,7,10,9,1915,1300,60,7514,1167,1,1,21803.859375,32,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,NA,1
"25997",1,0,1,11,5,11,1928,1791,47,74256,3791,4,1,95030,29,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,61,0,1,1,0
"26040",1,0,1,16,6,13,1927,2327,47,150280,1185,2,1,176190.046875,27,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,NA,31,0,1,1,0
"26058",1,1,0,12,8,3,1929,1880,46,66300,1872,0,1,95030,25,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,51,0,1,1,0
"26063",1,0,1,10,9,9,1921,2350,53,45084,48,2,1,86632,47,1.20000004768372,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,30,0,1,1,0
"26064",1,0,1,14,2,12,1930,2200,45,30940,1588,1,1,79100.3203125,27,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,33,0,1,1,0
"26088",0,0,1,17,11,11,1948,800,26,8840,4120,1,NA,90981.28125,8,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,22,NA,NA,NA,NA,NA,1
"26097",1,0,1,16,1,9,1936,2286,39,68952,4056,0,0,70499,17,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,10,NA,92,0,1,1,0
"26133",0,0,1,9,8,8,1930,0,44,0,3963,2,1,39894.921875,20,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"26159",1,1,0,12,NA,12,NA,2123,36,62764,3800,1,1,129064,18,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,82,0,1,1,0
"26175",0,0,1,12,7,10,1923,1920,51,22100,2306,1,NA,110721,16,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,40,NA,NA,NA,NA,NA,1
"26181",1,0,1,14,8,7,1947,1212,27,49946,3268,0,0,60112,9,1,10166,10166,0,0,0,0,0,8,11,53658.80078125,0,0,0,0,1,20,NA,61,0,1,1,0
"26184",1,0,1,12,4,11,1948,928,27,35360,4430,2,1,36133.5,8,1,773.5,941.460021972656,0,0,38,0,0,12,12,0,0,0,0,0,4,4,NA,55,0,1,1,0
"26202",1,0,1,8,1,8,1916,2250,59,45968,4978,0,1,45968,41,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,NA,51,0,1,1,0
"26230",1,0,1,8,7,9,1937,2117,37,24752,1860,3,1,31050.5,19,1.20000004768372,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,62,0,1,1,0
"26235",1,1,0,12,1,9,1950,0,25,0,1990,0,0,25830.48046875,1,0.200000002980232,0,0,0,0,0,0,0,5,NA,NA,0,0,NA,0,2,12,1,NA,0,0,1,0
"26244",1,0,1,13,10,10,1929,1800,44,76908,3271,4,1,276250,25,1.60000002384186,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,5,50,NA,51,0,1,1,0
"26256",1,0,1,16,4,10,1949,2475,26,40664,2222,0,1,61438,8,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,17,NA,71,0,1,1,0
"26263",0,NA,NA,14,NA,11,NA,1480,55,NA,1221,0,NA,192270,NA,0.100000001490116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,NA,0
"26265",0,0,1,16,3,8,1949,800,26,11050,4901,1,1,62604.87890625,3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"26285",1,0,1,12,1,12,1917,2570,58,27779.69921875,2875,0,1,50830,40,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,NA,11,0,1,1,0
"26294",1,0,1,14,6,13,1949,1826,25,44398.8984375,2295,1,1,44575.69921875,6,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,NA,55,0,1,1,0
"26303",0,1,0,3,10,10,1917,2000,56,22100,3277,0,NA,32871.5390625,33,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"26308",0,0,1,12,8,12,1943,NA,29,NA,2757,1,1,106964,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,12,12,66300,0,0,0,0,2,34,NA,NA,NA,NA,NA,0
"26329",0,0,1,14,5,11,1941,2000,33,NA,3217,0,0,72739.9375,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,4,0,NA,0,0,0,2,24,NA,NA,NA,NA,NA,0
"26365",0,NA,NA,12,NA,13,NA,2000,57,39780,3315,0,NA,72081.359375,39,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,11,NA,NA,NA,NA,NA,1
"26377",0,0,1,NA,NA,6,NA,2912,58,NA,1409,0,NA,82278.296875,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,0
"26399",0,0,1,14,8,10,1921,2000,53,44200,1041,0,NA,249730,3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"26408",0,NA,NA,NA,NA,11,NA,2000,26,NA,4042,0,NA,69858.1015625,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,0
"26423",0,1,0,10,11,7,1938,0,38,0,3239,2,1,79560,5,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,NA,1
"26456",1,1,0,12,4,7,1949,2000,25,33150,3554,1,1,33150,6,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,10,NA,87,0,1,1,0
"26478",0,0,1,12,11,9,1922,0,52,0,345,0,NA,68068,11,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"26498",1,0,1,12,NA,10,NA,1600,26,24310,3332,1,1,24663.599609375,8,0.600000023841858,0,0,0,0,0,0,0,7,NA,NA,28217.279296875,0,NA,0,3,41,NA,NA,0,0,1,0
"26528",1,0,1,16,12,12,1947,2447,27,48089.6015625,1479,0,1,97593.6015625,9,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,NA,62,0,1,1,0
"26548",0,0,1,10,11,12,1943,0,31,0,4372,3,1,28730,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,NA,NA,1
"26715",0,0,1,7,6,10,1926,2352,48,30940,5398,0,1,148512,26,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"26721",1,0,1,12,NA,9,NA,2080,32,35360,3768,2,1,36023,14,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,NA,61,0,1,1,0
"26759",0,0,1,9,9,12,1936,3570,38,27779.69921875,3548,6,NA,101660,11,1.10000002384186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"26774",1,0,1,16,9,12,1928,3120,46,59935.19921875,5179,0,1,130390,29,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,6,NA,88,0,1,1,0
"26787",1,0,1,14,NA,13,NA,1880,32,NA,2259,3,NA,52598,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,23,NA,NA,NA,NA,NA,0
"26793",0,0,1,8,10,8,1924,0,51,0,1229,1,NA,39757.8984375,4,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"26820",0,NA,NA,4,NA,11,NA,0,49,0,4258,2,NA,25207.259765625,NA,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,NA,1
"26824",1,0,1,12,2,9,1938,1941,37,17680,2192,1,1,40761.23828125,5,0.699999988079071,7849.919921875,8813.48046875,0,0,218,0,0,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,0,0,1,0
"26832",0,0,1,12,12,7,1948,0,26,0,3307,2,1,95472,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,NA,1
"26857",1,0,1,17,11,10,1947,3486,27,50830,2407,3,1,50830,9,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,87,0,1,1,0
"26921",0,1,0,12,3,8,1929,0,46,0,546,4,1,37923.6015625,14,1.10000002384186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,10,NA,NA,NA,NA,NA,1
"26930",1,0,1,14,5,8,1940,2006,34,97240,4295,0,1,194480,16,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,10,NA,55,0,1,1,0
"26938",1,0,1,10,NA,10,NA,0,60,0,4796,0,1,17361.759765625,38,0.5,0,1697.28002929688,0,0,384,0,0,NA,NA,NA,NA,NA,NA,0,3,9,2,NA,0,0,1,0
"26939",0,1,0,12,4,8,1940,2000,34,14144,2483,0,1,50830,19,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"26967",0,0,1,16,9,11,1948,2000,26,44200,4789,0,1,376142,6,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,12,12,83980,0,0,0,0,3,1,NA,NA,NA,NA,NA,1
"27005",1,1,0,10,NA,7,NA,1920,40,27404,4267,0,0,27404,21,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,4,31,0,1,1,0
"27023",0,1,0,9,NA,4,NA,NA,52,NA,5183,2,NA,26670.279296875,NA,1.39999997615814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,39,NA,NA,NA,NA,NA,0
"27080",1,0,1,16,6,10,1947,2250,27,72930,5257,0,1,95162.6015625,6,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,31,0,1,1,0
"27106",0,0,1,17,12,9,1946,1440,28,33150,1271,0,1,72930,10,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"27119",0,0,1,12,12,6,1947,260,27,3536,820,2,1,80886,8,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"27144",1,0,1,12,3,9,1926,2500,49,75140,5566,0,1,80223,31,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,51,0,1,1,0
"27158",1,0,1,12,2,11,1941,3116,34,41106,2336,2,1,63206,16,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,35,NA,31,0,1,1,0
"27165",0,0,1,12,10,10,1947,180,28,724.880004882812,2181,0,0,18625.880859375,2,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,NA,84,0,1,1,0
"27191",1,0,1,12,10,9,1942,2167,33,37570,5572,4,1,43758,16,1.20000004768372,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,2,33,0,1,1,0
"27201",0,0,1,12,11,10,1931,185,43,2121.60009765625,5057,2,1,91759.203125,4,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,39,NA,NA,NA,NA,NA,1
"27245",0,0,1,16,9,12,1943,2000,31,62543,2101,0,1,87348.0390625,12,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"27249",0,1,0,9,1,4,1925,0,50,0,1490,0,0,7469.7998046875,22,0.200000002980232,0,10227.8798828125,0,7469.7998046875,624,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,0,0,1,0
"27287",0,NA,NA,12,NA,9,NA,640,50,22100,5697,0,NA,47294,21,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"27340",1,0,1,12,5,10,1935,2868,40,48620,116,4,1,81946.796875,21,1.20000004768372,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,92,0,1,1,0
"27347",1,0,1,9,11,13,1930,0,44,0,1436,2,1,75741.1171875,15,0.899999976158142,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,2,NA,0,0,1,0
"27362",0,0,1,12,10,9,1922,2000,54,30940,711,0,NA,69305.6015625,32,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"27382",0,0,1,12,10,10,1942,0,33,0,5706,3,NA,90026.5625,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,NA,1
"27401",1,0,1,15,8,11,1945,2440,29,59670,3696,0,1,73151,7,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,4,56,0,1,1,0
"27404",0,0,1,14,3,7,1918,1960,57,30940,3778,0,0,31059.33984375,39,0.100000001490116,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,44,0,1,1,0
"27414",0,0,1,12,1,10,1922,2000,52,44200,2334,0,1,83980,31,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,35,NA,NA,NA,NA,NA,1
"27436",0,0,1,12,4,13,1933,0,41,0,260,3,1,73814,10,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"27466",0,0,1,12,4,11,1933,2080,42,35581,1571,1,0,53455.48046875,23,0.400000005960464,0,0,0,0,0,11050,0,NA,NA,NA,NA,NA,NA,0,2,13,NA,61,0,1,1,0
"27489",0,0,1,12,10,10,1931,150,43,1547,3504,3,1,50167,14,1.70000004768372,NA,NA,NA,NA,NA,NA,NA,12,12,0,0,0,0,0,1,31,NA,NA,NA,NA,NA,1
"27508",0,NA,NA,14,NA,9,NA,1960,29,39514.80078125,2329,0,NA,121691.4375,9,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"27526",1,0,1,10,6,7,1950,2501,25,28730,5215,3,1,28730,6,1.70000004768372,0,0,0,0,0,0,0,10,8,59099.8203125,0,0,0,0,2,13,NA,30,0,1,1,0
"27531",1,0,1,14,11,8,1929,3701,44,97240,4398,1,1,151606,24,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,92,0,1,1,0
"27553",1,0,1,10,6,10,1921,1960,54,22100,618,0,1,22100,36,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,NA,33,0,1,1,0
"27576",0,0,1,17,6,9,1935,0,39,0,474,3,1,116688,8,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
