"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","birthstate","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","hhdens","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_al","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","med15","occ","study","works","head","wife"
"13075",0,0,1,12,11,7,1926,NA,390,44,2293.19995117188,1363,3,1,128319.2421875,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"13087",0,NA,NA,12,3,9,1944,NA,1440,27,17640,2592,1,NA,61740,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,NA,1
"13090",1,0,1,9,NA,9,NA,NA,2220,26,35280,2307,1,1,42359.51953125,0.699999988079071,0,2610.71997070312,0,2610.71997070312,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,81,0,1,1,0
"13095",1,0,1,11,5,9,1943,NA,1892,27,38220,934,4,1,38220,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,NA,32,0,1,1,0
"13145",0,0,1,14,12,12,1943,NA,0,27,0,4351,1,1,86436,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,NA,NA,NA,NA,NA,1
"13170",1,0,1,17,8,10,1926,NA,2210,44,89964,3659,2,1,96579,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,87,0,1,1,0
"13182",0,0,1,15,9,11,1911,NA,0,59,0,1695,0,1,67914,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"13200",1,0,1,15,4,11,1943,NA,2750,27,38825.640625,3901,3,1,55818.83984375,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,NA,71,0,1,1,0
"13202",0,0,1,12,4,11,1942,NA,126,28,1881.59997558594,2532,2,1,48921.6015625,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,NA,1
"13212",0,0,1,12,6,10,1927,NA,0,44,0,1967,4,1,38396.3984375,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,NA,1
"13243",0,0,1,12,1,8,1946,NA,1500,25,20580,2155,2,1,91140,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,NA,1
"13251",0,0,1,17,1,11,1931,NA,1613,41,57312.359375,3338,0,0,62427.9609375,0.300000011920929,4527.60009765625,4527.60009765625,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,4,86,0,1,1,0
"13292",1,0,1,14,2,8,1918,NA,2350,52,45528.83984375,2959,0,1,77821.796875,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,NA,51,0,1,1,0
"13297",0,0,1,15,2,10,1939,NA,NA,32,NA,1287,1,NA,89281.921875,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39301.921875,0,NA,0,1,31,NA,NA,NA,NA,NA,0
"13313",0,0,1,11,9,9,1929,NA,1920,42,32928,3663,1,1,66444,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"13324",1,0,1,12,NA,11,NA,NA,1937,49,24696,1270,1,1,66338.15625,0.600000023841858,1011.35998535156,1011.35998535156,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,4,NA,0,0,1,0
"13333",1,0,1,5,5,10,1922,NA,1920,48,35044.80078125,1993,5,1,86318.3984375,1,0,1181.88000488281,0,0,201,0,0,NA,NA,NA,NA,NA,NA,0,3,41,4,55,0,1,1,0
"13384",0,0,1,16,4,11,1925,NA,1760,45,41436.359375,3000,2,1,120504.71875,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,NA,NA,NA,NA,NA,1
"13397",1,0,1,12,6,10,1932,NA,2420,39,31752,4534,0,1,75264,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,55,0,1,1,0
"13405",1,0,0,15,10,9,1942,NA,2192,29,45852.23828125,3641,2,1,43206.23828125,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,61,0,1,1,0
"13415",0,0,1,12,12,11,1917,NA,0,53,0,4735,0,1,64756.44140625,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,10,NA,NA,NA,NA,NA,1
"13440",1,0,1,NA,NA,NA,NA,NA,NA,36,NA,1698,0,NA,8126.16015625,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,0
"13466",1,0,1,12,5,11,1922,NA,2040,49,123480,691,1,1,126714,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,51,0,1,1,0
"13474",1,0,1,16,2,10,1935,NA,2000,36,72912,1770,1,1,88229.3984375,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,62,0,1,1,0
"13481",0,0,1,12,10,8,1919,NA,2638,51,41160,1167,2,0,57412.3203125,0.800000011920929,0,16252.3203125,16252.3203125,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,1,86,0,1,1,0
"13497",1,0,1,17,2,10,1929,NA,2805,42,79380,711,3,1,103993.6796875,0.600000023841858,0,4445.27978515625,4445.27978515625,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,92,0,1,1,0
"13509",0,0,1,11,4,8,1932,NA,240,38,3939.60009765625,2413,3,1,72435.71875,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"13537",0,NA,NA,8,NA,12,NA,NA,0,57,0,3025,0,NA,36667.6796875,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,NA,1
"13547",1,0,1,7,10,10,1924,NA,2000,46,32928,4272,1,1,78204,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,30,0,1,1,0
"13548",1,0,1,13,1,11,1946,NA,1960,25,21168,2565,0,0,21168,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,44100,0,NA,0,4,27,NA,33,0,1,1,0
"13556",0,0,1,11,11,11,1927,NA,0,44,0,3114,3,1,161406,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,39,NA,NA,NA,NA,NA,1
"13583",0,0,1,12,3,10,1913,NA,0,58,0,2227,0,1,61740,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"13589",0,0,0,8,2,9,1919,NA,480,52,1764,1410,2,NA,86565.359375,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,NA,NA,NA,NA,NA,1
"13595",0,0,1,8,8,9,1934,NA,0,36,0,1257,2,1,42630,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,26,NA,NA,NA,NA,NA,1
"13606",1,0,1,12,8,12,1930,NA,1980,40,99960,2702,3,1,101136,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,32,0,1,1,0
"13607",0,0,1,14,1,13,1931,NA,1440,37,2646,4214,2,1,42324.23828125,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"13610",0,NA,NA,7,11,6,1915,NA,2000,56,30052.6796875,1623,0,NA,54513.48046875,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,NA,NA,NA,NA,NA,1
"13624",1,0,1,12,3,10,1944,NA,2160,27,55272,3048,3,1,55713,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,35,NA,51,0,1,1,0
"13650",1,0,1,7,10,9,1917,NA,2008,54,41160,3355,0,1,42336,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,30,0,1,1,0
"13668",1,0,1,12,2,11,1942,NA,2295,29,70560,1691,2,1,70942.203125,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,NA,86,0,1,1,0
"13717",0,0,1,15,9,11,1921,NA,0,49,0,691,1,1,126714,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"13729",1,0,1,17,5,12,1927,NA,2400,43,352800,3205,3,1,381506.15625,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,NA,51,0,1,1,0
"13730",1,0,1,8,NA,10,NA,NA,3500,56,30870,1604,1,1,41924.3984375,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,NA,11,0,1,1,0
"13733",0,0,1,11,9,10,1938,NA,800,32,8820,739,4,0,8820,1.20000004768372,0,4939.2001953125,0,0,840,0,0,NA,NA,NA,NA,NA,NA,0,3,41,NA,42,0,1,1,0
"13753",0,0,1,12,11,13,1941,NA,1856,30,24108,2132,4,0,48168.9609375,1,540.960021972656,540.960021972656,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,NA,32,0,1,1,0
"13821",1,0,1,9,1,10,1913,NA,2448,58,63133.55859375,887,0,1,66220.5625,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,NA,11,0,1,1,0
"13830",0,0,1,6,3,11,1913,NA,768,57,15817.2001953125,2228,0,0,57606.359375,1,3057.60009765625,11436.599609375,5015.64013671875,3316.32006835938,8,0,0,NA,NA,NA,NA,0,NA,0,4,4,1,40,0,1,1,0
"13839",1,0,1,10,NA,9,NA,NA,1880,53,52920,257,0,1,53037.6015625,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,NA,62,0,1,1,0
"13861",1,0,1,11,8,9,1924,NA,1422,46,36755.87890625,1548,2,1,57559.3203125,1,4939.2001953125,4939.2001953125,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,1,20,1,33,0,1,1,0
"13886",0,0,1,15,8,10,1942,NA,512,28,17346,1522,3,1,61281.359375,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"13909",0,0,1,11,NA,10,NA,NA,2142,57,18874.80078125,525,0,0,68149.203125,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,NA,61,0,1,1,0
"13983",1,0,1,14,9,11,1936,NA,1560,33,20580,1667,4,1,26460,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,1,0,1,0
"14016",1,0,1,9,7,11,1943,NA,4064,27,27965.279296875,3374,1,1,32034.240234375,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,26,NA,11,0,1,1,0
"14019",0,0,1,12,8,13,1917,NA,528,53,10290,4136,2,1,45217.19921875,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"14040",0,0,1,12,8,12,1945,NA,0,25,0,4113,1,1,164640,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,NA,NA,NA,NA,NA,1
"14076",0,0,1,14,NA,0,NA,NA,2827,41,70560,4039,0,0,73253.0390625,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,61,0,1,1,0
"14173",0,NA,NA,12,NA,10,NA,NA,2000,59,38220,2005,1,NA,102900,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"14181",0,0,1,13,9,13,1912,NA,480,53,NA,2593,0,NA,14406,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,0
"14192",0,0,1,12,5,9,1922,NA,0,49,0,3927,2,1,111720,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"14194",0,1,0,12,11,10,1923,NA,1568,47,30576,2021,2,NA,84907.203125,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,19,NA,NA,NA,NA,NA,1
"14220",0,0,1,12,9,9,1929,NA,2000,41,21814.80078125,2447,0,1,94550.3984375,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,40,NA,NA,NA,NA,NA,1
"14230",1,0,1,12,5,10,1928,NA,2470,43,70560,3733,4,1,73500,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,39,NA,55,0,1,1,0
"14236",1,1,0,16,NA,10,NA,NA,1920,44,42336,343,4,1,42336,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,NA,87,0,1,1,0
"14273",1,0,1,10,9,11,1930,NA,3140,41,50568,71,3,1,56306.87890625,0.899999976158142,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,18,NA,88,0,1,1,0
"14278",1,0,1,7,3,7,1914,NA,2860,57,27359.640625,183,0,1,36844.078125,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,83,0,1,1,0
"14313",1,0,1,14,3,12,1944,NA,2418,27,60417,854,0,1,86142,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,NA,11,0,1,1,0
"14354",0,1,0,17,5,13,1914,NA,1950,54,55860,3285,0,1,152880,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"14410",0,0,1,12,2,9,1932,NA,800,39,8232,1409,1,1,71089.203125,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,NA,NA,NA,NA,NA,1
"14412",1,0,1,17,12,10,1928,NA,2600,42,205800,4827,4,1,235200,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,33,0,1,1,0
"14473",1,1,0,NA,NA,9,NA,NA,4500,27,57429.9609375,4368,2,1,67567.078125,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,31,0,1,1,0
"14480",1,0,1,14,7,11,1941,NA,1200,30,27489,3832,2,1,71659.5625,0.800000011920929,0,335.160003662109,0,0,57,0,0,NA,NA,NA,NA,NA,NA,0,4,5,NA,86,0,1,1,0
"14492",0,NA,NA,12,NA,11,1915,NA,0,56,0,791,0,NA,73258.921875,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,22,NA,NA,NA,NA,NA,1
"14493",1,0,1,17,11,13,1915,NA,1984,55,76440,2191,2,1,140532,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,51,0,1,1,0
"14497",1,0,1,12,NA,12,NA,NA,2935,26,56448,4614,1,1,79968,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,NA,56,0,1,1,0
"14516",0,1,0,17,3,13,1928,NA,0,43,0,3398,2,1,118482,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"14554",1,0,1,12,NA,NA,NA,NA,612,41,NA,4366,1,NA,101136,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,0,0
"14561",1,0,1,9,8,9,1929,NA,1880,42,52920,3387,3,1,57036,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,NA,32,0,1,1,0
"14574",0,0,1,12,9,11,1918,NA,0,52,0,1340,2,1,112308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,NA,NA,NA,NA,1
"14623",1,0,1,12,7,9,1921,NA,2457,49,70560,237,1,1,70560,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,NA,40,0,1,1,0
"14636",0,1,0,12,9,1,1941,NA,NA,29,NA,1118,2,NA,26671.6796875,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,3,41,NA,NA,NA,NA,NA,0
"14685",1,0,1,12,8,10,1935,NA,1585,35,34409.76171875,788,2,1,36173.76171875,0.800000011920929,1764,2963.52001953125,0,0,204,0,0,NA,NA,NA,NA,NA,NA,0,2,21,2,32,0,1,1,0
"14708",1,0,1,12,6,11,1919,NA,1715,51,67731.71875,105,2,1,83037.359375,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,71,0,1,1,0
"14714",0,0,1,16,12,11,1916,NA,0,54,0,3416,0,1,92316,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"14728",1,0,1,12,11,11,1918,NA,2000,52,69972,1619,1,1,121539.6015625,0.400000005960464,1881.59997558594,1881.59997558594,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,2,32,0,1,1,0
"14740",0,0,1,12,10,10,1925,NA,0,45,0,2431,3,1,54096,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"14757",1,0,1,8,NA,8,NA,NA,2325,57,3339.84008789062,3183,0,0,8043.83984375,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,11,0,1,1,0
"14770",0,0,1,17,10,10,1939,NA,960,31,45276,3339,0,1,93492,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"14786",0,0,1,16,2,10,1944,NA,1760,27,51744,4378,0,0,51744,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,87,0,1,1,0
"14800",0,0,1,12,5,11,1936,NA,1500,34,24478.439453125,1207,2,NA,94262.28125,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"14824",0,0,1,10,NA,9,NA,NA,2150,55,35280,3834,0,0,38661,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,31,0,1,1,0
"14830",0,0,1,12,1,12,1916,NA,1512,59,7056,4318,0,0,7056,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,1,83,0,1,1,0
"14837",1,0,1,12,11,10,1927,NA,2160,43,79380,4341,1,1,146412,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,10,NA,55,0,1,1,0
"14869",1,0,1,16,12,11,1917,NA,2352,53,147000,2169,3,1,176400,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,88,0,1,1,0
"14872",1,0,1,16,5,11,1941,NA,1964,29,79380,1061,0,1,144471.59375,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,30,0,1,1,0
"14877",0,0,1,14,12,12,1934,NA,2040,35,26989.19921875,3710,3,NA,86671.203125,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,19,NA,NA,NA,NA,NA,1
"14888",0,0,0,10,8,10,1915,NA,750,55,8820,1538,0,1,19110,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,NA,NA,NA,1
"14892",1,0,1,17,10,13,1926,NA,2489,44,107016,1323,3,1,111720,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,4,87,0,1,1,0
"14921",1,0,1,12,12,9,1915,NA,2615,55,68243.28125,1540,0,1,118770.1171875,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,48,NA,42,0,1,1,0
"14928",0,0,1,16,1,12,1926,NA,1960,45,54231.23828125,2889,1,0,83631.2421875,0.200000002980232,0,0,0,0,0,36750,0,NA,NA,NA,NA,NA,NA,0,3,1,NA,92,0,1,1,0
"14946",1,0,1,12,6,11,1928,NA,1768,42,24260.880859375,2582,4,1,79156.5625,0.699999988079071,0,23002.560546875,23002.560546875,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,40,0,1,1,0
"15017",0,0,1,12,7,10,1934,NA,1792,36,18816,436,3,0,38572.80078125,0.600000023841858,0,19756.80078125,19756.80078125,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,44,0,1,1,0
"15034",1,0,1,16,10,11,1944,NA,2370,26,45864,1532,0,1,63504,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,23,NA,71,0,1,1,0
"15074",0,0,1,10,11,8,1911,NA,936,59,9996,128,0,1,68507.8828125,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,NA,1
"15180",0,0,1,16,2,11,1932,NA,0,39,0,171,4,1,197568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"15207",0,0,1,8,1,8,1936,NA,0,34,0,1137,4,NA,30817.080078125,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"15231",1,0,1,12,11,10,1921,NA,2116,49,98784,3086,5,1,101136,0.899999976158142,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,1,44,0,1,1,0
"15302",1,0,1,8,NA,6,NA,NA,0,59,0,4530,0,1,9055.2001953125,0.5,0,1834.56005859375,0,0,312,0,0,NA,NA,NA,NA,NA,NA,0,2,34,4,NA,0,0,1,0
"15304",1,0,1,8,NA,10,NA,NA,NA,59,NA,3152,0,NA,26612.880859375,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,26,NA,NA,NA,NA,NA,0
"15318",1,0,1,16,10,11,1944,NA,2342,26,58212,1034,0,1,110779.203125,0.400000005960464,0,0,0,0,0,0,0,NA,11,70530.6015625,0,0,0,0,2,21,NA,57,0,1,1,0
"15319",1,0,1,17,4,12,1944,NA,1825,27,77851.203125,4588,0,0,77851.203125,0.300000011920929,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,2,12,NA,92,0,1,1,0
"15335",0,0,1,8,1,13,1918,NA,0,53,0,2657,0,0,18557.279296875,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,4,NA,0,0,1,0
"15354",0,1,0,11,1,10,1931,NA,680,40,3963.1201171875,796,3,0,20591.759765625,1,0,18204.48046875,10936.7998046875,0,768,0,468,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,0,0,1,0
"15365",0,0,1,17,6,10,1934,NA,0,35,0,4059,4,1,161700,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,NA,NA,NA,NA,1
"15414",0,0,1,12,1,11,1935,NA,0,36,0,3204,6,1,34427.3984375,1.10000002384186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,NA,NA,NA,NA,1
"15440",0,0,1,12,12,11,1940,NA,1960,32,35280,3674,2,1,126772.796875,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,NA,NA,1
"15449",1,0,1,NA,NA,7,NA,NA,2819,31,45864,2843,0,1,79380,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,30,0,1,1,0
"15451",1,0,1,11,11,5,1921,NA,2550,49,70560,4264,0,1,80714.7578125,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,NA,33,0,1,1,0
"15471",0,1,0,16,5,10,1911,NA,1560,60,23520,3187,1,0,23520,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,2,87,0,1,1,0
"15500",0,0,1,12,8,11,1915,NA,2000,55,35280,384,0,1,70336.5625,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,NA,NA,1
"15509",1,0,1,13,7,12,1928,NA,2310,42,85848,924,2,1,123597.6015625,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,NA,31,0,1,1,0
"15512",1,0,1,12,NA,9,NA,NA,1960,51,NA,99,0,NA,75334.5625,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,0
"15539",0,0,1,12,10,8,1916,NA,1920,51,47040,1733,2,1,112072.796875,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"15548",1,0,1,17,6,11,1945,NA,55,25,1176,3120,0,0,16464,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,1,0,1,0
"15578",1,0,1,16,5,12,1932,NA,2268,39,108780,2316,2,1,114660,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,2,62,0,1,1,0
"15582",1,0,1,8,3,8,1924,NA,2112,46,76440,442,7,1,76769.28125,1.29999995231628,329.279998779297,829.080017089844,0,0,85,0,0,NA,NA,NA,NA,NA,NA,0,2,22,NA,43,0,1,1,0
"15583",1,0,1,17,10,10,1945,NA,1760,26,NA,2821,0,1,97913.7578125,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,64680,0,0,0,0,2,24,NA,NA,NA,NA,NA,0
"15596",1,0,1,8,12,13,1917,NA,3228,52,123621.1171875,1850,1,1,204918,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,40,0,1,1,0
"15652",1,0,1,12,9,11,1910,NA,2068,60,56036.3984375,386,0,1,77198.5234375,0.300000011920929,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,1,31,2,31,0,1,1,0
"15653",0,1,0,8,12,4,1926,NA,2080,40,28812,1297,3,0,56159.87890625,0.699999988079071,0,8678.8798828125,0,0,0,0,1476,NA,NA,NA,NA,NA,NA,0,3,10,4,83,0,1,1,0
