"birthyear","birthmonth","f_id","black","white","id","male","h_sentscore1972","birthstate","inc_labor","hours","edu","hhchildren","married","fam_inc","works","age","state","f_edu","m_edu","f_inc_labor","m_inc_labor","region","state","study","head","wife"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961,1,NA,0,1,5225003,0,8,4,NA,NA,NA,2,NA,19972.80078125,NA,7,4,NA,12,NA,3420,4,4,NA,0,0
1961,8,NA,1,0,7388002,1,NA,9,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966,1,2277001,0,1,2277008,0,5,34,NA,NA,NA,6,NA,47449.078125,NA,2,34,8,12,41040,0,2,34,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1950,8,NA,1,0,1803174,0,6,19,NA,NA,NA,2,NA,51984,NA,NA,19,NA,NA,NA,NA,3,19,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1958,11,NA,0,0,6069173,1,NA,37,NA,NA,NA,3,NA,59166,NA,NA,37,NA,NA,NA,NA,1,37,NA,NA,NA
1965,3,NA,1,0,6112177,1,9,1,NA,NA,NA,3,NA,12996,NA,NA,1,NA,NA,NA,NA,3,1,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1944,8,NA,0,1,875001,1,11,24,29740.3203125,2050,14,2,1,50848.55859375,1,23,24,NA,NA,NA,NA,2,24,0,1,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1958,6,NA,0,1,7757003,1,NA,42,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1967,9,NA,0,1,2392184,1,10,45,NA,NA,NA,4,NA,30711.599609375,NA,NA,45,NA,NA,NA,NA,3,45,NA,NA,NA
1926,9,NA,0,1,1257002,0,11,46,0,0,12,1,1,157046.40625,NA,39,46,NA,NA,NA,NA,4,46,NA,0,1
1961,1,NA,NA,NA,2852194,1,13,21,NA,NA,NA,4,0,82080,NA,NA,21,NA,NA,NA,NA,2,21,NA,NA,NA
1951,7,NA,0,1,5913179,1,6,16,NA,NA,NA,4,NA,58174.19921875,NA,NA,16,NA,NA,NA,NA,3,16,NA,NA,NA
1946,2,NA,0,0,8186002,0,NA,27,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1945,8,NA,0,1,2424001,1,8,37,44118,2530,12,1,1,44118,1,23,37,NA,NA,NA,NA,1,37,0,1,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1913,9,NA,0,1,7116002,0,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1928,6,NA,0,1,6473175,1,10,21,NA,NA,NA,1,NA,28919.51953125,NA,NA,21,NA,NA,NA,NA,2,21,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1909,8,NA,1,0,5463171,0,7,23,NA,NA,NA,8,NA,12599.2802734375,NA,NA,23,NA,NA,NA,NA,3,23,NA,NA,NA
1932,11,NA,0,1,6176001,1,13,37,32148,1265,16,0,0,36799.19921875,1,35,37,NA,NA,NA,NA,1,37,0,1,0
1968,5,2727021,0,1,2727033,0,11,13,NA,NA,NA,0,NA,27360,NA,NA,13,NA,NA,NA,NA,2,13,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,6,NA,0,1,2391172,0,11,45,NA,NA,NA,0,NA,23940,NA,NA,45,NA,NA,NA,NA,3,45,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963,1,NA,NA,NA,6227181,1,5,8,NA,NA,NA,3,NA,76881.6015625,NA,NA,8,NA,NA,NA,NA,3,8,NA,NA,NA
1967,3,238001,0,1,238004,0,11,6,NA,NA,NA,2,NA,55164.6015625,NA,1,6,15,16,54720,0,1,6,NA,0,0
1952,8,NA,1,0,5683170,1,9,9,NA,NA,NA,6,NA,11012.400390625,NA,NA,9,NA,NA,NA,NA,3,9,NA,NA,NA
1940,3,5653001,1,0,6159002,0,6,32,0,0,12,3,NA,27955.080078125,NA,28,32,8,9,20520,8892,3,32,NA,0,1
1951,11,1062001,0,1,1062004,0,10,21,NA,NA,NA,1,NA,205884,NA,16,21,16,16,171000,17100,2,21,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1921,9,NA,0,1,1965002,0,11,10,35568,2080,11,2,1,94556.15625,NA,47,10,NA,NA,NA,NA,3,10,NA,0,1
1968,9,602001,0,1,602030,1,10,6,NA,NA,NA,0,NA,30780,NA,NA,6,14,10,27360,3420,1,6,NA,NA,NA
1963,5,NA,0,1,5704175,0,10,9,NA,NA,NA,5,NA,41587.19921875,NA,NA,9,NA,NA,NA,NA,3,9,NA,NA,NA
1921,6,NA,0,1,1887186,0,11,31,NA,NA,NA,4,NA,77962.3203125,NA,NA,31,NA,NA,NA,NA,1,31,NA,NA,NA
1966,11,699001,0,1,699004,0,12,36,NA,NA,NA,3,NA,44460,NA,2,36,12,12,44460,0,4,36,NA,0,0
1951,11,NA,0,1,1332171,1,10,4,NA,NA,NA,3,NA,81813.2421875,NA,NA,4,NA,NA,NA,NA,4,4,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1946,10,NA,1,0,6589170,0,8,23,NA,NA,NA,5,1,23447.51953125,NA,NA,23,NA,NA,NA,NA,3,23,NA,NA,NA
1953,6,NA,NA,NA,2078179,1,10,10,NA,NA,NA,1,NA,36703.44140625,NA,NA,10,NA,NA,NA,NA,3,10,NA,NA,NA
1932,8,NA,1,0,6833172,1,6,4,NA,NA,NA,3,1,21231.359375,NA,NA,4,NA,NA,NA,NA,4,4,NA,NA,NA
1959,3,2731227,1,0,2731002,1,4,4,NA,NA,NA,4,0,71136,NA,9,4,NA,11,NA,19836,4,4,NA,0,0
1923,12,NA,0,1,7284002,0,NA,9,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1946,11,6482172,1,0,6482007,0,NA,39,NA,NA,NA,4,NA,45280.80078125,NA,21,39,NA,9,NA,0,3,39,NA,0,0
1942,5,NA,0,1,7350002,0,NA,42,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1957,11,NA,1,0,5290191,1,11,32,NA,NA,NA,6,NA,21340.80078125,NA,NA,32,NA,NA,NA,NA,3,32,NA,NA,NA
1952,1,NA,1,0,840170,0,8,32,NA,NA,NA,6,NA,31785.48046875,NA,NA,32,NA,NA,NA,NA,3,32,NA,NA,NA
1942,1,NA,0,1,450171,1,8,14,NA,NA,NA,3,1,64159.19921875,NA,NA,14,NA,NA,NA,NA,2,14,NA,NA,NA
1925,6,NA,0,1,2176008,1,9,31,NA,NA,9,3,1,90903.6015625,NA,42,31,NA,NA,NA,NA,1,31,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1957,2,NA,NA,NA,6475187,1,5,45,NA,NA,NA,8,NA,10636.2001953125,NA,NA,45,NA,NA,NA,NA,3,45,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1944,10,1763175,0,1,1763004,1,8,37,NA,2340,NA,3,1,138797.28125,NA,23,37,NA,NA,NA,NA,1,37,NA,0,0
1962,8,1415001,0,1,1415004,0,10,3,NA,NA,NA,3,NA,38878.55859375,NA,6,3,11,11,35458.55859375,0,3,3,NA,0,0
1965,5,NA,1,0,5219182,1,9,9,NA,NA,NA,5,0,50068.80078125,NA,NA,9,NA,NA,NA,NA,3,9,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1947,2,NA,0,1,2339173,1,10,4,NA,NA,NA,3,NA,45315,NA,NA,4,NA,NA,NA,NA,4,4,NA,NA,NA
1951,9,1397001,0,1,1397003,0,12,46,NA,200,NA,3,NA,103968,NA,16,46,16,14,102600,0,4,46,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961,5,5547001,1,0,5547006,1,0,19,NA,NA,NA,8,0,55335.6015625,NA,7,19,3,7,47880,0,3,19,NA,0,0
1938,10,NA,0,1,9289001,1,NA,29,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963,10,NA,0,1,508172,1,13,31,NA,NA,NA,2,NA,51642,NA,NA,31,NA,NA,NA,NA,1,31,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1928,1,NA,1,0,6729001,0,11,24,17100,2000,9,3,0,23748.48046875,1,40,24,NA,NA,NA,NA,2,24,0,1,0
1960,5,NA,NA,NA,5689195,0,7,42,NA,NA,NA,8,0,22435.19921875,NA,NA,42,NA,NA,NA,NA,3,42,NA,NA,NA
1959,8,NA,1,0,2701241,1,3,17,NA,NA,NA,8,NA,26730.720703125,NA,NA,17,NA,NA,NA,NA,3,17,NA,NA,NA
1925,3,NA,1,0,5234170,1,2,24,NA,NA,NA,1,NA,19836,NA,NA,24,NA,NA,NA,NA,2,24,NA,NA,NA
1950,8,61001,0,1,61003,1,10,39,NA,750,NA,3,NA,65937.6015625,NA,17,39,17,16,41040,17100,3,39,NA,0,0
1949,7,NA,0,1,326175,1,NA,22,NA,NA,NA,3,NA,78352.203125,NA,NA,22,NA,NA,NA,NA,2,22,NA,NA,NA
1941,1,NA,0,1,2928172,0,NA,42,NA,NA,NA,0,NA,27360,NA,NA,42,NA,NA,NA,NA,3,42,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1968,9,NA,NA,NA,1047176,1,8,4,NA,NA,NA,2,0,62449.19921875,NA,NA,4,NA,NA,NA,NA,4,4,NA,NA,NA
1947,7,NA,0,1,2297175,1,NA,13,NA,NA,NA,1,NA,99522,NA,NA,13,NA,NA,NA,NA,2,13,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1943,9,NA,0,1,3401001,0,NA,9,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1923,8,NA,0,1,2344002,0,11,4,37688.3984375,2000,12,0,1,83194.921875,NA,44,4,NA,NA,NA,NA,4,4,NA,0,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1954,10,6550001,0,1,6550003,1,11,23,NA,NA,NA,4,NA,22743,NA,13,23,12,12,22743,0,3,23,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1913,11,NA,1,0,6584002,0,7,17,0,0,9,0,1,10944,NA,54,17,NA,NA,NA,NA,3,17,NA,0,1
1938,6,NA,0,0,3341001,1,NA,29,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1953,3,NA,1,0,6485172,0,8,39,NA,NA,NA,9,NA,12312,NA,NA,39,NA,NA,NA,NA,3,39,NA,NA,NA
1950,12,NA,1,0,2056002,0,9,12,2188.80004882812,160,10,1,1,49275.359375,NA,17,12,NA,NA,NA,NA,2,12,NA,0,1
1960,7,613001,0,1,613005,0,13,4,NA,NA,NA,4,NA,69986.8828125,NA,7,4,14,14,69713.28125,0,4,4,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1948,9,NA,0,0,8668002,0,NA,30,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966,8,900001,0,1,900171,0,8,42,NA,NA,NA,3,NA,71053.921875,NA,NA,42,12,12,45650.16015625,0,3,42,NA,NA,NA
1962,11,NA,0,1,2150174,1,7,37,NA,NA,NA,1,NA,45349.19921875,NA,NA,37,NA,NA,NA,NA,1,37,NA,NA,NA
1964,10,NA,1,0,1426003,1,6,31,NA,NA,NA,3,NA,17729.279296875,NA,3,31,NA,NA,NA,0,1,31,NA,0,0
1964,8,NA,0,1,7768001,1,NA,42,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1943,1,181001,0,1,181021,1,10,31,NA,NA,NA,1,NA,83448,NA,24,31,14,14,68400,0,1,31,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963,9,NA,NA,NA,6544174,1,12,39,NA,NA,NA,5,0,42524.28125,NA,NA,39,NA,NA,NA,NA,3,39,NA,NA,NA
1962,1,6649002,1,0,6649003,0,7,19,NA,NA,NA,3,NA,40773.23828125,NA,5,19,NA,11,NA,0,3,19,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963,6,NA,1,0,5287006,1,6,32,NA,NA,NA,6,NA,3488.39990234375,NA,4,32,NA,NA,NA,NA,3,32,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,11,NA,0,1,1786187,1,9,14,NA,NA,NA,6,NA,34562.51953125,NA,NA,14,NA,NA,NA,NA,2,14,NA,NA,NA
1960,5,NA,1,0,5298004,1,8,23,NA,NA,NA,3,0,9890.6396484375,NA,8,23,NA,2,NA,533.52001953125,3,23,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1953,5,129001,0,1,129005,0,3,41,NA,NA,8,5,NA,27018,NA,15,41,3,NA,3762,0,3,41,NA,0,0
1922,1,NA,0,1,1960174,1,12,19,NA,NA,NA,4,NA,138510,NA,NA,19,NA,NA,NA,NA,3,19,NA,NA,NA
1959,5,NA,1,0,5684180,1,9,16,NA,NA,NA,5,NA,18057.599609375,NA,NA,16,NA,NA,NA,NA,3,16,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962,2,6474001,1,0,6474006,1,8,45,NA,NA,NA,4,0,28728,NA,5,45,12,8,19836,7524,3,45,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1954,5,NA,1,0,6342004,0,10,37,NA,NA,NA,4,0,53762.3984375,NA,14,37,NA,NA,NA,NA,1,37,NA,0,0
1947,8,NA,0,1,1894170,1,12,45,NA,NA,NA,2,NA,65424.6015625,NA,NA,45,NA,NA,NA,NA,3,45,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1914,1,NA,0,1,6392189,1,10,2,NA,NA,NA,5,NA,51984,NA,NA,2,NA,NA,NA,NA,4,2,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1967,1,NA,0,1,2260173,0,10,14,NA,NA,NA,4,NA,35568,NA,NA,14,NA,NA,NA,NA,2,14,NA,NA,NA
1945,3,937001,1,0,938002,0,10,39,9576,960,10,0,1,56772,NA,23,39,3,6,13680,3420,3,39,NA,0,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960,12,NA,1,0,6078005,0,9,42,NA,NA,NA,4,0,16990.560546875,NA,7,42,NA,10,NA,0,3,42,NA,0,0
1945,12,NA,0,1,2412002,0,11,34,25650,1960,12,0,1,54378,NA,22,34,NA,NA,NA,NA,2,34,NA,0,1
1957,11,NA,1,0,5477173,1,11,34,NA,NA,NA,6,NA,17565.119140625,NA,NA,34,NA,NA,NA,NA,2,34,NA,NA,NA
1951,5,NA,0,1,5544178,0,9,36,NA,NA,NA,5,NA,56772,NA,NA,36,NA,NA,NA,NA,4,36,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1949,9,NA,0,1,7489001,1,NA,9,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1935,11,NA,0,1,5749001,0,7,19,0,0,5,6,0,28522.80078125,0,32,19,NA,NA,NA,NA,3,19,0,1,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,11,NA,0,1,2201171,0,10,36,NA,NA,NA,2,NA,59193.359375,NA,NA,36,NA,NA,NA,NA,4,36,NA,NA,NA
1911,2,NA,1,0,5211002,0,2,21,8208,960,9,0,NA,58769.28125,NA,56,21,NA,NA,NA,NA,2,21,NA,0,1
1966,1,NA,0,1,8352004,0,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963,11,1784001,0,1,1784005,0,11,14,NA,NA,NA,3,NA,113954.3984375,NA,4,14,16,16,111218.3984375,0,2,14,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960,3,NA,0,0,8902002,0,NA,42,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912,7,NA,0,1,1625001,1,13,46,294120,2185,16,0,1,317451.25,1,55,46,NA,NA,NA,NA,4,46,0,1,0
1958,5,6051170,1,0,6051004,0,7,4,NA,NA,NA,6,NA,31600.80078125,NA,10,4,NA,8,NA,0,4,4,NA,0,0
1952,8,NA,1,0,5610004,1,NA,39,NA,NA,NA,4,NA,13351.6796875,NA,15,39,NA,8,NA,2134.080078125,3,39,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1936,11,NA,0,1,227002,0,11,29,8550,500,12,2,1,104994,NA,31,29,NA,NA,NA,NA,1,29,NA,0,1
1959,5,NA,1,0,1129183,0,5,32,NA,NA,NA,5,NA,10602,NA,NA,32,NA,NA,NA,NA,3,32,NA,NA,NA
1955,1,NA,0,1,1973181,0,13,3,NA,NA,NA,1,NA,31942.80078125,NA,NA,3,NA,NA,NA,NA,3,3,NA,NA,NA
1962,10,NA,0,1,5435171,0,12,5,NA,NA,NA,3,0,75240,NA,NA,5,NA,NA,NA,NA,4,5,NA,NA,NA
1962,7,NA,0,1,5823182,1,10,42,NA,NA,NA,3,NA,34514.640625,NA,NA,42,NA,NA,NA,NA,3,42,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1946,3,633001,0,1,633003,1,8,37,NA,NA,10,4,NA,80294.7578125,NA,22,37,11,7,48564,6840,1,37,NA,0,0
1950,8,5713001,0,1,5713003,0,10,39,NA,100,NA,5,NA,37962,NA,17,39,9,6,22572,14364,3,39,NA,0,0
1948,1,NA,0,1,1384002,0,12,3,3283.19995117188,320,NA,0,1,18468,NA,20,3,NA,NA,NA,NA,3,3,NA,0,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1938,12,NA,1,0,6682001,1,7,10,28728,2800,12,4,1,28728,1,28,10,NA,NA,NA,NA,3,10,0,1,0
1913,7,NA,1,0,5621002,0,7,23,0,0,6,6,1,11874.240234375,NA,54,23,NA,NA,NA,NA,3,23,NA,0,1
1963,11,NA,1,0,5858170,0,7,39,NA,NA,NA,7,0,25827.83984375,NA,NA,39,NA,NA,NA,NA,3,39,NA,NA,NA
1946,2,NA,NA,NA,5706217,1,11,42,NA,NA,NA,6,NA,20041.19921875,NA,NA,42,NA,NA,NA,NA,3,42,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1945,4,NA,0,1,1334001,1,12,24,39330,2488,15,1,1,39330,1,24,24,NA,NA,NA,NA,2,24,0,1,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1967,3,NA,0,1,100170,0,10,24,NA,NA,NA,0,NA,25540.560546875,NA,NA,24,NA,NA,NA,NA,2,24,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1958,2,5164001,1,0,5164003,0,9,39,NA,NA,NA,3,NA,35568,NA,9,39,6,9,20520,11764.7998046875,3,39,NA,0,0
1959,3,NA,0,1,2568004,1,10,29,NA,NA,NA,2,NA,68810.3984375,NA,9,29,NA,12,NA,0,1,29,NA,0,0
1960,2,NA,NA,NA,1786203,1,9,14,NA,NA,NA,6,NA,34562.51953125,NA,NA,14,NA,NA,NA,NA,2,14,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1900,4,NA,0,1,2087001,1,12,37,6156,840,16,0,1,48290.3984375,0,68,37,NA,NA,NA,NA,1,37,0,1,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1957,8,5341001,0,1,5341003,0,5,6,NA,NA,NA,4,NA,90288,NA,10,6,7,7,82080,0,1,6,NA,0,0
1942,3,NA,1,0,5570191,0,8,32,NA,NA,NA,9,NA,35273.87890625,NA,NA,32,NA,NA,NA,NA,3,32,NA,NA,NA
