"birthyear","birthmonth","f_id","black","white","id","male","h_sentscore1972","birthstate","inc_labor","hours","edu","hhchildren","married","fam_inc","works","age","state","f_edu","m_edu","f_inc_labor","m_inc_labor","region","state","study","head","wife"
1943,9,NA,1,0,5459001,1,10,23,12571.919921875,2072,9,3,1,12571.919921875,1,24,23,NA,NA,NA,NA,3,23,0,1,0
1942,12,NA,1,0,6539172,0,3,10,NA,NA,NA,1,NA,44152.19921875,NA,NA,10,NA,7,NA,3112.19995117188,3,10,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1948,2,NA,0,1,8093001,1,NA,6,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1933,9,NA,1,0,5577172,0,2,39,NA,NA,NA,1,NA,21751.19921875,NA,NA,39,NA,NA,NA,NA,3,39,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1930,5,NA,1,0,6088001,0,8,24,1368,640,12,3,0,16224.48046875,0,38,24,NA,NA,NA,NA,2,24,0,1,0
1962,7,NA,0,1,652173,0,13,48,NA,NA,NA,4,NA,63612,NA,NA,48,NA,NA,NA,NA,2,48,NA,NA,NA
1957,3,2379001,0,1,2379003,1,11,3,NA,NA,NA,4,NA,82080,NA,11,3,14,12,82080,0,3,3,NA,0,0
1961,9,NA,1,0,5326005,0,7,21,NA,NA,NA,4,NA,20520,NA,7,21,NA,8,NA,0,2,21,NA,0,0
1961,11,5262001,1,0,5262004,1,8,42,NA,NA,NA,4,NA,34200,NA,6,42,8,12,34200,0,3,42,NA,0,0
1942,10,NA,0,1,2455004,0,10,31,NA,1680,16,1,1,193250.515625,NA,25,31,NA,NA,NA,NA,1,31,NA,0,0
1947,1,NA,1,0,5554172,0,8,31,NA,NA,NA,2,0,19370.880859375,NA,NA,31,NA,NA,NA,0,1,31,NA,NA,NA
1946,3,NA,0,1,236002,0,13,24,0,0,NA,1,1,27907.19921875,NA,22,24,NA,NA,NA,NA,2,24,NA,0,1
1964,3,2330001,0,1,2330003,1,12,39,NA,NA,NA,1,NA,79344,NA,4,39,12,13,57456,21888,3,39,NA,0,0
1893,4,NA,0,1,1266171,0,8,42,NA,NA,NA,1,NA,13481.6396484375,NA,NA,42,NA,NA,NA,NA,3,42,NA,NA,NA
1951,4,NA,1,0,5036173,1,8,34,NA,NA,NA,4,NA,17811.359375,NA,NA,34,NA,NA,NA,NA,2,34,NA,NA,NA
1953,2,2128001,0,1,2128004,1,6,45,NA,NA,NA,2,NA,70965,NA,15,45,9,10,54207,15732,3,45,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1945,8,NA,1,0,6857171,0,9,4,NA,NA,NA,4,NA,84809.15625,NA,NA,4,NA,NA,NA,NA,4,4,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1911,6,NA,0,1,792002,0,10,31,34200,1875,12,1,NA,34200,NA,57,31,NA,NA,NA,NA,1,31,NA,0,1
1967,10,6857001,1,0,6857006,1,12,4,NA,NA,NA,4,NA,84809.15625,NA,1,4,12,12,58140,26128.80078125,4,4,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1929,3,NA,0,1,1717002,0,10,31,0,0,12,3,1,75287.8828125,NA,39,31,NA,NA,NA,NA,1,31,NA,0,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1954,NA,NA,0,1,7729007,0,NA,9,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1953,7,1717001,0,1,1717003,1,10,31,NA,NA,NA,3,0,75287.8828125,NA,14,31,12,12,50068.80078125,0,1,31,NA,0,0
1950,5,NA,0,1,7827002,0,NA,15,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952,8,NA,1,0,5906003,1,7,8,NA,NA,NA,1,NA,20007,NA,15,8,NA,8,NA,18297,3,8,NA,0,0
1931,9,NA,0,0,3411001,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962,3,NA,0,1,1345175,1,8,12,NA,NA,NA,4,NA,54555.83984375,NA,NA,12,NA,NA,NA,NA,2,12,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1911,6,NA,0,1,540170,1,10,42,NA,NA,NA,0,1,29097.359375,NA,NA,42,NA,NA,NA,NA,3,42,NA,NA,NA
1915,5,NA,1,0,5965001,1,6,17,28728,2160,5,3,1,42408,1,53,17,NA,NA,NA,NA,3,17,0,1,0
1936,3,NA,NA,NA,6242172,1,11,36,NA,NA,NA,0,NA,30780,NA,NA,36,NA,NA,NA,NA,4,36,NA,NA,NA
1956,10,NA,1,0,6647003,1,11,8,NA,NA,NA,2,NA,25992,NA,11,8,NA,12,NA,19836,3,8,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1957,2,NA,0,1,173172,1,8,14,NA,NA,NA,3,NA,17100,NA,NA,14,NA,NA,NA,NA,2,14,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1899,8,NA,0,1,416001,0,10,3,0,0,16,0,0,53010,0,68,3,NA,NA,NA,NA,3,3,0,1,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1937,6,NA,0,0,7572001,1,NA,42,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1968,3,NA,0,1,6118030,1,7,31,NA,NA,NA,3,NA,44460,NA,NA,31,NA,8,NA,0,1,31,NA,NA,NA
1959,2,NA,1,0,5865002,0,8,19,NA,NA,NA,3,NA,14268.240234375,NA,10,19,NA,11,NA,0,3,19,NA,0,0
1941,1,NA,1,0,6778174,1,7,19,NA,NA,NA,3,1,82080,NA,NA,19,NA,NA,NA,NA,3,19,NA,NA,NA
1968,12,8570001,0,1,8570003,1,NA,9,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1945,3,5124170,0,1,5124003,0,6,42,NA,2000,12,0,NA,32948.28125,NA,23,42,NA,6,NA,684,3,42,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1958,11,NA,NA,NA,2541176,0,11,20,NA,NA,NA,1,0,112860,NA,NA,20,NA,NA,NA,NA,1,20,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1967,11,NA,NA,NA,1898172,1,9,9,NA,NA,NA,2,0,27360,NA,NA,9,NA,NA,NA,NA,3,9,NA,NA,NA
1943,10,1074001,0,1,1074021,1,10,29,NA,NA,16,1,NA,83790,NA,24,29,NA,12,50869.078125,0,1,29,NA,0,0
1949,4,NA,0,1,2490002,0,9,36,1231.19995117188,480,12,0,1,64932.12109375,NA,19,36,NA,NA,NA,NA,4,36,NA,0,1
1950,4,NA,0,1,6473002,1,8,21,NA,260,11,1,NA,28919.51953125,NA,18,21,NA,11,NA,27360,2,21,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1904,2,NA,0,1,766170,0,12,24,NA,NA,NA,0,NA,81396,NA,NA,24,NA,NA,NA,NA,2,24,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1951,10,485001,0,1,485003,1,13,16,NA,NA,NA,1,1,46512,NA,16,16,8,NA,46512,NA,3,16,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1953,12,NA,0,0,6428177,1,NA,2,NA,NA,NA,7,NA,60089.3984375,NA,NA,2,NA,NA,NA,NA,4,2,NA,NA,NA
1952,2,NA,0,1,14002,0,10,4,NA,48,NA,3,0,21204,NA,16,4,NA,16,NA,684,4,4,NA,0,0
1919,7,NA,0,1,511001,1,NA,20,41040,2016,NA,2,1,54720,1,48,20,NA,NA,NA,NA,1,20,0,1,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1950,11,NA,0,1,5823170,1,10,42,NA,NA,NA,3,NA,34514.640625,NA,NA,42,NA,NA,NA,NA,3,42,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1945,1,NA,0,0,7710001,1,NA,30,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1967,3,53001,0,1,53010,1,11,34,NA,NA,NA,8,NA,58824,NA,1,34,10,12,53352,5472,2,34,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1951,10,NA,0,1,5954173,0,12,46,NA,NA,NA,1,NA,21833.279296875,NA,NA,46,NA,NA,NA,NA,4,46,NA,NA,NA
1952,10,465001,0,1,465003,1,8,34,NA,NA,NA,1,NA,41518.80078125,NA,15,34,12,12,35561.16015625,0,2,34,NA,0,0
1959,4,6514001,0,1,6514003,0,9,37,NA,NA,NA,4,NA,42271.19921875,NA,9,37,7,7,40356,1915.19995117188,1,37,NA,0,0
1923,9,NA,1,0,5521001,1,9,37,8960.400390625,2010,7,3,1,8960.400390625,1,43,37,NA,NA,NA,NA,1,37,0,1,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1920,8,NA,0,1,2186171,1,9,14,NA,NA,NA,1,NA,54336.9609375,NA,NA,14,NA,NA,NA,NA,2,14,NA,NA,NA
1944,7,2360001,0,1,2360170,1,12,3,NA,NA,NA,0,NA,353354.40625,NA,NA,3,16,12,226985.40625,0,3,3,NA,NA,NA
1901,5,NA,1,0,6099170,0,7,42,NA,NA,NA,2,NA,30766.3203125,NA,NA,42,NA,NA,NA,NA,3,42,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1968,10,5560170,1,0,5560030,0,10,39,NA,NA,NA,2,0,19589.759765625,NA,NA,39,NA,NA,NA,NA,3,39,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1917,2,NA,0,1,5174002,0,10,47,0,0,8,3,1,11080.7998046875,NA,51,47,NA,NA,NA,NA,3,47,NA,0,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1929,7,NA,0,0,6182001,1,7,2,27360,2064,8,3,1,27360,1,38,2,NA,NA,NA,NA,4,2,0,1,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1926,12,NA,0,1,2177001,0,10,31,5472,400,12,5,0,49248,0,41,31,NA,NA,NA,NA,1,31,0,1,0
1950,11,NA,0,1,7406002,0,NA,42,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1967,4,2881001,1,0,2881005,0,7,3,NA,NA,NA,3,0,47880,NA,1,3,12,12,27360,20520,3,3,NA,0,0
1963,8,NA,0,1,1332174,0,10,4,NA,NA,NA,3,NA,81813.2421875,NA,NA,4,NA,NA,NA,NA,4,4,NA,NA,NA
1960,11,NA,1,0,6845171,1,9,4,NA,NA,NA,6,NA,27907.19921875,NA,NA,4,NA,NA,NA,NA,4,4,NA,NA,NA
1938,2,NA,0,1,2541171,0,12,20,NA,NA,NA,1,NA,112860,NA,NA,20,NA,NA,NA,NA,1,20,NA,NA,NA
1967,7,6412001,1,0,6412003,1,9,42,NA,NA,NA,1,NA,31874.400390625,NA,1,42,12,13,31874.400390625,0,3,42,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960,3,NA,1,0,5046005,1,11,34,NA,NA,NA,4,0,16744.3203125,NA,10,34,NA,10,NA,0,2,34,NA,0,0
1967,9,NA,0,1,1947171,0,12,31,NA,NA,NA,2,NA,98496,NA,NA,31,NA,NA,NA,NA,1,31,NA,NA,NA
1959,9,NA,0,1,6423174,0,9,37,NA,NA,NA,1,NA,23598,NA,NA,37,NA,NA,NA,NA,1,37,NA,NA,NA
1950,6,NA,0,1,1150176,0,11,34,NA,NA,NA,2,NA,99180,NA,NA,34,NA,NA,NA,NA,2,34,NA,NA,NA
1956,2,NA,0,1,46003,0,5,41,NA,NA,NA,1,NA,12654,NA,12,41,NA,8,NA,8550,3,41,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1954,11,NA,0,1,1542174,1,10,21,NA,NA,NA,5,NA,90288,NA,NA,21,NA,NA,NA,NA,2,21,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952,4,NA,0,1,2753171,0,12,3,NA,NA,NA,2,NA,151164,NA,NA,3,NA,NA,NA,NA,3,3,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1953,8,NA,0,1,1048236,0,7,4,NA,NA,NA,4,NA,21204,NA,NA,4,NA,NA,NA,NA,4,4,NA,NA,NA
1940,7,NA,1,0,5274171,0,9,45,NA,NA,NA,2,NA,35568,NA,NA,45,NA,NA,NA,NA,3,45,NA,NA,NA
1949,6,1394227,0,1,1394021,1,10,16,NA,NA,NA,2,NA,20704.6796875,NA,18,16,2,7,NA,5130,3,16,NA,0,0
1917,12,NA,0,1,6344174,1,9,37,NA,NA,NA,1,NA,35417.51953125,NA,NA,37,NA,NA,NA,NA,1,37,NA,NA,NA
1962,1,5926001,1,0,5926005,0,6,39,NA,NA,NA,5,NA,31464,NA,6,39,10,12,30096,1368,3,39,NA,0,0
1929,8,NA,1,0,6594002,0,11,19,6840,832,5,0,NA,36799.19921875,NA,38,19,NA,NA,NA,NA,3,19,NA,0,1
1964,4,NA,0,1,6470004,0,7,23,NA,NA,NA,1,0,9220.3203125,NA,3,23,NA,11,NA,NA,3,23,NA,0,0
1963,1,NA,1,0,5900007,0,11,37,NA,NA,NA,7,0,26976.9609375,NA,5,37,NA,11,NA,0,1,37,NA,0,0
1957,9,NA,0,1,1964176,1,12,10,NA,NA,NA,1,NA,34200,NA,NA,10,NA,NA,NA,NA,3,10,NA,NA,NA
1941,11,NA,0,1,7547002,0,NA,15,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961,2,2341001,0,1,2341004,1,7,4,NA,NA,NA,5,NA,71820,NA,7,4,12,10,71820,0,4,4,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1957,11,NA,0,1,1028178,0,5,37,NA,NA,NA,3,NA,55055.16015625,NA,NA,37,NA,NA,NA,NA,1,37,NA,NA,NA
1948,3,NA,0,1,2632170,0,9,37,NA,NA,NA,3,NA,80841.9609375,NA,NA,37,NA,NA,NA,NA,1,37,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1936,8,NA,0,1,2455173,1,10,31,NA,NA,NA,1,NA,193250.515625,NA,NA,31,NA,NA,NA,NA,1,31,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1905,11,NA,0,1,2450002,0,4,4,34200,2080,12,0,NA,42195.9609375,NA,62,4,NA,NA,NA,NA,4,4,NA,0,1
1957,8,NA,0,1,2232004,1,10,31,NA,NA,NA,2,NA,214830.71875,NA,10,31,NA,14,NA,136800,1,31,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1920,4,NA,0,1,1897172,1,8,9,NA,NA,NA,1,NA,79002,NA,NA,9,NA,NA,NA,NA,3,9,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1932,11,2760001,0,1,2760171,1,11,3,NA,NA,NA,1,NA,35417.51953125,NA,NA,3,4,9,16292.8798828125,14199.83984375,3,3,NA,NA,NA
1957,8,NA,1,0,5864003,0,5,19,NA,NA,NA,4,0,17455.6796875,NA,11,19,NA,8,NA,0,3,19,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1955,9,5858001,1,0,5858006,0,7,39,NA,NA,NA,7,NA,25827.83984375,NA,12,39,NA,5,22407.83984375,0,3,39,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965,2,NA,NA,NA,1398174,1,NA,46,NA,NA,NA,3,0,101916,NA,NA,46,NA,NA,NA,NA,4,46,NA,NA,NA
1962,3,NA,0,1,8807003,0,NA,36,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965,6,1494001,0,1,1494003,0,10,35,NA,NA,NA,2,NA,56601,NA,3,35,12,12,56601,0,3,35,NA,0,0
1941,1,NA,0,1,1261002,0,10,31,0,0,12,1,1,75411,NA,26,31,NA,NA,NA,NA,1,31,NA,0,1
1965,1,5360001,1,0,5360005,1,8,32,NA,NA,NA,3,0,13680,NA,4,32,4,10,11628,2052,3,32,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1955,8,NA,1,0,6365183,0,10,39,NA,NA,NA,9,0,28454.400390625,NA,NA,39,NA,NA,NA,NA,3,39,NA,NA,NA
1958,4,5879001,0,1,5879005,0,10,22,NA,NA,NA,5,NA,71231.7578125,NA,10,22,12,12,70794,0,2,22,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1967,8,NA,0,0,6266007,1,NA,37,NA,NA,NA,5,0,30096,NA,1,37,NA,11,NA,0,1,37,NA,0,0
1960,3,977001,0,1,977004,1,NA,45,NA,NA,NA,3,0,129960,NA,8,45,12,14,116280,0,3,45,NA,0,0
1944,3,NA,1,0,5755170,0,9,4,NA,NA,NA,3,NA,47880,NA,NA,4,NA,NA,NA,NA,4,4,NA,NA,NA
1957,7,NA,1,0,2327171,0,7,23,NA,NA,NA,2,NA,54036,NA,NA,23,NA,NA,NA,NA,3,23,NA,NA,NA
1955,3,5154001,1,0,5154004,0,5,42,NA,NA,NA,7,NA,34521.48046875,NA,13,42,7,4,34521.48046875,0,3,42,NA,0,0
1952,3,61001,0,1,61004,1,10,39,NA,NA,NA,3,NA,65937.6015625,NA,15,39,17,16,41040,17100,3,39,NA,0,0
1966,4,NA,1,0,5287008,1,6,32,NA,NA,NA,6,NA,3488.39990234375,NA,2,32,NA,NA,NA,NA,3,32,NA,0,0
1960,8,5548001,1,0,5548008,1,8,19,NA,NA,NA,7,0,82866.6015625,NA,8,19,9,9,54617.3984375,21546,3,19,NA,0,0
1957,5,NA,0,1,6037180,0,10,34,NA,NA,NA,4,NA,20520,NA,NA,34,NA,NA,NA,NA,2,34,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,8,NA,1,0,5959178,0,8,32,NA,NA,NA,6,NA,21416.0390625,NA,NA,32,NA,NA,NA,NA,3,32,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1959,3,NA,1,0,5037004,0,10,34,NA,NA,NA,6,NA,24022.080078125,NA,9,34,NA,NA,NA,1778.40002441406,2,34,NA,0,0
1959,1,NA,1,0,5447181,1,3,32,NA,NA,NA,3,0,24535.080078125,NA,NA,32,NA,NA,NA,NA,3,32,NA,NA,NA
1964,4,NA,0,1,6209178,1,6,19,NA,NA,NA,3,NA,64980,NA,NA,19,NA,NA,NA,NA,3,19,NA,NA,NA
1954,12,2599001,0,1,2599004,1,11,4,NA,NA,NA,1,NA,86184,NA,13,4,17,12,68400,13680,4,4,NA,0,0
1958,12,NA,1,0,6373171,0,8,23,NA,NA,NA,0,0,2052,NA,NA,23,NA,10,NA,2052,3,23,NA,NA,NA
1923,3,NA,0,1,465002,0,7,34,0,0,12,1,1,41518.80078125,NA,45,34,NA,NA,NA,NA,2,34,NA,0,1
1949,10,NA,1,0,5393003,0,6,19,NA,NA,10,3,0,35321.76171875,NA,18,19,NA,7,NA,0,3,19,NA,0,0
1940,10,NA,NA,NA,6332173,1,6,34,NA,NA,NA,3,NA,47880,NA,NA,34,NA,NA,NA,NA,2,34,NA,NA,NA
1919,12,NA,1,0,5962001,1,10,32,30944.16015625,3200,8,1,1,37182.23828125,1,48,32,NA,NA,NA,NA,3,32,0,1,0
