"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","hhdens","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_al","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","med15","study","works","head","wife"
"66985",1,0,1,8,9,11,1912,2400,57,57622,2501,2,1,63752,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,0,1,1,0
"66988",0,0,1,12,2,10,1918,156,52,1176.9599609375,1724,2,1,105999.9609375,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,NA,NA,NA,NA,1
"66989",0,0,1,12,11,9,1939,1008,30,13240.7998046875,1394,1,0,28443.19921875,0.5,0,75270.2734375,0,0,9999,0,2280,NA,NA,NA,NA,NA,NA,0,1,37,NA,0,1,1,0
"67002",1,0,1,12,5,10,1927,2180,42,26132.189453125,1720,1,1,32875.19140625,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,NA,0,1,1,0
"67052",1,0,1,16,8,10,1945,3510,25,70495,2275,1,1,70495,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,NA,0,1,1,0
"67064",1,0,1,16,NA,13,NA,2500,44,116470,2588,2,1,124132.5,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,0,1,1,0
"67126",0,0,1,12,6,11,1913,0,56,0,1785,0,1,156315,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,1
"67129",1,0,1,17,3,12,1909,3619,60,251330,232,0,1,263590,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,0,1,1,0
"67133",0,0,1,12,3,10,1930,1000,40,23294,1783,3,1,86555.6015625,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,1
"67136",1,0,1,12,5,9,1931,2000,38,49040,1427,2,1,95180.5078125,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,NA,0,1,1,0
"67137",1,0,1,16,11,10,1921,2091,48,52105,207,3,1,52656.69921875,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,2,0,1,1,0
"67190",1,0,1,12,8,9,1929,3430,41,140990,2544,3,1,144055,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,0,1,1,0
"67242",1,0,1,17,5,11,1927,2805,42,73560,1769,1,1,76012,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,NA,0,1,1,0
"67243",0,NA,NA,12,NA,9,NA,2000,26,34328,3160,1,NA,87046,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,1
"67262",1,0,1,9,6,10,1941,2250,28,NA,1557,0,NA,68018.4765625,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21994.439453125,0,NA,0,1,31,NA,NA,NA,NA,0
"67331",0,0,1,12,2,10,1934,2805,36,12260,2783,3,1,88885,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,5,NA,NA,NA,NA,1
"67353",1,0,1,15,NA,NA,NA,NA,45,NA,4128,1,NA,60662.48046875,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,0,NA
"67388",1,0,1,14,5,9,1931,1949,38,69882,3757,3,1,81958.1015625,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,NA,0,1,1,0
"67404",0,0,1,12,11,11,1923,1440,46,36780,1763,0,NA,76747.6015625,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4,27,NA,NA,NA,NA,1
"67412",0,0,1,14,7,10,1938,2000,31,NA,1575,0,NA,55329.37890625,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6902.3798828125,0,NA,0,1,20,NA,NA,NA,NA,0
"67419",0,0,1,13,8,9,1938,1600,31,24520,2598,3,NA,74602.1015625,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,1
