"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","birthstate","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","health","inc_wcomp","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_ch","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","study","works","head","wife"
"14691",1,0,1,14,3,12,1951,4,2640,41,117640,7558,1,1,189890,16,4,0,0,0,0,0,0,0,0,NA,12,0,NA,NA,0,0,4,4,0,1,1,0
"14692",1,0,1,17,7,10,1965,31,1994,26,41310,437,0,0,49968.1015625,6,2,0,0,0,0,0,0,0,0,15,16,120866.6015625,49300,0,0,0,1,31,0,1,1,0
"14695",0,0,1,12,3,7,1963,26,1888,29,17000,4975,1,NA,35142.3984375,9,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,NA,1
"14696",0,0,1,12,12,11,1951,4,1980,40,61200,7400,0,NA,171700,15,2,0,0,0,0,0,NA,0,0,12,NA,NA,59500,0,NA,0,4,4,0,1,NA,1
"14754",1,0,1,16,9,11,1952,6,3000,39,62050,2407,3,1,170000,14,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,6,0,1,1,0
"14761",1,0,1,12,1,12,1965,31,2024,27,39270,5484,0,1,66470,7,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"14770",0,0,1,17,10,10,1939,NA,2142,52,102000,636,0,0,112200,25,1,0,0,0,0,0,0,0,0,NA,17,0,NA,NA,0,0,1,6,0,1,1,0
"14772",0,0,1,14,5,12,1952,14,1530,39,3850.5,2954,1,1,49776,13,3,0,0,0,0,0,NA,0,0,12,12,0,0,0,0,0,2,14,0,1,NA,1
"14786",0,0,1,16,2,10,1944,NA,0,48,0,2574,2,NA,124100,13,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,0,NA,1
"14799",0,0,1,14,9,11,1952,16,2009,40,44880,3286,0,1,85255,18,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,1,NA,1
"14800",0,0,1,12,5,11,1936,NA,1837,55,30600,3913,0,0,32300,19,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"14813",1,0,1,12,9,10,1951,37,1947,40,41990,2089,3,1,64730.8984375,15,3,0,504.899993896484,504.899993896484,0,0,0,0,0,12,12,0,0,0,0,0,1,37,0,1,1,0
"14848",1,0,1,14,7,11,1948,NA,748,43,12495,3821,0,0,12767,10,3,0,0,0,0,0,0,0,0,13,NA,NA,17051,0,NA,0,4,46,1,0,1,0
"14854",1,0,1,13,8,11,1965,9,2761,26,29012.19921875,3519,0,1,36363,5,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
"14861",0,0,1,15,9,12,1954,2,2040,37,51000,154,0,NA,72080,NA,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,2,0,1,NA,1
"14866",0,1,0,17,2,7,1961,32,1720,30,20060,3114,3,1,81498,4,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,32,0,1,NA,1
"14872",1,0,1,16,5,11,1941,NA,2470,50,54400,2935,1,1,152116,26,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"14886",0,0,1,17,5,12,1951,20,1444,40,38465.8984375,602,0,1,144943.703125,17,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,20,0,1,NA,1
"14900",1,0,1,17,7,9,1957,32,1970,34,14424.5,3797,0,0,27030,6,4,0,0,0,0,0,0,0,0,10,10,6934.2998046875,6800,0,0,0,3,32,0,1,1,0
"14911",1,1,0,9,NA,5,NA,NA,NA,31,NA,6128,3,NA,64824.3984375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,0
"14930",1,0,1,17,9,12,1953,9,2330,38,105400,4904,0,1,145392.5,10,1,0,0,0,0,0,0,0,0,12,17,71400,0,0,0,0,1,6,0,1,1,0
"15007",0,0,1,9,7,12,1951,21,2040,40,26520,917,0,NA,53108,10,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,NA,1
"15017",0,0,1,12,7,10,1934,NA,1840,56,35700,5037,0,NA,119680,28,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"15034",1,0,1,16,10,11,1944,NA,2450,47,88400,4129,0,1,132600,19,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,0,1,1,0
"15043",1,0,1,16,9,10,1953,31,2170,38,87380,1369,2,1,141780,13,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"15050",0,0,1,13,9,11,1964,4,2010,27,68000,7704,0,0,123250,6,2,0,1700,1700,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"15062",1,0,1,16,12,12,1961,6,3055,30,115600,4288,0,1,219300,5,1,0,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,1,38,0,1,1,0
"15085",0,0,1,12,12,10,1954,39,2500,37,30600,1204,4,NA,86020,10,3,0,0,0,0,0,NA,1020,0,12,12,83300,0,0,0,0,3,39,0,1,NA,1
"15089",0,0,1,14,5,10,1954,46,0,38,0,7716,1,NA,125970,5,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,46,0,0,NA,1
"15180",0,0,1,16,2,11,1932,NA,0,60,0,4585,0,1,270300,8,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,0,NA,1
"15188",1,0,1,17,2,10,1962,26,1290,30,42500,3191,2,1,86700,5,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,26,0,1,1,0
"15210",1,0,1,13,4,11,1952,20,2250,40,105400,6168,2,1,154700,15,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,0,1,1,0
"15211",1,NA,NA,9,4,7,1951,34,NA,41,0,8479,0,0,61222.1015625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,0,0,NA,0
"15250",0,0,1,17,11,13,1958,31,2425,33,125800,2953,0,1,392836,9,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,6,0,1,NA,1
"15318",1,0,1,16,10,11,1944,NA,1520,47,68000,1274,1,1,112619.8984375,22,4,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"15319",1,0,1,17,4,12,1944,NA,1908,48,163200,6166,1,1,167676.09375,23,1,0,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,4,5,0,1,1,0
"15324",1,0,1,12,10,9,1963,13,2151,28,14172.900390625,4322,2,1,17572.900390625,3,1,0,0,652.799987792969,0,0,384,0,0,12,9,56100,37400,0,0,0,3,32,0,1,1,0
"15351",0,0,1,14,2,10,1951,22,1960,41,34000,3090,2,1,122740,10,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,22,0,1,NA,1
"15365",0,0,1,17,6,10,1934,NA,1200,58,40800,2473,0,1,176800,2,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,20,0,1,NA,1
"15371",1,0,1,12,4,11,1960,37,2250,31,71400,4024,1,1,113050,7,2,0,0,0,0,0,0,0,0,12,8,73100,0,0,0,0,1,37,0,1,1,0
"15377",0,0,1,13,12,12,1965,13,1920,26,28900,4359,2,1,73100,3,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,1,NA,1
"15390",0,0,1,16,3,12,1951,4,1408,42,49725,8611,0,0,51085,9,3,0,0,0,0,0,0,0,0,NA,15,0,NA,NA,0,0,4,4,0,1,1,0
"15413",0,0,1,17,9,7,1951,42,1950,40,49300,469,0,0,51340,10,1,0,0,0,0,0,0,0,0,NA,17,4204.10009765625,NA,NA,0,0,3,42,0,1,1,0
"15414",0,0,1,12,1,11,1935,NA,1450,57,16150,3708,0,1,56950,3,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,20,0,0,NA,1
"15421",1,0,1,12,10,12,1951,16,3927,40,20337.099609375,2458,2,1,107100,15,1,0,0,0,0,0,0,0,0,12,NA,NA,42500,0,NA,0,3,16,0,1,1,0
"15424",0,0,1,12,1,9,1960,36,0,32,0,351,2,1,67150,8,2,0,0,0,0,0,NA,0,0,12,12,40376.69921875,28769.099609375,0,0,0,4,36,0,0,NA,1
"15427",1,0,1,13,6,8,1961,46,746,30,13600,7456,1,1,37400,6,3,0,0,0,0,0,0,0,0,NA,14,50229.8984375,NA,NA,0,0,4,5,0,1,1,0
"15442",0,0,1,12,11,12,1953,3,0,38,0,307,3,1,1.70000004768372,7,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,3,0,0,NA,1
"15455",1,0,1,16,8,9,1957,34,2400,34,63240,1588,0,1,230520,9,2,0,0,0,0,0,0,0,0,NA,16,35700,NA,NA,0,0,2,34,0,1,1,0
"15514",0,0,1,14,12,12,1949,NA,1596,42,16677,570,2,0,60169.80078125,4,1,0,0,0,0,0,0,36437.80078125,0,11,16,0,0,0,0,0,2,21,0,1,1,0
"15536",0,0,1,13,8,9,1951,14,1885,40,31450,6643,0,1,79730,15,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,14,0,1,NA,1
"15548",1,0,1,17,6,11,1945,NA,2041,46,130900,2868,2,1,174998,15,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"15552",0,0,1,12,8,13,1963,4,1560,28,25500,3093,1,0,25500,NA,2,0,0,0,0,0,0,0,0,13,NA,NA,49300,0,NA,0,4,4,0,1,1,0
"15554",1,0,1,12,4,12,1952,36,1930,40,42160,4190,1,1,91851,18,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,0,1,1,0
"15574",0,0,1,17,9,9,1966,40,744,25,0,60,0,NA,72556,NA,NA,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,22,0,1,NA,1
"15578",1,0,1,16,5,12,1932,NA,2450,60,246500,6938,0,1,295800,30,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"15583",1,0,1,17,10,10,1945,NA,1864,46,37230,1307,1,1,107780,21,2,0,0,0,0,0,0,0,0,NA,10,0,NA,NA,0,0,2,24,0,1,1,0
"15585",1,0,1,12,2,10,1960,46,2016,32,35700,174,0,1,79900,10,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,0,1,1,0
"15598",0,0,1,12,11,11,1959,34,1674,32,17000,1142,1,1,51663,8,3,0,2635,2635,0,0,NA,0,0,13,10,22100,37400,0,0,0,3,17,0,1,NA,1
"15599",1,0,1,14,12,6,1961,42,2009,30,62900,5032,2,1,105400,5,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"15630",0,0,1,13,1,9,1959,46,2070,33,71400,1515,0,NA,156400,12,2,0,0,0,0,0,NA,0,0,12,14,0,34000,0,0,0,4,46,0,1,NA,1
"15677",0,0,1,14,6,10,1967,42,1334,25,14450,9217,0,1,53550,1,2,0,3400,3400,0,0,NA,0,0,17,17,93500,61200,0,0,0,3,42,0,1,NA,1
"15720",1,0,1,16,11,10,1947,NA,1666,44,53550,3017,0,1,103541.8984375,19,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"15723",1,0,1,12,12,10,1962,4,NA,29,NA,3459,2,1,16014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,1,0,0
"15737",1,0,1,16,6,12,1959,20,2040,32,102000,595,2,1,102000,5,2,0,0,0,0,0,0,0,0,16,17,307700,0,0,0,0,1,20,0,1,1,0
"15739",0,0,1,17,3,12,1951,12,1636,40,68000,2740,2,1,105740,14,2,0,0,0,0,0,NA,0,0,13,NA,NA,13260,0,NA,0,2,12,0,1,NA,1
"15763",1,0,1,12,9,9,1931,NA,2250,60,24862.5,2534,0,1,49725,35,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"15794",1,0,1,12,7,10,1964,14,2340,27,37400,4157,0,0,37400,3,2,0,0,0,0,0,0,0,0,12,12,86242.703125,23794.900390625,0,0,0,2,14,0,1,1,0
"15819",1,0,1,17,12,13,1945,NA,1512,46,51510,2564,3,1,127313,19,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,0,1,1,0
"15825",1,0,1,17,4,13,1936,NA,2137,56,144500,5961,0,1,249560,31,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"15839",1,0,1,12,1,10,1952,14,3060,40,31501,1795,2,1,107610,15,2,0,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,2,14,0,1,1,0
"15844",0,0,1,17,3,9,1962,21,1396,30,57800,3016,0,0,58310,8,2,0,0,0,0,0,0,0,0,12,12,48450,510,0,0,0,2,21,0,1,1,0
"15848",1,0,1,12,11,13,1936,NA,1359,55,2550,6617,0,1,30430,30,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"15849",0,0,1,11,12,7,1953,41,1534,38,11900,2989,1,NA,59925,15,4,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,41,0,1,NA,1
"15856",1,0,1,16,5,13,1947,NA,1924,44,36210,619,0,1,70220.203125,15,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"15873",0,0,1,16,7,9,1963,39,2156,28,56100,5454,0,1,202300,6,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,39,0,1,NA,1
"15878",0,1,0,9,9,10,1956,17,0,35,0,375,1,0,9955.2001953125,NA,4,0,0,3794.39990234375,0,0,1440,0,792,NA,NA,NA,NA,NA,NA,0,3,17,0,0,1,0
"15893",0,0,1,13,11,9,1964,4,1916,27,61200,403,0,1,117810,7,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"15897",1,0,0,16,1,11,1937,NA,1914,55,65110,7216,0,1,94554,30,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,30,0,1,1,0
"15931",1,0,1,9,8,6,1948,NA,0,43,0,5722,1,1,63457.6015625,19,5,30674.80078125,0,31082.80078125,0,0,240,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"15958",0,0,1,13,1,10,1956,42,2100,36,42500,5033,0,0,54995,16,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,NA,1
"15966",0,0,1,12,10,8,1938,NA,810,53,28900,6243,0,1,128180,25,4,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,9,0,1,NA,1
"15991",1,0,1,17,3,11,1955,36,2241,37,57800,8019,1,1,125800,10,2,0,0,0,0,0,0,0,0,16,17,34000,17000,0,0,0,3,45,0,1,1,0
"15994",1,0,0,16,9,10,1944,NA,2200,46,61200,5872,2,1,61285,18,2,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,0,3,45,0,1,1,0
"16025",1,0,1,10,10,12,1946,NA,2805,45,13600,8587,2,1,25758.400390625,26,1,0,0,510,0,0,300,0,0,9,NA,NA,0,0,NA,0,3,10,0,1,1,0
"16046",0,0,1,14,6,12,1946,NA,2490,45,92097.5,4058,0,0,103147.5,22,2,0,0,0,0,0,0,0,0,9,NA,NA,0,0,NA,0,3,42,0,1,1,0
"16061",1,0,1,17,7,11,1934,NA,1850,57,90100,612,0,0,90610,33,4,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"16084",1,0,1,12,3,7,1946,NA,3514,46,10278.2001953125,2578,2,1,21765.099609375,26,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,0,1,1,0
"16086",1,0,1,12,7,11,1936,NA,4319,55,44200,5194,0,1,78200,30,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,0,1,1,0
"16112",0,0,1,13,10,12,1960,13,1500,31,18275,8539,2,NA,85340,3,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,9,0,1,NA,1
"16124",0,0,1,12,3,8,1936,NA,0,56,0,4597,1,NA,55420,31,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,36,0,0,NA,1
"16131",0,0,1,12,10,10,1965,31,0,26,0,3754,2,1,56100,3,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"16180",0,0,1,14,5,12,1966,29,1909,26,27123.5,7412,1,1,108630,6,3,0,0,0,0,0,NA,0,0,14,16,254998.296875,0,0,0,0,1,29,0,1,NA,1
"16188",0,0,1,12,4,9,1962,14,0,29,0,2379,2,NA,410380,5,1,0,0,0,0,0,NA,0,0,14,14,119000,0,0,0,0,3,42,0,0,NA,1
"16232",1,0,1,13,7,11,1935,NA,2704,56,23548.400390625,2167,0,1,66317,31,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,0,1,1,0
"16237",0,0,1,12,7,9,1961,21,1840,30,17000,22,2,NA,25262,5,2,0,0,0,0,0,NA,0,0,NA,6,2040,NA,NA,0,0,3,41,0,1,NA,1
"16241",0,1,0,12,4,10,1951,13,1500,41,13600,8025,0,0,57800,20,3,0,0,0,0,0,0,0,0,10,12,0,0,0,0,0,2,13,0,1,1,0
"16252",0,0,1,11,8,11,1952,14,0,39,0,7453,1,1,89639.296875,5,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,26,0,0,NA,1
"16268",0,0,1,13,7,7,1951,4,0,40,0,1238,2,NA,125630,6,2,0,0,0,0,0,NA,0,0,12,10,49300,0,0,0,0,5,50,0,0,NA,1
"16285",1,0,1,14,2,11,1951,10,2205,41,65450,6395,1,1,142290,16,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,10,0,1,1,0
"16289",0,0,1,14,8,10,1937,NA,2325,54,76500,8194,0,0,82620,23,2,0,0,0,0,0,0,0,0,7,NA,NA,0,0,NA,0,2,21,0,1,1,0
"16293",0,0,1,17,11,8,1956,21,2844,36,129200,4459,4,1,285600,11,1,0,0,0,0,0,NA,0,0,16,NA,NA,0,0,0,0,6,NA,0,1,NA,1
"16294",0,0,1,13,4,11,1951,16,24,40,408,3625,1,1,104448,17,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,0,NA,1
"16303",1,0,1,12,4,10,1937,NA,1920,54,102000,295,0,1,109310,30,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"16327",1,1,0,12,12,0,1949,NA,1104,36,NA,8031,0,NA,40171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,27,0,1,NA,0
"16344",0,0,1,10,4,7,1932,NA,0,59,0,1318,0,0,8160,NA,5,0,0,8160,8160,0,0,0,0,8,NA,NA,0,0,NA,0,2,13,0,0,1,0
"16346",1,0,1,14,11,11,1966,22,2132,25,18132.19921875,6762,0,0,51850,7,2,0,0,0,0,0,0,0,0,13,17,13600,68000,0,0,0,2,22,0,1,1,0
"16378",0,0,1,16,2,10,1965,3,1623,27,35700,4959,0,1,95424.3984375,10,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,41,0,1,NA,1
"16388",0,0,1,17,8,13,1961,35,1960,31,44200,9736,1,1,91800,6,3,0,0,0,0,0,NA,0,0,12,17,61880,26520,0,0,0,3,35,0,1,NA,1
"16409",0,0,1,15,11,12,1960,22,516,29,45900,4237,1,1,102000,5,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,22,0,1,NA,1
"16437",0,0,1,11,4,11,1948,NA,1639,44,9010,6145,3,0,27737.19921875,17,4,0,0,13974,0,0,1920,2380,6300,NA,NA,NA,NA,NA,NA,0,4,2,0,1,1,0
"16452",0,0,1,13,10,13,1951,14,1960,40,42500,2391,0,1,566100,14,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,1,NA,1
"16484",1,0,1,14,7,10,1954,29,1470,37,68000,944,0,1,105400,12,1,0,0,0,0,0,0,0,0,12,14,30387.5,13260,0,0,0,1,29,0,1,1,0
"16499",0,0,1,17,10,12,1961,4,2528,29,48620,7373,5,NA,93585,11,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,27,0,1,NA,1
"16500",0,0,1,17,10,10,1931,NA,2040,59,68000,4656,0,1,136000,32,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"16552",0,0,1,10,12,6,1956,23,0,35,0,1282,1,NA,51217.6015625,15,4,0,0,14667.599609375,14667.599609375,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,23,0,0,NA,1
"16563",0,0,1,12,8,12,1935,NA,910,57,15300,5748,0,1,66300,22,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,0,NA,1
"16580",1,0,0,11,9,7,1962,4,1960,29,22100,5304,2,1,32640,NA,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,35,0,1,1,0
"16594",1,0,1,13,7,10,1948,NA,2260,43,17000,950,0,1,38080,18,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"16605",1,1,0,14,2,7,1948,NA,2300,44,102000,571,1,1,187000,19,1,0,0,0,0,0,0,0,0,NA,12,1594.59997558594,NA,NA,0,0,3,19,0,1,1,0
"16612",0,0,1,12,8,9,1960,13,0,31,0,177,2,1,61669.19921875,4,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,13,1,0,NA,1
"16632",0,1,0,12,1,11,1934,NA,1610,59,30984.19921875,2620,0,0,30984.19921875,34,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"16635",0,0,1,13,9,12,1938,NA,1645,53,59500,105,0,0,68000,10,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"16647",1,0,1,17,12,11,1951,34,1880,40,129098,118,2,1,255000,15,1,0,0,0,0,0,0,0,0,16,NA,NA,0,0,NA,0,2,21,0,1,1,0
"16649",1,0,1,11,9,8,1966,29,1620,25,NA,2320,0,0,129880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,11,54400,17000,0,0,0,1,29,0,1,NA,0
"16662",1,0,1,11,2,9,1967,37,1344,25,21250,1896,2,1,39919.3984375,4,2,0,4219.39990234375,7993.39990234375,0,0,2220,0,0,8,12,46240,0,0,0,0,1,37,0,1,1,0
"16676",1,0,1,11,8,10,1935,NA,1976,56,43215.69921875,651,0,1,72185.3984375,31,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,0,1,1,0
"16678",0,1,0,11,6,11,1950,NA,2000,42,10444.7998046875,9162,0,0,10444.7998046875,16,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"16679",1,0,1,17,6,11,1955,36,1806,36,51000,3480,2,1,73100,11,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,0,1,1,0
"16680",0,0,0,1,6,6,1939,NA,0,52,0,4191,0,1,88672,NA,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,0,NA,1
"16681",0,0,1,16,5,12,1961,13,202,30,6800,2637,2,1,78421,6,2,0,0,0,0,0,NA,0,0,NA,17,433498.3125,NA,NA,0,0,3,41,0,0,NA,1
"16711",0,0,1,12,5,11,1938,NA,0,53,0,315,0,1,86700,NA,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,35,0,0,NA,1
"16715",1,0,1,17,5,12,1947,NA,3320,45,53822,7140,2,1,204000,27,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,2,0,1,1,0
"16737",0,1,0,16,11,6,1966,42,2040,25,37400,9761,0,1,43350,6,2,0,0,0,0,0,NA,0,0,11,12,18484.099609375,26588,0,0,0,3,42,0,1,NA,1
"16807",1,0,1,17,9,13,1948,NA,1984,43,68000,4236,1,1,142332.5,18,2,0,1912.5,1912.5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"16809",0,0,1,12,2,12,1946,NA,1935,46,20400,3151,0,NA,90100,21,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,3,0,1,NA,1
"16816",1,1,0,15,9,8,1961,32,2290,30,24480,4683,2,1,34545.69921875,10,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,0,1,1,0
"16824",0,0,1,15,1,7,1960,41,1936,32,12240,2333,1,1,49640,10,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,41,0,1,NA,1
"16831",0,0,1,12,10,11,1932,NA,344,59,6630,2531,0,1,108766,12,3,0,1836,1836,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,9,0,1,NA,1
"16862",0,0,1,16,5,11,1951,31,NA,39,0,4902,0,NA,61200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,0,0,NA,0
"16863",1,0,1,14,6,8,1963,24,2952,28,42500,4184,2,1,76163.3984375,9,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,0,1,1,0
"16874",1,0,1,12,3,11,1957,31,1877,35,42500,143,0,1,74800,10,2,0,0,0,0,0,0,0,0,14,NA,NA,3400,0,NA,0,1,31,0,1,1,0
"16887",1,0,1,17,11,11,1940,NA,3290,51,390998.3125,3439,0,1,578255,18,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,1,0,1,1,0
"16893",0,0,1,12,4,6,1956,37,1088,36,9190.2001953125,4106,2,1,61296.8984375,9,2,0,4702.2001953125,4702.2001953125,0,0,NA,0,0,11,10,43622,30600,0,0,0,1,37,0,1,NA,1
"16921",0,0,1,17,11,10,1953,29,2757,38,110500,4849,2,NA,120870,12,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"16927",1,0,1,12,6,12,1944,NA,1950,48,84150,7856,0,0,97070,24,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,39,0,0,1,0
"16933",0,0,1,8,9,9,1937,NA,0,54,0,3896,0,NA,91120,3,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,5,0,0,NA,1
"16952",1,0,1,12,3,7,1963,13,3552,29,42500,6773,3,1,68503.203125,10,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
