"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","birthstate","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","hhdens","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_al","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","med15","occ","study","works","head","wife"
"58107",1,0,1,12,10,9,1913,NA,2380,60,58443,428,0,1,91166.25,40,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,31,0,1,1,0
"58133",1,1,0,12,NA,8,NA,NA,1560,27,36225,1368,1,1,55545,9,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,62,0,1,1,0
"58162",1,0,1,16,NA,12,NA,NA,2300,34,43470,686,0,0,55545,16,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,61,0,1,1,0
"58198",0,0,1,12,9,12,1931,NA,1040,42,14490,5115,4,1,104579.15625,7,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,43,NA,NA,NA,NA,NA,1
"58303",1,1,0,13,1,10,1947,NA,2030,27,33327,3754,1,1,44436,5,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,71,0,1,1,0
"58328",0,0,1,8,9,9,1927,NA,960,47,14490,1083,0,1,64239,10,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"58341",1,0,1,NA,NA,6,NA,NA,2080,31,NA,1156,0,NA,90654.2734375,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,0
"58354",1,0,1,16,7,12,1941,NA,2050,32,86940,1192,2,1,106733.34375,10,0.5,0,0,0,0,0,0,0,NA,12,74865,0,0,0,0,1,20,NA,56,0,1,1,0
"58373",0,0,1,12,3,9,1943,NA,1785,31,24150,57,1,1,57984.1484375,13,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"58415",0,0,1,12,1,6,1949,NA,0,25,0,4074,3,NA,57960,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"58423",1,0,1,12,12,8,1915,NA,2040,59,48396.6015625,2781,0,1,92475.1796875,40,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,NA,51,0,1,1,0
"58428",0,0,1,12,2,11,1946,NA,0,28,0,1719,2,NA,106260,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,NA,NA,NA,NA,NA,1
"58454",0,0,1,12,12,11,1937,NA,0,36,0,5114,2,1,135240,10,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,43,NA,NA,NA,NA,NA,1
"58458",0,0,1,11,4,8,1926,NA,0,49,0,3800,1,NA,40987.37890625,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,26,NA,NA,NA,NA,NA,1
"58463",1,0,1,17,4,11,1946,NA,3380,28,77280,264,1,1,78729,10,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,91,0,1,1,0
"58474",1,0,1,12,8,10,1936,NA,1752,37,67620,2502,3,1,73222.796875,17,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,32,0,1,1,0
"58482",0,0,1,14,8,12,1941,NA,0,32,0,3068,4,1,115920,4,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,NA,1
"58493",0,0,1,12,2,12,1935,NA,2000,39,26565,1505,2,1,114519.296875,10,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,NA,1
"58508",0,NA,NA,12,NA,9,NA,NA,645,49,11543.7001953125,563,0,NA,77956.203125,15,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,40,NA,NA,NA,NA,NA,1
"58542",0,0,1,6,11,6,1924,NA,2150,51,29670.689453125,4180,0,0,29670.689453125,18,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,NA,42,0,1,1,0
"58576",0,0,1,16,NA,9,NA,NA,1960,54,37674,3151,0,0,37674,34,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,1,40,0,1,1,0
"58579",1,0,1,16,7,13,1917,NA,1886,56,78729,1397,0,1,84621.6015625,35,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,44,0,1,1,0
"58598",1,1,0,15,3,9,1949,NA,2160,25,70035,815,1,1,113022,7,0.699999988079071,0,0,0,0,0,0,0,NA,12,91770,NA,NA,0,0,3,19,NA,62,0,1,1,0
"58606",1,0,1,9,8,8,1924,NA,2340,50,32216.099609375,3898,2,1,60819.359375,31,0.5,0,9621.3603515625,0,0,400,0,1592,NA,NA,NA,NA,NA,NA,0,2,14,NA,11,0,1,1,0
"58612",1,0,1,12,12,11,1947,NA,1760,26,55545,2823,1,1,59172.328125,8,0.400000005960464,2173.5,2173.5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,51,0,1,1,0
"58615",0,0,1,13,1,11,1942,NA,16,32,144.899993896484,564,2,1,117175.796875,5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,40,NA,NA,NA,NA,NA,1
"58625",0,0,1,12,11,7,1948,NA,2040,25,26082,235,1,1,78729,5,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"58647",0,0,1,12,4,12,1932,NA,0,42,0,4833,6,1,43711.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,NA,1
"58664",0,0,1,12,11,11,1936,NA,900,37,33810,1940,5,0,66581.546875,7,1.20000004768372,0,0,0,0,0,30187.5,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,61,0,1,1,0
"58710",1,1,0,15,4,8,1947,NA,1284,27,12075,1859,0,0,12075,9,NA,0,0,0,0,0,0,0,12,NA,NA,29946,0,NA,0,3,19,2,56,0,1,1,0
"58759",0,NA,NA,9,NA,9,NA,NA,1230,38,4926.60009765625,1560,3,NA,84297.9921875,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"58804",1,0,1,17,11,11,1947,NA,2928,27,44919,1850,1,1,47672.1015625,9,0.400000005960464,0,0,0,0,0,0,0,12,NA,NA,1400.69995117188,0,NA,0,1,28,NA,87,0,1,1,0
"58819",0,1,0,10,8,0,1932,NA,2000,40,14490,3036,2,1,53130,16,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,3,9,NA,NA,NA,NA,NA,1
"58845",0,0,1,17,1,12,1946,NA,1600,28,50715,3530,0,1,74135.671875,5,0.5,NA,NA,NA,NA,NA,NA,NA,16,NA,144900,0,0,0,0,4,2,NA,NA,NA,NA,NA,1
"58872",1,0,1,17,3,11,1948,NA,2992,26,24150,2230,0,0,46029.8984375,7,0.5,0,0,0,0,0,0,0,NA,16,78729,5651.10009765625,0,0,0,2,21,NA,32,0,1,1,0
"58924",1,0,1,8,4,10,1939,NA,2214,35,42021,3421,4,1,63876.75,17,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,44,0,1,1,0
"58929",0,0,1,8,12,8,1916,NA,1020,57,4830,4771,0,0,4830,10,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,83,0,1,1,0
"58975",1,NA,NA,NA,NA,13,NA,NA,720,42,NA,1900,0,NA,59070.8984375,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,0,NA
"59014",0,0,1,16,1,13,1947,NA,210,27,6279,1205,1,1,89355,7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,9,53130,0,0,0,0,2,21,NA,NA,NA,NA,NA,1
"59019",1,0,1,8,1,12,1924,NA,2353,50,57960,3540,0,1,67620,32,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,61,0,1,1,0
"59020",0,0,1,12,3,9,1946,NA,0,27,0,2834,1,1,58926,4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,NA,1
"59034",0,0,1,12,2,8,1940,NA,2000,34,NA,143,0,NA,127270.5,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,53245.921875,0,0,0,0,3,3,NA,NA,NA,NA,NA,0
"59042",1,0,1,13,1,7,1948,NA,1395,26,36886.7109375,1075,2,1,71967,8,1,0,0,0,0,0,3622.5,0,NA,NA,NA,0,0,0,0,4,36,4,31,0,1,1,0
"59048",0,0,1,17,3,13,1927,NA,884,47,28980,5421,1,NA,166456.296875,9,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"59056",1,0,1,12,4,12,1930,NA,1982,43,61341,965,1,1,105656.25,25,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,92,0,1,1,0
"59176",0,0,1,12,2,11,1918,NA,1760,56,57477,28,0,0,67137,37,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,2,22,NA,56,0,1,1,0
"59198",1,0,1,12,6,10,1928,NA,3100,46,81144,5156,0,1,131376,29,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,NA,44,0,1,1,0
"59209",0,0,1,8,9,11,1919,NA,0,54,0,2697,0,1,79212,21,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,31,NA,NA,NA,NA,NA,1
"59225",0,NA,NA,12,9,6,1920,NA,2128,54,28980,3160,0,NA,67620,36,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,NA,1
"59258",1,0,1,12,7,12,1931,NA,1735,43,60375,3093,4,1,80453.3125,24,0.899999976158142,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,71,0,1,1,0
"59289",0,0,1,12,7,12,1931,NA,2000,42,26565,741,4,1,97566,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"59291",1,0,1,9,NA,6,NA,NA,1840,29,28980,3564,1,1,52164,11,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,NA,57,0,1,1,0
"59305",0,0,1,17,4,11,1946,NA,0,28,0,264,1,1,78729,8,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"59321",1,0,1,8,7,4,1913,NA,1984,60,26565,2404,0,1,38157,48,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,NA,57,0,1,1,0
"59342",0,1,0,9,8,7,1932,NA,480,41,3864,3637,5,0,20498.51953125,10,1,0,10838.51953125,0,0,0,0,2244,NA,NA,NA,NA,NA,NA,0,3,10,4,NA,0,0,1,0
"59417",1,0,1,14,1,9,1947,NA,1840,27,33810,1335,0,1,77280,7,0.699999988079071,0,0,0,0,0,0,0,12,10,39606,0,0,0,0,1,37,NA,55,0,1,1,0
"59445",1,1,0,12,12,8,1943,NA,2440,32,41441.3984375,4629,1,1,58394.69921875,14,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,26,NA,33,0,1,1,0
"59463",0,0,1,12,7,11,1945,NA,0,28,0,1081,2,1,63756,1,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"59468",1,0,1,13,4,9,1939,NA,2217,35,79695,22,2,1,79695,17,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,NA,61,0,1,1,0
"59479",1,0,1,8,NA,8,NA,NA,960,48,26323.5,429,0,0,26323.5,30,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,4,51,0,1,1,0
"59529",1,0,1,8,1,11,1926,NA,2128,48,57960,31,2,1,62253.87109375,30,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,NA,21,0,1,1,0
"59532",0,NA,NA,12,NA,12,NA,NA,0,39,0,5124,4,NA,112442.3984375,1,1.10000002384186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,NA,1
"59590",0,0,1,8,9,10,1919,NA,2119,54,18812.849609375,3016,0,0,18812.849609375,18,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,86,0,1,1,0
"59601",0,NA,NA,12,NA,10,NA,NA,0,26,0,1441,1,NA,53130,5,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"59652",0,1,0,NA,NA,6,NA,NA,0,52,0,3326,0,0,7534.7998046875,27,0.200000002980232,0,9157.6796875,0,7534.7998046875,336,0,0,NA,NA,NA,NA,NA,NA,0,2,34,3,NA,0,0,1,0
"59662",1,0,1,17,3,10,1949,NA,1720,25,28980,2268,0,0,31032.75,7,0.5,0,0,0,0,0,0,0,NA,16,86940,77280,0,0,0,1,6,NA,87,0,1,1,0
"59681",0,0,1,13,9,9,1942,NA,2500,31,70035,4884,0,0,70035,13,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,NA,83,0,1,1,0
"59695",0,0,1,16,5,11,1944,NA,0,29,0,368,2,1,82593,10,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"59708",0,0,1,12,1,7,1934,NA,0,39,0,2740,2,1,111090,10,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"59717",0,0,1,12,8,10,1921,NA,1700,52,14973,1882,0,0,14973,21,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,NA,61,0,1,1,0
"59723",0,0,1,12,12,13,1941,NA,1100,32,12075,439,3,1,98532,7,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"59741",0,0,1,17,4,10,1940,NA,1640,34,60375,3835,0,0,60375,12,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,NA,87,0,1,1,0
"59747",0,0,1,17,1,10,1935,NA,540,39,7245,5344,7,1,99015,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"59758",1,0,1,12,7,9,1947,NA,2100,27,49749,4451,3,1,58926,9,0.800000011920929,4347,4347,0,0,0,0,0,NA,NA,NA,14973,0,NA,0,2,48,NA,30,0,1,1,0
"59774",1,0,1,12,NA,9,NA,NA,880,52,NA,5371,2,NA,77135.1015625,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,0,0
"59806",0,0,1,12,6,12,1922,NA,0,52,0,2228,0,1,130410,22,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"59809",1,0,1,11,6,8,1928,NA,2000,44,33810,4192,2,1,33810,22,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,32,0,1,1,0
"59811",1,0,1,17,6,13,1942,NA,2160,31,96600,404,1,1,96648.296875,13,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,5,NA,31,0,1,1,0
"59819",0,0,1,12,9,11,1929,NA,1880,44,26565,1723,0,NA,102396,14,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"59825",0,0,1,12,9,9,1934,NA,0,39,0,4154,2,1,115920,6,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,39,NA,NA,NA,NA,NA,1
"59862",0,1,0,1,8,6,1911,NA,0,60,0,2524,0,1,38871.83984375,40,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"59896",1,0,1,12,12,10,1921,NA,2450,52,60375,3154,0,1,67620,34,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,NA,62,0,1,1,0
"59907",1,0,1,9,3,11,1942,NA,1976,32,50715,3343,3,1,50715,14,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,55,0,1,1,0
"59970",1,0,1,11,9,10,1937,NA,4360,36,98638.2578125,3543,3,1,103545.5390625,18,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,NA,85,0,1,1,0
"59991",0,1,0,9,12,5,1916,NA,0,52,0,3189,0,NA,51681,20,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"60010",0,NA,NA,14,NA,10,NA,NA,960,48,9177,5428,2,NA,44436,6,1.29999995231628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,NA,NA,NA,NA,NA,NA,1
"60031",1,0,1,9,9,12,1941,NA,1930,32,30549.75,3590,3,1,33810,14,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,NA,51,0,1,1,0
"60032",0,0,1,14,11,13,1930,NA,1280,43,33810,1091,2,1,104448.75,7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"60071",0,0,1,16,12,10,1937,NA,0,36,0,1099,3,1,111379.796875,6,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,22,NA,NA,NA,NA,NA,1
"60072",0,0,1,8,4,8,1922,NA,0,52,0,172,3,0,45682.140625,5,1.20000004768372,0,7718.33984375,7718.33984375,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,3,NA,0,0,1,0
"60080",1,0,1,12,1,8,1941,NA,3120,33,77280,5390,3,1,88533.8984375,15,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,55,0,1,1,0
"60091",1,0,1,16,NA,11,NA,NA,1960,30,26565,2927,0,0,26565,12,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,NA,87,0,1,1,0
"60094",0,1,0,12,7,9,1941,NA,2000,32,16132.2001953125,2634,0,NA,59191.6484375,14,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,NA,NA,1
"60102",1,0,1,12,11,9,1947,NA,2024,26,41055,5326,2,1,60375,8,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,23,NA,31,0,1,1,0
"60103",0,0,1,13,1,9,1938,NA,0,36,0,1121,3,1,51198,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,27,NA,NA,NA,NA,NA,1
"60125",1,1,0,9,9,3,1948,NA,1000,26,11954.25,1246,0,1,21338.939453125,7,0.699999988079071,0,6839.27978515625,0,5158.43994140625,348,0,0,NA,NA,NA,0,0,NA,0,3,17,NA,NA,0,0,1,0
"60170",0,NA,NA,12,7,10,1916,NA,577,57,9660,4355,0,NA,116412.65625,25,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"60221",0,0,1,12,1,10,1924,NA,2000,49,9660,312,0,NA,43470,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,NA,NA,NA,1
"60224",0,0,1,15,12,11,1946,NA,1500,27,12075,270,0,0,13282.5,9,0.300000011920929,0,434.700012207031,0,0,90,0,0,NA,NA,NA,NA,NA,NA,0,4,36,NA,NA,1,0,1,0
"60265",0,0,1,14,4,10,1930,NA,0,44,0,871,1,1,101430,10,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,NA,NA,NA,NA,NA,1
"60302",1,1,0,9,2,4,1948,NA,1680,27,14002.169921875,119,0,0,15934.169921875,8,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,17,NA,11,0,1,1,0
"60325",1,0,1,13,3,9,1947,NA,2252,26,39123,926,3,1,41055,9,1,0,0,0,0,0,1207.5,0,12,8,62307,13524,0,0,0,4,4,NA,51,0,1,1,0
"60337",0,0,1,12,NA,10,NA,NA,1813,59,16905,663,2,0,62307,8,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,61,0,1,1,0
"60353",1,0,1,9,1,9,1923,NA,1938,51,51198,1121,3,1,51198,32,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,27,NA,55,0,1,1,0
"60370",0,0,1,12,11,10,1945,NA,540,28,12558,427,3,1,88727.1015625,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"60380",0,0,1,12,11,8,1946,NA,1200,27,11253.900390625,5390,3,1,88533.8984375,3,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"60394",1,0,1,3,3,7,1915,NA,NA,59,NA,1524,0,NA,16228.7998046875,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,3,3,NA,NA,NA,NA,NA,0
"60406",0,0,1,10,12,13,1938,NA,0,35,0,1122,2,NA,73850.703125,5,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"60445",0,0,1,12,9,13,1912,NA,0,58,0,3043,0,0,48464.21875,40,0.100000001490116,28661.220703125,37838.21875,9177,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,2,NA,NA,0,0,1,0
"60455",0,0,1,12,9,9,1945,NA,0,28,0,22,2,1,79695,5,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,22,NA,NA,NA,NA,NA,1
"60467",0,0,1,12,6,10,1927,NA,1920,46,17388,4331,0,1,56704.19921875,18,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,NA,NA,NA,NA,NA,1
"60490",1,0,1,15,7,9,1947,NA,2070,26,28980,4864,0,0,29042.7890625,8,0.200000002980232,0,0,0,0,0,0,0,NA,8,38640,14490,0,0,0,4,4,NA,85,0,1,1,0
"60494",1,0,1,16,6,13,1940,NA,1960,34,120750,1016,3,1,156975,13,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,31,0,1,1,0
"60497",1,0,1,12,2,11,1919,NA,2120,55,115920,1403,0,1,205275,30,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,32,0,1,1,0
"60498",1,0,0,11,7,12,1938,NA,NA,36,NA,1779,0,0,70035,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,3,17,NA,NA,NA,NA,NA,0
"60529",0,0,1,16,11,13,1941,NA,0,32,0,4692,2,1,270963,3,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,NA,1
"60530",1,0,1,16,5,12,1938,NA,2160,35,101430,308,2,1,101430,17,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,91,0,1,1,0
"60539",1,0,1,7,NA,9,NA,NA,2600,30,53130,178,2,1,86940,12,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,62,0,1,1,0
"60542",0,0,1,12,2,10,1939,NA,0,35,0,348,4,1,94185,4,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"60555",1,0,1,6,NA,3,NA,NA,2060,58,28980,653,0,0,28980,40,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,30,0,1,1,0
"60578",0,0,1,13,6,11,1937,NA,0,37,0,1775,5,1,106984.5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,NA,NA,NA,NA,NA,1
"60581",1,0,1,NA,NA,9,NA,NA,2056,28,39606,5117,3,1,76410.6015625,10,0.600000023841858,0,0,0,0,0,7245,0,NA,NA,NA,NA,NA,NA,0,4,43,NA,92,0,1,1,0
"60599",0,0,1,12,1,11,1947,NA,0,27,0,713,2,1,57477,5,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,NA,NA,NA,1
"60600",1,0,1,12,3,13,1914,NA,1073,60,40750.7109375,1528,0,1,127222.203125,40,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,1,NA,NA,0,0,1,0
"60601",1,0,1,12,3,9,1933,NA,2250,41,60858,3831,4,1,61630.80078125,23,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,NA,31,0,1,1,0
"60641",0,0,1,12,11,12,1945,NA,270,28,5796,2928,2,1,74865,3,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,NA,NA,NA,1
"60675",0,0,1,12,11,13,1939,NA,0,34,0,210,4,1,101430,4,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"60692",1,0,1,16,NA,7,NA,NA,2195,27,72450,409,1,1,115920,8,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,87,0,1,1,0
"60700",0,0,1,12,10,9,1933,NA,2304,40,62790,3697,1,0,69281.5234375,19,0.400000005960464,0,0,0,0,0,7245,0,NA,NA,NA,NA,NA,NA,0,4,43,NA,56,0,1,1,0
