"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","birthstate","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","health","inc_wcomp","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_ch","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","study","works","head","wife"
"15819",1,0,1,17,12,13,1945,NA,2164,43,56659.19921875,5250,2,1,100224,19,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,0,1,1,0
"15825",1,0,1,17,4,13,1936,NA,2420,53,153600,6997,0,1,302016,31,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"15839",1,0,1,12,1,10,1952,14,1704,37,16035.83984375,2542,2,1,66048,15,2,0,4608,4608,0,0,0,0,0,12,NA,NA,0,0,NA,0,2,14,0,1,1,0
"15844",0,0,1,17,3,9,1962,21,2025,27,44160,2994,0,0,44400,8,2,0,0,0,0,0,0,0,0,12,12,12270.7197265625,0,0,0,0,2,21,0,1,1,0
"15848",1,0,1,12,11,13,1936,NA,1990,52,94080,4597,1,1,95232,30,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"15849",0,0,1,11,12,7,1953,41,754,35,153.600006103516,3945,1,NA,38398.078125,15,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,41,0,0,NA,1
"15856",1,0,1,16,5,13,1947,NA,1904,41,39536.640625,5946,0,1,62513.28125,15,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"15873",0,0,1,16,7,9,1963,39,2310,25,44160,6067,0,1,127104,6,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,39,0,1,NA,1
"15878",0,1,0,9,9,10,1956,17,0,32,0,432,2,0,11312.6396484375,NA,3,0,0,5944.31982421875,0,0,1620,0,1476,NA,NA,NA,NA,NA,NA,0,3,17,0,0,1,0
"15879",1,0,0,14,11,7,1951,35,3120,37,84864,5148,1,1,84960,16,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,35,0,1,1,0
"15897",1,0,0,16,1,11,1937,NA,2790,52,80640,1443,0,1,180480,30,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"15931",1,0,1,9,8,6,1948,NA,2352,40,65280,3243,1,1,74976,19,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"15966",0,0,1,12,10,8,1938,NA,1880,50,78720,5038,0,1,144576,25,4,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,9,0,1,NA,1
"15991",1,0,1,17,3,11,1955,36,2268,34,46080,4116,0,0,46080,10,2,0,0,0,0,0,0,0,0,16,17,115200,28800,0,0,0,3,8,0,1,1,0
"15994",1,0,0,16,9,10,1944,NA,3060,44,163200,3768,2,1,163584,18,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"16046",0,0,1,14,6,12,1946,NA,1976,42,57600,2967,0,1,79403.5234375,16,2,0,0,0,0,0,NA,0,0,8,NA,NA,0,0,NA,0,3,42,0,1,NA,1
"16061",1,0,1,17,7,11,1934,NA,1090,54,24000,1830,0,0,24192,33,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,0,1,0
"16084",1,0,1,12,3,7,1946,NA,4100,42,87744,3981,1,1,373344,22,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,0,1,1,0
"16086",1,0,1,12,7,11,1936,NA,2450,52,54720,5830,0,1,74880,30,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,0,1,1,0
"16112",0,0,1,13,10,12,1960,13,2000,28,38438.3984375,5813,1,NA,87672.9609375,3,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,9,0,1,NA,1
"16124",0,0,1,12,3,8,1936,NA,0,53,0,4234,1,NA,46080,31,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,36,0,0,NA,1
"16188",0,0,1,12,4,9,1962,14,0,26,0,2659,1,NA,171456,5,1,0,0,0,0,0,NA,0,0,14,14,153600,0,0,0,0,3,42,0,1,NA,1
"16196",1,0,1,17,3,11,1929,NA,2388,60,75264,4602,0,1,200832,38,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"16232",1,0,1,13,7,11,1935,NA,3120,53,26995.19921875,1294,1,1,57600,31,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,0,1,1,0
"16237",0,0,1,12,7,9,1961,21,1920,27,18240,5576,1,NA,41433.6015625,5,1,0,0,0,0,0,NA,0,0,NA,6,11520,NA,NA,0,0,3,41,0,1,NA,1
"16241",0,1,0,12,4,10,1951,13,1752,38,19785.599609375,5955,1,0,49622.3984375,10,2,0,0,0,0,0,0,0,0,10,12,32640,0,0,0,0,2,13,0,0,1,0
"16246",1,0,1,15,2,10,1958,21,NA,31,NA,7094,0,NA,110208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,1,1,0,0
"16252",0,0,1,11,8,11,1952,14,624,37,4439.0400390625,5183,3,1,67200,5,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,26,0,1,NA,1
"16268",0,0,1,13,7,7,1951,4,0,37,0,6476,2,NA,90796.796875,6,2,0,0,0,0,0,NA,0,0,12,10,64128,0,0,0,0,5,50,0,0,NA,1
"16285",1,0,1,14,2,11,1951,10,2470,38,62400,1651,1,1,138624,16,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,10,0,1,1,0
"16289",0,0,1,14,8,10,1937,NA,2541,51,104870.3984375,2908,0,0,106464,23,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"16293",0,0,1,17,11,8,1956,21,3710,33,48000,1022,4,1,94848,11,2,0,0,0,0,0,NA,0,0,15,17,0,0,0,0,0,3,41,0,1,NA,1
"16294",0,0,1,13,4,11,1951,16,9,38,460.799987792969,5664,1,1,104140.796875,17,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,1,NA,1
"16303",1,0,1,12,4,10,1937,NA,1920,51,99840,291,0,1,106368,30,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"16344",0,0,1,10,4,7,1932,NA,NA,56,0,1577,0,0,19353.599609375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,0,0,NA,0,2,13,0,0,NA,0
"16388",0,0,1,17,8,13,1961,35,2016,27,41293.44140625,3517,1,1,72222.71875,6,3,0,0,0,0,0,NA,0,0,12,17,51840,28800,0,0,0,3,35,0,1,NA,1
"16409",0,0,1,15,11,12,1960,22,980,26,42240,5646,0,1,51840,5,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,41,0,1,NA,1
"16435",1,1,0,15,7,7,1961,10,2174,27,50880,6356,2,1,53760,5,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,15,0,1,1,0
"16437",0,0,1,11,4,11,1948,NA,2061,41,28800,4294,2,0,33408,17,4,0,960,960,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,2,0,1,1,0
"16452",0,0,1,13,10,13,1951,14,2450,37,38400,6488,0,1,464194.5625,14,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,1,NA,1
"16484",1,0,1,14,7,10,1954,29,1701,34,66240,1431,0,1,97150.078125,12,1,0,0,0,0,0,0,0,0,12,14,35802.23828125,17088,0,0,0,1,29,0,1,1,0
"16500",0,0,1,17,10,10,1931,NA,1568,57,48000,6770,0,1,146688,32,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"16552",0,0,1,10,12,6,1956,23,1290,32,11520,3042,1,NA,51840,15,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,23,0,0,NA,1
"16563",0,0,1,12,8,12,1935,NA,1146,53,24960,311,0,1,65472,22,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"16580",1,0,0,11,9,7,1962,4,1384,26,11520,5940,1,1,29688.9609375,NA,3,0,6514.56005859375,6514.56005859375,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,35,0,1,1,0
"16594",1,0,1,13,7,10,1948,NA,1884,40,31680,853,0,1,77760,18,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,0,1,0
"16605",1,1,0,14,2,7,1948,NA,2244,41,84480,4124,2,1,149760,19,1,0,0,0,0,0,0,0,0,NA,12,4800,NA,NA,0,0,3,19,0,1,1,0
"16612",0,0,1,12,8,9,1960,13,1526,28,36480,194,2,1,51648,4,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,1,NA,1
"16632",0,1,0,12,1,11,1934,NA,1669,56,30956.16015625,5435,0,0,30956.16015625,34,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"16635",0,0,1,13,9,12,1938,NA,1645,50,54720,6435,0,0,54720,10,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"16647",1,0,1,17,12,11,1951,34,2070,37,104707.203125,1693,2,1,215040,15,1,0,0,0,0,0,0,0,0,16,NA,NA,0,0,0,0,2,21,0,1,1,0
"16649",1,0,1,11,9,8,1966,29,1820,25,NA,6581,0,0,106448.640625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,11,9600,27648,0,0,0,1,29,0,1,NA,0
"16676",1,0,1,11,8,10,1935,NA,2107,53,47454.71875,2574,0,1,52805.76171875,31,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,0,1,1,0
"16678",0,1,0,11,6,11,1950,NA,2180,38,20928,3011,0,0,20928,16,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"16679",1,0,1,17,6,11,1955,36,1266,33,42240,3709,2,1,81600,11,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,0,1,1,0
"16680",0,0,0,1,6,6,1939,NA,0,49,0,898,0,1,93120,NA,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,0,NA,1
"16681",0,0,1,16,5,12,1961,13,1870,27,26880,3310,1,1,86400,6,1,0,0,0,0,0,NA,0,0,NA,17,92160,NA,NA,0,0,3,41,0,1,NA,1
"16711",0,0,1,12,5,11,1938,NA,0,50,0,4108,1,1,57600,NA,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,35,0,0,NA,1
"16715",1,0,1,17,5,12,1947,NA,2080,43,NA,7011,2,1,185232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,2,0,1,0,0
"16751",1,0,1,17,8,13,1929,NA,1960,59,34848,741,0,1,44006.3984375,37,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,5,0,1,1,0
"16807",1,0,1,17,9,13,1948,NA,2086,40,80640,4666,1,1,132864,18,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"16809",0,0,1,12,2,12,1946,NA,1767,43,23040,614,0,NA,101760,21,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,3,0,1,NA,1
"16816",1,1,0,15,9,8,1961,32,1952,27,23040,3212,1,1,27571.19921875,7,1,691.200012207031,0,691.200012207031,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,0,1,1,0
"16824",0,0,1,15,1,7,1960,41,1814,29,34863.359375,6721,1,NA,62895.359375,10,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,41,0,0,NA,1
"16831",0,0,1,12,10,11,1932,NA,442,56,11520,5024,0,1,193920,12,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,9,0,1,NA,1
"16853",1,1,0,9,5,7,1955,19,832,33,11520,3293,2,1,27486.720703125,5,1,0,0,960,0,0,500,0,0,NA,NA,NA,NA,NA,NA,0,3,19,0,1,1,0
"16862",0,0,1,16,5,11,1951,31,1610,38,82560,6570,0,NA,136320,16,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"16874",1,0,1,12,3,11,1957,31,1992,32,47808,4633,0,1,78981.1171875,10,1,0,184.320007324219,184.320007324219,0,0,0,0,0,14,NA,NA,12172.7998046875,0,NA,0,1,31,0,1,1,0
"16887",1,0,1,17,11,11,1940,NA,2640,48,288000,4762,2,1,304416,18,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,1,0,1,1,0
"16893",0,0,1,12,4,6,1956,37,1752,33,15123.83984375,4697,2,1,62726.3984375,9,2,0,979.200012207031,979.200012207031,0,0,NA,0,0,11,10,42230.3984375,3444.47998046875,0,0,0,1,37,0,1,NA,1
"16921",0,0,1,17,11,10,1953,29,2245,35,115200,836,2,NA,117120,12,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"16927",1,0,1,12,6,12,1944,NA,2600,44,86400,62,0,0,88051.203125,24,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,0,1,1,0
"16933",0,0,1,8,9,9,1937,NA,0,51,0,2330,0,NA,102297.6015625,3,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,5,0,0,NA,1
"16954",1,0,1,12,5,9,1930,NA,0,58,0,697,0,1,53760,39,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,0,0,1,0
"16993",1,0,1,12,8,10,1950,NA,2750,38,63936,6595,2,1,128160,17,1,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,3,10,0,1,1,0
"17017",0,0,1,12,3,10,1943,NA,1900,46,34560,5198,1,1,144384,14,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,29,0,1,NA,1
"17029",0,0,1,15,1,11,1956,4,260,33,14400,133,3,1,105984,6,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"17033",1,0,1,12,3,10,1943,NA,2600,46,49920,5198,1,1,144384,24,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,0,1,1,0
"17049",1,0,1,16,6,12,1946,NA,260,42,3840,1182,2,1,21177.599609375,18,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,1,0,1,0
"17064",1,0,1,16,8,10,1955,3,2703,33,96860.15625,2002,2,1,191443.203125,11,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,0,1,1,0
"17067",0,0,1,16,11,9,1960,21,1510,28,43200,859,3,NA,87417.6015625,5,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,NA,1
"17079",0,0,1,12,6,NA,1962,9,2134,26,32640,5296,2,0,36480,9,2,0,0,771.840026855469,0,0,402,3840,0,NA,NA,NA,NA,NA,NA,0,3,9,0,0,1,0
"17090",1,0,1,9,7,10,1929,NA,1520,59,35520,2737,0,0,55612.80078125,37,2,6844.7998046875,0,6844.7998046875,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"17094",0,0,1,16,1,11,1942,NA,278,47,2321.28002929688,680,1,0,15703.6796875,20,3,0,0,0,0,0,0,8448,0,NA,NA,NA,NA,NA,NA,0,2,12,1,0,1,0
"17095",0,0,1,10,4,10,1937,NA,0,52,0,3023,0,1,46310.3984375,6,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,0,NA,1
"17117",1,1,0,13,8,3,1963,17,2219,25,12380.16015625,6480,0,0,12380.16015625,3,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,0,1,0
"17120",1,0,1,14,7,12,1944,NA,714,44,8256,2967,0,1,79403.5234375,22,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"17122",1,0,1,13,2,13,1962,43,1976,27,31948.80078125,2622,0,0,31948.80078125,5,3,0,0,0,0,0,0,0,0,17,17,157440,0,0,0,0,4,43,0,1,1,0
"17153",1,0,1,12,10,9,1963,32,2236,25,55680,361,0,1,79680,3,1,0,0,0,0,0,0,0,0,12,8,46080,24960,0,0,0,3,32,0,1,1,0
"17154",1,0,1,17,3,12,1948,NA,2550,41,28049.279296875,6861,0,1,96000,15,4,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"17167",1,0,1,16,2,11,1947,NA,3742,42,105600,925,2,1,168057.59375,20,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"17170",0,0,1,16,6,12,1949,NA,2395,39,26515.19921875,5179,2,0,53683.19921875,10,2,0,0,0,0,0,0,18777.599609375,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"17181",1,0,1,14,8,10,1940,NA,575,48,26880,1316,1,1,327264,26,3,0,8640,8640,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,6,0,1,1,0
"17185",0,0,1,16,12,13,1952,34,45,36,15360,6491,2,1,201600,13,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,0,NA,1
"17186",1,1,0,16,4,10,1953,9,2246,36,67474.5625,4082,3,1,110016,14,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
"17203",1,0,1,16,1,11,1944,NA,1944,45,79088.640625,5106,3,1,82732.796875,23,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,0,1,1,0
"17207",0,0,1,16,1,9,1955,2,150,34,23040,7055,2,1,240960,12,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,2,0,0,NA,1
"17208",0,1,0,12,9,0,1951,10,1922,37,28800,6357,2,1,69120,12,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,10,0,1,NA,1
"17222",1,0,1,16,9,10,1963,20,2750,25,80640,1998,0,1,122880,7,1,0,0,0,0,0,0,0,0,12,12,73104,0,0,0,0,1,20,0,1,1,0
"17237",1,0,1,16,10,10,1962,37,2500,26,101760,4630,0,1,166080,4,2,0,0,0,0,0,0,0,0,12,NA,NA,17558.400390625,0,NA,0,1,37,0,1,1,0
"17238",0,NA,NA,12,7,10,1938,NA,520,50,0,4090,1,NA,99594.2421875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,0,0,NA,0
"17274",0,0,1,12,7,10,1955,21,1721,33,22848,851,3,NA,83136,14,4,0,0,0,0,0,NA,9984,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,NA,1
"17292",1,0,1,12,4,10,1947,NA,2300,42,46080,3791,1,1,46848,20,3,0,0,0,0,0,0,0,0,9,12,0,3456,0,0,0,1,37,0,1,1,0
"17305",1,0,1,12,6,10,1963,14,2200,25,53760,3323,0,1,76800,3,1,0,0,0,0,0,0,0,0,12,12,65280,30720,0,0,0,2,14,0,1,1,0
"17314",1,0,1,16,4,9,1963,22,1960,25,48960,49,0,1,98064,7,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,1,1,0
"17341",1,NA,NA,12,6,11,1959,36,NA,30,0,2495,1,NA,18046.080078125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,1,0,NA,0
"17348",1,1,0,12,12,10,1936,NA,2115,52,155520,2403,2,1,197184,30,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"17370",0,0,1,12,10,10,1953,37,0,35,0,3220,4,1,39970.55859375,6,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,0,NA,1
"17372",1,0,1,11,9,8,1944,NA,696,44,9600,6581,0,1,106448.640625,22,1,0,14966.400390625,14966.400390625,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,0,1,1,0
"17377",0,0,1,10,6,7,1953,13,2093,35,24960,2348,2,1,79132.796875,3,3,412.799987792969,0,412.799987792969,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,41,0,1,NA,1
"17378",0,0,1,11,8,10,1942,NA,1428,46,19200,5173,0,0,48576,16,3,0,0,0,0,0,0,0,0,NA,10,0,NA,NA,0,0,3,45,0,1,1,0
"17388",0,0,1,14,5,11,1951,34,1926,37,43200,2722,2,1,130368,15,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,2,0,1,NA,1
"17404",1,0,1,14,7,12,1947,NA,2596,41,105600,2130,3,1,109440,19,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,10,0,1,1,0
"17407",0,0,1,17,1,8,1958,31,1785,31,48000,6463,2,1,105600,7,2,0,0,0,0,0,NA,0,0,12,16,0,0,0,0,0,1,31,0,1,NA,1
"17409",1,0,1,14,9,12,1947,NA,2432,41,67584,4223,1,1,71458.5625,17,1,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,3,16,0,1,1,0
"17412",0,0,1,14,2,9,1964,21,2980,25,32323.19921875,1354,0,1,56087.0390625,NA,2,0,0,0,0,0,NA,0,0,12,NA,NA,45889.921875,0,NA,0,2,21,0,1,NA,1
"17431",1,0,1,17,9,10,1961,42,2160,27,64320,4905,3,1,64320,5,1,0,0,0,0,0,0,0,0,17,15,31737.599609375,53760,0,0,0,3,42,0,1,1,0
"17433",0,0,1,12,6,8,1959,37,210,29,528,5859,1,0,8945.2802734375,1,4,0,0,8181.1201171875,0,0,902,48,3359,9,10,33327.359375,0,0,0,0,1,37,0,0,1,0
"17457",1,0,1,14,10,10,1940,NA,2750,48,63360,1703,0,1,110574.71875,26,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"17461",1,0,1,17,7,11,1951,24,2208,38,125760,4578,2,1,169536,12,1,0,0,0,0,0,0,0,0,16,17,0,0,0,0,0,3,9,0,1,1,0
"17470",0,0,1,14,8,12,1950,NA,336,38,9408,5193,3,1,83558.3984375,7,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,1,NA,1
"17477",0,0,1,16,5,10,1951,6,0,37,0,4746,3,1,1022400,15,2,0,0,0,0,0,NA,0,0,17,16,15360,0,0,0,0,3,19,0,0,NA,1
"17506",0,0,1,12,8,10,1958,12,1850,30,3840,935,3,1,92160,5,2,0,0,0,0,0,NA,0,0,12,12,68376.9609375,14400,0,0,0,2,48,0,1,NA,1
"17510",1,0,1,12,11,8,1960,37,2104,28,24960,2544,0,1,36480,9,4,0,0,0,0,0,0,0,0,11,NA,NA,0,0,NA,0,1,37,0,1,1,0
"17515",0,1,0,7,5,7,1951,1,2000,37,NA,2075,0,NA,28047.359375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,0,0,NA,0,3,1,0,1,NA,0
"17516",0,0,1,16,7,10,1951,23,1585,37,40320,5945,1,1,93177.6015625,12,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,23,0,1,NA,1
"17517",0,0,1,13,1,10,1955,14,2100,34,36288,1867,0,0,36288,11,1,0,0,0,0,0,0,0,0,9,NA,NA,0,0,NA,0,2,14,0,1,1,0
"17521",1,1,0,12,7,7,1958,3,2001,30,40128,4806,0,0,40512,8,2,0,0,0,0,0,0,0,0,10,11,0,5184,0,0,0,3,3,0,1,1,0
"17524",1,1,0,16,6,9,1956,32,1354,32,47040,3132,0,1,77944.3203125,10,2,0,6712.31982421875,6712.31982421875,0,0,0,0,0,11,7,0,3840,0,0,0,2,22,0,1,1,0
"17541",0,0,1,12,11,8,1960,24,1530,28,13440,4119,2,1,130118.3984375,10,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,14,0,0,NA,1
"17581",0,0,1,17,7,11,1951,4,2400,37,72960,2440,2,0,96000,10,2,0,0,0,0,0,0,0,0,15,16,28800,0,0,0,0,4,4,0,1,1,0
"17586",0,1,0,12,8,8,1960,13,0,28,0,4020,4,0,9331.2001953125,2,3,0,0,15459.83984375,0,0,3192,0,4860,11,NA,NA,12140.16015625,0,NA,0,2,13,0,0,1,0
"17591",0,0,1,17,11,11,1955,20,0,33,0,3888,2,1,337996.8125,9,1,0,0,0,0,0,NA,0,0,12,12,0,0,0,0,0,1,20,0,0,NA,1
"17606",1,0,1,11,8,11,1934,NA,2010,54,30155.51953125,2147,0,1,30155.51953125,29,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"17625",1,0,1,12,8,12,1958,34,2000,30,73920,1663,2,1,76608,8,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"17629",0,0,1,16,3,11,1951,34,0,38,0,1693,2,1,215040,11,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,0,NA,1
"17633",0,0,1,16,5,7,1958,37,2040,31,44160,6459,0,1,139584,8,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"17669",0,0,1,12,3,9,1956,42,1840,33,14592,4906,2,1,66816,5,1,0,0,0,0,0,NA,0,0,10,11,43526.3984375,0,0,0,0,3,42,0,1,NA,1
"17699",1,0,1,15,10,12,1957,21,1040,31,NA,4557,0,0,170077.4375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,0,0,0,0,0,2,21,0,1,NA,0
"17701",1,1,0,12,6,7,1956,13,0,32,0,2006,1,1,58416,1,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,0,1,0
"17712",1,1,0,12,12,7,1963,4,528,25,NA,3664,1,1,69795.84375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,44160,0,NA,0,4,4,0,1,NA,0
"17716",0,0,1,12,6,10,1946,NA,2009,43,44160,4056,0,1,174720,13,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"17729",1,0,1,15,11,13,1945,NA,1944,43,16266.240234375,5628,1,1,28800,21,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,0,1,1,0
"17755",1,0,1,12,9,12,1945,NA,865,43,5652.47998046875,5758,0,0,5652.47998046875,18,2,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,2,13,0,1,1,0
"17778",0,0,1,12,4,12,1939,NA,0,49,0,2065,0,1,120829.4375,2,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,0,NA,1
