"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","health","height","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","study","works","head","wife"
"40194",1,0,1,12,10,12,1963,NA,33,NA,5048,0,0,82792.6796875,NA,NA,NA,16,NA,NA,0,0,NA,0,3,45,0,1,NA,0
"40201",1,0,1,14,1,10,1939,2500,58,0,2888,0,1,268473.46875,28,3,75,NA,NA,NA,NA,NA,NA,0,3,39,0,1,1,0
"40204",1,0,1,12,5,NA,1955,NA,41,NA,5830,0,0,6933.7998046875,NA,NA,NA,12,3,0,569.799987792969,0,0,0,1,20,0,1,NA,0
"40213",1,0,1,17,7,12,1946,1920,50,65120,2189,0,1,129500,20,2,72,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"40217",0,0,1,12,1,8,1954,1880,43,21608,4203,0,0,21608,10,2,67,12,9,0,0,0,0,0,3,10,0,1,1,0
"40262",1,0,1,12,7,12,1949,2370,47,90280,3156,0,1,158721.125,24,3,72,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"40268",0,0,1,16,12,9,1946,1520,50,91760,352,0,0,102120,20,2,72,12,NA,NA,0,0,NA,0,3,9,0,1,1,0
"40295",0,0,1,13,5,11,1968,173,28,2012.80004882812,2657,2,1,65652.796875,2,1,69,NA,12,1332,NA,NA,0,0,2,21,0,1,NA,1
"40310",1,0,1,12,5,NA,1945,2030,51,29600,4417,0,1,77848,30,2,70,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"40312",0,1,0,13,5,7,1960,1743,37,44400,5726,3,0,54168,15,2,68,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"40314",1,0,1,12,7,10,1967,NA,29,NA,1376,0,NA,114512.0390625,NA,NA,NA,7,7,38835.19921875,13468,0,0,0,3,45,0,1,NA,0
"40315",1,0,1,12,10,10,1942,2250,54,56832,2986,2,1,63040.6015625,32,3,68,NA,NA,NA,NA,NA,NA,0,3,19,0,1,1,0
"40336",1,0,1,12,7,10,1963,2067,33,37000,2385,2,1,66748,7,2,75,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"40341",0,0,1,16,8,11,1949,1620,47,24889.16015625,782,0,1,129406.7578125,17,1,64,11,NA,NA,0,0,NA,0,4,4,0,1,NA,1
"40345",1,0,1,14,11,11,1954,1898,42,22644,4826,2,1,39484.921875,12,2,71,12,12,0,0,0,0,0,2,40,0,1,1,0
"40357",0,0,1,16,2,10,1945,2550,52,70341.4375,327,0,0,79221.4375,20,3,63,NA,NA,NA,NA,NA,NA,0,3,19,0,1,1,0
"40373",1,0,1,14,9,12,1953,1757,43,23680,1349,0,0,24005.599609375,14,3,65,13,16,3404,14626.83984375,0,0,0,3,16,0,1,1,0
"40375",1,0,1,17,4,11,1947,2347,49,72520,2295,0,0,74740,20,2,69,NA,12,0,NA,NA,0,0,2,22,0,1,1,0
"40376",1,0,1,17,8,11,1945,2260,51,57720,3933,0,0,58312,21,3,72,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"40385",1,0,1,12,3,12,1966,0,32,0,6092,2,NA,72964,NA,NA,67,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"40388",0,1,0,13,12,7,1962,1859,34,19980,2782,1,0,23709.599609375,14,4,66,10,11,15392,0,0,0,0,3,41,0,1,1,0
"40394",1,0,1,12,12,9,NA,NA,46,NA,5691,0,NA,16280,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,0,1,0,0
"40410",0,0,1,12,6,9,1969,NA,27,NA,3413,0,0,69207.7578125,NA,NA,NA,12,10,42920,12284,0,0,0,1,37,0,1,NA,0
"40418",1,0,1,12,7,8,1959,0,38,0,6274,0,1,24721.919921875,3,5,76,NA,NA,NA,NA,NA,NA,0,4,4,0,0,1,0
"40419",1,0,1,16,4,9,1972,1530,25,14800,5622,0,0,14800,3,3,75,13,8,0,14475.8798828125,0,1,0,2,26,0,0,1,0
"40426",1,0,1,12,4,8,1961,NA,35,NA,1368,0,0,35483,NA,NA,NA,8,9,0,0,0,0,0,2,22,0,1,NA,0
"40427",1,0,1,12,2,8,1961,2241,36,74000,1007,3,1,116476,15,3,76,NA,NA,NA,NA,NA,NA,0,2,12,0,1,1,0
"40481",1,0,1,12,4,13,1970,1755,27,39807.55859375,5553,1,1,42481.921875,9,4,69,15,14,0,49284,0,0,0,4,46,0,1,1,0
"40486",1,0,1,9,8,5,1957,0,39,0,339,0,1,13639.6796875,5,5,66,NA,NA,NA,NA,NA,NA,0,3,41,0,0,1,0
"40488",0,0,1,11,5,7,1940,160,56,2220,2777,0,NA,16072.7998046875,35,2,NA,NA,NA,NA,NA,NA,NA,0,2,13,0,1,NA,1
"40489",0,0,1,16,2,13,1959,1482,38,148000,4862,2,1,276760,5,2,72,16,16,0,0,0,0,0,3,32,0,0,NA,1
"40494",0,0,1,17,8,10,1966,936,30,2960,1421,0,1,44903.19921875,11,2,66,12,14,66600,23680,0,0,0,1,37,0,1,NA,1
"40511",0,0,1,16,7,11,1960,1813,36,39960,1210,2,1,112480,3,2,68,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"40515",1,0,1,16,10,11,1964,3036,32,56240,3249,0,1,109594,10,2,74,NA,NA,NA,NA,NA,NA,0,2,26,0,1,1,0
"40526",0,0,1,17,4,11,1956,2550,41,47360,6161,0,0,48026,22,1,66,17,17,0,0,0,0,0,4,36,0,1,1,0
"40546",0,0,1,12,6,12,1957,130,39,4440,4864,2,1,112391.203125,9,2,71,NA,12,0,NA,NA,0,0,4,4,0,1,NA,1
"40555",0,0,1,12,10,10,1946,1960,50,25160,1123,0,NA,84952,30,3,68,NA,NA,NA,NA,NA,NA,0,2,14,0,1,NA,1
"40566",1,1,0,15,3,11,1961,2296,36,38480,3945,0,0,38524.3984375,10,2,74,14,10,0,0,0,0,0,3,45,0,1,1,0
"40584",1,0,1,12,4,11,1949,2500,47,31080,3470,0,1,59348,18,3,72,12,NA,NA,0,0,NA,0,2,14,0,1,1,0
"40585",0,0,1,16,4,11,1958,50,38,1480,1727,3,1,43364,6,3,64,NA,NA,NA,NA,NA,NA,0,2,48,1,0,NA,1
"40591",0,0,1,13,5,11,1949,250,48,9620,5470,0,1,115016.71875,NA,3,NA,NA,NA,NA,NA,NA,NA,0,1,31,0,0,NA,1
"40601",0,0,1,12,11,10,1947,1960,49,56240,2465,0,1,136160,12,2,66,NA,NA,NA,NA,NA,NA,0,2,24,0,1,NA,1
"40611",0,0,1,16,1,11,1956,144,41,14800,2029,2,1,117068,11,1,66,NA,NA,NA,NA,NA,NA,0,4,46,0,1,NA,1
"40639",0,0,1,14,11,13,1955,2550,41,47656,229,0,1,96052,1,1,62,NA,NA,NA,NA,NA,NA,0,4,36,0,1,NA,1
"40650",1,0,1,12,2,9,1947,2355,50,67932,3599,0,1,140611.84375,20,2,70,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"40670",1,0,1,17,4,10,1954,2662,43,111000,5310,2,1,117660,NA,2,70,NA,NA,NA,NA,NA,NA,0,6,NA,0,1,1,0
"40676",1,0,1,8,7,6,1949,0,47,0,1425,0,0,7799.60009765625,17,5,70,NA,NA,NA,NA,NA,NA,0,3,41,0,0,1,0
"40690",0,0,1,17,9,13,1966,1680,30,48840,3183,1,NA,133200,NA,1,63,16,16,0,45880,0,0,0,2,14,0,1,NA,1
"40730",1,0,1,16,5,10,1950,2600,46,0,4041,2,1,27380,9,3,68,NA,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
"40732",0,0,1,14,10,10,1951,1548,45,8880,75,0,1,31376,15,2,62,NA,NA,NA,NA,NA,NA,0,3,41,0,1,NA,1
"40733",1,0,1,12,7,11,1950,1440,46,111000,417,2,1,163096,16,2,71,NA,NA,NA,NA,NA,NA,0,4,46,0,1,1,0
"40743",0,0,1,14,6,10,1951,1785,45,19240,2251,1,1,58164,13,3,62,NA,NA,NA,NA,NA,NA,0,2,14,0,1,NA,1
"40751",1,0,1,17,8,8,1947,2508,49,111000,2250,2,1,174344,15,3,72,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"40752",1,0,1,12,8,10,1944,2100,53,53280,1603,0,1,102120,22,2,69,NA,NA,NA,NA,NA,NA,0,3,41,0,1,1,0
"40767",0,0,1,11,2,7,1951,1960,46,21645,5906,0,NA,71727.6953125,8,4,65,NA,NA,NA,NA,NA,NA,0,4,36,0,1,NA,1
"40805",1,0,1,16,10,9,1961,2700,35,133200,3918,2,1,176379,5,2,71,NA,16,38480,NA,NA,0,0,3,19,0,1,1,0
"40821",1,0,1,14,3,12,1954,1950,42,71040,1388,1,1,100122,10,1,72,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"40822",0,0,0,12,8,10,1948,0,48,0,222,1,1,22200,1,4,61,NA,NA,NA,NA,NA,NA,0,2,24,0,0,NA,1
"40836",0,0,1,13,8,8,1963,867,33,6660,5352,3,1,43660,6,2,NA,NA,NA,NA,NA,NA,NA,0,2,24,0,1,NA,1
"40845",0,1,0,12,6,4,1941,1907,55,25900,2746,1,NA,64380,38,4,61,6,NA,NA,0,0,NA,0,4,4,0,1,NA,1
"40846",1,0,1,NA,3,10,1958,2500,39,52836,4297,1,1,63936,18,3,62,NA,NA,NA,NA,NA,NA,0,3,3,0,1,1,0
"40877",0,0,1,15,11,11,1951,1409,45,10508,5820,3,1,47368.87890625,3,2,66,NA,10,0,NA,NA,0,0,2,26,0,1,NA,1
"40880",0,0,1,8,8,10,1967,420,29,1036,5463,4,0,36704,7,2,62,7,9,0,11666.83984375,0,0,0,2,34,0,0,1,0
"40881",1,0,1,12,2,12,1941,0,56,0,4790,0,1,72950.6796875,33,5,70,NA,NA,NA,NA,NA,NA,0,3,45,0,0,1,0
"40895",1,0,1,16,10,10,1971,NA,25,NA,370,0,0,91014.078125,NA,NA,NA,13,10,0,2042.40002441406,0,0,0,2,21,0,1,NA,0
"40903",1,0,1,12,8,8,1952,2444,44,0,389,4,1,15986.9599609375,14,4,71,NA,NA,NA,NA,NA,NA,0,2,14,0,1,1,0
"40912",1,0,1,12,12,11,1954,1792,42,26640,5794,2,1,75468.15625,12,4,76,12,NA,NA,0,0,NA,0,1,31,0,1,1,0
"40918",0,0,1,8,11,10,1962,480,34,2516,6312,3,0,13396.9599609375,8,1,NA,NA,NA,NA,NA,NA,NA,0,3,42,0,0,1,0
"40969",1,0,1,16,5,12,1960,1784,36,75480,4626,0,0,75628,7,1,72,15,17,148000,0,0,0,0,3,1,0,1,1,0
"40987",0,0,1,16,9,8,1948,1920,48,50320,5090,0,NA,127132,15,2,62,14,16,0,0,0,0,0,2,48,0,1,NA,1
"40993",1,0,1,17,3,12,1947,2058,49,254486,1412,3,1,280386,20,1,73,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"41001",0,0,1,17,9,10,1945,1596,51,71558,3332,1,0,83398,24,3,63,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"41027",0,0,1,10,3,11,1958,1750,38,20720,1153,2,NA,71040,9,3,NA,NA,NA,NA,NA,NA,NA,0,4,2,0,1,NA,1
"41028",1,0,1,16,5,10,1967,3000,30,74000,5561,0,0,74000,12,1,69,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"41033",0,0,1,14,10,9,1952,1795,44,28478.16015625,1028,1,0,36582.53515625,4,4,62,6,NA,NA,0,0,NA,0,1,29,0,1,1,0
"41038",1,1,0,12,6,7,1957,1500,40,22200,6178,0,0,22200,22,3,NA,12,NA,NA,0,0,NA,0,3,45,0,1,1,0
"41053",0,0,1,12,5,12,1961,940,35,5542.60009765625,451,3,1,79594.3984375,13,2,62,13,12,0,0,0,0,0,1,29,0,1,NA,1
"41062",1,NA,NA,17,9,NA,1953,NA,43,0,685,0,0,158508,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,0,0,NA,0
"41070",0,1,0,17,7,0,1969,2114,27,23680,3294,1,0,23680,NA,1,67,12,12,51800,37000,0,0,0,3,10,0,1,1,0
"41077",0,0,1,11,11,NA,1960,2500,37,74000,2988,0,NA,121360,NA,2,62,NA,NA,NA,NA,NA,NA,0,1,29,0,1,NA,1
"41081",0,0,1,17,10,11,1955,1587,41,46001.359375,3940,2,1,116825.28125,8,1,66,NA,NA,NA,NA,NA,NA,0,1,20,0,1,NA,1
"41088",0,0,1,12,8,8,1970,384,26,2960,3972,2,0,62160,2,1,72,NA,11,83620,NA,NA,0,0,2,34,0,1,1,0
"41101",1,0,1,12,8,9,1954,2970,42,0,3692,1,1,149799.6875,24,4,69,NA,NA,NA,NA,NA,NA,0,2,14,0,1,1,0
"41106",1,0,1,16,12,9,1947,2286,48,128760,3584,2,1,129500,18,4,70,14,NA,NA,48840,0,NA,0,1,29,0,1,1,0
"41125",1,0,1,17,4,9,1959,2400,37,44400,4710,2,1,99604,9,2,75,12,NA,NA,0,0,NA,0,4,43,0,1,1,0
"41130",1,0,1,17,5,12,1941,2000,55,152440,1414,0,1,165049.59375,26,2,72,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"41131",1,0,1,12,3,NA,1960,NA,37,NA,3921,0,0,73366.5625,NA,NA,NA,14,12,0,0,0,0,0,3,45,0,1,NA,0
"41143",1,0,1,13,8,11,1949,2000,47,38480,5230,0,1,94720,22,1,74,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"41146",1,0,1,13,6,11,1948,1980,48,49580,3411,1,0,49580,30,3,71,NA,NA,NA,NA,NA,NA,0,4,36,0,1,1,0
"41182",0,0,1,16,11,12,1969,3600,25,81400,5790,0,0,82066,6,2,63,17,NA,NA,122396,0,NA,0,4,2,0,1,1,0
"41189",0,0,1,14,4,12,1964,2080,33,41440,4596,1,0,41440,5,3,69,9,12,0,0,0,0,0,2,13,0,1,1,0
"41196",1,0,1,14,1,10,1953,2196,44,108780,2901,0,1,108780,14,2,76,11,14,23428.400390625,0,0,0,0,3,42,0,1,1,0
"41199",1,0,1,8,8,10,1963,1960,33,23586.759765625,5045,0,1,47528.71875,3,3,72,11,NA,NA,0,0,NA,0,3,41,0,1,1,0
"41202",1,0,1,13,11,8,1959,NA,37,NA,6311,0,0,19980,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,0,0
"41215",0,0,1,15,11,12,1969,1840,27,35520,61,2,1,71040,4,1,63,12,NA,NA,29600,0,NA,0,3,3,0,1,NA,1
"41230",1,0,0,16,5,11,1957,1736,39,57720,4117,1,0,57749.6015625,5,2,70,12,NA,NA,27600.51953125,0,NA,0,1,6,0,1,1,0
"41252",0,0,1,16,9,11,1971,NA,25,0,3832,0,0,192254.953125,NA,NA,NA,17,16,66600,94720,0,0,0,1,6,0,0,NA,0
"41288",1,0,1,16,4,11,1951,2916,45,177600,1498,2,1,186480,16,1,73,12,8,0,0,0,0,0,1,20,0,1,1,0
"41289",1,0,1,12,2,11,1940,2250,57,79920,557,0,1,152440,39,2,73,NA,NA,NA,NA,NA,NA,0,3,32,0,1,1,0
"41299",1,0,1,16,4,12,1967,2016,30,162800,5753,0,0,163244,5,1,70,17,17,0,0,0,0,0,1,31,0,1,1,0
"41310",0,0,1,16,12,10,1961,2080,35,59200,475,2,1,207200,9,3,61,12,12,0,44400,0,0,0,4,4,0,1,NA,1
"41312",0,0,1,17,12,10,1937,216,60,2664,4335,0,NA,22803.83984375,20,3,66,NA,NA,NA,NA,NA,NA,0,3,45,0,0,NA,1
"41322",1,0,1,15,6,11,1957,NA,39,0,1380,0,0,99313.921875,NA,NA,NA,11,13,43660,0,0,0,0,3,3,0,0,NA,0
"41325",1,0,1,12,6,12,1955,2160,41,53280,4821,3,1,54968.6796875,20,3,69,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"41366",0,0,1,14,3,11,1939,0,57,0,2221,0,NA,62456,28,3,60,NA,NA,NA,NA,NA,NA,0,4,4,0,0,NA,1
"41378",0,0,1,16,3,8,1972,2520,25,45880,3702,0,1,88800,6,2,65,NA,NA,NA,NA,NA,NA,0,2,21,0,1,NA,1
"41379",1,0,1,14,11,12,1951,3430,45,81400,4917,1,1,186184,15,1,73,16,16,0,0,0,0,0,1,29,0,1,1,0
"41384",0,0,1,16,3,11,1950,1560,47,29600,4442,2,1,188256,16,1,64,NA,NA,NA,NA,NA,NA,0,3,9,0,1,NA,1
"41403",0,0,1,14,7,12,1972,2781,25,28120,6218,0,0,32560,5,1,70,14,NA,NA,20720,0,NA,0,3,45,0,1,1,0
"41427",0,0,1,13,6,11,1954,2160,43,56240,5230,0,NA,94720,16,1,64,12,NA,NA,0,0,NA,0,1,31,0,1,NA,1
"41429",1,0,1,12,4,13,1963,2600,33,51800,1938,1,1,114700,10,2,70,12,12,0,0,0,0,0,2,48,0,1,1,0
"41467",1,0,1,12,9,10,1936,1882,60,79920,5737,0,1,108785.921875,30,1,71,NA,NA,NA,NA,NA,NA,0,6,NA,0,1,1,0
"41477",0,0,1,16,12,10,1948,1960,48,44400,1899,0,1,89392,18,2,65,NA,NA,NA,NA,NA,NA,0,3,9,0,1,NA,1
"41488",1,0,1,14,12,8,1969,2277,27,53860.16015625,2367,1,1,87078.7578125,3,1,74,NA,13,51800,NA,NA,0,0,2,48,0,1,1,0
"41493",0,0,1,17,1,13,1959,5117,38,362.600006103516,732,2,1,119643.203125,10,2,62,16,17,148,1480,0,0,0,4,46,0,0,NA,1
"41494",0,1,0,12,12,12,1945,NA,51,NA,4969,0,NA,28778.599609375,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,19,0,1,NA,0
"41499",1,0,1,14,12,13,1961,3159,35,59200,2606,1,1,87839.4765625,6,2,67,NA,NA,NA,NA,NA,NA,0,3,35,0,1,1,0
"41535",1,0,1,13,4,10,1957,2772,39,28593.599609375,2934,0,0,28593.599609375,9,2,74,NA,NA,NA,NA,NA,NA,0,3,35,0,0,1,0
"41537",1,0,1,12,3,12,1952,1920,44,43660,2267,0,1,126540,16,1,69,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"41553",0,0,1,17,4,8,1954,2591,42,69560,1540,2,NA,165395.921875,19,2,63,12,NA,NA,78884,0,NA,0,3,45,0,1,NA,1
"41555",0,0,1,17,1,9,1957,2500,40,91760,2303,0,1,256558,12,2,70,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"41564",0,0,1,17,2,13,1950,1026,47,37000,2144,3,NA,138973.484375,28,2,68,NA,NA,NA,NA,NA,NA,0,1,18,0,1,NA,1
"41572",1,0,1,12,6,12,1957,0,39,0,2857,3,0,17458.080078125,2,2,61,16,14,0,29600,0,0,0,2,12,0,0,1,0
"41581",0,0,1,17,2,13,1951,1250,46,29953.720703125,5279,0,NA,109080.4375,24,2,65,NA,NA,NA,NA,NA,NA,0,1,18,0,1,NA,1
"41588",0,1,0,12,4,10,1949,NA,46,0,1621,2,NA,13533.1201171875,NA,NA,NA,12,NA,NA,0,0,NA,0,3,16,0,0,NA,0
"41597",0,0,1,16,9,7,1948,1960,48,73556,5851,0,1,170348,18,4,67,NA,NA,NA,NA,NA,NA,0,2,48,0,1,NA,1
"41625",1,0,1,16,1,11,1963,2480,34,74000,1310,2,1,85840,9,1,68,NA,NA,NA,NA,NA,NA,0,3,10,0,1,1,0
"41671",0,0,1,17,7,10,1969,0,27,0,5857,0,1,133496,NA,NA,64,NA,NA,NA,NA,NA,NA,0,1,31,1,1,NA,1
"41693",0,0,1,14,12,10,1946,195,50,1776,1565,0,NA,65712,20,3,64,NA,NA,NA,NA,NA,NA,0,2,24,0,1,NA,1
"41700",1,0,1,17,7,13,1944,2622,52,7104,5443,0,0,140326.203125,16,2,68,NA,NA,NA,NA,NA,NA,0,3,39,0,1,1,0
"41708",0,0,1,12,7,8,1957,160,39,2368,6124,1,NA,29008,18,3,66,NA,NA,NA,NA,NA,NA,0,2,34,0,0,NA,1
"41733",1,0,1,16,10,11,1971,4600,25,0,5487,0,1,28120,6,1,73,16,17,133200,14800,0,0,0,1,28,0,1,1,0
"41749",0,0,1,8,8,10,1937,0,59,0,483,0,0,9087.2001953125,14,5,61,NA,NA,NA,NA,NA,NA,0,2,34,0,0,1,0
"41752",1,1,0,12,5,9,1946,1896,51,39960,6087,1,1,74483.9609375,30,2,70,NA,NA,NA,NA,NA,NA,0,3,16,0,1,1,0
"41769",0,0,1,17,6,10,1951,1279,45,8140,3291,2,1,160631.796875,NA,1,69,12,14,0,0,0,0,0,3,19,0,1,NA,1
"41772",0,0,1,14,1,11,1966,832,31,8880,2930,1,1,65120,5,3,62,12,15,148000,37000,0,0,0,2,21,0,0,NA,1
"41774",1,0,1,16,8,11,1953,3060,43,96200,4942,2,1,100938.9609375,13,3,71,17,17,18056,77700,0,0,0,3,32,0,1,1,0
"41776",0,0,1,17,5,11,1952,1352,45,6956,5485,0,0,16684.0390625,12,3,63,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"41777",0,0,1,12,11,8,1946,0,50,0,597,0,1,90729.328125,20,5,66,NA,NA,NA,NA,NA,NA,0,2,12,0,0,NA,1
"41785",1,0,1,16,5,10,1945,2706,51,158360,5057,0,1,230436,21,3,72,13,NA,NA,0,0,NA,0,3,42,0,1,1,0
"41791",0,0,1,17,12,9,1952,1932,44,115474.0390625,4833,0,1,217206.28125,11,1,65,NA,NA,NA,NA,NA,NA,0,3,19,0,1,NA,1
"41794",0,0,1,16,4,11,1955,1680,41,22200,438,2,1,213564,6,2,66,14,17,0,0,0,0,0,3,45,0,1,NA,1
"41829",1,0,1,12,12,9,1965,3300,30,37000,2164,0,1,44932.80078125,9,2,74,NA,NA,NA,NA,NA,NA,0,3,23,0,1,1,0
"41831",0,0,1,12,3,12,1958,2550,39,51800,5055,2,NA,89096,9,2,67,12,14,0,0,0,0,0,4,43,0,1,NA,1
"41849",0,0,1,12,12,11,1947,1877,49,14800,1647,0,1,56240,9,4,64,NA,NA,NA,NA,NA,NA,0,2,22,0,1,NA,1
"41850",1,0,1,16,9,8,1949,512,47,122840,1240,1,1,258556,17,2,70,NA,NA,NA,NA,NA,NA,0,4,5,0,1,1,0
"41859",0,0,1,13,11,9,1945,1840,51,37000,5823,0,1,52258.80078125,13,3,62,NA,NA,NA,NA,NA,NA,0,3,45,0,1,NA,1
"41870",0,0,1,17,12,11,1957,139,39,2220,2170,1,1,113368,12,1,64,12,14,35520,8264.3203125,0,0,0,4,2,0,0,NA,1
"41887",1,0,1,17,4,8,1939,277,57,2368,4786,1,1,116328,28,1,71,NA,NA,NA,NA,NA,NA,0,4,5,0,1,1,0
"41892",1,0,1,14,2,9,1969,2500,28,35520,5492,2,1,35520,2,1,72,17,17,111000,48100,0,0,0,3,45,0,1,1,0
"41894",1,0,0,NA,2,13,1966,4116,31,44400,5908,0,1,155892.84375,NA,2,63,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"41895",0,0,1,14,11,11,1955,1993,41,39960,626,1,1,99160,13,2,65,12,13,39960,207.199996948242,0,0,0,1,20,0,1,NA,1
"41898",0,0,1,12,8,10,1950,285,46,1776,6211,1,1,97235.6328125,3,2,64,8,NA,NA,0,0,NA,0,1,37,0,0,NA,1
"41909",0,0,1,16,8,8,1965,840,31,39960,4163,3,1,104044,8,1,65,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"41918",0,0,1,12,4,12,1963,0,33,0,1837,2,NA,35339.44140625,8,3,64,NA,NA,NA,NA,NA,NA,0,1,37,0,0,NA,1
"41951",1,0,1,12,9,6,1966,1125,30,41440,747,1,1,44666.3984375,3,2,70,10,10,0,0,0,0,0,3,47,0,1,1,0
"41955",1,0,1,12,2,10,1951,1505,46,48840,2644,1,0,114403.5625,25,1,74,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"41958",1,1,0,11,6,7,1939,NA,57,0,1582,0,NA,37988.640625,NA,NA,NA,8,NA,NA,0,0,NA,0,3,3,0,0,NA,0
"41960",1,0,1,12,5,7,1972,2080,25,38480,5445,2,0,41358.6015625,4,3,69,10,NA,NA,0,0,NA,0,2,13,0,1,1,0
"41979",1,0,1,12,5,8,1950,2448,46,35520,1270,1,1,41440,17,1,70,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"42010",1,0,1,12,2,10,1939,1900,58,64010,1371,4,1,64010,37,2,68,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"42019",1,0,1,17,6,13,1946,2428,50,133200,3070,0,1,262227.875,20,1,69,16,NA,NA,0,0,NA,0,1,18,0,1,1,0
"42028",1,0,1,12,9,9,1942,3264,54,44400,3441,0,1,85248,25,2,70,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"42056",1,0,1,12,9,10,1967,1960,29,39960,2942,0,1,72520,7,2,72,12,11,0,8880,0,0,0,2,24,0,1,1,0
"42058",1,0,1,12,11,9,1965,NA,31,NA,2550,1,1,65120,NA,NA,NA,9,12,0,0,0,0,0,3,42,0,1,NA,0
"42061",1,0,1,12,8,8,1970,1936,26,37000,1909,1,1,47360,1,3,69,12,12,32560,26751,0,0,0,2,24,0,1,1,0
"42066",0,0,1,8,5,11,1951,2160,45,20720,4664,0,NA,39812,27,2,65,NA,NA,NA,NA,NA,NA,0,3,3,0,1,NA,1
"42080",1,0,1,11,11,10,1955,1928,41,62160,3634,2,1,84481.359375,19,2,68,8,NA,NA,0,0,NA,0,2,34,0,1,1,0
"42119",0,0,1,14,9,11,1941,2050,55,37000,467,0,1,226884,16,2,67,NA,NA,NA,NA,NA,NA,0,2,21,0,1,NA,1
"42122",0,0,0,14,6,9,1946,0,50,0,1035,1,1,27243.83984375,6,4,62,NA,NA,NA,NA,NA,NA,0,3,10,0,0,NA,1
"42129",0,1,0,12,7,11,1936,680,60,28120,772,0,0,28120,30,4,70,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"42131",1,0,1,17,12,12,1967,2011,29,41884,3053,2,1,41884,8,1,75,13,12,26640,38480,0,0,0,4,30,0,1,1,0
"42134",0,0,1,12,10,10,1959,1554,37,10804,474,2,1,39561.87890625,4,3,67,NA,NA,NA,NA,NA,NA,0,2,24,0,1,NA,1
"42168",0,0,1,12,11,10,1965,0,31,0,531,2,0,48869.6015625,10,2,63,NA,NA,NA,NA,NA,NA,0,2,22,0,0,1,0
"42174",1,0,1,14,4,12,1964,3024,32,47360,2976,2,1,91020,7,2,68,NA,NA,NA,NA,NA,NA,0,1,29,0,1,1,0
"42229",1,0,1,16,1,12,1953,2772,44,592000,4697,2,1,853960,15,1,70,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"42235",0,0,1,17,2,11,1940,1900,57,66600,2176,0,1,106382.3984375,18,3,64,NA,NA,NA,NA,NA,NA,0,3,9,0,1,NA,1
"42249",0,0,1,16,9,13,1957,0,39,0,3235,2,1,316720,NA,2,62,NA,NA,NA,NA,NA,NA,0,1,29,0,0,NA,1
"42263",1,0,1,16,10,11,1971,2093,25,44400,2240,0,1,81400,3,1,68,NA,NA,NA,NA,NA,NA,0,3,41,0,1,1,0
"42265",1,0,1,17,7,10,1969,0,27,0,2948,0,0,83372.84375,NA,NA,63,NA,NA,NA,NA,NA,NA,0,3,42,0,1,NA,1
"42271",1,0,1,12,11,11,1960,2245,36,47360,2993,2,1,79751.1640625,14,2,72,NA,NA,NA,NA,NA,NA,0,3,16,0,1,1,0
"42275",1,0,1,15,5,8,1971,1806,25,21460,2305,0,0,22200,4,1,NA,10,NA,NA,26640,0,NA,0,2,12,0,1,1,0
