"","male","black","white","edu","hours","age","inc_labor","int_id","hhchildren","married","fam_inc"
"27",1,0,1,17,2327,26,83980,1736,0,1,109138.640625
"42",1,0,1,14,2376,28,34034,4779,0,0,34034
"45",1,0,1,12,2200,26,39780,3848,2,1,40522.55859375
"50",1,0,1,11,1732,25,23868,4503,0,1,47559.19921875
"52",0,0,1,10,0,27,0,1902,1,1,44200
"55",1,0,1,12,4117,28,28906.80078125,4504,2,1,35094.80078125
"56",1,0,1,6,2660,27,24089,2210,2,1,24221.599609375
"57",1,0,1,4,2080,28,7956,2209,2,1,14055.599609375
"637",1,0,1,17,512,31,20332,389,0,1,57902
"665",1,0,1,12,4284,45,0,3854,0,1,38896
"680",1,1,0,12,1752,59,97240,844,5,1,136436.5625
"805",1,1,0,12,2000,25,51272,5101,1,1,51272
"811",1,1,0,6,4080,44,66300,2417,2,1,67626
"813",1,0,1,7,2000,58,53040,3467,0,1,65592.796875
"817",1,0,1,12,2470,33,44200,1320,0,0,44200
"839",1,0,1,12,1936,30,37128,2538,1,0,45128.19921875
"841",0,0,1,12,0,32,0,4344,3,1,78941.203125
"842",0,0,1,16,0,31,0,5034,3,1,222326
"859",1,0,1,13,1936,55,63648,2381,0,1,80002
"892",1,0,1,12,2075,42,74945.5234375,987,1,1,86101.6015625
"894",0,0,1,17,960,31,22100,2165,2,1,93129.3984375
"970",0,0,1,12,0,26,0,5113,1,1,155142
"975",1,0,0,12,2270,36,64090,2076,3,1,86632
"991",0,0,1,12,1920,52,22100,3215,0,1,89726
"1141",1,0,1,16,1760,25,44200,4123,1,1,66300
"1161",1,0,1,13,2990,44,97240,1444,2,1,97240
"1180",0,0,1,17,375,26,1105,5600,0,1,112268
"1211",0,0,1,17,1620,31,37570,312,2,1,90610
"1212",0,0,1,12,2080,31,22542,2076,3,1,86632
"1237",1,0,1,14,2205,33,75140,1643,0,1,120997.5
"1264",0,0,1,12,2115,25,35360,4549,0,0,35360
"1328",1,0,1,16,2642,48,75140,1440,1,1,108378.3984375
"1334",0,0,1,12,1920,33,28730,4800,1,1,90610
"1358",0,0,1,12,0,32,0,2684,2,1,44642
"1371",1,0,1,17,2746,26,35360,4322,0,1,75767.640625
"1431",1,0,1,16,1840,48,110500,3648,0,1,179010
"1489",1,0,1,8,1920,46,31382,4218,0,0,41990
"1490",0,0,1,11,2500,33,29614,1045,2,1,101266.6171875
"1519",1,0,1,16,1631,58,132600,1221,0,0,192270
"1532",0,0,1,12,140,45,1326,2816,0,1,85836.3984375
"1584",0,0,1,16,64,31,3536,3909,2,1,66300
"1608",0,0,1,16,0,38,0,2681,4,1,115251.5
"1662",0,0,1,16,1400,37,33150,3426,2,1,145860
"1680",0,0,1,12,0,51,0,3792,0,1,76395.28125
"1700",1,0,1,12,2000,59,55250,3874,0,1,64090
"1734",0,0,1,12,0,25,0,717,3,1,83980
"1772",1,0,1,8,2325,47,59099.8203125,4246,1,1,59497.62109375
"1776",1,0,1,12,2280,37,81770,3987,2,1,86190
