"","male","black","white","edu","hours","age","inc_labor","int_id","hhchildren","married","fam_inc"
"2",1,0,1,12,2450,31,63000,5214,3,1,63000
"3",0,0,1,11,1696,34,16879.80078125,4920,3,1,80640
"6",1,0,1,12,4121,29,42000,6333,2,1,48825
"7",1,0,1,12,2368,27,25200,4919,3,1,33600
"8",0,0,1,13,1901,33,21000,6045,3,1,100800
"9",1,0,1,12,2460,30,39900,5229,3,1,58800
"17",1,1,0,13,2060,26,30450,2807,2,1,71400
"18",0,1,0,16,1048,33,2730,3279,3,0,63630
"19",0,0,1,15,1729,31,39900,2839,2,0,39900
"21",0,1,0,12,2010,29,34610.1015625,2806,3,0,34610.1015625
"25",0,0,1,16,1242,30,28350,4303,2,1,105630
"26",1,0,1,14,2965,32,94500,3103,0,0,94500
"27",1,0,1,17,2028,39,151200,5106,1,1,249900
"30",1,0,1,17,2420,36,92400,3864,2,1,179550
"31",0,0,1,16,2089,34,54442.5,5401,0,0,54572.69921875
"33",1,0,1,17,3982,28,60900,3598,1,1,132720
"38",0,0,1,12,2266,35,21000,1714,1,0,27161.400390625
"39",0,0,1,17,2000,25,28350,6083,0,1,72135
"41",1,0,1,9,1736,30,39900,6977,0,1,77983.5
"42",1,0,1,14,2968,39,60900,3650,3,1,57750
"44",0,0,1,16,1810,27,12747,5184,3,0,63315
"45",1,0,1,12,2856,37,60270,2597,2,1,60270
"50",1,0,1,11,2100,37,23100,550,0,0,23100
"51",0,0,1,12,2040,28,14700,1252,2,1,46830
"54",1,0,1,12,1717,34,18900,1253,1,1,26040
"55",1,0,1,12,1561,39,18900,2901,4,1,25620
"56",1,0,1,6,2500,39,21583.80078125,6513,3,1,25764.900390625
"59",1,0,1,10,835,32,5449.5,6596,1,0,29775.900390625
"60",1,0,1,12,1308,33,12576.900390625,1097,3,1,34232.1015625
"61",1,0,1,10,2522,26,14700,6673,0,0,17610.599609375
"62",1,0,1,12,1904,35,18375,254,2,1,47638.5
"64",1,0,1,14,4258,31,39963,6597,2,1,43050
"70",1,1,0,12,2356,25,33600,2103,4,0,36960
"72",0,1,0,12,2100,34,25620,1519,1,0,26250
"73",1,1,0,12,1505,26,27300,1518,2,0,27300
"75",1,1,0,12,1892,34,47250,4716,2,1,76020
"76",0,1,0,12,1970,29,31500,2930,2,0,31500
"600",1,0,1,12,1882,32,63105,3839,1,1,63105
"632",1,0,1,11,2450,52,144900,152,0,1,144900
"637",1,0,1,17,2160,43,126000,3087,1,1,160089.296875
"674",0,0,1,17,634,35,14700,2867,2,1,113400
"701",1,0,1,17,5200,31,67200,3916,2,1,91350
"759",0,0,1,17,3060,27,23940,3576,0,1,57960
"764",0,0,1,13,1936,26,25200,5393,1,1,58800
"770",0,1,0,13,1871,28,43260,30,1,1,85890
"780",1,0,1,15,2860,26,0,3206,0,0,2.09999990463257
"790",1,0,1,12,3263,35,58800,2766,0,1,107100
"796",1,0,1,12,1762,35,36617.69921875,5208,0,0,39469.5
"805",1,1,0,12,88,37,2520,3035,4,1,5922
"817",1,0,1,12,2232,45,39900,5095,0,0,40530
"839",1,0,1,12,3060,42,47250,1163,2,1,49841.3984375
"840",1,0,1,17,2509,32,84000,5269,1,1,160650
"841",0,0,1,12,0,45,0,4878,2,1,136080
"842",0,0,1,16,250,43,5880,6364,3,1,472321.5
"865",1,0,1,10,1800,30,52500,2133,2,0,75656.703125
"892",1,0,1,12,1864,54,46200,5643,0,1,80220
"893",0,0,1,16,1384,30,17850,1611,2,1,89250
"894",0,0,1,17,2013,44,29977.5,3039,1,1,132037.5
"970",0,0,1,12,2040,38,16380,6204,0,1,21210
"975",1,0,0,12,2410,48,88200,6314,0,1,131460
"998",0,0,1,12,1114,29,9645.2998046875,6368,0,0,13530.2998046875
"1036",0,1,0,13,2000,39,27300,1030,1,1,67515
"1068",1,0,1,17,3440,37,24612,1559,1,1,85995
"1114",1,0,1,14,1560,33,76650,5897,0,0,93030
"1154",0,0,1,17,1756,33,55650,6516,1,1,94626
"1172",1,0,1,16,2214,27,65520,2842,0,0,66832.5
"1180",0,0,1,17,80,38,8400,1596,1,1,273000
"1185",1,0,1,12,2550,28,39900,2682,0,1,77700
"1187",0,0,1,17,1434,34,56700,1713,2,1,174825
"1205",1,0,1,17,2470,30,84000,3954,0,1,141330
"1211",0,0,1,17,1780,43,42000,4762,1,1,94806.6015625
"1212",0,0,1,12,1344,42,14280,6314,0,1,131460
"1247",0,0,1,17,1308,30,31500,3318,2,1,77595
"1249",1,0,1,14,2698,29,79800,1178,0,0,79800
"1289",0,0,1,14,1752,28,25200,2504,1,1,77700
"1290",0,0,1,16,2480,25,37800,3449,0,1,132552
"1314",0,0,1,14,2076,26,16800,1544,0,1,55650
"1328",1,0,1,16,2508,60,129150,3656,0,1,191310
"1334",0,0,1,12,1528,45,25830,2837,1,1,61143.6015625
"1345",1,0,1,17,2153,33,48888,1968,0,0,48909
"1358",0,0,1,12,1800,43,21420,4623,0,1,90720
"1371",1,0,1,17,1880,38,65100,1548,2,1,84567
"1412",0,0,1,12,1912,27,22050,3230,2,1,71400
"1419",0,0,1,12,0,31,0,2224,3,1,56700
"1431",1,0,1,16,1944,60,110040,5493,0,1,191940
"1490",0,0,1,11,1936,45,29400,1716,0,1,85449
"1505",1,0,1,12,2210,43,65465.3984375,4502,2,1,77151.8984375
"1506",0,1,0,14,1984,33,31836,500,2,0,39767.69921875
"1544",0,0,1,12,904,36,13337.099609375,2048,2,1,75786.8984375
"1546",0,0,1,14,0,35,0,3093,3,1,69730.5
"1584",0,0,1,16,1820,43,79800,751,3,1,158865
"1597",1,1,0,14,1990,29,39690,1785,0,1,63315
"1608",0,0,1,16,0,50,0,2223,1,1,223219.5
"1612",0,1,0,12,1920,34,31500,127,1,0,33843.6015625
"1626",0,0,1,14,1085,36,7560,5259,0,1,145320
"1631",0,0,1,16,256,33,8721.2998046875,1497,2,1,154654.5
"1644",0,1,0,16,1452,28,6300,2516,1,1,15859.2001953125
"1662",0,0,1,16,973,48,22260,895,0,1,207060
"1674",0,0,1,16,490,36,8400,6979,2,1,95907
"1679",0,0,1,12,0,30,0,1981,3,1,75600
"1734",0,0,1,12,1988,37,29610,938,2,0,40362
"1772",1,0,1,8,1962,59,48300,3809,0,1,48300
"1776",1,0,1,12,2090,49,33600,6831,1,1,37380
"1781",1,0,1,11,1892,27,16800,4087,1,1,19950
"1834",1,0,1,12,1634,57,25200,863,0,1,40110
"1843",0,0,1,13,2214,25,21630,1056,0,0,69930
"1844",1,0,1,12,2000,57,75182.1015625,305,0,0,75182.1015625
"1847",0,1,0,12,0,28,0,1455,3,0,6199.2001953125
"1863",1,0,1,17,2127,37,88200,4853,3,1,97230
"1889",1,0,1,15,1920,33,58800,5797,1,1,67200
"1929",1,0,1,16,2500,60,49665,6432,0,1,84113.3984375
"1945",1,0,1,16,2450,40,105000,5752,2,1,115500
"1955",0,0,1,12,0,26,0,1987,3,1,30951.900390625
"1956",0,0,1,12,1157,28,16800,6131,1,1,63000
"1981",0,0,1,12,1258,37,31500,632,2,1,84378
"1982",0,0,1,16,0,35,0,1277,4,1,37800
"1990",0,0,1,12,2400,39,81900,6738,1,1,178080
"2001",0,0,1,16,1530,33,18900,4427,2,1,75915
"2016",0,0,1,16,1556,37,18337.19921875,1223,3,1,57273.30078125
"2031",1,0,1,16,3120,47,29526,4070,0,1,111300
"2032",1,0,1,16,3840,39,74031.296875,2898,3,1,237930
"2048",0,0,1,17,0,40,0,5829,4,1,277200
"2065",1,0,1,16,1949,40,88200,3378,2,1,126000
"2086",0,1,0,17,1388,35,42000,2589,4,1,110250
"2094",1,0,1,16,2227,26,68250,4397,0,0,71085
"2096",1,0,1,13,2240,56,42000,1136,1,1,92540.703125
"2107",1,0,0,12,3036,33,32382,800,2,1,44402.3984375
"2147",1,0,1,14,2500,37,39375,5877,4,1,179466
"2249",1,0,1,10,2340,32,37800,120,0,0,37800
"2253",1,0,1,12,2238,30,65730,891,0,1,91980
"2263",1,0,1,16,2880,38,52500,1760,2,1,69300
"2269",1,0,1,17,2800,32,84000,5926,1,1,93240
"2280",0,0,1,11,0,42,0,4254,0,0,19534.19921875
