"","male","black","white","edu","hours","age","inc_labor","int_id","hhchildren","married","fam_inc"
"607",1,1,0,12,2250,55,47880,2688,2,1,47880
"650",1,0,1,12,4732,34,24624,2829,5,1,24624
"665",1,0,1,12,4080,39,54993.6015625,717,2,1,82080
"677",0,0,1,8,480,34,6840,2611,3,1,62244
"680",1,1,0,12,2460,52,44460,1227,1,0,76608
"788",1,0,1,8,1960,60,45828,2694,0,1,46854
"811",1,1,0,6,2400,37,47661.12109375,2870,3,1,69001.921875
"813",1,0,1,7,2160,52,61560,1897,1,1,79002
"817",1,0,1,12,2254,26,36094.6796875,2201,2,1,59193.359375
"841",0,0,1,12,0,27,0,2738,1,1,41327.28125
"847",1,0,1,12,1976,60,64980,1941,0,1,109440
"859",1,0,1,13,2000,48,43776,1467,0,1,100876.3203125
"892",1,0,1,12,1935,35,45144,2053,2,1,48837.6015625
"894",0,0,1,17,2000,25,25308,1879,0,1,43092
"917",1,0,1,6,2531,43,50971.6796875,63,1,1,64166.0390625
"975",1,0,0,12,2475,29,53352,1731,3,1,53352
"991",0,0,1,12,2050,43,24282,876,1,1,100548
"1013",1,0,1,9,2940,60,37414.80078125,2614,1,1,85883.0390625
"1132",0,0,1,12,2912,40,47880,1182,1,0,56943
"1161",1,0,1,13,2288,37,75240,2601,4,1,102600
"1277",0,0,1,12,384,57,7387.2001953125,640,0,1,33940.078125
"1316",0,0,1,11,30,60,205.199996948242,540,0,0,29097.359375
"1328",1,0,1,16,1960,42,75240,2532,2,1,75240
"1334",0,0,1,12,2000,26,32832,2037,0,1,75103.203125
"1358",0,0,1,12,0,25,0,2653,2,1,45486
"1431",1,0,1,16,2444,41,123120,1000,3,1,133380
"1489",1,0,1,8,1640,39,27688.3203125,149,0,0,33502.3203125
"1490",0,0,1,11,850,26,10697.759765625,729,4,1,57791.16015625
"1517",1,0,1,8,2281,39,41614.55859375,1724,0,1,70068.9609375
"1519",1,0,1,16,2420,51,135432,779,1,1,265392
"1532",0,0,1,12,76,39,813.960021972656,585,0,1,60766.55859375
"1604",1,0,1,12,2112,55,71820,1328,2,1,76341.2421875
"1607",0,0,1,12,1050,26,21888,2709,2,0,39672
"1608",0,0,1,16,416,31,17784,1083,3,1,149796
"1662",0,0,1,16,0,29,0,593,2,1,89262
"1680",0,0,1,12,0,43,0,432,1,1,82627.203125
"1686",1,0,1,12,3432,41,40424.3984375,2891,3,1,82080
"1700",1,0,1,12,1904,55,47880,2165,0,1,75240
"1732",1,0,1,10,1764,58,34200,693,0,1,40356
"1772",1,0,1,8,2702,40,54720,1697,4,1,55233
"1776",1,0,1,12,2024,37,53010,2916,3,1,58140
"1778",0,0,1,12,480,48,5130,1682,1,1,78318
"1787",1,0,1,12,3120,47,82080,1063,1,1,82080
"1815",0,0,1,9,2000,41,41040,2113,0,1,44802
"1822",0,0,1,12,0,44,0,1867,1,1,101232
