"","male","black","white","edu","hours","age","inc_labor","int_id","hhchildren","married","fam_inc"
"2",1,0,1,12,1970,28,54960,4779,2,1,54960
"3",0,0,1,11,1020,31,9755.400390625,4970,3,1,68700
"6",1,0,1,12,2090,25,32721.810546875,2242,1,1,32721.810546875
"8",0,0,1,13,1872,30,17175,3524,3,1,90455
"9",1,0,1,12,2080,27,43510,3526,3,1,43510
"15",1,1,0,14,2300,29,75570,3530,0,0,75570
"18",0,1,0,16,2040,30,52670,5860,2,0,93890
"19",0,0,1,15,1750,28,31144,5859,2,0,31144
"21",0,1,0,12,1630,26,24315.220703125,5674,2,0,24361.01953125
"25",0,0,1,16,1720,27,45800,3701,1,1,129041.5
"26",1,0,1,14,2672,29,73280,3702,2,1,94119
"27",1,0,1,17,2130,35,132838.3125,3700,0,1,190608.15625
"30",1,0,1,17,2490,33,80150,4462,1,1,138087
"31",0,0,1,16,2073,31,52212,4717,0,0,52463.8984375
"33",1,0,1,17,262,25,4580,3703,1,1,14198
"38",0,0,1,12,1208,32,5267,487,1,0,72249.5
"41",1,0,1,9,1232,27,33205,3223,1,1,62333.80078125
"42",1,0,1,14,2227,36,50380,486,2,1,50792.19921875
"45",1,0,1,12,3024,34,80150,6884,2,1,87020
"50",1,0,1,11,1968,34,27480,947,3,1,59540
"51",0,0,1,12,1750,25,13740,4981,2,1,50380
"52",0,0,1,10,1876,35,24045,277,2,0,47430.48046875
"54",1,0,1,12,1273,31,18320,6848,2,1,28212.80078125
"55",1,0,1,12,1435,36,22900,284,2,1,28052.5
"56",1,0,1,6,2532,36,24617.5,4372,3,1,24732
"59",1,0,1,10,2236,29,18320,4870,0,0,34350
"60",1,0,1,12,1744,30,22442,4370,4,1,60678.12890625
"62",1,0,1,12,2430,32,19007,28,2,1,37098
"72",0,1,0,12,2420,31,28625,1864,1,0,28625
"75",1,1,0,12,2040,31,48090,1639,2,1,79005
"76",0,1,0,12,1000,26,13740,2344,2,0,46945
"600",1,0,1,12,1916,29,60685,931,1,1,60730.80078125
"637",1,0,1,17,1904,40,107980.3671875,5362,1,1,129428.5078125
"674",0,0,1,17,588,32,16030,1207,2,1,104195
"701",1,0,1,17,2760,28,68997.703125,5373,2,1,84272
"770",0,1,0,13,2150,25,40075,6775,0,1,79577.5
"790",1,0,1,12,3120,32,38930,4154,0,1,68700
"796",1,0,1,12,1960,32,36983.5,5580,0,0,36983.5
"805",1,1,0,12,1960,34,60456,4505,3,1,74425
"817",1,0,1,12,2805,42,77860,5705,0,0,77951.6015625
"839",1,0,1,12,2205,39,33205,2366,2,1,42994.75
"841",0,0,1,12,0,42,0,5004,4,1,93088.5
"842",0,0,1,16,0,40,0,2576,3,1,593797
"865",1,0,1,10,2025,27,38930,2269,2,1,42362.7109375
"892",1,0,1,12,1416,51,40418.5,2714,0,1,71910.578125
"893",0,0,1,16,2016,27,23816,3387,0,1,64211.6015625
"894",0,0,1,17,450,40,1717.5,2367,2,1,78661.5
"970",0,0,1,12,946,35,8516.509765625,5013,1,1,68056.5078125
"975",1,0,0,12,2536,45,97096,2769,0,1,122663.8515625
"991",0,0,1,12,1960,59,20610,5414,0,1,85646
"998",0,0,1,12,2032,25,16994.08984375,3288,0,0,16994.08984375
"1036",0,1,0,13,1981,36,25877,410,1,1,78776
"1114",1,0,1,14,1872,30,75570,2143,0,0,92974
"1141",1,0,1,16,856,34,45800,3681,3,1,84730
"1154",0,0,1,17,988,30,29660.080078125,2166,1,1,54813.44140625
"1161",1,0,1,13,2300,53,164880,4031,1,1,201520
"1180",0,0,1,17,400,35,6870,567,0,1,89310
"1187",0,0,1,17,1440,31,41220,133,1,1,142628.0625
"1205",1,0,1,17,2450,27,68929,6777,0,1,91829
"1211",0,0,1,17,1710,40,40075,5290,2,1,113126
"1212",0,0,1,12,1194,40,10305,2769,0,1,122663.8515625
"1247",0,0,1,17,1608,27,37098,4707,1,1,76096.703125
"1249",1,0,1,14,2412,26,54960,2152,0,0,54960
"1264",0,0,1,12,1888,34,19923,4249,0,0,19923
"1289",0,0,1,14,1568,25,21984,2376,0,1,58578.19921875
"1328",1,0,1,16,2645,57,114500,3520,0,1,146560
"1334",0,0,1,12,1840,42,25643.419921875,743,1,1,87281.0625
"1345",1,0,1,17,1691,30,27933.419921875,209,0,0,27933.419921875
"1358",0,0,1,12,0,40,0,3541,2,1,57479
"1371",1,0,1,17,1644,35,45342,2521,2,1,59425.5
"1419",0,0,1,12,250,28,3435,5960,2,1,61372
"1427",1,0,1,16,1557,31,54960,5531,0,1,95722
"1431",1,0,1,16,1888,57,111065,4997,0,1,176559
"1490",0,0,1,11,1896,42,28082.26953125,5548,1,1,76776.828125
"1506",0,1,0,14,1976,30,29770,1806,2,0,29770
"1544",0,0,1,12,1875,33,6606.64990234375,2428,2,1,62711.6484375
"1546",0,0,1,14,880,32,16030,5761,1,1,61255.2109375
"1576",1,0,1,12,2124,38,52670,6143,0,1,111087.8984375
"1584",0,0,1,16,1468,40,57250,1883,3,1,121828
"1597",1,1,0,14,1199,26,9618,3598,0,0,9618
"1608",0,0,1,16,0,47,0,5454,2,1,171349.25
"1612",0,1,0,12,1904,31,32321.060546875,2018,1,0,36855.26171875
"1626",0,0,1,14,1080,33,10305,5046,0,1,127095
"1631",0,0,1,16,80,30,732.799987792969,3048,1,1,119812.796875
"1644",0,1,0,16,345,25,3572.39990234375,6234,1,1,26971.619140625
"1647",0,0,1,12,0,31,0,3236,2,0,27709
"1662",0,0,1,16,2072,45,36640,106,0,1,178620
"1674",0,0,1,16,1024,33,16030,3619,1,1,88165
"1679",0,0,1,12,0,27,0,2150,2,1,59540
"1680",0,0,1,12,300,59,916,3279,0,1,71077.0234375
"1734",0,0,1,12,2288,34,24617.5,725,2,0,24732
"1772",1,0,1,8,1944,56,37785,3029,0,1,38513.21875
"1776",1,0,1,12,2600,46,20152,6413,1,1,34350
"1822",0,0,1,12,390,60,2757.15991210938,964,0,1,98937.15625
