"","male","black","white","edu","hours","age","inc_labor","int_id","hhchildren","married","fam_inc"
"1",1,0,1,17,2550,30,77720,3662,1,1,82008
"2",1,0,1,12,3180,45,73700,3467,0,1,-59777.3984375
"5",1,0,1,12,2080,39,0,4172,3,1,37118
"6",1,0,1,12,2340,43,0,2859,2,1,31356
"7",1,0,1,12,2000,41,22445,3663,1,1,47369
"8",0,0,1,13,0,47,0,3073,0,1,108540
"9",1,0,1,12,2080,44,67000,4670,0,1,227130
"10",0,0,1,14,971,36,9716.33984375,2858,0,0,14435.8203125
"11",1,1,0,16,1750,33,57620,4348,2,1,80400
"12",1,1,0,12,0,34,0,2524,0,0,1500.80004882812
"14",0,1,0,13,1715,29,47570,2114,1,0,47570
"16",0,1,0,12,1108,38,13065,4929,0,0,22549.51953125
"18",0,1,0,16,1351,47,24790,2153,4,0,57992.51953125
"19",0,0,1,15,2114,45,62980,1231,1,1,146060
"20",1,1,0,13,2000,37,87100,1825,0,0,87100
"21",0,1,0,12,1788,43,50920,4433,1,0,76637.28125
"25",0,0,1,16,2205,44,64320,1680,3,1,195439
"26",1,0,1,14,3358,46,127300,1476,0,0,128908
"27",1,0,1,17,2205,52,227800,2680,1,1,659816
"28",0,0,1,15,2400,37,274700,1806,0,0,274767
"30",1,0,1,17,2384,50,107200,6295,1,1,222641
"31",0,0,1,16,1944,48,71255.84375,1298,0,1,150046.5
"33",1,0,1,17,2080,42,268000,415,3,1,429604
"34",1,0,1,12,2530,35,50317,6607,0,0,50317
"39",0,0,1,17,1600,39,30150,1883,1,1,98758
"41",1,0,1,9,0,44,0,6748,0,1,72110.7578125
"42",1,0,1,14,1986,53,37520,3303,1,1,70752
"43",0,0,1,12,1800,52,22780,2671,0,1,152572.40625
"45",1,0,1,12,2440,51,39237.87890625,2669,0,1,17296.720703125
"49",0,0,1,12,2371,38,29480,7414,1,1,70564.3984375
"50",1,0,1,11,2080,51,36180,4311,0,1,65660
"55",1,0,1,12,1755,53,30820,596,4,1,60049.421875
"59",1,0,1,10,2000,46,29480,3899,2,1,56280
"61",1,0,1,10,4080,40,18760,3778,0,1,24790
"62",1,0,1,12,2200,50,33500,6296,0,1,41218.3984375
"64",1,0,1,14,3172,45,101840,4030,1,1,135340
"65",1,0,1,12,2640,38,18760,6033,1,1,18760
"68",0,1,0,12,2056,36,16080,1425,3,0,16080
"70",1,1,0,12,3640,39,56280,3580,1,1,76380
"72",0,1,0,12,1912,48,18760,1370,0,1,54714.87890625
"73",1,1,0,12,1212,40,12864,3524,4,1,32562
"75",1,1,0,12,2010,48,64320,6298,0,1,100500
