"","male","black","white","edu","hours","age","inc_labor","int_id","hhchildren","married","fam_inc"
"42",1,0,1,14,2104,26,35376,4546,1,1,35376
"52",0,0,1,10,0,25,0,2131,1,1,67000
"55",1,0,1,12,3556,28,36448,4385,2,1,36448
"56",1,0,1,6,2704,25,24312.9609375,1666,2,1,24956.16015625
"57",1,0,1,4,3750,27,26800,5227,2,1,29480
"607",1,1,0,12,1927,58,55744,3927,0,1,95595.6015625
"637",1,0,1,17,600,29,16080,3443,0,1,83616
"665",1,0,1,12,2803,43,74509.359375,2753,0,1,155440
"677",0,0,1,8,2000,39,21440,1222,0,1,110416
"680",1,1,0,12,1960,57,96480,4870,6,1,123280
"811",1,1,0,6,2750,42,64320,4450,3,1,67268
"813",1,0,1,7,2000,57,32160,2043,0,1,96019.0390625
"817",1,0,1,12,2500,31,46096,1773,2,1,78256
"839",1,0,1,12,2223,27,40200,42,1,1,58675.921875
"841",0,0,1,12,0,31,0,1158,3,1,92476.078125
"842",0,0,1,16,0,29,0,1202,2,1,115776
"859",1,0,1,13,1823,53,77720,618,0,1,97016
"892",1,0,1,12,2304,40,53868,1260,1,1,64588
"894",0,0,1,17,300,29,8040,49,1,1,83080
"970",0,0,1,12,0,25,0,763,1,1,155440
"975",1,0,0,12,2981,34,61640,4856,3,1,70001.6015625
"991",0,0,1,12,2250,48,31088,148,0,1,102644
"1132",0,0,1,12,2352,45,77586,2438,0,0,77586
"1161",1,0,1,13,2510,42,107200,2206,2,1,177952
"1211",0,0,1,17,32,29,921.919982910156,855,2,1,49161.921875
"1212",0,0,1,12,2040,29,8361.599609375,4856,3,1,70001.6015625
"1328",1,0,1,16,2350,46,69680,2204,2,1,98356
"1334",0,0,1,12,2040,31,31088,1012,0,1,68608
"1358",0,0,1,12,0,30,0,3843,2,1,48240
"1431",1,0,1,16,1927,46,118134.3984375,3041,0,1,157262.40625
"1489",1,0,1,8,1960,44,31624,4257,0,0,44488
"1490",0,0,1,11,2200,31,28944,1411,2,1,110523.203125
"1495",0,0,1,12,1760,29,21440,2526,2,0,34840
"1519",1,0,1,16,2520,56,134000,4800,0,1,213703.203125
"1532",0,0,1,12,672,43,12328,1960,0,1,92728
"1584",0,0,1,16,0,29,0,1581,1,1,56440.80078125
"1604",1,0,1,12,1936,60,85760,4593,0,1,104155.5234375
"1608",0,0,1,16,0,36,0,394,4,1,171520
"1662",0,0,1,16,540,34,6432,310,2,1,100232
"1680",0,0,1,12,0,49,0,1044,0,1,91312.9609375
"1700",1,0,1,12,2000,56,58960,5108,0,1,59110.078125
"1772",1,0,1,8,2180,45,47168,2330,1,1,50384
"1776",1,0,1,12,2432,42,80400,4482,3,1,102108
"1778",0,0,1,12,0,52,0,4851,1,1,75040
"1787",1,0,1,12,3120,52,61961.6015625,1148,1,1,107200
"1815",0,0,1,9,1926,57,50384,3592,0,0,50518
"1822",0,0,1,12,0,49,0,2270,0,1,113900
"1834",1,0,1,12,2100,43,45881.6015625,3620,2,1,45881.6015625
"1838",1,1,0,12,2000,42,56708.80078125,3576,5,1,56708.80078125
