"","male","black","white","edu","hours","age","inc_labor","int_id","hhchildren","married","fam_inc"
"2",1,0,1,12,3210,38,120450,1203,3,1,161370
"5",1,0,1,12,2060,30,30426,1189,3,1,48963.75
"6",1,0,1,12,2805,35,18150,1296,3,1,18229.19921875
"7",1,0,1,12,2800,34,27328.94921875,331,3,1,38364.1484375
"8",0,0,1,13,2720,39,16500,1204,1,1,84810
"9",1,0,1,12,3048,36,55852.5,1298,3,1,92276.25
"10",0,0,1,14,2160,28,14850,227,0,0,14850
"11",1,1,0,16,1680,25,35475,5222,2,1,37620
"12",1,1,0,12,0,27,0,6268,0,0,49.5
"16",0,1,0,12,1697,31,36300,6390,1,1,62218.19921875
"18",0,1,0,16,693,40,3300,5219,4,0,37996.19921875
"19",0,0,1,15,1715,37,47850,6450,2,1,112224.75
"20",1,1,0,13,2104,30,38395.5,7739,0,0,59845.5
"21",0,1,0,12,1825,35,42900,6355,3,0,48602.3984375
"25",0,0,1,16,331,36,4620,2637,3,1,90832.5
"26",1,0,1,14,2585,39,82500,2492,0,0,82665
"27",1,0,1,17,2448,45,107250,2499,1,1,386265
"28",0,0,1,15,1012,29,34650,1848,0,0,34815
"30",1,0,1,17,2916,42,82500,2490,2,1,256410
"31",0,0,1,16,1960,40,47850,2638,0,1,122722.046875
"33",1,0,1,17,2600,34,320100,2504,3,1,438916.5
"34",1,0,1,12,2145,27,41250,7238,0,0,41250
"39",0,0,1,17,0,31,0,6380,1,1,69795
"41",1,0,1,9,0,36,0,8646,5,1,22453.19921875
"42",1,0,1,14,2000,45,29700,5587,3,1,41250
"43",0,0,1,12,1062,44,6600,7256,3,1,60555
"44",0,0,1,16,2133,33,23760,6360,3,0,50737.5
"45",1,0,1,12,2160,43,46200,8719,0,1,97350
"49",0,0,1,12,1996,29,30525,289,0,0,30574.5
"50",1,0,1,11,1960,43,34650,183,2,1,69630
"51",0,0,1,12,2340,34,24750,184,2,1,75570
"55",1,0,1,12,1950,45,26400,1392,5,1,44319
"56",1,0,1,6,1985,45,22275,1492,1,1,30939.150390625
"57",1,0,1,4,2220,47,3432,3368,5,1,6337.64990234375
"58",0,0,1,9,0,33,0,477,3,1,15675
"59",1,0,1,10,2080,38,10230,470,2,1,38291.55078125
"60",1,0,1,12,2040,40,37950,1521,0,1,62700
"61",1,0,1,10,2080,32,8250,7549,0,1,9522.150390625
"62",1,0,1,12,2277,42,19800,2959,1,1,44860.19921875
"63",0,0,1,12,113,29,3630,524,2,0,71709
"64",1,0,1,14,2340,37,35145,528,2,1,50160
"65",1,0,1,12,2280,30,25080,522,0,0,25080
"68",0,1,0,12,0,28,0,4719,3,0,6098.39990234375
"69",1,1,0,12,400,33,0,3926,0,0,14374.7998046875
"70",1,1,0,12,360,31,1980,4621,2,0,7524
"72",0,1,0,12,3320,41,24750,7046,0,0,33000
"73",1,1,0,12,1300,32,19800,5152,2,1,20625
"75",1,1,0,12,2088,40,52800,3929,2,1,92400
"76",0,1,0,12,2040,35,2145,3931,3,0,6342.60009765625
"600",1,0,1,12,1970,38,67650,2105,2,1,67650
"624",1,0,1,16,3570,25,95290.796875,7085,0,1,136540.796875
"637",1,0,1,17,2430,49,135300,3190,1,1,199650
"688",0,0,1,17,2182,27,47850,1511,0,0,47850
"701",1,0,1,17,2227,37,66000,6206,2,1,98244.296875
"731",1,0,1,16,2849,27,15097.5,9883,0,0,15097.5
"759",0,0,1,17,2500,34,87319.6484375,2039,0,1,183757.203125
"764",0,0,1,13,1591,33,18150,6408,2,1,56430
"770",0,1,0,13,1984,34,33000,4165,3,1,57816
"780",1,0,1,15,2167,32,27225,3656,0,0,74250
"790",1,0,1,12,2500,41,67650,69,0,1,135795
"796",1,0,1,12,2250,40,66181.5,319,0,0,67349.703125
"805",1,1,0,12,2060,43,29700,2809,4,1,70455
"817",1,0,1,12,2480,51,31350,5756,0,0,31350
"839",1,0,1,12,2700,48,39600,66,1,0,49995
"840",1,0,1,17,3410,39,199650,3773,2,1,295350
