"","male","black","white","edu","hours","age","inc_labor","int_id","hhchildren","married","fam_inc"
"3",0,0,1,11,1214,27,10404,5395,3,1,38148
"8",0,0,1,13,180,26,1734,2331,3,1,65545.203125
"15",1,1,0,14,2156,25,34680,1361,0,1,59245
"18",0,1,0,16,1892,26,34680,3183,0,0,34680
"26",1,0,1,14,2390,25,65603,120,1,1,74273
"27",1,0,1,17,2358,31,166059.40625,2018,0,1,234985.90625
"30",1,0,1,17,2250,29,59245,121,0,1,111499.09375
"31",0,0,1,16,1951,27,39382.03125,434,0,0,40066.9609375
"38",0,0,1,12,1080,28,11560,1231,1,1,65025
"40",1,0,1,11,2310,25,33235,1260,0,0,33235
"42",1,0,1,14,2016,32,37570,4186,2,1,57800
"45",1,0,1,12,2550,30,58956,482,2,1,58956
"50",1,0,1,11,2528,30,24206.640625,2642,2,1,32654.109375
"52",0,0,1,10,1560,31,10519.599609375,2204,2,0,23004.400390625
"54",1,0,1,12,1520,27,22903.25,2641,1,1,37289.671875
"55",1,0,1,12,2500,33,23120,6192,0,1,23120
"56",1,0,1,6,2683,32,27166,625,3,1,27166
"59",1,0,1,10,2933,25,17340,4803,1,1,18496
"60",1,0,1,12,1821,26,23987,2021,3,1,44835.4609375
"62",1,0,1,12,2300,28,25143,623,2,1,31501
"72",0,1,0,12,2250,27,26010,2065,1,0,26010
"75",1,1,0,12,1880,27,31790,1452,1,1,46384.5
"600",1,0,1,12,2040,25,40460,4208,1,1,40460
"622",0,0,1,9,2754,34,20230,2036,1,0,20417.849609375
"637",1,0,1,17,1920,36,91511.8515625,1216,1,1,98283.1171875
"652",0,0,0,12,2350,38,20230,4429,2,0,27166
"674",0,0,1,17,900,28,17340,3371,0,1,21530.5
"677",0,0,1,8,0,46,0,2031,0,0,12571.5
"762",1,0,1,10,2106,29,76585,4490,2,1,76585
"790",1,0,1,12,2400,28,75140,5246,0,1,134674
"796",1,0,1,12,2010,27,31067.5,553,0,0,36341.75
"805",1,1,0,12,2227,30,82076,1438,2,1,84388
"811",1,1,0,6,3600,49,75140,6380,0,1,78275.6484375
"817",1,0,1,12,2150,38,49130,2327,0,0,49130
"839",1,0,1,12,520,35,26010,3538,1,0,26443.5
"841",0,0,1,12,0,38,0,3202,3,1,92480
"842",0,0,1,16,0,35,0,1808,3,1,297959
"859",1,0,1,13,1960,60,62135,3418,0,1,80966.2421875
"892",1,0,1,12,1640,48,49130,99,0,1,82365
"894",0,0,1,17,1280,37,17340,5128,2,1,88723
"970",0,0,1,12,732,31,5780,986,1,1,28900
"975",1,0,0,12,2573,41,80631,3775,2,1,95312.203125
"991",0,0,1,12,2015,55,23120,6074,0,1,90023.5
"1036",0,1,0,13,330,32,1734,1328,1,1,38754.8984375
"1114",1,0,1,14,1680,26,69360,5976,0,0,69360
"1141",1,0,1,16,2250,30,72250,542,1,1,94647.5
"1154",0,0,1,17,2060,26,36125,1858,0,1,66470
"1161",1,0,1,13,2904,49,225420,6167,1,1,489566
"1180",0,0,1,17,80,31,1011.5,3442,0,1,213426.5
"1187",0,0,1,17,1888,27,40460,3210,0,1,109820
"1211",0,0,1,17,1795,36,36240.6015625,5676,2,1,99462.2421875
"1212",0,0,1,12,1437,36,13033.900390625,3775,2,1,95312.203125
"1264",0,0,1,12,1900,30,20230,2152,0,0,20230
"1328",1,0,1,16,2820,53,75140,3923,0,1,115600
"1334",0,0,1,12,1668,38,22542,1095,1,1,59221.87890625
"1345",1,0,1,17,2703,26,44401.9609375,1790,0,0,50384.26171875
"1358",0,0,1,12,0,36,0,2807,2,1,49130
"1371",1,0,1,17,1972,31,65314,4746,2,1,66253.25
"1427",1,0,1,16,2512,27,43350,5027,0,1,65025
"1431",1,0,1,16,1780,52,104040,728,0,1,147390
"1490",0,0,1,11,1960,38,26010,913,2,1,82682.8984375
"1506",0,1,0,14,1960,28,26010,3157,1,1,37570
"1544",0,0,1,12,0,29,0,2356,2,1,69403.3515625
"1546",0,0,1,14,320,28,2890,918,1,1,89630.4609375
"1584",0,0,1,16,780,36,33813,2551,3,1,96901.703125
"1608",0,0,1,16,10,44,130.050003051758,3620,4,1,135960.046875
"1612",0,1,0,12,2040,27,26010,1788,1,0,30980.80078125
"1626",0,0,1,14,1220,29,16184,1870,0,1,107797
"1631",0,0,1,16,2000,26,37570,4891,0,1,47107
"1647",0,0,1,12,0,26,0,2619,2,1,79532.796875
"1662",0,0,1,16,1010,41,28900,3876,1,1,147101
"1674",0,0,1,16,1920,29,34680,2635,1,1,101785.796875
"1680",0,0,1,12,110,55,867,352,0,1,63120.48828125
"1734",0,0,1,12,1960,30,19074,4950,2,0,37630.69140625
"1772",1,0,1,8,1899,52,34564.3984375,4600,0,1,51462.23046875
"1776",1,0,1,12,2040,42,34737.80078125,6183,2,1,68204
"1778",0,0,1,12,1125,59,6647,5442,0,1,78943.2421875
"1787",1,0,1,12,2040,59,180336,5687,0,1,194208
"1822",0,0,1,12,432,56,2890,4866,0,1,71059.3203125
"1834",1,0,1,12,3640,50,67787.84375,194,0,1,67787.84375
