"","male","black","white","edu","hours","age","inc_labor","int_id","hhchildren","married","fam_inc"
"3",0,0,1,11,240,26,2624,4112,3,1,51824
"8",0,0,1,13,102,25,1640,1,3,1,63960
"18",0,1,0,16,1948,25,16400,6086,0,0,16400
"27",1,0,1,17,2560,30,98400,1421,0,1,171334.078125
"30",1,0,1,17,2350,28,55104,2145,0,1,97793.203125
"31",0,0,1,16,2084,26,40573.6015625,2438,0,0,41098.3984375
"38",0,0,1,12,1775,28,16400,130,1,1,75440
"40",1,0,1,11,1600,25,29192,5618,0,0,29192
"42",1,0,1,14,2115,31,42640,2950,2,1,62910.3984375
"45",1,0,1,12,2880,29,56219.19921875,3771,2,1,57468.87890625
"50",1,0,1,11,2100,30,19680,3963,2,1,25892.3203125
"52",0,0,1,10,1248,31,8528,2779,2,0,21910.400390625
"54",1,0,1,12,1544,26,27880,4660,1,1,35394.48046875
"55",1,0,1,12,1620,31,36080,4822,0,0,37388.71875
"56",1,0,1,6,2704,31,29520,277,2,1,29782.400390625
"60",1,0,1,12,1600,25,29520,2747,2,1,30586
"62",1,0,1,12,2025,27,23120.720703125,1552,2,1,29680.720703125
"72",0,1,0,12,2250,26,26463.0390625,2185,1,0,26463.0390625
"75",1,1,0,12,2040,26,27594.640625,3993,0,1,48914.640625
"622",0,0,1,9,426,33,1640,5659,1,0,61670.55859375
"637",1,0,1,17,1948,35,88379.6015625,3315,1,1,92351.6796875
"652",0,0,0,12,1784,37,14596,6231,2,0,27702.880859375
"674",0,0,1,17,1134,27,19680,128,0,1,53464
"677",0,0,1,8,0,45,0,4471,0,0,12418.080078125
"762",1,0,1,10,1960,28,65928,2566,2,1,65928
"790",1,0,1,12,2232,27,52480,5380,0,1,96563.203125
"796",1,0,1,12,2346,26,27880,4423,0,0,33390.3984375
"805",1,1,0,12,2130,29,65600,477,2,1,67240
"811",1,1,0,6,2550,48,59040,6277,0,1,89097.921875
"817",1,0,1,12,1750,37,30504,5345,0,0,30504
"839",1,0,1,12,954,34,33620,3743,1,0,33620
"841",0,0,1,12,0,37,0,4644,3,1,91840
"842",0,0,1,16,0,35,0,38,3,1,313896
"859",1,0,1,13,1960,59,70520,1047,0,1,89245.5234375
"892",1,0,1,12,2169,47,75440,3998,0,1,92453.359375
"894",0,0,1,17,1584,36,22960,3237,2,1,95415.203125
"970",0,0,1,12,0,30,0,1005,1,1,262400
"975",1,0,0,12,2756,40,93427.5234375,3044,3,1,110549.1171875
"991",0,0,1,12,2010,54,26240,4847,0,1,91184
"1036",0,1,0,13,1651,31,9840,21,1,1,44280
"1114",1,0,1,14,1896,25,45920,5274,0,0,45920
"1141",1,0,1,16,2450,29,57072,4120,1,1,114800
"1154",0,0,1,17,640,25,13120,503,0,1,34440
"1161",1,0,1,13,3380,48,236160,4801,1,1,327996.71875
"1180",0,0,1,17,0,30,0,4212,0,1,288640
"1187",0,0,1,17,1365,26,49200,263,0,1,119064
"1211",0,0,1,17,1785,35,39360,3701,2,1,99876
"1212",0,0,1,12,1330,35,12529.599609375,3044,3,1,110549.1171875
